Time(Iteration),CAB,CAB_original,LinUCB
0,7.38560747802,9.12815473645,8.17637959708
1,13.7892728112,16.6289989855,15.1341691705
2,20.1227550654,21.1414276898,20.0728731586
3,25.522557523,24.5691015665,23.9849101494
4,31.0334876157,26.489406654,26.0862978958
5,37.6583735315,27.9693201198,28.5069996041
6,44.3041304054,30.5099333203,30.8891688277
7,50.315730472,32.237648595,32.4486526093
8,55.734969616,33.3166152834,33.3696155289
9,61.7703957394,34.3804474851,34.4895873018
10,68.2029051197,34.9814625197,35.4569108314
11,74.1001231271,35.706309479,35.9227142322
12,80.0161090987,36.5084444375,37.0775389753
13,85.9106473061,37.2951484164,38.0226355425
14,92.6701559957,37.7790733993,38.7897714005
15,98.5740897242,38.1121144722,39.7844285957
16,103.794372651,38.6531474578,40.3340037376
17,109.529361114,38.9174696163,40.9404361744
18,114.122413385,39.3790335484,41.5436314324
19,120.359503941,39.5056934876,41.6831351444
20,126.127965916,39.9995881603,42.7430738644
21,133.767934628,40.2206667712,42.8658411067
22,139.975543254,40.557109973,43.2293441073
23,145.602769798,41.0142782073,43.9695272289
24,153.153986142,41.5113807632,44.2854079762
25,158.401905625,41.8133237527,44.8704010711
26,164.053962385,42.1140463246,45.3163444463
27,170.759332206,42.6401455459,45.6561254563
28,175.81294767,43.0145505477,45.8502527244
29,181.965096571,43.2626325118,46.0163052661
30,188.205593256,43.5723554636,46.3741142423
31,192.780204114,43.7725825585,46.4860613572
32,198.041537665,44.2113734707,46.8205871372
33,204.077369253,44.5064726701,47.1640058802
34,209.000380743,44.7460354081,47.4241952796
35,216.309869841,44.8930102305,47.7166312592
36,220.545906534,44.995512976,47.8125910931
37,225.128918162,45.2980192466,48.0999854111
38,230.23084701,45.4036188612,48.2618119703
39,236.31312972,45.7895792764,48.413047064
40,243.255955392,46.0314564275,48.5582892003
41,249.53144096,46.1265338582,48.6757237087
42,255.850369037,46.1501241315,48.6894506039
43,262.29541548,46.4075137116,48.9477100325
44,267.121569851,46.8110969387,49.2105407615
45,272.158539241,47.0223467504,49.3830476621
46,276.097267229,47.0712385565,49.3907462627
47,281.469216484,47.3527352633,49.5742315623
48,286.879649238,47.4163250748,49.5746199138
49,290.68490143,47.4693416167,49.6457825952
50,296.69221266,47.5976932803,49.7800204431
51,301.6365377,47.779276864,50.1565149043
52,307.951946008,47.7985699265,50.2897247878
53,314.513375792,47.8655149317,50.3613334654
54,319.410399158,48.0317122962,50.4507759365
55,324.043617771,48.0963445663,50.5154082066
56,329.716570493,48.2011997431,50.562009077
57,334.498969473,48.2571619334,50.8108936022
58,340.455869955,48.419993128,50.9289410522
59,344.378296365,48.6825307526,51.0737553523
60,348.749065672,48.8565676958,51.114731707
61,354.077691304,48.9399067374,51.2005681324
62,360.977763237,48.9642020768,51.2588284968
63,366.865100917,49.1247243963,51.4495965261
64,372.659236409,49.2990850452,51.5425485091
65,377.971266518,49.5452137694,51.5667299391
66,383.061296875,49.5480925655,51.6729150968
67,388.899951453,49.5941540297,51.718976561
68,394.72663483,49.7566110408,51.8518004024
69,400.6712711,49.9600696527,51.86983891
70,406.698984291,50.0277671868,51.9557772926
71,411.505238361,50.0843853938,52.0123954996
72,418.093748641,50.1365712129,52.0859691374
73,424.537009327,50.277894272,52.2272921965
74,430.358566177,50.2850473151,52.2272921965
75,437.226033842,50.3497519203,52.3075047008
76,443.629809239,50.4197982161,52.3518488267
77,448.863833311,50.5449432499,52.438727016
78,454.122328422,50.8053322202,52.6991159863
79,459.760155949,50.9251287813,52.7770767368
80,465.851978977,50.9251287813,52.7869906381
81,471.691082067,50.9578652004,52.8082148677
82,476.760681408,51.0385531536,52.8998713496
83,482.961858836,51.0675080141,52.9798208328
84,487.278106651,51.2643734557,53.2059080737
85,493.210892289,51.3843579408,53.2289367438
86,498.025050929,51.4365883119,53.2811671149
87,503.808246643,51.4901978054,53.4057371834
88,509.804909546,51.4901978054,53.4330652564
89,515.098613971,51.5379882307,53.4794772475
90,521.621795051,51.5385344627,53.5373922529
91,526.562498151,51.5823929453,53.6878023073
92,532.030929159,51.5860583924,53.7209501163
93,538.210121258,51.5992285002,53.7230123236
94,544.220923428,51.6918495959,53.8095389862
95,548.993372631,51.6948147542,53.82690846
96,554.941116508,51.8754261978,53.9066821403
97,562.234394456,52.0736906392,53.9864716332
98,567.739005983,52.074961112,54.1440394128
99,573.293659397,52.1423496289,54.2565988961
100,578.631383814,52.1572405504,54.3716912713
101,584.01934295,52.2263775773,54.4408282982
102,589.5465637,52.3084955505,54.462362916
103,595.182044331,52.3465225148,54.4893892821
104,600.821683495,52.3731757965,54.5160425638
105,604.994430187,52.4005595733,54.5363398964
106,611.946812308,52.4452406882,54.5711236793
107,617.421600196,52.5702604059,54.6476931901
108,623.597739794,52.5772565509,54.654689335
109,628.159884738,52.5772565509,54.6652101739
110,634.030501823,52.6887233043,54.7711916973
111,640.085645028,52.6890893297,54.7769735532
112,644.937095702,52.7657256589,54.9762755919
113,649.612002783,52.8408219375,55.0513718705
114,655.057881925,52.9412042716,55.0682718766
115,661.619193043,52.9546538381,55.0682718766
116,667.49074654,53.0442905678,55.0780657215
117,673.333685112,53.2039759551,55.1080081859
118,678.156930963,53.2039759551,55.2593446782
119,684.968272252,53.363387283,55.4615187271
120,689.860822362,53.4026761898,55.5910537098
121,694.445658022,53.4440144962,55.6323920162
122,699.769789554,53.4480630411,55.6364405611
123,704.892126994,53.4480630411,55.6364405611
124,710.516245661,53.4519783943,55.6364405611
125,715.906876122,53.6415194689,55.6364405611
126,719.468231683,53.6713079179,55.6662290101
127,725.298362604,53.7102435276,55.6901450177
128,729.771241288,53.7744925958,55.7543940859
129,736.096851355,53.793892958,55.7737944481
130,741.943674061,53.793892958,55.8375808308
131,748.706218225,53.793892958,55.8649644189
132,754.965598093,53.8579796548,55.9407788415
133,761.675907656,54.0025565707,55.9426828201
134,767.400443938,54.0391574851,55.9538045368
135,774.597578849,54.0797865086,55.9538045368
136,780.179940678,54.1038268299,56.0223974884
137,785.879267174,54.1218260801,56.0383935686
138,791.501402352,54.1218260801,56.0878177445
139,798.506221789,54.1218260801,56.1063351904
140,803.275606506,54.1319654156,56.1068210016
141,807.682040321,54.1319654156,56.1075127108
142,812.63330606,54.1319654156,56.2250825776
143,819.410286113,54.1519540449,56.2385221422
144,824.440784238,54.1678092383,56.2844809795
145,830.445874065,54.1719310483,56.2886027895
146,838.046539363,54.1824457171,56.2991174583
147,845.248733063,54.1899532929,56.3066250341
148,849.844564188,54.2080894548,56.3247611959
149,856.011424085,54.3256623911,56.3356250883
150,864.036960956,54.3256623911,56.3379581147
151,868.733287567,54.4187065449,56.3682184233
152,874.289513122,54.463849905,56.3883991289
153,879.702468549,54.463849905,56.4523479749
154,885.826185569,54.51400676,56.4962996889
155,890.394934601,54.532484388,56.4962996889
156,895.966352018,54.532484388,56.4962996889
157,901.813450982,54.5568341257,56.5206494266
158,906.861070238,54.6110415237,56.6897594905
159,911.219689714,54.6110415237,56.6897594905
160,915.44044097,54.6791265998,56.7265887804
161,920.115120689,54.7248160973,56.7404717049
162,925.486030555,54.7299997391,56.8173529296
163,932.006826216,54.7356775427,56.8230307332
164,936.304654041,54.783925813,56.9803008545
165,942.459873112,54.7910579439,56.9874329854
166,949.15719104,54.8064535119,57.081171732
167,953.902881505,54.8064535119,57.081171732
168,959.284884398,54.8864220911,57.1740901225
169,965.989595574,55.029295645,57.1740901225
170,971.262347695,55.029295645,57.1740901225
171,976.119560693,55.0729462971,57.2003706782
172,980.252222319,55.0835110419,57.2109354229
173,985.116855692,55.1345295751,57.2541583639
174,989.711373292,55.1554492436,57.2701106345
175,995.808508569,55.1666235374,57.2812849283
176,999.460829336,55.1666235374,57.2812849283
177,1005.52374643,55.2123123963,57.3269737872
178,1012.08129121,55.2123123963,57.3269737872
179,1017.31020355,55.2123123963,57.3293178861
180,1023.22707892,55.2153986279,57.3346318726
181,1029.87884188,55.2165790648,57.3397617559
182,1035.075304,55.2165790648,57.3824594862
183,1040.02703372,55.2165790648,57.4082258385
184,1046.30419198,55.2447584574,57.4272388093
185,1051.12113165,55.2497202057,57.4881239002
186,1056.49469644,55.2566063208,57.4950100153
187,1061.79830556,55.2790491383,57.5174528328
188,1068.45976579,55.293795128,57.5321988225
189,1074.53428244,55.3374886926,57.5321988225
190,1080.75585499,55.3669464496,57.6078658901
191,1086.41325916,55.437028719,57.6779481594
192,1092.01719752,55.4700650542,57.6877433158
193,1098.07290928,55.4700650542,57.6954522704
194,1103.76250109,55.4700650542,57.6954522704
195,1109.85125563,55.490705021,57.7587911383
196,1115.056402,55.490705021,57.7653469067
197,1121.55089318,55.490705021,57.7653469067
198,1128.12303881,55.490705021,57.7653469067
