Time(Iteration),CAB_original,LinUCB
0,6.80718216123,8.1217312823
1,12.669394479,13.2959144557
2,16.7596610111,16.665218859
3,19.6719981094,20.4507641099
4,22.9386795952,23.6179922873
5,25.4354822945,25.8194796285
6,27.0731738301,27.4568331343
7,29.085890488,28.6266438409
8,30.9302810911,29.955304421
9,32.3043878871,31.3976821619
10,34.1188582327,32.792579578
11,35.6549806215,34.5602838757
12,36.7807039014,35.6259359871
13,38.346607464,36.8946135726
14,39.3442133625,37.7467292234
15,40.9601897482,39.921142324
16,42.0337447702,40.6357841333
17,42.3776372506,41.2693383391
18,42.7132695172,41.7019622613
19,43.6714549636,42.6751287889
20,44.3567218544,43.5974127051
21,45.0861203294,44.5549937094
22,45.9022790249,45.0592947132
23,46.5455267902,45.8239828141
24,47.2961638415,46.160660805
25,47.9992531958,46.6638940754
26,48.8314343255,47.2575565152
27,49.6134959858,47.9205738895
28,49.8300417742,48.1025126883
29,50.251976039,48.6300117323
30,50.6925080249,48.9873360781
31,51.1661496537,49.46729502
32,51.6492551731,49.8524521936
33,52.2064848165,50.1924110731
34,52.4854320335,50.5336403613
35,53.232457682,50.9440149501
36,53.7941322801,51.6056232547
37,54.1861559248,51.7429384931
38,54.4463843162,51.9360843813
39,54.7049706768,52.172108369
40,54.9414650132,52.3561265792
41,55.1660992503,52.5059545331
42,55.5929407585,52.6086058194
43,56.2759260649,52.9611971956
44,56.6545359731,53.195177038
45,57.0058486836,53.4641959979
46,57.1142622444,53.7131129161
47,57.3657063372,53.8004116133
48,57.3657063372,53.8251164255
49,57.6215481705,54.0799881523
50,57.8030736488,54.1722074444
51,57.8855311445,54.2682923868
52,58.048398275,54.324332357
53,58.320860478,54.6860774478
54,58.4690922879,54.8343092577
55,58.7673245511,55.1325415209
56,58.7820350451,55.1623999538
57,58.8224738238,55.2529780769
58,58.9082373195,55.4389044091
59,59.1158839442,55.6940563044
60,59.3263190238,55.8744225887
61,59.339165259,55.8872688239
62,59.3931920984,55.9141090287
63,59.3931920984,55.9141090287
64,59.5221134853,56.0121999112
65,59.6229035237,56.1556589382
66,59.6395018765,56.1556589382
67,59.8202951473,56.3886812712
68,59.8202951473,56.4076784997
69,59.9089211501,56.4963045025
70,59.9703269956,56.5075222241
71,60.0020593696,56.6421206877
72,60.0419474526,56.6808372999
73,60.1226385666,56.7615284138
74,60.2678314932,56.9636580128
75,60.344237774,57.0356787774
76,60.4310869298,57.1048090507
77,60.4445230686,57.1569854998
78,60.4445230686,57.1569854998
79,60.6386625892,57.4184593631
80,60.8618599625,57.5734364699
81,61.0065012047,57.6996777052
82,61.0191168152,57.7193438702
83,61.0824205383,57.8003361383
84,61.1184712551,57.8363868551
85,61.1201544401,57.9607549112
86,61.285636076,58.1262365471
87,61.3873008154,58.2654647926
88,61.4457623116,58.3331356456
89,61.5240865776,58.3353763042
90,61.5849467786,58.3686143267
91,61.6400814811,58.4076717352
92,61.7346388955,58.4494886304
93,61.881159733,58.4736775594
94,61.997610884,58.4741821573
95,62.0030120199,58.4794045062
96,62.216048112,58.5744254646
97,62.2373416449,58.5978612493
98,62.3451680914,58.7111486855
99,62.3822920385,58.7565053324
