Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
173,66.7946960972,21.9051486097,37.892040344,61.7290548883,30.0463373058,28.8910709416
174,66.8076068774,21.9051486097,37.9049511242,61.7290548883,30.0463373058,28.8916742623
175,66.824636052,21.9221777843,37.9219802988,61.7290548883,30.0535305834,28.8988675399
176,66.8805206491,21.9274030151,37.9230103239,61.7872259048,30.0545606086,28.8998975651
177,66.9144038599,21.9274030151,37.9230103239,61.818703773,30.0545606086,28.8998975651
178,66.9190902268,21.932089382,37.9230103239,61.82339014,30.0592469755,28.8998975651
179,66.9256320571,21.9386312123,37.9295521542,61.8501789643,30.0636305838,28.9064393953
180,66.9339668747,21.9402635375,37.9311844794,61.8518112895,30.065262909,28.9080717205
181,66.9715703353,21.9402635375,37.9687879399,61.8730143439,30.0655675189,28.9083763304
182,67.0039208209,21.9622083927,38.0048664704,61.8893075436,30.0875123741,28.9303211857
183,67.0039208209,21.9622083927,38.0063835929,61.9205638297,30.0875123741,28.9303211857
184,67.0343406597,21.9660533469,38.0063835929,61.9621554664,30.0913573282,28.9341661398
185,67.0343406597,21.9660533469,38.0064701603,61.9621554664,30.0914438956,28.9341661398
186,67.0531901871,21.9660533469,38.0253196878,61.9818357383,30.0998486999,28.9341661398
187,67.0531901871,21.9660533469,38.1166687643,62.1298191069,30.0998486999,28.9341661398
188,67.0605392593,21.9768051974,38.1274206149,62.1441713584,30.1106005504,28.9360404755
189,67.0605392593,21.9768051974,38.1274206149,62.2119031955,30.1106005504,28.9360404755
190,67.0775063147,21.9775337576,38.1281491751,62.2288702509,30.1113291106,28.9367690356
191,67.1238228652,21.9775337576,38.1744657256,62.2751868014,30.1113291106,28.9367690356
192,67.1238228652,21.9775337576,38.1757059943,62.2764270702,30.1113291106,28.9367690356
193,67.1270853481,22.0451672926,38.2400770464,62.3493435603,30.1757001627,28.9367690356
194,67.1554038056,22.048358037,38.2432677909,62.3744712733,30.1788909072,28.9399597801
195,67.2536880227,22.048358037,38.2432677909,62.3797672015,30.1788909072,28.9399597801
196,67.2596901892,22.048358037,38.2492699574,62.385769368,30.1788909072,28.9399597801
197,67.2793008443,22.0679686921,38.2688806125,62.4089580035,30.1985015623,28.9595704352
198,67.2793008443,22.0679686921,38.2688806125,62.4089580035,30.3146873324,28.9595704352
199,67.2793008443,22.0679686921,38.2688806125,62.4089580035,30.3146873324,28.9595704352
