Time(Iteration),CAB_original,LinUCB
0,6.68696130426,6.68696130426
1,12.3369396949,12.3369396949
2,17.1899345889,17.1899345889
3,21.32175715,21.32175715
4,24.9158438618,24.9158438618
5,27.1636985682,27.1636985682
6,29.0024533578,29.0024533578
7,31.1423229267,31.1423229267
8,33.0411703135,33.0411703135
9,34.858604561,34.858604561
10,36.4517322713,36.4517322713
11,37.5987873687,37.5987873687
12,39.2918836603,39.2918836603
13,40.6964291369,40.6964291369
14,41.9638406281,41.9638406281
15,43.2863408544,43.2863408544
16,43.717178715,43.717178715
17,44.168437543,44.168437543
18,44.7806125567,44.7806125567
19,44.9808050826,44.9808050826
20,45.4315056522,45.4315056522
21,46.1800743091,46.1800743091
22,46.7155060548,46.7155060548
23,47.0449595725,47.0449595725
24,47.6823687668,47.6823687668
25,47.888486062,47.888486062
26,48.2629609971,48.2629609971
27,48.7312475221,48.7312475221
28,49.158618783,49.158618783
29,49.9689243356,49.9689243356
30,50.1089181522,50.1089181522
31,50.4160199237,50.4160199237
32,50.7190098149,50.7190098149
33,50.9579169052,50.9579169052
34,51.2317128942,51.2317128942
35,51.6726451866,51.6726451866
36,52.2039094821,52.2039094821
37,52.7948762928,52.7948762928
38,52.9187849545,52.9187849545
39,53.2777263556,53.2777263556
40,53.5531037795,53.5531037795
41,53.6726864946,53.6726864946
42,53.7805045028,53.7805045028
43,54.0330837901,54.0330837901
44,54.2864031028,54.2864031028
45,54.7041516854,54.7041516854
46,54.9075157584,54.9075157584
47,55.0666354681,55.0666354681
48,55.3296201795,55.3296201795
49,55.430674776,55.430674776
50,55.4810965067,55.4810965067
51,55.4978088732,55.4978088732
52,55.6836918417,55.6836918417
53,55.7382692929,55.7382692929
54,55.7865452082,55.7865452082
55,55.8078194902,55.8078194902
56,55.9948511688,55.9948511688
57,56.0475819781,56.0475819781
58,56.088725622,56.088725622
59,56.213456862,56.213456862
60,56.2996613625,56.2996613625
61,56.4903297039,56.4903297039
62,56.5654494124,56.5654494124
63,56.6165330364,56.6165330364
64,56.7292623251,56.7292623251
65,56.7621294368,56.7621294368
66,56.8115828084,56.8115828084
67,56.8483670337,56.8483670337
68,56.9144280234,56.9144280234
69,56.9817903151,56.9817903151
70,57.0002055575,57.0002055575
71,57.0138158458,57.0138158458
72,57.0229944425,57.0229944425
73,57.1815055159,57.1815055159
74,57.2969044714,57.2969044714
75,57.3437244501,57.3437244501
76,57.4188321262,57.4188321262
77,57.4856905539,57.4856905539
78,57.4946143894,57.4946143894
79,57.6410802734,57.6410802734
80,57.6410802734,57.6410802734
81,57.8152027152,57.8152027152
82,57.859800809,57.859800809
83,57.9925556338,57.9925556338
84,58.0293687807,58.0293687807
85,58.0363975176,58.0363975176
86,58.1095435877,58.1095435877
87,58.1331889428,58.1331889428
88,58.1937048466,58.1937048466
89,58.2002687928,58.2002687928
90,58.3068739576,58.3068739576
91,58.4296540826,58.4296540826
92,58.480451807,58.480451807
93,58.6442165802,58.6442165802
94,58.7298275273,58.7298275273
95,58.7310198308,58.7310198308
96,58.7446563004,58.7446563004
97,58.7446563004,58.7446563004
98,58.7791874263,58.7791874263
99,58.9715979954,58.9715979954
100,58.9715979954,58.9715979954
101,59.0752559306,59.0752559306
102,59.1095805223,59.1095805223
103,59.1183139097,59.1183139097
104,59.1803296218,59.1803296218
105,59.185465546,59.185465546
106,59.2567482076,59.2567482076
107,59.3528783279,59.3528783279
108,59.391900631,59.391900631
109,59.4169562562,59.4169562562
110,59.6054441312,59.6054441312
111,59.6954543476,59.6954543476
112,59.7260934065,59.7260934065
113,59.7387737899,59.7387737899
114,59.7434559076,59.7434559076
115,59.9198959803,59.9198959803
116,59.9198959803,59.9198959803
117,59.9317789099,59.9317789099
118,59.9545204583,59.9545204583
119,59.9582269759,59.9582269759
120,60.0015181618,60.0015181618
121,60.0419217649,60.0419217649
122,60.0544330376,60.0544330376
123,60.0722386597,60.0722386597
124,60.0797503166,60.0797503166
125,60.2009277774,60.2009277774
126,60.3699484083,60.3699484083
127,60.373517629,60.373517629
128,60.4145790129,60.4145790129
129,60.4627430662,60.4627430662
130,60.4793455143,60.4793455143
131,60.5046222036,60.5046222036
132,60.6907640321,60.6907640321
133,60.7544170606,60.7544170606
134,60.7544170606,60.7544170606
135,60.7779852049,60.7779852049
136,60.7853717616,60.7853717616
137,60.9917043644,60.9917043644
138,61.1653716615,61.1653716615
139,61.1658975729,61.1658975729
140,61.1939642413,61.1939642413
141,61.2153019865,61.2153019865
142,61.229906512,61.229906512
143,61.2395439773,61.2395439773
144,61.2395439773,61.2395439773
145,61.239772557,61.239772557
146,61.2475575783,61.2475575783
147,61.2708440863,61.2708440863
148,61.2976816136,61.2976816136
149,61.3620757517,61.3620757517
150,61.3620757517,61.3620757517
151,61.3756766054,61.3756766054
152,61.3756766054,61.3756766054
153,61.3803891146,61.3803891146
154,61.396928444,61.396928444
155,61.396928444,61.396928444
156,61.4474754767,61.4474754767
157,61.4507605096,61.4507605096
158,61.4604106921,61.4604106921
159,61.504499697,61.504499697
160,61.5283514466,61.5283514466
161,61.5447953906,61.5447953906
162,61.5522647417,61.5522647417
163,61.5546859082,61.5546859082
164,61.5733315517,61.5733315517
165,61.5733315517,61.5733315517
166,61.5793362696,61.5793362696
167,61.6099506505,61.6099506505
168,61.6609287211,61.6609287211
169,61.7688460275,61.7688460275
170,61.7729766099,61.7729766099
171,61.8298677166,61.8298677166
172,61.8892215775,61.8892215775
173,61.8892215775,61.8892215775
174,61.8970926506,61.8970926506
175,61.9440326341,61.9440326341
176,61.9661153028,61.9661153028
177,61.971807319,61.971807319
178,61.9782520827,61.9782520827
179,61.9827916369,61.9827916369
180,62.0072276353,62.0072276353
181,62.0114595421,62.0114595421
182,62.0488677676,62.0488677676
183,62.0928943732,62.0928943732
184,62.094291619,62.094291619
185,62.0956085865,62.0956085865
186,62.1044360197,62.1044360197
187,62.1209623154,62.1209623154
188,62.1232623944,62.1232623944
189,62.1891457612,62.1891457612
190,62.200785125,62.200785125
191,62.2091544673,62.2091544673
192,62.220307773,62.220307773
193,62.220307773,62.220307773
194,62.220307773,62.220307773
195,62.2248875081,62.2248875081
196,62.2626423777,62.2626423777
197,62.2626423777,62.2626423777
198,62.297636835,62.297636835
199,62.3036695909,62.3036695909
200,62.3076897201,62.3076897201
201,62.3122497617,62.3122497617
202,62.3378998571,62.3378998571
203,62.3479624409,62.3479624409
204,62.3533922764,62.3533922764
205,62.3533922764,62.3533922764
206,62.3735050145,62.3735050145
207,62.3853498484,62.3853498484
208,62.3894051642,62.3894051642
209,62.3894051642,62.3894051642
210,62.3894051642,62.3894051642
211,62.3894051642,62.3894051642
212,62.4063869677,62.4063869677
213,62.4063869677,62.4063869677
214,62.4063869677,62.4063869677
215,62.4248105857,62.4248105857
216,62.5518026375,62.5518026375
217,62.5637911507,62.5637911507
218,62.5637911507,62.5637911507
219,62.6030239553,62.6030239553
220,62.6079896592,62.6079896592
221,62.6128995648,62.6128995648
222,62.7568697601,62.7568697601
223,62.7934108718,62.7934108718
224,62.8364757611,62.8364757611
225,62.8364757611,62.8364757611
226,62.841600845,62.841600845
227,62.8811716957,62.8811716957
228,62.8838010597,62.8838010597
229,62.8856227705,62.8856227705
230,62.8896695054,62.8896695054
231,62.8933107119,62.8933107119
232,62.8983686941,62.8983686941
233,62.8983686941,62.8983686941
234,62.9014762695,62.9014762695
235,62.9101297423,62.9101297423
236,62.9158534486,62.9158534486
237,62.9227283119,62.9227283119
238,62.9631589593,62.9631589593
239,62.9638533722,62.9638533722
240,62.9686179269,62.9686179269
241,62.9715993882,62.9715993882
242,62.9912472006,62.9912472006
243,62.9993201493,62.9993201493
