Time(Iteration),CAB,CAB_original
0,1.49810941115,1.49810941115
1,3.10882575857,3.10882575857
2,4.83098354136,4.83098354136
3,6.34605948305,6.34605948305
4,7.74377278298,7.74377278298
5,8.97884006048,8.97884006048
6,9.98833598016,9.98833598016
7,10.9874585583,10.9874585583
8,12.3078200527,12.3078200527
9,13.5520840446,13.5520840446
10,14.3694694412,14.3694694412
11,15.324428659,15.324428659
12,16.0161342488,16.0161342488
13,16.7196677877,16.7196677877
14,17.4033668328,17.4033668328
15,17.8588082006,17.8588082006
16,18.5683348459,18.5683348459
17,19.1724561812,19.1724561812
18,19.7406447939,19.7406447939
19,20.0513854056,20.0513854056
20,20.4339451306,20.4719184879
21,20.7835853871,20.8032994917
22,20.9926217112,21.073376099
23,21.3819419451,21.4403835183
24,21.6993006352,21.8455177998
25,22.0572955948,22.1519446721
26,22.3391027385,22.4276275903
27,22.5475852752,22.6952806549
28,22.7550635301,22.8898324526
29,23.0258708746,23.0716420941
30,23.2404124096,23.2567363662
31,23.5763392959,23.5261223111
32,23.8090442747,23.7418199886
33,24.1103964662,23.9206273051
34,24.2531984961,24.0359507441
35,24.3657486035,24.1440602436
36,24.6572440919,24.3598575877
37,24.8422444413,24.4570660579
38,25.0365523845,24.6499038827
39,25.2173380146,24.8219260694
40,25.4206550976,24.9933911736
41,25.6700941146,25.2280976404
42,25.7885808052,25.3787549038
43,25.9875869608,25.57057538
44,26.1004384077,25.6170700482
45,26.2947539546,25.7388227409
46,26.362302782,25.7868188669
47,26.574190716,26.0264273247
48,26.7335981055,26.1304479559
49,26.8173035584,26.2627553395
50,26.944724502,26.3743964848
51,27.0843989147,26.5083892624
52,27.1531897617,26.5950940094
53,27.2434006723,26.7092665877
54,27.3345069612,26.7459812271
55,27.3996620139,26.8121470066
56,27.5302121807,26.8911287483
57,27.6487633656,27.0097821136
58,27.8472277322,27.137320168
59,27.9301488857,27.1831595168
60,28.1252055044,27.3388153102
61,28.2337041395,27.4394335564
62,28.3966566257,27.5938270453
63,28.5865004644,27.7139197203
64,28.694724051,27.8492415923
65,28.7254329972,27.8673134285
