Time(Iteration),CAB_2_3CoTheta,CAB_originalCoTheta,CAB_5_6CoTheta,CAB_optimalCoTheta,,,,,,
66,0.401059958008,0.403001677234,0.400553602217,0.384413000679,,,,,,
67,0.397614319529,0.400391235441,0.396371126092,0.381238442024,,,,,,
68,0.39488454476,0.397041206187,0.393709639942,0.379655267811,,,,,,
69,0.393273960763,0.396310806926,0.392474700121,0.378624375926,,,,,,
70,0.390075899835,0.394383666078,0.389699642395,0.377369446172,,,,,,
71,0.389456399208,0.391132659604,0.388143688094,0.376264983034,,,,,,
72,0.389000789317,0.390098040073,0.388251918536,0.375862169639,,,,,,
73,0.38650119949,0.38468492028,0.386106068936,0.372400080462,,,,,,
74,0.385396059934,0.381666673208,0.384873396044,0.369456478384,,,,,,
75,0.384856308631,0.380121295182,0.383651441432,0.368138722635,,,,,,
76,0.384326832067,0.37724647166,0.383270278025,0.366783658023,,,,,,
77,0.378054065453,0.375895097146,0.377966594893,0.365293846711,,,,,,
78,0.377066459693,0.375621027966,0.375632174615,0.36549663474,,,,,,
79,0.375787562617,0.373445086425,0.373714693692,0.364267366208,,,,,,
80,0.373135643525,0.371348944422,0.373489710897,0.363923637863,,,,,,
81,0.371928144095,0.370006098448,0.372833522708,0.361945670863,,,,,,
82,0.366558049554,0.368735192883,0.367561412545,0.361086423179,,,,,,
83,0.363350222202,0.366987912885,0.364351326967,0.360256853409,,,,,,
84,0.362744794815,0.366468720816,0.361405933347,0.360165799521,,,,,,
85,0.361413355854,0.365476220086,0.358928691912,0.359188275419,,,,,,
86,0.358572508192,0.359651514833,0.349700789965,0.356392011536,,,,,,
87,0.355176788531,0.358697184331,0.343154644625,0.355062099563,,,,,,
88,0.35421404605,0.356776013172,0.342170203394,0.35411992376,,,,,,
89,0.347808278187,0.355684367478,0.339841066388,0.353476198598,,,,,,
90,0.343396224565,0.354975141772,0.335442684003,0.351177439651,,,,,,
91,0.337736171465,0.354919576043,0.330969917846,0.350704058148,,,,,,
92,0.334912988283,0.353648262121,0.329252961549,0.349525743786,,,,,,
93,0.33374392686,0.352581890382,0.329453336881,0.349869643774,,,,,,
94,0.33282236271,0.352054626369,0.328934070902,0.348364667801,,,,,,
95,0.332146165053,0.350821430177,0.328034728979,0.34669479736,,,,,,
96,0.331370067025,0.350501730887,0.327392452039,0.345691377403,,,,,,
97,0.330585141309,0.349127152984,0.326217529422,0.344899387377,,,,,,
98,0.324839939609,0.34761369963,0.321408903083,0.344461955035,,,,,,
99,0.323001595229,0.346138097108,0.31677442212,0.343370036143,,,,,,
100,0.31811703315,0.341993856929,0.313571629964,0.339814535055,,,,,,
101,0.316082523477,0.341444772679,0.311648383129,0.338479780535,,,,,,
102,0.315629552805,0.340885308249,0.31114349726,0.337820036838,,,,,,
103,0.315334385486,0.339151086628,0.308994623242,0.333241174143,,,,,,
104,0.313559070379,0.337297609513,0.307293656757,0.332426917848,,,,,,
105,0.308142404641,0.336352754028,0.306950025868,0.331270854069,,,,,,
106,0.307127909927,0.33529438856,0.305240415721,0.330367101833,,,,,,
107,0.304960893922,0.334028029034,0.303990925298,0.329271969998,,,,,,
108,0.304882797498,0.333717580184,0.303710256865,0.328575743022,,,,,,
109,0.303272621663,0.332867149523,0.301995073498,0.327425140844,,,,,,
110,0.299028683424,0.331477724799,0.299345657282,0.327307035667,,,,,,
111,0.297341514152,0.330213635479,0.29841080598,0.327029971879,,,,,,
112,0.29424630847,0.329905061068,0.297948022944,0.326723436947,,,,,,
113,0.293466518302,0.32969915827,0.297309057724,0.324997221624,,,,,,
114,0.292284332368,0.328544663685,0.295975252923,0.323127946197,,,,,,
115,0.291490163123,0.32880708049,0.295665387599,0.32335146857,,,,,,
116,0.290617443826,0.328335544391,0.294881732475,0.323489472981,,,,,,
117,0.289339569676,0.327417393299,0.292983281298,0.322453491126,,,,,,
118,0.288391527344,0.325217193973,0.285775431486,0.321454517926,,,,,,
119,0.282364157796,0.322967405676,0.282984007303,0.321456512544,,,,,,
120,0.281968924799,0.322358398926,0.27977452844,0.320894958942,,,,,,
121,0.281002444088,0.321358166645,0.279462210363,0.320075296159,,,,,,
122,0.278871606093,0.320501228764,0.277710175901,0.319516612944,,,,,,
123,0.27844999581,0.319541408279,0.27605119662,0.317470149206,,,,,,
124,0.277888803847,0.315965771456,0.275718939577,0.317005451342,,,,,,
125,0.276402508385,0.315594633634,0.275056036596,0.316909300735,,,,,,
126,0.276339755976,0.314172972317,0.275213539804,0.316385131649,,,,,,
127,0.276287708195,0.314002193377,0.275282231026,0.315744683224,,,,,,
128,0.27436631554,0.313932851586,0.273956906504,0.31561126812,,,,,,
129,0.273711969929,0.313950709641,0.273318702348,0.315814315215,,,,,,
130,0.273742569483,0.313497675256,0.273414156884,0.31565741275,,,,,,
131,0.272324216532,0.312440006638,0.272244527575,0.314904531321,,,,,,
132,0.271331428349,0.312306681038,0.27132406863,0.314869638355,,,,,,
133,0.270809727874,0.311234574825,0.271097103705,0.314138625112,,,,,,
134,0.269888041848,0.31083408073,0.270021785677,0.313812228025,,,,,,
135,0.269264370514,0.309922776063,0.26931890032,0.312514171852,,,,,,
136,0.268482756667,0.309616393938,0.268654919129,0.312048765491,,,,,,
137,0.267857959737,0.309137350142,0.268179865351,0.309177675945,,,,,,
138,0.263606739358,0.308582383138,0.264470972867,0.308876907602,,,,,,
139,0.263013545747,0.307770126204,0.263899725824,0.308661646463,,,,,,
140,0.262209830735,0.307304639177,0.263586294334,0.307918716827,,,,,,
141,0.259893349475,0.306599955151,0.263260891702,0.307633952109,,,,,,
142,0.258235683853,0.305747707034,0.262479337863,0.307277342795,,,,,,
143,0.253531106013,0.305529194059,0.257452842888,0.306828111866,,,,,,
144,0.249941273819,0.305532838509,0.257087586078,0.306866904701,,,,,,
145,0.248996909756,0.303749666059,0.255261619677,0.305608678477,,,,,,
146,0.24813722055,0.300906346323,0.253693114032,0.304294672563,,,,,,
147,0.244855030011,0.30064257281,0.250845938915,0.304170404082,,,,,,
148,0.245348356428,0.300641233487,0.249867953918,0.30450777869,,,,,,
149,0.243204459106,0.297239051338,0.248682289387,0.30039179711,,,,,,
150,0.243045783047,0.297058521354,0.248480209042,0.300316318379,,,,,,
151,0.239892653223,0.296870178585,0.245856765644,0.30013357874,,,,,,
152,0.238303808015,0.297206761004,0.246091803706,0.3006527209,,,,,,
153,0.234314088716,0.297086446771,0.243896407873,0.30071024039,,,,,,
154,0.233603282893,0.297012906816,0.243354116355,0.300448307197,,,,,,
155,0.232110411521,0.297131385669,0.240975879849,0.29833174572,,,,,,
156,0.230548448318,0.296720160894,0.238926698076,0.296080290006,,,,,,
157,0.229597073289,0.296735658936,0.238766310061,0.295967101163,,,,,,
158,0.229134573018,0.296567634241,0.23820533782,0.295076594543,,,,,,
159,0.226471806118,0.295938749501,0.237946405311,0.294745401291,,,,,,
160,0.223737094604,0.294458618097,0.235823570045,0.294067676538,,,,,,
161,0.218698391826,0.293093068628,0.234210344074,0.293431646197,,,,,,
162,0.216098434728,0.290903581735,0.233870791519,0.291960577555,,,,,,
163,0.215142592727,0.29043195665,0.233119568007,0.291716384019,,,,,,
164,0.211822295448,0.289177573955,0.232726852652,0.291088680771,,,,,,
165,0.210095670619,0.289097176401,0.231154699405,0.291129046072,,,,,,
166,0.209219643465,0.288717098172,0.231020048598,0.291151696329,,,,,,
167,0.207739682122,0.288232133131,0.229767407198,0.29039221147,,,,,,
168,0.207686426609,0.287973764926,0.229500009471,0.290201982126,,,,,,
169,0.207321783855,0.287867064356,0.225560067838,0.290296371451,,,,,,
170,0.205214758703,0.287719516606,0.222978708204,0.290398534874,,,,,,
171,0.204661659631,0.287560147034,0.222698972841,0.289878798071,,,,,,
172,0.202474126201,0.286270488682,0.220354925838,0.288644276125,,,,,,
173,0.202698748028,0.286256926524,0.219091040699,0.288889184138,,,,,,
174,0.201915220884,0.286143599197,0.217164168652,0.288861574114,,,,,,
175,0.201072469771,0.285468452358,0.215684403379,0.286785146919,,,,,,
176,0.198735214806,0.285164808708,0.21339102945,0.286518104231,,,,,,
177,0.197071430814,0.283265102611,0.212493544659,0.286095404241,,,,,,
178,0.196535153512,0.283052725466,0.212059839928,0.285894563032,,,,,,
179,0.196363469033,0.283134173316,0.211768242732,0.286002525431,,,,,,
180,0.195413251194,0.280535097153,0.209784820864,0.28480704264,,,,,,
181,0.195487848075,0.280380865378,0.20965042105,0.284315135116,,,,,,
182,0.194666607838,0.28020669762,0.208663739981,0.284119908021,,,,,,
183,0.194784773126,0.279958793317,0.20839769502,0.284179584419,,,,,,
184,0.194349788453,0.279888686982,0.20820854072,0.28417355191,,,,,,
185,0.193056234887,0.279665905368,0.207188816685,0.284144312178,,,,,,
186,0.193170288299,0.279315011338,0.206775984368,0.283829991168,,,,,,
187,0.191171061926,0.278988094667,0.203931716855,0.282614750507,,,,,,
188,0.191871576599,0.278709217593,0.20442250575,0.282613928033,,,,,,
189,0.191791795405,0.277826194988,0.203938917455,0.282127900424,,,,,,
190,0.190983404985,0.277324020948,0.203345918411,0.281878476719,,,,,,
191,0.190874563069,0.277340546791,0.203229942013,0.281827120375,,,,,,
192,0.190840316486,0.277472189201,0.203263003884,0.281899157721,,,,,,
193,0.189684300926,0.276850054795,0.202639785015,0.281328940225,,,,,,
194,0.189644720161,0.276903519581,0.202633807751,0.281390700795,,,,,,
195,0.189641140661,0.277114524035,0.202593460686,0.281581745553,,,,,,
196,0.187392657739,0.276310496604,0.201134802617,0.280685312969,,,,,,
197,0.186903903007,0.275908506204,0.200912049992,0.280141094685,,,,,,
198,0.186875565785,0.276004297305,0.200869278946,0.280420305766,,,,,,
199,0.186103459623,0.275954602108,0.20005629908,0.28022683403,,,,,,
