Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,,,,,,
0,0.973921869262,0.969174584825,,,,,,
1,0.941321034696,0.944614294943,,,,,,
2,0.923503418249,0.918531301196,,,,,,
3,0.895142406728,0.896591905557,,,,,,
4,0.862455004177,0.872004549646,,,,,,
5,0.845392206362,0.850628956267,,,,,,
6,0.818972565582,0.835396093538,,,,,,
7,0.803402748279,0.826824766884,,,,,,
8,0.786000930774,0.811706148044,,,,,,
9,0.777894022791,0.796957164775,,,,,,
10,0.761566725772,0.785186237494,,,,,,
11,0.750638852847,0.763219564408,,,,,,
12,0.737302027714,0.749790543308,,,,,,
13,0.727122627397,0.73831718372,,,,,,
14,0.720291510933,0.731210900463,,,,,,
15,0.709978752669,0.726301829103,,,,,,
16,0.703055198907,0.713781628484,,,,,,
17,0.698388027338,0.708071454911,,,,,,
18,0.682680117358,0.697138578339,,,,,,
19,0.672172629473,0.688323257222,,,,,,
20,0.668622805157,0.683904117587,,,,,,
21,0.648388467263,0.669242093167,,,,,,
22,0.638682111699,0.66562323,,,,,,
23,0.625029411267,0.656938689851,,,,,,
24,0.619592886016,0.649204570641,,,,,,
25,0.609145032267,0.634758062798,,,,,,
26,0.600789849546,0.625909847659,,,,,,
27,0.591743146777,0.61696102178,,,,,,
28,0.587800089494,0.612159454735,,,,,,
29,0.585376843792,0.609834316393,,,,,,
30,0.580744252063,0.603300357194,,,,,,
31,0.570767903198,0.598250779147,,,,,,
32,0.566989047637,0.592924487763,,,,,,
33,0.555072358985,0.584540387593,,,,,,
34,0.553960409945,0.581812273427,,,,,,
35,0.549884584049,0.578386494146,,,,,,
36,0.54633121072,0.572338786674,,,,,,
37,0.539751721929,0.566550901749,,,,,,
38,0.53562826807,0.5626492143,,,,,,
39,0.529847181463,0.556024278362,,,,,,
40,0.525455988161,0.552217716622,,,,,,
41,0.522283333927,0.545682038775,,,,,,
42,0.517506964913,0.543083373136,,,,,,
43,0.513038350392,0.539248601094,,,,,,
44,0.50673772443,0.530602744203,,,,,,
45,0.500267366116,0.523732513712,,,,,,
46,0.496279537997,0.522107510098,,,,,,
47,0.494449153347,0.520050828911,,,,,,
48,0.492627627703,0.514904344132,,,,,,
49,0.490810658764,0.510522913545,,,,,,
50,0.489851064094,0.506868618626,,,,,,
51,0.486586296324,0.503177983919,,,,,,
52,0.482973413337,0.495544425886,,,,,,
53,0.480515403606,0.490857631482,,,,,,
54,0.479255720437,0.489012225041,,,,,,
55,0.475932748069,0.481633504494,,,,,,
56,0.469652862633,0.473175539621,,,,,,
57,0.468250503741,0.473324092564,,,,,,
58,0.466529167182,0.472027369692,,,,,,
59,0.461580458759,0.467992364051,,,,,,
60,0.459479864238,0.462055238923,,,,,,
61,0.455435888385,0.453692779819,,,,,,
62,0.452691888159,0.450671435622,,,,,,
63,0.449592231912,0.448885809299,,,,,,
64,0.447903130282,0.446919954913,,,,,,
65,0.444794011368,0.442958623469,,,,,,
66,0.442103656757,0.442690287766,,,,,,
67,0.441453768307,0.440814232021,,,,,,
68,0.440615634369,0.436903192039,,,,,,
69,0.440135978966,0.434503203071,,,,,,
70,0.43844976548,0.433035507865,,,,,,
71,0.430960846103,0.43089801064,,,,,,
72,0.427502503991,0.424605764978,,,,,,
73,0.423532497199,0.418018848636,,,,,,
74,0.420588927431,0.416823019263,,,,,,
75,0.415444062486,0.411639309316,,,,,,
76,0.41496151506,0.409453567278,,,,,,
77,0.411422247602,0.408162472643,,,,,,
78,0.407565139707,0.406263073673,,,,,,
79,0.406195669133,0.400667308538,,,,,,
80,0.40531387977,0.40045110313,,,,,,
81,0.401918959827,0.395065295997,,,,,,
82,0.401545273372,0.391855864916,,,,,,
83,0.400004995009,0.39037882623,,,,,,
84,0.399484748589,0.390034577208,,,,,,
85,0.398419462097,0.387111488218,,,,,,
86,0.396815634452,0.385174910209,,,,,,
87,0.395037823981,0.382399580131,,,,,,
88,0.391311303408,0.381314055317,,,,,,
89,0.388679017627,0.378073854914,,,,,,
90,0.386649811049,0.375318995625,,,,,,
91,0.384823647162,0.373634941893,,,,,,
92,0.38318259872,0.372266624534,,,,,,
93,0.378932310936,0.369970561666,,,,,,
94,0.376313002566,0.366476712566,,,,,,
95,0.374457234086,0.364588824344,,,,,,
96,0.370877171777,0.357709235096,,,,,,
97,0.367528763018,0.353713634563,,,,,,
98,0.364125158154,0.349213523956,,,,,,
99,0.356465219688,0.346427237219,,,,,,
100,0.354534945077,0.344869240594,,,,,,
101,0.352776866803,0.343954824501,,,,,,
102,0.35232266418,0.342757729171,,,,,,
103,0.350547886935,0.340549242028,,,,,,
104,0.348824866822,0.338068227079,,,,,,
105,0.348049459006,0.335556199729,,,,,,
106,0.346525675919,0.33451347294,,,,,,
107,0.345892219291,0.331732022726,,,,,,
108,0.345086483409,0.330704926256,,,,,,
109,0.344339147242,0.32971510634,,,,,,
110,0.339665624593,0.32747291114,,,,,,
111,0.338003361617,0.326641551046,,,,,,
112,0.337007447007,0.32603358959,,,,,,
113,0.335116536219,0.325129854891,,,,,,
114,0.334288612144,0.324017677546,,,,,,
115,0.332335839581,0.322701675667,,,,,,
116,0.328046613404,0.321207460137,,,,,,
117,0.328072719179,0.321434965687,,,,,,
118,0.32771617339,0.321308414625,,,,,,
119,0.327786462535,0.321268284483,,,,,,
120,0.327486622081,0.320619353486,,,,,,
121,0.325910332307,0.318249011444,,,,,,
122,0.325693484025,0.316919677164,,,,,,
123,0.32296928081,0.315055598132,,,,,,
124,0.321329152917,0.313052397028,,,,,,
125,0.319828174829,0.311004548694,,,,,,
126,0.317951823432,0.308611003747,,,,,,
127,0.316929577815,0.307257245616,,,,,,
128,0.3156124252,0.305425722558,,,,,,
129,0.314565673275,0.304625585187,,,,,,
130,0.313495485104,0.304047122092,,,,,,
131,0.312825612435,0.303327264095,,,,,,
132,0.311057716419,0.298758473235,,,,,,
133,0.310471128572,0.298254813422,,,,,,
134,0.307703194214,0.295976243986,,,,,,
135,0.307196214703,0.295602988825,,,,,,
136,0.307003132985,0.295161960932,,,,,,
137,0.306621338818,0.293830121057,,,,,,
138,0.305098999052,0.292616996091,,,,,,
