Time(Iteration),CAB_2_3CoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,,,,,,
0,0.978933051745,0.969259160806,0.978921632848,,,,,,
1,0.953100009143,0.946257030248,0.947185179512,,,,,,
