Time(Iteration),CAB_originalCoTheta,,,,,,
0,0.301018395592,,,,,,
1,0.290866474735,,,,,,
2,0.281576856922,,,,,,
3,0.274795763054,,,,,,
4,0.26583912166,,,,,,
5,0.258588133042,,,,,,
6,0.25484558853,,,,,,
7,0.249176224117,,,,,,
8,0.243461447541,,,,,,
9,0.237423921992,,,,,,
10,0.233403434703,,,,,,
11,0.230485441564,,,,,,
12,0.226095089511,,,,,,
13,0.221215289113,,,,,,
14,0.219279936997,,,,,,
15,0.216322735403,,,,,,
16,0.212706578217,,,,,,
17,0.210398844554,,,,,,
18,0.208587773797,,,,,,
19,0.207350792715,,,,,,
20,0.205027451221,,,,,,
21,0.201936962946,,,,,,
22,0.199829886204,,,,,,
23,0.197532658009,,,,,,
24,0.194731321579,,,,,,
25,0.192327060686,,,,,,
26,0.191714565561,,,,,,
27,0.190695731467,,,,,,
28,0.188784058172,,,,,,
29,0.186080012308,,,,,,
30,0.18479408763,,,,,,
31,0.183289286515,,,,,,
32,0.182683187039,,,,,,
33,0.180834251744,,,,,,
34,0.179117868839,,,,,,
35,0.178709015266,,,,,,
36,0.176962770918,,,,,,
37,0.17639379082,,,,,,
38,0.174349719343,,,,,,
39,0.171803428697,,,,,,
40,0.168417704056,,,,,,
41,0.167685283358,,,,,,
42,0.167217579957,,,,,,
43,0.166559946694,,,,,,
44,0.165934097834,,,,,,
45,0.165139406053,,,,,,
46,0.164251689446,,,,,,
47,0.163509138523,,,,,,
48,0.161068869928,,,,,,
49,0.160315921371,,,,,,
50,0.159609990151,,,,,,
51,0.158244551124,,,,,,
52,0.155576368808,,,,,,
53,0.155075847905,,,,,,
54,0.152990129883,,,,,,
55,0.151485833767,,,,,,
56,0.150958441661,,,,,,
57,0.150096170002,,,,,,
58,0.149020022427,,,,,,
59,0.147886329168,,,,,,
60,0.147310726667,,,,,,
61,0.146354377454,,,,,,
62,0.143946404794,,,,,,
63,0.142712517088,,,,,,
64,0.142489031638,,,,,,
65,0.140455421813,,,,,,
66,0.140329469717,,,,,,
67,0.139418230704,,,,,,
68,0.139236596488,,,,,,
69,0.139279167443,,,,,,
70,0.13912793025,,,,,,
71,0.138922240679,,,,,,
72,0.138421657745,,,,,,
73,0.138165815481,,,,,,
74,0.137391708323,,,,,,
75,0.136861973404,,,,,,
76,0.136585192144,,,,,,
77,0.136019034174,,,,,,
78,0.134979846292,,,,,,
79,0.133747088734,,,,,,
80,0.13175172455,,,,,,
81,0.130890485134,,,,,,
82,0.130940310369,,,,,,
83,0.129728317828,,,,,,
84,0.12945826901,,,,,,
85,0.129229203364,,,,,,
86,0.129023586459,,,,,,
87,0.129119952171,,,,,,
88,0.128763168129,,,,,,
89,0.128340344155,,,,,,
90,0.128120535921,,,,,,
91,0.128388923492,,,,,,
92,0.128263590412,,,,,,
93,0.126560377322,,,,,,
94,0.12615300622,,,,,,
95,0.126189124921,,,,,,
96,0.12594758166,,,,,,
97,0.126023445768,,,,,,
98,0.126260721031,,,,,,
99,0.126033107901,,,,,,
100,0.125958240841,,,,,,
101,0.12591759149,,,,,,
102,0.12530799993,,,,,,
103,0.12476136664,,,,,,
104,0.124765970585,,,,,,
105,0.12470721526,,,,,,
106,0.124330394704,,,,,,
107,0.122955803688,,,,,,
108,0.122399171976,,,,,,
109,0.122214704536,,,,,,
110,0.122103352279,,,,,,
111,0.122093684674,,,,,,
112,0.12195903511,,,,,,
113,0.12175468429,,,,,,
114,0.121741030198,,,,,,
115,0.12123494185,,,,,,
116,0.121110725434,,,,,,
117,0.121105562377,,,,,,
118,0.120865613588,,,,,,
119,0.120688380331,,,,,,
120,0.120446764018,,,,,,
121,0.119309019068,,,,,,
122,0.11777889783,,,,,,
123,0.11767222615,,,,,,
124,0.117441361099,,,,,,
125,0.117282514125,,,,,,
