Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.851675444294,0.851675444294,,,,,,
1,0.80948558459,0.80948558459,,,,,,
2,0.782504717392,0.782504717392,,,,,,
3,0.761169022631,0.761169022631,,,,,,
4,0.750790643232,0.750790643232,,,,,,
5,0.74342797013,0.74342797013,,,,,,
6,0.729299378548,0.729299378548,,,,,,
7,0.69839545807,0.69839545807,,,,,,
8,0.691475382201,0.691475382201,,,,,,
9,0.6726770011,0.6726770011,,,,,,
10,0.655174615352,0.655174615352,,,,,,
11,0.628784367606,0.628784367606,,,,,,
12,0.614520161438,0.614520161438,,,,,,
13,0.601279573562,0.601279573562,,,,,,
14,0.595330504639,0.594651716256,,,,,,
15,0.591353013218,0.590604948009,,,,,,
16,0.572692763347,0.571943852175,,,,,,
17,0.56530091944,0.567137965915,,,,,,
18,0.553725416474,0.555404486517,,,,,,
19,0.540162264953,0.541576194684,,,,,,
20,0.535700695319,0.53652007172,,,,,,
21,0.528077190612,0.529331470959,,,,,,
22,0.52199166988,0.524031464621,,,,,,
23,0.510211379965,0.510487611596,,,,,,
24,0.497182019229,0.503062750891,,,,,,
25,0.489534810736,0.496064820988,,,,,,
26,0.484444541139,0.491856610809,,,,,,
27,0.478588130284,0.487695225341,,,,,,
28,0.475287244183,0.48285315869,,,,,,
29,0.468161187687,0.474906725941,,,,,,
30,0.459945451757,0.466393424643,,,,,,
31,0.451553672442,0.455256743972,,,,,,
32,0.443339924954,0.440206587325,,,,,,
33,0.441109748946,0.430035426141,,,,,,
34,0.433738249282,0.426828908244,,,,,,
35,0.43081738235,0.424403903956,,,,,,
36,0.429933385009,0.423611242848,,,,,,
37,0.424173459684,0.41624362172,,,,,,
38,0.419646617379,0.412571559411,,,,,,
39,0.414121709981,0.408512048705,,,,,,
40,0.41075120428,0.396757126151,,,,,,
41,0.405891551696,0.395467887842,,,,,,
42,0.402746552501,0.392293099517,,,,,,
43,0.401129944612,0.390270725245,,,,,,
44,0.396025757941,0.388152568954,,,,,,
45,0.383842532141,0.374981113683,,,,,,
46,0.38179440942,0.372470919608,,,,,,
47,0.379162034293,0.370302833949,,,,,,
48,0.37537099815,0.368243993257,,,,,,
49,0.371537909012,0.364205963223,,,,,,
50,0.369130535479,0.361803747975,,,,,,
51,0.367328888605,0.360751219705,,,,,,
52,0.366182171448,0.359955969354,,,,,,
53,0.360143580006,0.353623142095,,,,,,
54,0.355180487223,0.352919703656,,,,,,
55,0.353738269222,0.3512457895,,,,,,
56,0.34765337271,0.34334402795,,,,,,
57,0.344535970365,0.34150285222,,,,,,
58,0.343181233838,0.340237470774,,,,,,
59,0.341904827108,0.339272276108,,,,,,
60,0.339830532621,0.33457369047,,,,,,
61,0.3374492382,0.33349533452,,,,,,
62,0.336466821068,0.332733245448,,,,,,
63,0.330904755222,0.327696315673,,,,,,
64,0.327519361326,0.324552843128,,,,,,
65,0.3236471738,0.322005926477,,,,,,
66,0.322803644856,0.321342102753,,,,,,
67,0.321451670403,0.320474712155,,,,,,
68,0.320478707641,0.317461998874,,,,,,
69,0.319690535017,0.317008309209,,,,,,
70,0.317044742428,0.316572181689,,,,,,
71,0.316257738599,0.312176658247,,,,,,
72,0.314790745058,0.3108322559,,,,,,
73,0.313654911295,0.309656808172,,,,,,
74,0.313307656194,0.309392493714,,,,,,
75,0.312258895986,0.308794787455,,,,,,
76,0.31152746187,0.308207603302,,,,,,
77,0.310350986342,0.307114486608,,,,,,
78,0.309289740069,0.306538394682,,,,,,
79,0.308575313341,0.305987121146,,,,,,
80,0.307882156646,0.305548397918,,,,,,
81,0.305457237836,0.302322632837,,,,,,
82,0.304539351968,0.301372771,,,,,,
83,0.302108798633,0.298571016297,,,,,,
84,0.30178018362,0.298293823389,,,,,,
85,0.301696562816,0.297775428299,,,,,,
86,0.301247051464,0.297327532458,,,,,,
87,0.301154425886,0.296900302476,,,,,,
88,0.300828827006,0.296565484252,,,,,,
89,0.297581054945,0.29304642405,,,,,,
90,0.296036643719,0.292280002436,,,,,,
91,0.294348550989,0.290673278553,,,,,,
92,0.293972780978,0.290301242708,,,,,,
93,0.29205271763,0.288428096573,,,,,,
94,0.290873355544,0.28634368045,,,,,,
95,0.290800093553,0.286086495392,,,,,,
96,0.290620291479,0.285948590183,,,,,,
97,0.288382904392,0.281603022749,,,,,,
98,0.288240633998,0.281375208043,,,,,,
99,0.288087142779,0.281052152383,,,,,,
