Time(Iteration),LinUCB_newCoTheta,LinUCBCoTheta,,,,,,
0,0.943079418126,0.949382840495,,,,,,
1,0.927575659718,0.930445961651,,,,,,
2,0.897668110017,0.905513117271,,,,,,
3,0.872725043124,0.877220807048,,,,,,
4,0.850432590331,0.856324010246,,,,,,
5,0.833864587371,0.843934120433,,,,,,
6,0.812806927691,0.826063942134,,,,,,
7,0.795301854946,0.804728028256,,,,,,
8,0.777312906414,0.790596442856,,,,,,
9,0.759168631267,0.774271838897,,,,,,
10,0.7427235494,0.765262797269,,,,,,
11,0.718608160489,0.743077718104,,,,,,
12,0.701191717127,0.718662264353,,,,,,
13,0.687982864867,0.702808993208,,,,,,
14,0.671003597488,0.688269230133,,,,,,
15,0.652935673514,0.658614891599,,,,,,
16,0.645700328586,0.648532166157,,,,,,
17,0.637148151321,0.639572961555,,,,,,
18,0.625473816325,0.631198610086,,,,,,
19,0.603194432527,0.609288141301,,,,,,
20,0.593172118711,0.598219590805,,,,,,
21,0.584064739618,0.591312788614,,,,,,
22,0.570549548829,0.579981620449,,,,,,
23,0.560454388978,0.568904484351,,,,,,
24,0.554406294238,0.561295538917,,,,,,
25,0.548293639523,0.551731225431,,,,,,
26,0.538827861768,0.541201072974,,,,,,
27,0.53188349232,0.536326766565,,,,,,
28,0.52637810624,0.530395642392,,,,,,
29,0.522902745693,0.526665028839,,,,,,
30,0.520564657457,0.520925190754,,,,,,
31,0.514443799955,0.516039943949,,,,,,
32,0.508926534016,0.510991229701,,,,,,
33,0.505753211974,0.507129228631,,,,,,
34,0.50252285592,0.503027253754,,,,,,
35,0.490325845899,0.492211749411,,,,,,
36,0.483578999943,0.487556467955,,,,,,
37,0.478169950673,0.482192086554,,,,,,
38,0.474297736087,0.479008504733,,,,,,
39,0.468236913561,0.474973641695,,,,,,
40,0.462941829672,0.470338894953,,,,,,
41,0.457233382198,0.465415273221,,,,,,
42,0.451651654015,0.45609557863,,,,,,
43,0.449050771946,0.453716924072,,,,,,
44,0.441402103442,0.445547966268,,,,,,
45,0.4348714728,0.442858461136,,,,,,
46,0.431298328168,0.440082586785,,,,,,
47,0.428834482242,0.436545409101,,,,,,
48,0.426470901692,0.433678341068,,,,,,
49,0.424549062456,0.430228116866,,,,,,
50,0.423953802824,0.428654202453,,,,,,
51,0.420572686798,0.418618562017,,,,,,
52,0.41826371427,0.411934740069,,,,,,
53,0.415174610178,0.409892645148,,,,,,
54,0.413181822971,0.407740090729,,,,,,
55,0.409324695085,0.402409992019,,,,,,
56,0.403927445672,0.396433906287,,,,,,
57,0.398079341823,0.391260012554,,,,,,
58,0.396076214006,0.389857137571,,,,,,
59,0.393204613409,0.385645570781,,,,,,
60,0.389598465162,0.381659425618,,,,,,
61,0.386065023919,0.377625336191,,,,,,
62,0.380688568698,0.372813640899,,,,,,
63,0.378513634625,0.370948542452,,,,,,
64,0.377142730513,0.368696388001,,,,,,
65,0.375050166558,0.366438738588,,,,,,
66,0.37112738087,0.364244108922,,,,,,
67,0.3633274805,0.359136256174,,,,,,
68,0.361735226711,0.355958081519,,,,,,
69,0.361025972055,0.355718998615,,,,,,
70,0.360492936617,0.354898555061,,,,,,
71,0.355574387836,0.35300281465,,,,,,
72,0.354581639363,0.352711083399,,,,,,
73,0.352982077852,0.351514665397,,,,,,
74,0.35008747801,0.348916220964,,,,,,
75,0.348277316739,0.348151344341,,,,,,
76,0.347582560904,0.344114595596,,,,,,
77,0.338797053876,0.339878538942,,,,,,
78,0.337260143454,0.339140912673,,,,,,
79,0.336560657855,0.339353047234,,,,,,
80,0.334052454543,0.337783386909,,,,,,
81,0.333566107908,0.337276680895,,,,,,
82,0.327258323149,0.329957216832,,,,,,
83,0.327095422408,0.329923853636,,,,,,
84,0.326339658506,0.329923186997,,,,,,
85,0.325654147525,0.328782392166,,,,,,
86,0.321872744668,0.325838666205,,,,,,
87,0.320637731684,0.325290893289,,,,,,
88,0.319541715058,0.323456288564,,,,,,
89,0.314272072206,0.316130335899,,,,,,
90,0.307881150965,0.314532115195,,,,,,
91,0.307117947117,0.313406825868,,,,,,
92,0.30551315972,0.311482512005,,,,,,
93,0.301017926718,0.308569793206,,,,,,
94,0.300468338559,0.308174814746,,,,,,
95,0.297354437689,0.304031396691,,,,,,
96,0.296597450866,0.302589482965,,,,,,
97,0.295796832411,0.302115919858,,,,,,
98,0.2950571423,0.301428247201,,,,,,
99,0.294513329862,0.300951169165,,,,,,
100,0.294676527684,0.301077802926,,,,,,
101,0.291969998817,0.297811443358,,,,,,
102,0.289171381025,0.294599687727,,,,,,
103,0.285919852248,0.291147254533,,,,,,
104,0.280202872665,0.289284333673,,,,,,
105,0.279405469135,0.288170772328,,,,,,
106,0.279319490302,0.287939050594,,,,,,
107,0.278336606706,0.287030538391,,,,,,
108,0.274821058261,0.285438421798,,,,,,
109,0.27383092933,0.28535299331,,,,,,
110,0.272066136757,0.284160442826,,,,,,
111,0.271438827371,0.283095346318,,,,,,
112,0.270706329171,0.279002661404,,,,,,
113,0.270343660303,0.278690039136,,,,,,
114,0.269921058338,0.2785624394,,,,,,
115,0.269646387652,0.278328729764,,,,,,
116,0.265686177049,0.274075455297,,,,,,
117,0.264151123999,0.269650710864,,,,,,
118,0.263855221579,0.269750305533,,,,,,
119,0.263439028929,0.269422020969,,,,,,
120,0.263008679056,0.268427213159,,,,,,
121,0.262407792433,0.267521118402,,,,,,
122,0.262087916273,0.267257381973,,,,,,
123,0.261347206853,0.266336412429,,,,,,
124,0.260434471789,0.26475020827,,,,,,
125,0.259584138063,0.264332118196,,,,,,
126,0.257846034876,0.264146284899,,,,,,
127,0.257447310386,0.263771504034,,,,,,
128,0.257396560454,0.26386228572,,,,,,
129,0.257231280895,0.263713665263,,,,,,
130,0.256763878687,0.263143109869,,,,,,
131,0.256627689542,0.26325507557,,,,,,
132,0.256611838578,0.263256190211,,,,,,
133,0.256140722503,0.26284419095,,,,,,
134,0.255833613256,0.26269837333,,,,,,
135,0.255198617859,0.261228456879,,,,,,
136,0.254175484362,0.260681356737,,,,,,
137,0.253693702871,0.259957099736,,,,,,
138,0.253336199195,0.259650800843,,,,,,
139,0.252558597529,0.258505711973,,,,,,
140,0.252111382784,0.258231819123,,,,,,
141,0.250867997793,0.257373603432,,,,,,
142,0.251116995533,0.257553982235,,,,,,
143,0.2502889742,0.257771586414,,,,,,
144,0.249654583061,0.257015834226,,,,,,
145,0.249293967296,0.256380080931,,,,,,
146,0.249030238173,0.25629629158,,,,,,
147,0.249056776918,0.253938078703,,,,,,
148,0.248885421754,0.253706129759,,,,,,
149,0.247403133317,0.253282996859,,,,,,
150,0.246834135223,0.251499959702,,,,,,
151,0.246931447027,0.251466394498,,,,,,
152,0.245895412979,0.249675993143,,,,,,
153,0.245503572204,0.249154287141,,,,,,
154,0.244634284103,0.248061654006,,,,,,
155,0.244496846895,0.247689341776,,,,,,
156,0.244301262315,0.247533054711,,,,,,
157,0.242053661942,0.245274721236,,,,,,
158,0.241942182086,0.245296459714,,,,,,
159,0.237309186238,0.244857150816,,,,,,
160,0.236732627015,0.24451366424,,,,,,
161,0.235465233635,0.244097883376,,,,,,
162,0.233784170705,0.243403185666,,,,,,
163,0.233236070752,0.243213173104,,,,,,
164,0.232915872223,0.243137101517,,,,,,
165,0.228728977259,0.23759565,,,,,,
166,0.228624003029,0.237435316996,,,,,,
167,0.227761561247,0.236783143315,,,,,,
168,0.227684833397,0.236663063064,,,,,,
169,0.227417125646,0.235938134034,,,,,,
170,0.226495923889,0.23520471677,,,,,,
171,0.225584947882,0.234543047029,,,,,,
172,0.225293603406,0.234438732632,,,,,,
173,0.222561031099,0.234232505029,,,,,,
174,0.222327387887,0.234033514978,,,,,,
175,0.222099559635,0.233762816659,,,,,,
176,0.221793096771,0.233441887232,,,,,,
177,0.22102940739,0.233106606706,,,,,,
178,0.220665564428,0.232749146529,,,,,,
179,0.220611662819,0.231808263201,,,,,,
180,0.219975389798,0.23121941969,,,,,,
181,0.219511697957,0.230918595675,,,,,,
182,0.218997806337,0.230474584682,,,,,,
183,0.218029962302,0.229283607402,,,,,,
184,0.217951590606,0.229356608578,,,,,,
185,0.217748661979,0.229070233326,,,,,,
186,0.217582616956,0.228915364737,,,,,,
187,0.217270740841,0.228563003148,,,,,,
188,0.217003525212,0.22830275538,,,,,,
189,0.216496502631,0.22716601723,,,,,,
190,0.21615225141,0.226851013027,,,,,,
191,0.2152706262,0.226410584353,,,,,,
192,0.215417344657,0.226554922178,,,,,,
193,0.215503057963,0.226305099331,,,,,,
194,0.215472103362,0.226333596394,,,,,,
195,0.214766974338,0.225620578297,,,,,,
196,0.21476119983,0.225393296726,,,,,,
197,0.214093701652,0.22505575906,,,,,,
198,0.213722682985,0.224716616481,,,,,,
199,0.21399111404,0.225007962835,,,,,,
