Time(Iteration),LinUCBCoTheta,CAB_fullCoTheta,CAB_cbjCoTheta,CAB_originalCoTheta,CAB_cbijCoTheta,,,,,,
0,0.973380268423,0.97409853002,0.97409853002,0.971954314507,0.97409853002,,,,,,
1,0.955883772276,0.946078834431,0.945898295129,0.953077605075,0.949880796813,,,,,,
2,0.93349875638,0.925731622178,0.926930662388,0.932234889358,0.930152319356,,,,,,
3,0.912840236711,0.904977967757,0.906094258377,0.912165202846,0.911605826577,,,,,,
4,0.885531486309,0.885682836834,0.884815381843,0.887704732688,0.889808582872,,,,,,
5,0.870693412882,0.872059088738,0.868718740868,0.871448146538,0.871988626778,,,,,,
6,0.847620739287,0.850370918448,0.849140972743,0.853063700975,0.845291023454,,,,,,
7,0.834508454539,0.838720690985,0.837153750924,0.837880045685,0.832012881342,,,,,,
8,0.819382064985,0.823689522624,0.815123233254,0.822975285472,0.813476298433,,,,,,
9,0.804701124206,0.810132625251,0.794533618643,0.809530225478,0.7919999395,,,,,,
10,0.784442149597,0.7884497672,0.776946646387,0.79697487117,0.77177995998,,,,,,
11,0.770000852499,0.772001897248,0.757169062615,0.784996260317,0.753285203072,,,,,,
12,0.759414117956,0.760896015239,0.740405409659,0.776628354214,0.741318449108,,,,,,
13,0.752452056463,0.748161844606,0.732780405484,0.770288040076,0.732826347798,,,,,,
14,0.739023114652,0.737170334365,0.726189613715,0.752597104299,0.721057442183,,,,,,
15,0.730405076408,0.722475837663,0.714376083815,0.741666710289,0.710434073398,,,,,,
16,0.718737840199,0.71216476385,0.707485081853,0.734237090994,0.702146899141,,,,,,
17,0.707823690591,0.70026141608,0.696744010722,0.722920267586,0.689893300583,,,,,,
18,0.702676748201,0.694738719739,0.691333909299,0.715028119757,0.683388859243,,,,,,
19,0.695038838113,0.689578717764,0.681738854916,0.704012326063,0.670527309053,,,,,,
20,0.682464176073,0.672947935316,0.664771895355,0.693720966517,0.649124095472,,,,,,
21,0.670515428902,0.66064065065,0.649796129582,0.684939827794,0.6348580236,,,,,,
22,0.66538545318,0.65290223564,0.643598654948,0.679975283314,0.628247564703,,,,,,
23,0.65798386356,0.643021899581,0.63307665164,0.672753296854,0.619221108033,,,,,,
24,0.65048308865,0.633568345627,0.625418840416,0.663909620795,0.612291361388,,,,,,
25,0.637191119199,0.621391973897,0.611124393068,0.654644490865,0.60098453654,,,,,,
26,0.628297810443,0.609843966069,0.599453711027,0.643288570258,0.587969754885,,,,,,
27,0.624560688723,0.600487162217,0.593304790785,0.639229717497,0.578109973147,,,,,,
28,0.619801166432,0.593648461965,0.589140939855,0.633483459966,0.573932753828,,,,,,
29,0.617097955697,0.589290969663,0.581414377896,0.629524005672,0.57003062548,,,,,,
30,0.614844195574,0.585438959169,0.577255082488,0.628214394164,0.567377909349,,,,,,
31,0.596512947994,0.581933950235,0.569449088395,0.617866908799,0.558161517808,,,,,,
32,0.590740793398,0.575092754638,0.562801562858,0.609489227963,0.552270287215,,,,,,
33,0.58533950433,0.572764656898,0.556606974642,0.604255700327,0.545874192855,,,,,,
34,0.584132047627,0.5712886114,0.553266549506,0.599478314915,0.541702713378,,,,,,
35,0.580181898278,0.568632702926,0.550061012133,0.596790065478,0.535008140101,,,,,,
36,0.576736842605,0.565163876123,0.545881348696,0.592121732211,0.53196098018,,,,,,
37,0.575221690786,0.560943281696,0.54286550309,0.588906744564,0.529512937519,,,,,,
38,0.566266636181,0.554763753188,0.534258870428,0.584483829011,0.524267594104,,,,,,
39,0.557130343892,0.547679282007,0.529166216595,0.574774457424,0.522217813437,,,,,,
40,0.552046164025,0.541473953834,0.521650926904,0.568966911915,0.516043254128,,,,,,
41,0.550550746755,0.531351537922,0.519615858418,0.567714520815,0.513076997659,,,,,,
42,0.547984464419,0.529195482688,0.516885913361,0.565195137388,0.510654299529,,,,,,
43,0.546723776126,0.524084972645,0.515039885486,0.56156242763,0.509135942814,,,,,,
44,0.543170288834,0.520926556412,0.512514529223,0.548181380779,0.506783759679,,,,,,
45,0.540757002422,0.515402592716,0.507912248472,0.545970274889,0.502161717359,,,,,,
46,0.539133343478,0.511069166149,0.507001666838,0.545436697337,0.501112853753,,,,,,
47,0.535900690099,0.508456622163,0.504677616977,0.54325498351,0.498791715194,,,,,,
48,0.533715850136,0.504720634044,0.501141950398,0.54262149663,0.495034199428,,,,,,
49,0.531608476458,0.501083464938,0.497737019184,0.541154402828,0.489976119374,,,,,,
