Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.965983441673,0.958678844617,0.958678844617,0.956358998118,,,,,,
1,0.936190451574,0.930628030566,0.916514014777,0.930671279694,,,,,,
2,0.911463216752,0.902460302067,0.882711865521,0.899288032913,,,,,,
3,0.88217168433,0.878048322777,0.858668653572,0.87299751858,,,,,,
4,0.849106817464,0.847646630311,0.831059130388,0.852708100631,,,,,,
5,0.835388876674,0.833094774251,0.813465432873,0.832011877141,,,,,,
6,0.812276076038,0.807683986482,0.796432391048,0.810174195937,,,,,,
7,0.789900689856,0.788341365049,0.784741999903,0.789208054188,,,,,,
8,0.771167971071,0.768832326683,0.752786338742,0.768942634268,,,,,,
9,0.749622829528,0.747661556512,0.728630208493,0.747133648159,,,,,,
10,0.730281025626,0.725410728085,0.723244776717,0.73499299714,,,,,,
11,0.718025340852,0.713192142242,0.713524845903,0.718415474612,,,,,,
12,0.70745580444,0.699510683129,0.705262685723,0.710125422476,,,,,,
13,0.691380886111,0.686491815256,0.683431244857,0.689823999624,,,,,,
14,0.677579885181,0.676687121242,0.674679533118,0.683937942202,,,,,,
15,0.667901881519,0.664892066346,0.665337611871,0.671584936602,,,,,,
16,0.659202684207,0.658082590962,0.658166135352,0.663171497821,,,,,,
17,0.65179850863,0.649120148862,0.65149615857,0.656433075886,,,,,,
18,0.640057247427,0.635941340138,0.638670400072,0.645173037283,,,,,,
19,0.632090104805,0.625988623938,0.631001487669,0.63499700127,,,,,,
20,0.62546581531,0.622645247556,0.625596617237,0.631770845726,,,,,,
21,0.611014795152,0.60635277907,0.613036513838,0.61751719172,,,,,,
22,0.605033645814,0.600105986851,0.602656417392,0.61068168888,,,,,,
23,0.599545626386,0.595448901553,0.596234352862,0.605802495525,,,,,,
24,0.589014992694,0.588100075784,0.589959268686,0.599627044161,,,,,,
25,0.585914880323,0.584814251797,0.587885316861,0.593564043019,,,,,,
26,0.578599177114,0.580929646529,0.574761578408,0.589256589308,,,,,,
27,0.574210813645,0.577177395992,0.570555142296,0.586293971031,,,,,,
28,0.568987446939,0.571716227923,0.564918488772,0.58085816359,,,,,,
29,0.559892633028,0.568402583821,0.559321500317,0.574301912685,,,,,,
30,0.555510529735,0.563881262109,0.555699266102,0.56911505108,,,,,,
31,0.547492303185,0.558826360386,0.552899662731,0.566561781884,,,,,,
32,0.543141187081,0.555869831216,0.547124528484,0.561148215191,,,,,,
33,0.538342515996,0.551518163127,0.543384556946,0.557547499336,,,,,,
34,0.535474839185,0.54911625214,0.539165305213,0.552268448129,,,,,,
35,0.525758523456,0.544277385248,0.533307478352,0.544219345009,,,,,,
36,0.523633901962,0.542872294027,0.529910963264,0.539266689723,,,,,,
37,0.517245545823,0.540820242222,0.5272851831,0.538336085242,,,,,,
38,0.513834381196,0.53874508696,0.524802642824,0.536858923141,,,,,,
39,0.508508180351,0.530928600328,0.51766811488,0.531296236983,,,,,,
40,0.506055598663,0.528999833625,0.515687163462,0.528954496163,,,,,,
41,0.501289983159,0.521706208721,0.5127899185,0.524417243121,,,,,,
42,0.499066866973,0.51874310572,0.510760137973,0.522409568838,,,,,,
43,0.495779959753,0.517195918562,0.50918844772,0.518427809333,,,,,,
44,0.493647258966,0.514343166369,0.506059788298,0.513038149079,,,,,,
45,0.492122869188,0.512710607557,0.505024985276,0.511483199633,,,,,,
46,0.490329860759,0.509413594428,0.499895681306,0.506917377683,,,,,,
47,0.487195105367,0.506865237383,0.496647525228,0.503999228216,,,,,,
48,0.482743850905,0.502609701932,0.494247463648,0.501479766841,,,,,,
49,0.481647459173,0.499869271659,0.493388255305,0.500509881646,,,,,,
50,0.477972824649,0.497170467717,0.492585418616,0.498182389296,,,,,,
51,0.475171943935,0.494262720238,0.490909073395,0.496015537563,,,,,,
52,0.472603424082,0.491303861177,0.487875013203,0.493243613568,,,,,,
53,0.470344890759,0.490354554067,0.48702015547,0.492618941331,,,,,,
54,0.465905553107,0.485488139305,0.48481405465,0.485366896882,,,,,,
55,0.464095488754,0.483835391002,0.481532492801,0.483217290524,,,,,,
