Time(Iteration),CAB_original
0,7.10839209186
1,13.1479655146
2,18.4552089474
3,22.4839148623
4,25.4111731155
5,27.7222794165
6,30.4311841347
7,33.42865929
8,35.9903909833
9,38.0072705451
10,39.943379157
11,41.9599371027
12,43.0569204193
13,44.3709849599
14,45.3543615981
15,46.3242004162
16,46.6281412614
17,47.1319537674
18,47.9674276158
19,48.1310819885
20,49.192661285
21,49.8422245384
22,50.2973584665
23,50.9832700614
24,51.2392407115
25,51.6174415136
26,52.116032085
27,52.4145684951
28,52.5387819334
29,52.9991670617
30,53.2759083314
31,53.4198985797
32,53.6258493729
33,53.7567696948
34,53.9002981165
35,54.039452842
36,54.206669449
37,54.5085296112
38,54.7131092273
39,55.0992141767
40,55.3740439042
41,55.8560227082
42,56.1058639227
43,56.2411545608
44,56.4531431575
45,56.6662009158
46,56.8162082802
47,56.8312146535
48,57.4170300961
49,57.8482888676
50,58.1103124723
51,58.2561997003
52,58.445121978
53,58.5118981585
54,58.5118981585
55,58.5490733737
56,58.6992528392
57,58.9943326547
58,59.1433791472
59,59.499840736
60,59.5971736553
61,59.7050260993
62,59.7910801432
63,59.9110326734
64,60.3333809602
65,60.629213907
66,60.6643484673
67,60.7530333501
68,60.7903108984
69,60.8651925017
70,60.997959679
71,61.0600205514
72,61.1839808589
73,61.2292412235
74,61.3035487012
75,61.4149639848
76,61.5572267003
77,61.6111534077
78,61.7734176099
79,61.8917239928
80,62.1063391608
81,62.2227217728
82,62.3352268228
83,62.4832279656
84,62.7389175669
85,62.8860770566
86,62.9175778687
87,62.9435872014
88,63.0600743416
89,63.2130906407
90,63.2377604159
91,63.5417980154
92,63.5417980154
93,63.5488193651
94,63.5721268144
95,63.7227493515
96,63.78931716
97,63.8571812735
98,63.8995752242
99,64.0250779663
100,64.0402725071
101,64.0520909469
102,64.1577935114
103,64.1934522301
104,64.2140884964
105,64.2210099779
106,64.4623340049
107,64.5000361474
108,64.5803652858
109,64.6085844961
110,64.8491809488
111,64.8554265225
112,65.1329553483
113,65.2982004822
114,65.3076918636
115,65.4035445925
116,65.4035445925
117,65.474356359
118,65.474356359
119,65.5436049711
120,65.6056209117
121,65.6415934565
122,65.6505089728
123,65.6730363591
124,65.7018251693
125,65.8730339472
126,65.8730339472
127,65.9226048368
128,65.933938211
129,66.0332473208
130,66.053290553
131,66.2132626349
132,66.2132626349
133,66.2132626349
134,66.2203279949
135,66.2559770886
136,66.3120093554
137,66.3421504681
138,66.3709020125
139,66.3986728498
140,66.430661388
141,66.4578587354
142,66.4578587354
143,66.4578587354
144,66.4924403039
145,66.6049187162
146,66.6552650791
147,66.6824826842
148,66.7043786772
149,66.8415988356
150,66.8415988356
151,66.8600724701
152,66.8672296368
153,66.889865519
154,66.9136074628
155,66.9588582273
156,66.9635639191
157,66.9835988635
158,66.9859613065
159,67.0374091131
160,67.0374091131
161,67.1051662088
162,67.1448390301
163,67.2091380412
164,67.2445400653
165,67.2480845251
166,67.2732069879
167,67.2732069879
168,67.2732069879
169,67.3137556551
170,67.3464707807
171,67.4153511266
172,67.4329612501
173,67.44637163
174,67.4670302735
175,67.4670302735
176,67.4670302735
177,67.4733427723
178,67.4733427723
179,67.484862285
180,67.5867237146
181,67.5867237146
182,67.5890744365
183,67.686784843
184,67.6936903259
185,67.6936903259
186,67.758972057
187,67.758972057
188,67.7872740151
189,67.8108718075
190,67.8502111518
191,67.9253600642
192,67.933702272
193,67.9421800902
194,67.9421800902
195,67.9421800902
196,67.9611206387
197,68.0337626021
198,68.040779558
199,68.040779558
200,68.0775177166
201,68.0797819594
202,68.1330148398
203,68.1593953298
204,68.1593953298
205,68.1676563957
206,68.2116882251
207,68.2116882251
208,68.2248923198
209,68.3484934487
210,68.3484934487
211,68.4190548962
212,68.4271064423
213,68.463819925
214,68.6179492726
215,68.6276205692
216,68.6348178235
217,68.6446836104
218,68.6446836104
219,68.6545036742
220,68.657316357
221,68.6693032445
222,68.6693032445
223,68.7429720201
224,68.7453180917
225,68.7453180917
226,68.7470534337
227,68.7655182548
228,68.7700797591
229,68.7938651672
230,68.7977794468
231,68.8825666521
232,68.8825666521
233,68.8825666521
234,68.8970755407
235,68.8970755407
236,68.8970755407
237,68.9025056603
238,68.9118189802
239,68.9118189802
240,68.915454217
241,68.915454217
242,68.9368216178
243,68.9575243362
244,68.9615609816
245,68.9617070123
246,68.970582368
247,68.970582368
248,68.970715662
249,68.9787982529
250,68.9836885312
251,68.9836885312
252,68.9836885312
253,69.0299014825
254,69.0445949593
255,69.0742016209
256,69.0742016209
257,69.0742016209
258,69.0742016209
259,69.0742016209
260,69.0805421212
261,69.0805421212
262,69.0805421212
263,69.0805421212
264,69.0842815098
265,69.0947531788
266,69.1057637219
267,69.1057637219
268,69.1088702488
269,69.1088702488
270,69.1088702488
271,69.1274170518
272,69.1274170518
273,69.1799382044
274,69.2299174351
275,69.3173610625
276,69.3234683982
277,69.3234683982
278,69.3460961888
279,69.3460961888
280,69.3936263735
281,69.3950296078
282,69.482769465
283,69.5463398458
284,69.5463398458
285,69.5521525529
286,69.5641436189
287,69.5641436189
288,69.5641436189
289,69.5641436189
290,69.5711199561
291,69.5711199561
292,69.5711199561
293,69.5974616815
