Time(Iteration),CAB_User,CAB,CAB_original,LinUCB
42,36.533456927,36.533456927,36.533456927,39.2194377542
43,37.0058134648,37.0058134648,37.0058134648,39.253264762
44,37.4982648662,37.4982648662,37.4982648662,39.4625848067
45,38.0670267056,38.0670267056,38.0670267056,39.5143295502
46,38.4174177628,38.4174177628,38.4174177628,39.6740423017
47,39.0502589784,39.0502589784,39.0502589784,39.6740423017
48,39.332916122,39.332916122,39.332916122,40.0131558065
49,39.7826282134,39.7826282134,39.7826282134,40.0550434016
50,40.5583489576,40.5583489576,40.5583489576,40.3736834803
51,41.0060724418,41.0060724418,41.0060724418,40.4192942792
52,41.5834400122,41.5834400122,41.5834400122,40.4641151003
53,42.0061148306,42.0061148306,42.0061148306,40.5777349233
54,42.6717057153,42.6717057153,42.6717057153,40.6563908722
55,42.8513667818,42.8513667818,42.8513667818,40.9361783664
56,43.8668894386,43.8668894386,43.8668894386,40.9606643608
57,44.2416178129,44.2416178129,44.2416178129,40.9606643608
58,44.5695064031,44.5695064031,44.5695064031,41.1027039355
59,44.7744156007,44.7744156007,44.7744156007,41.1767648856
60,45.192848612,45.192848612,45.192848612,41.1767648856
61,45.576591088,45.576591088,45.576591088,41.2539177332
62,46.0055126098,46.0055126098,46.0055126098,41.3129666975
63,46.3037465851,46.3037465851,46.3037465851,41.4038829637
64,46.4717911067,46.4717911067,46.4717911067,41.4127441729
65,46.9377898453,46.9377898453,46.9377898453,41.4263051312
66,47.3133438806,47.3133438806,47.3133438806,41.5535860825
67,47.553436531,47.553436531,47.553436531,41.5535860825
68,47.7545104306,47.7545104306,47.7545104306,41.5623980447
69,48.1079517869,48.1079517869,48.1079517869,41.665207119
70,48.619722934,48.619722934,48.619722934,41.7167644707
71,48.9130728743,48.9130728743,48.9130728743,41.718474762
72,49.0191818287,49.0191818287,49.0191818287,42.0182220972
73,49.3275321426,49.3275321426,49.3275321426,42.0291663369
74,49.9572284349,49.9572284349,49.9572284349,42.064596979
75,50.4805885709,50.4805885709,50.4805885709,42.1368975566
76,50.7853234313,50.7853234313,50.7853234313,42.1368975566
77,51.068685524,51.068685524,51.068685524,42.1684825925
78,51.7418220821,51.7418220821,51.7418220821,42.2346387186
79,52.0759912503,52.0759912503,52.0759912503,42.4001669237
80,52.4453696008,52.4453696008,52.4453696008,42.4649861315
81,52.878494435,52.878494435,52.878494435,42.5339266436
82,52.9838748593,52.9838748593,52.9838748593,42.5504866849
83,53.0438514512,53.0438514512,53.0438514512,42.572621269
84,53.4022313276,53.4022313276,53.4022313276,42.5840717993
85,53.6829398009,53.6829398009,53.6829398009,42.5866445325
86,53.9581850665,53.9581850665,53.9581850665,42.5866445325
87,54.1311737974,54.1311737974,54.1311737974,42.7930460912
88,54.4321197023,54.4321197023,54.4321197023,42.8847480536
89,54.5975315456,54.5975315456,54.5975315456,42.9030773685
90,54.8621042551,54.8621042551,54.8621042551,42.9452458896
91,54.9859267888,54.9859267888,54.9859267888,42.9865281344
92,55.3404186783,55.3404186783,55.3404186783,43.0149442808
93,55.5637522106,55.5637522106,55.5637522106,43.0159505293
94,55.7171245194,55.7171245194,55.7171245194,43.0587730949
95,56.1191046078,56.1191046078,56.1191046078,43.0654166373
96,56.8196103164,56.8196103164,56.8196103164,43.2247202144
97,57.0249491984,57.0249491984,57.0249491984,43.3346386138
98,57.1907505989,57.1907505989,57.1907505989,43.3757743651
99,57.340429052,57.340429052,57.340429052,43.4741107168
100,57.7088350382,57.7088350382,57.7088350382,43.480163922
101,57.7959462356,57.7959462356,57.7959462356,43.4875326041
102,58.0143158748,58.0143158748,58.0143158748,43.5715266459
103,58.3501339157,58.3501339157,58.3501339157,43.6365957299
104,58.4647035596,58.4647035596,58.4647035596,43.6396241485
105,58.6065230097,58.6065230097,58.6065230097,43.6427365505
106,58.8291813179,58.8291813179,58.8291813179,43.6986421374
107,59.0478958638,59.0478958638,59.0478958638,43.718790654
108,59.241965907,59.241965907,59.241965907,43.795276383
109,59.4809182543,59.4809182543,59.4809182543,43.8269380531
110,59.9050155532,59.9050155532,59.9050155532,43.9711162329
111,60.2735177702,60.2735177702,60.2735177702,43.9754274695
112,60.3284839588,60.3284839588,60.3284839588,43.9756677865
113,60.4556517219,60.4556517219,60.4556517219,44.0114793221
114,60.6935583619,60.6935583619,60.6935583619,44.0192500465
115,60.9617488042,60.9617488042,60.9617488042,44.0364804811
116,61.2405103983,61.2405103983,61.2405103983,44.0535893307
117,61.3494855008,61.3494855008,61.3494855008,44.0720041618
118,61.4698783999,61.4698783999,61.4698783999,44.1014451674
119,61.6492686253,61.6492686253,61.6492686253,44.1014451674
120,62.0106357825,62.0106357825,62.0106357825,44.1053987755
121,62.2456767458,62.2456767458,62.2456767458,44.1361364826
122,62.355611454,62.355611454,62.355611454,44.1361364826
123,62.6170838953,62.6170838953,62.6170838953,44.1545202689
124,62.9001138278,62.9001138278,62.9001138278,44.1710944319
125,62.9484961308,62.9484961308,62.9484961308,44.215954374
126,63.0174703605,63.0174703605,63.0174703605,44.215954374
127,63.2431049977,63.2431049977,63.2431049977,44.2168565596
128,63.451321457,63.451321457,63.451321457,44.2272929175
129,63.6163110785,63.6163110785,63.6163110785,44.2346487325
130,63.8209652833,63.8209652833,63.8209652833,44.2346487325
131,63.8384381952,63.8384381952,63.8384381952,44.2346487325
132,63.8875513516,63.8875513516,63.8875513516,44.2501346366
133,63.9250314615,63.9250314615,63.9250314615,44.2501346366
134,64.0884332404,64.0884332404,64.0884332404,44.2782512749
135,64.2157441153,64.2157441153,64.2157441153,44.2865936238
136,64.52956505,64.52956505,64.52956505,44.316461643
137,64.5847079195,64.5847079195,64.5847079195,44.3267209552
138,64.6218022031,64.6218022031,64.6218022031,44.3291374686
139,64.6740697665,64.6740697665,64.6740697665,44.3362710206
140,64.9094197247,64.9094197247,64.9094197247,44.3397148335
141,65.0477213476,65.0477213476,65.0477213476,44.3469252053
142,65.102939552,65.102939552,65.102939552,44.3469252053
143,65.2079860736,65.2079860736,65.2079860736,44.371427737
144,65.3558338537,65.3558338537,65.3558338537,44.371427737
145,65.5650126754,65.5650126754,65.5650126754,44.371427737
146,65.75334079,65.75334079,65.75334079,44.3804437492
147,65.9647142769,65.9647142769,65.9647142769,44.4305665411
148,66.1305015093,66.1305015093,66.1305015093,44.4399546356
149,66.199093791,66.199093791,66.199093791,44.4696398356
150,66.4215860854,66.4215860854,66.4215860854,44.5137237118
151,66.5112078975,66.5112078975,66.5112078975,44.5222667434
152,66.6306144296,66.6306144296,66.6306144296,44.527193883
153,67.0341125265,67.0341125265,67.0341125265,44.5439069031
154,67.2905896766,67.2905896766,67.2905896766,44.6032370647
155,67.6560918174,67.6560918174,67.6560918174,44.6897859601
156,67.9671697833,67.9671697833,67.9671697833,44.6970346706
157,68.0367520832,68.0367520832,68.0367520832,44.6970346706
158,68.1195895988,68.1195895988,68.1195895988,44.7366831163
159,68.1959027314,68.1959027314,68.1959027314,44.7366831163
160,68.2613841807,68.2613841807,68.2613841807,44.7366831163
161,68.4239021882,68.4239021882,68.4239021882,44.756020896
162,68.4710721876,68.4710721876,68.4710721876,44.7718142308
163,68.5920245449,68.5920245449,68.5920245449,44.781442815
164,68.7083815107,68.7083815107,68.7083815107,44.7985227566
165,69.0004661039,69.0004661039,69.0004661039,44.7998226429
166,69.1536406424,69.1536406424,69.1536406424,44.8111070942
167,69.2906789991,69.2906789991,69.2906789991,44.8552594995
168,69.4890136748,69.4890136748,69.4890136748,44.8552594995
169,69.6540544828,69.6540544828,69.6540544828,44.8552594995
170,69.9255422583,69.9255422583,69.9255422583,44.9256657656
171,69.9836760771,69.9836760771,69.9836760771,44.9331565528
172,70.0105349849,70.0105349849,70.0105349849,44.9338797908
173,70.1118935546,70.1118935546,70.1118935546,44.9612461172
174,70.5062323035,70.5062323035,70.5062323035,44.9619435597
175,70.6858532717,70.6858532717,70.6858532717,44.966015359
176,70.8180684266,70.8180684266,70.8180684266,44.9664908539
177,70.9922128245,70.9922128245,70.9922128245,44.9664908539
178,71.1946539361,71.1946539361,71.1946539361,44.972492036
179,71.3055914502,71.3055914502,71.3055914502,44.9780650085
180,71.4724351572,71.4724351572,71.4724351572,45.0492581289
181,71.5854036757,71.5854036757,71.5854036757,45.0492581289
182,71.6108021397,71.6108021397,71.6108021397,45.0492581289
183,71.7453420793,71.7453420793,71.7453420793,45.0492581289
184,71.8390371706,71.8390371706,71.8390371706,45.0517218941
185,72.1350427903,72.1350427903,72.1350427903,45.0683014233
186,72.1870285561,72.1870285561,72.1870285561,45.0745602803
187,72.2452016187,72.2452016187,72.2452016187,45.0745602803
188,72.3197126662,72.3197126662,72.3197126662,45.1039911838
189,72.3803867214,72.3803867214,72.3803867214,45.1091084275
190,72.4392412844,72.4392412844,72.4392412844,45.1265537761
191,72.463220539,72.463220539,72.463220539,45.1404177874
192,72.6016321826,72.6016321826,72.6016321826,45.1404177874
193,72.7696469075,72.7696469075,72.7696469075,45.1404177874
194,72.9529368023,72.9529368023,72.9529368023,45.1404177874
195,73.0397654613,73.0397654613,73.0397654613,45.1404177874
196,73.1552300956,73.1552300956,73.1552300956,45.1404177874
197,73.2159817505,73.2159817505,73.2159817505,45.1480309612
198,73.3865299317,73.3865299317,73.3865299317,45.1826949332
199,73.3966613903,73.3966613903,73.3966613903,45.2648917641
200,73.4221594816,73.4221594816,73.4221594816,45.267969505
201,73.5259905194,73.5259905194,73.5259905194,45.2697743039
202,73.547973522,73.547973522,73.547973522,45.2802927345
203,73.623699403,73.623699403,73.623699403,45.3398503558
204,73.7335071387,73.7335071387,73.7335071387,45.3457429534
205,73.9230594385,73.9230594385,73.9230594385,45.3457429534
206,74.0806810689,74.0806810689,74.0806810689,45.3530491225
207,74.203618677,74.203618677,74.203618677,45.3530491225
208,74.3412149849,74.3412149849,74.3412149849,45.3530491225
209,74.506298429,74.506298429,74.506298429,45.3530491225
210,74.6436165795,74.6436165795,74.6436165795,45.3530491225
211,74.6803931372,74.6803931372,74.6803931372,45.3825705866
212,74.8121816222,74.8121816222,74.8121816222,45.3888039475
213,74.9163589183,74.9163589183,74.9163589183,45.3888039475
214,75.179669266,75.179669266,75.179669266,45.3888039475
215,75.3408842305,75.3408842305,75.3408842305,45.4647485788
216,75.4531271329,75.4531271329,75.4531271329,45.4734806885
217,75.5040516799,75.5040516799,75.5040516799,45.4734806885
218,75.6202007932,75.6202007932,75.6202007932,45.4735407481
219,75.6645569578,75.6645569578,75.6645569578,45.4806312541
220,75.7450043659,75.7450043659,75.7450043659,45.4806312541
221,75.7777404149,75.7777404149,75.7777404149,45.4839346254
222,75.8754824858,75.8754824858,75.8754824858,45.5091318225
223,75.9235140391,75.9235140391,75.9235140391,45.5115368781
224,75.9632630221,75.9632630221,75.9632630221,45.5184630785
225,76.1085361515,76.1085361515,76.1085361515,45.5184630785
226,76.2875986357,76.2875986357,76.2875986357,45.5261230988
227,76.2958821886,76.2958821886,76.2958821886,45.5269278566
228,76.3319299944,76.3319299944,76.3319299944,45.5269278566
229,76.5647892232,76.5647892232,76.5647892232,45.5269278566
230,76.6043254208,76.6043254208,76.6043254208,45.530845244
231,76.723089556,76.723089556,76.723089556,45.5428277576
232,76.8262157339,76.8262157339,76.8262157339,45.5428277576
233,76.8811648001,76.8811648001,76.8811648001,45.5475805519
234,77.0120241802,77.0120241802,77.0120241802,45.5643512981
235,77.090681047,77.090681047,77.090681047,45.5715989329
236,77.2467313855,77.2467313855,77.2467313855,45.5754250567
237,77.2467313855,77.2467313855,77.2467313855,45.5754250567
238,77.2984221871,77.2984221871,77.2984221871,45.5754250567
239,77.3365871794,77.3365871794,77.3365871794,45.6047121443
240,77.4162310474,77.4162310474,77.4162310474,45.6172373014
241,77.5080500495,77.5080500495,77.5080500495,45.6172373014
242,77.6164814037,77.6164814037,77.6164814037,45.6197555738
243,77.7984911554,77.7984911554,77.7984911554,45.6197555738
244,77.9338483912,77.9338483912,77.9338483912,45.6324429277
245,78.0953139354,78.0953139354,78.0953139354,45.6352172067
246,78.1484482263,78.1484482263,78.1484482263,45.6376166691
247,78.2759214723,78.2759214723,78.2759214723,45.6376166691
248,78.4551810102,78.4551810102,78.4551810102,45.6376166691
249,78.5104076944,78.5104076944,78.5104076944,45.6512921319
250,78.6070849147,78.6070849147,78.6070849147,45.6512921319
251,78.6942767138,78.6942767138,78.6942767138,45.6563835153
252,78.8510719288,78.8510719288,78.8510719288,45.6655793953
253,78.8856273886,78.8856273886,78.8856273886,45.6655793953
254,78.9806253108,78.9806253108,78.9806253108,45.6655793953
255,79.0388313535,79.0388313535,79.0388313535,45.6655793953
256,79.1045517824,79.1045517824,79.1045517824,45.6655793953
257,79.2634668315,79.2634668315,79.2634668315,45.6733042884
258,79.2746260784,79.2746260784,79.2746260784,45.6733574931
259,79.3711665069,79.3711665069,79.3711665069,45.6748293074
260,79.3711665069,79.3711665069,79.3711665069,45.6748293074
261,79.4345603076,79.4345603076,79.4345603076,45.6748293074
262,79.5039897223,79.5039897223,79.5039897223,45.677108877
263,79.668598823,79.668598823,79.668598823,45.6789906127
264,79.669032957,79.669032957,79.669032957,45.6789906127
265,79.7147089617,79.7147089617,79.7147089617,45.6979719301
266,79.7433188424,79.7433188424,79.7433188424,45.6981013392
267,79.8943719251,79.8943719251,79.8943719251,45.6981013392
268,79.9918063718,79.9918063718,79.9918063718,45.6990081535
269,80.0913187685,80.0913187685,80.0913187685,45.6990081535
270,80.3221762177,80.3221762177,80.3221762177,45.7035269752
271,80.430333312,80.430333312,80.430333312,45.7130941036
272,80.5439868968,80.5439868968,80.5439868968,45.7164661489
273,80.5892526744,80.5892526744,80.5892526744,45.719110374
274,80.8189338727,80.8189338727,80.8189338727,45.7211601267
275,80.8920245316,80.8920245316,80.8920245316,45.7316144428
276,81.0660620871,81.0660620871,81.0660620871,45.7316144428
277,81.1378135228,81.1378135228,81.1378135228,45.7316144428
278,81.1852127943,81.1852127943,81.1852127943,45.7337324698
279,81.2117134327,81.2117134327,81.2117134327,45.7337324698
280,81.2843577992,81.2843577992,81.2843577992,45.7394197402
281,81.3464707936,81.3464707936,81.3464707936,45.7394197402
282,81.4122980407,81.4122980407,81.4122980407,45.7394197402
283,81.4530657741,81.4530657741,81.4530657741,45.7551413294
284,81.4538233106,81.4538233106,81.4538233106,45.7558988658
285,81.4833324316,81.4833324316,81.4833324316,45.7558988658
286,81.5584797122,81.5584797122,81.5584797122,45.7558988658
287,81.6631642221,81.6631642221,81.6631642221,45.7560329584
288,81.6897867411,81.6897867411,81.6897867411,45.7575408459
289,81.7709893253,81.7709893253,81.7709893253,45.7671322892
290,82.0059337527,82.0059337527,82.0059337527,45.7722167616
291,82.0755335699,82.0755335699,82.0755335699,45.7797756401
292,82.1211851854,82.1211851854,82.1211851854,45.7797756401
293,82.2719917422,82.2719917422,82.2719917422,45.8363056054
294,82.3333836491,82.3333836491,82.3333836491,45.8363056054
295,82.3812986657,82.3812986657,82.3812986657,45.8363056054
296,82.4198169681,82.4198169681,82.4198169681,45.8363056054
297,82.4745085253,82.4745085253,82.4745085253,45.8363056054
298,82.5181570374,82.5181570374,82.5181570374,45.8419020605
299,82.5473618292,82.5473618292,82.5473618292,45.8419020605
