Time(Iteration),CAB,CAB_original
0,2.12476741044,2.12476741044
1,4.18253471696,4.18253471696
2,5.89859064839,5.89859064839
3,7.4936102583,7.4936102583
4,8.9721729156,8.9721729156
5,10.4022730094,10.4022730094
6,11.5424652088,11.5424652088
7,12.7907063223,12.7907063223
8,13.9648845087,13.9648845087
9,15.0447034516,15.0447034516
10,15.9874305667,15.9874305667
11,17.063216307,17.063216307
12,17.997277889,17.997277889
13,19.0200468129,19.0200468129
14,20.1970871664,20.1970871664
15,21.0328976639,21.0328976639
16,21.939066492,21.939066492
17,22.7884655966,22.7884655966
18,23.7113672155,23.7113672155
19,24.447131303,24.447131303
20,25.2390519706,25.2390519706
21,25.9449967773,25.9449967773
22,26.534301515,26.534301515
23,27.1684513845,27.1684513845
24,27.7088738682,27.7088738682
25,28.2805772127,28.2805772127
26,28.8762053003,28.8762053003
27,29.3808210895,29.3808210895
28,29.7873747278,29.7873747278
29,30.2843775269,30.2843775269
30,30.7648227999,30.7648227999
31,31.083502486,31.083502486
32,31.5305132162,31.5305132162
33,31.8705918539,31.8705918539
34,32.1460776584,32.1460776584
35,32.5031653534,32.5031653534
36,32.8316120037,32.8104073606
37,33.0739328517,33.0527282086
38,33.3811225704,33.3599179272
39,33.6950628833,33.6738582402
40,34.0030846511,33.9857716387
41,34.2058447016,34.1517890296
42,34.4182655144,34.3642098423
43,34.4604927323,34.4064370603
44,34.6158169732,34.5388447191
45,34.6842404874,34.6072682333
46,34.918513712,34.788203961
47,35.1098394003,34.991428574
48,35.3705533182,35.2521424919
49,35.5167761289,35.4150022287
50,35.6648037468,35.5726682744
51,35.7434944728,35.6355329205
52,35.9554394101,35.8474778578
53,36.096002134,35.9880405818
54,36.1898195973,36.1137172921
55,36.4687044124,36.3926021071
56,36.5702419768,36.5096718082
57,36.7222698988,36.6616997302
58,36.8525024744,36.7919323057
59,36.9539397851,36.8933696165
60,37.0762395023,36.9979633434
61,37.1637599579,37.0833747899
62,37.2165666446,37.150891686
63,37.3511666653,37.284550707
64,37.5585147929,37.4862893731
65,37.6328130601,37.5880224841
66,37.7907076076,37.8449732106
67,37.8768146115,38.0180444965
68,37.9883001438,38.1979014211
69,38.0838301716,38.3160743656
70,38.1828335544,38.4584964048
71,38.3302340766,38.6172644238
72,38.4074291928,38.7069140898
73,38.5414440391,38.9202611038
74,38.6690081257,39.0602695356
75,38.7271974859,39.1264117421
76,38.8019979174,39.1922979326
77,38.839181644,39.2625895808
78,38.951129096,39.3142124707
79,39.0494804049,39.3935687211
80,39.2346686675,39.5352542058
81,39.2747329912,39.5771594833
82,39.4283642683,39.7628908473
83,39.5166997391,39.8494548779
84,39.5482156737,39.8834813506
85,39.6282871299,39.9474303541
86,39.6924172411,39.9810187842
87,39.7516265999,40.0612406056
88,39.8690443901,40.2060525607
89,39.9179852806,40.2856793494
90,39.999087358,40.3507416631
91,40.0299066141,40.4126195803
92,40.1972471558,40.5750654791
93,40.3664682233,40.7435836766
94,40.5003485877,40.8605689349
95,40.5339119753,40.8733606653
96,40.5451803583,40.883922932
97,40.6217428197,40.9901041834
98,40.7133503173,41.0555863838
99,40.7929217073,41.1473758084
100,40.8801626071,41.2458101676
101,41.0103505872,41.3262482633
102,41.0123390021,41.3282366782
103,41.0463297631,41.3678988891
104,41.0927467325,41.4050763757
105,41.1829010706,41.4650316669
106,41.2916879888,41.5750602066
107,41.3516441869,41.6367778524
108,41.4573590188,41.7076075569
109,41.5051100318,41.7604494005
110,41.5847225114,41.8334924711
111,41.6057304851,41.8572720374
112,41.6601517927,41.9154292232
113,41.6948508311,41.9456584473
114,41.780999734,41.9935465335
115,41.8971552799,42.0856241658
116,41.9470470464,42.0924428185
117,42.0522296832,42.1751888836
118,42.1083780895,42.211274613
119,42.1908670026,42.2945241145
120,42.2601333341,42.3660197882
121,42.3325799729,42.3937803541
122,42.3518965923,42.4215606918
123,42.4106171543,42.4830938385
124,42.46407982,42.5348801177
125,42.5797883692,42.6524609538
126,42.590250225,42.6823480566
127,42.6642173973,42.7212559083
128,42.7290132563,42.7690183427
129,42.7976277241,42.8819084734
130,42.8565800236,42.9341261655
131,42.9030710841,42.9798829064
132,42.9617183916,43.0282529975
133,43.0481740576,43.0910894622
134,43.1167112969,43.1395930686
135,43.2253335578,43.1770137766
136,43.2832523215,43.2506196241
137,43.4304665364,43.3947117639
