Time(Iteration),CAB,CAB_original,LinUCB
0,8.41163752731,7.75719079376,7.14804552213
1,13.2415264622,13.2415305078,12.9222280819
2,17.0263756166,18.0853878422,16.1276843995
3,21.0704589008,21.8524703693,19.8530595884
4,24.8885422959,25.9367249222,23.3308157778
5,26.8476368568,28.2347857432,25.5044051588
6,28.192647774,30.1482024751,26.8733617472
7,31.5830185695,32.3792201127,28.6822151843
8,34.8247277929,34.2837079655,30.9350330431
9,36.9057535818,35.672892954,32.3494764435
10,39.5900404283,37.157845186,33.8521977208
11,41.0207938794,38.6574988679,35.3042906098
12,43.5741118624,39.4314894964,36.42302186
13,45.1499856118,40.4237932061,37.4767152476
14,47.4018331642,41.6689779207,38.8460544296
15,49.2735009969,42.8628739637,39.9784527425
16,51.5599874453,43.3463133994,40.4597101315
17,54.3296707953,44.0847528502,41.0398468623
18,56.7605304466,44.7094076474,41.588989047
19,58.6386855117,45.4735686281,41.8851509676
20,59.9601218824,46.1598188742,42.592345438
21,62.0382179641,47.1799129213,43.0239610776
22,63.8829408056,48.1507488742,43.7569631736
23,65.797904508,48.4330049962,44.2383507405
24,67.4819867125,49.0013186061,44.9286412998
25,69.0664958709,49.335263622,45.1760559798
26,70.1195727025,49.7910981797,45.6055016683
27,71.604856324,50.321677091,45.9342217942
28,72.8709810182,50.7526980651,46.3912777437
29,74.55903635,51.1631949318,46.8118521856
30,76.1806826624,51.4374448804,47.2694531985
31,78.0536533056,51.6732621319,47.9437515832
32,79.7544254025,51.9731139634,48.1145025132
33,80.5115705282,52.1145933686,48.2900224039
34,81.4893427754,52.343413562,48.534009217
35,82.6391678796,52.4162365914,48.8125746253
36,83.9753244969,52.5366369095,49.0807294995
37,86.1218182719,52.801218699,49.4001749295
38,87.1158880367,53.1118233632,49.6298467716
39,87.8184532469,53.1851846184,49.7023285186
40,89.212538522,53.5249677166,50.0107864424
41,91.1152842635,53.7791579346,50.3830617077
42,92.3599605955,53.9207827309,50.536535172
43,94.2333674778,54.2868481831,51.0014766309
44,95.972702654,54.4110279375,51.2708975903
45,96.9417074294,54.4784780247,51.3116680288
46,97.9931984424,54.8222674816,51.6933282081
47,98.8832375101,55.0310034842,51.911684313
48,100.264607689,55.2283223329,52.0025765373
49,101.624582427,55.3265779758,52.2482170392
50,102.685165828,55.7573210214,52.6843864502
51,104.490252821,55.7997615652,52.9000419483
52,105.489225495,55.9421615448,53.0418884026
53,105.81448577,56.0748650715,53.1316163647
54,107.207089344,56.1547683069,53.2336658453
55,109.066055238,56.3037774701,53.2927374324
56,111.061766468,56.6631992379,53.5855458315
57,111.829730282,56.8173391141,53.7147851153
58,113.037188978,56.8980918592,53.8761006752
59,114.30790277,57.2407036619,54.2188062365
60,115.429489724,57.4273057421,54.383073098
61,116.207631337,57.4306533884,54.3971872537
62,117.600067592,57.6491714067,54.4987172435
63,117.923736259,57.7123858745,54.5619958764
64,119.027472994,57.7540541825,54.6777308783
65,120.093754506,57.8276171543,54.8520394068
66,120.490214951,57.8908499184,54.9555220468
67,121.549507787,58.0265362643,54.9826491586
68,122.089099936,58.1389073487,55.0407004283
69,122.829756618,58.2114403052,55.1657511587
70,123.146719418,58.284762597,55.2048345855
71,124.142636097,58.408225266,55.4847199215
72,124.524760174,58.4463050077,55.5331615396
73,125.198221875,58.5191008471,55.6246544533
74,125.447127994,58.5690079434,55.6936528122
