Time(Iteration),CAB,CAB_original,LinUCB
0,11.0837064399,12.3197340739,18.8706937905
1,19.1452907935,22.29911878,29.5869161678
2,25.2678070158,27.3589750154,37.6959556023
3,30.088891044,29.9811959781,45.1044282061
4,32.9925110753,32.229086844,49.7533281364
5,34.6341507836,33.7319352693,53.8415087122
6,36.4920020324,35.6231754423,56.9157913726
7,38.0944388154,37.4772343872,58.6274927983
8,38.9566058672,38.3382232866,59.1457989693
9,39.5167562626,38.9649824595,61.1065004402
10,40.8503432384,39.7459466569,62.8203271548
11,41.288667488,40.4558434083,64.0663244926
12,42.2072180975,40.5385997248,65.8821169853
13,42.8668352219,40.8693401552,66.4671386864
14,44.4042951309,41.3446314286,67.6101175105
15,44.886982333,41.6979287564,67.9174012192
16,45.956591759,42.0720610581,68.8675938403
17,47.0567638019,43.0016226528,70.5366478858
18,47.6614459483,43.6484051596,71.0671888248
19,47.8881112531,43.7394115111,71.229604667
20,48.0234541723,43.9044087297,71.4482833164
21,48.5884466274,44.4158851571,72.3177423617
22,48.9748636238,44.6873147594,72.6384147494
23,49.5845317845,45.1136113999,73.0112997589
24,49.980734024,45.6029335639,73.5259881686
25,50.1231300462,45.8312561436,74.1649826144
26,50.2197982106,45.9279243079,74.2404674621
27,50.3818740034,46.1241231338,74.293733336
28,50.7833452374,46.3732346891,74.7470257453
29,50.9661423675,46.6213165442,75.1443028603
30,51.1428194741,46.7817621357,75.2179541737
31,51.375973612,47.0794152023,75.4141238577
32,52.0284226293,47.8067555448,76.1147611188
33,52.3388148823,48.0753837477,76.2883712512
34,52.3437532633,48.0913086744,76.4339904834
35,52.4219216662,48.1313798458,76.4693934376
36,52.5498695165,48.2360944523,76.5973412878
37,52.7688724351,48.4550973709,76.7889508062
38,52.8622909202,48.546229412,76.7889508062
39,53.6034255274,49.2873640191,77.1042125609
40,53.7590493832,49.4979696178,77.2598364167
41,54.2875685326,50.189557468,77.9514242669
42,54.8860070449,50.6770877465,78.9100992749
43,55.6448289581,51.0928511973,79.0249758871
44,56.2600270748,51.55993054,79.4863596258
45,56.3203167463,51.6202202115,79.5700869266
46,56.9184849902,52.3074597214,80.2438758135
47,57.0066374611,52.4554554351,80.3901840353
48,57.0624405366,52.6563578942,80.5910864944
49,57.3766386986,52.9803791301,81.0611383783
50,57.3766386986,52.9803791301,81.3522039998
51,57.3938235104,52.9975639419,81.3693888116
52,57.782117721,53.3487839913,81.9700998909
53,58.1121198314,53.6787861017,82.3001020012
54,58.287801271,53.8592173078,82.4757834409
55,58.8022813149,53.8965088192,82.9532607028
56,58.8988281881,54.0474942403,83.0955632039
57,58.9226361323,54.0991293592,83.1471983229
58,58.9948040133,54.1712972402,83.2193662038
59,59.1384406471,54.3064631548,83.3545321185
60,59.6035366331,54.7715591408,83.8196281044
61,59.6035366331,54.7715591408,83.8196281044
62,60.0875457295,55.6510895749,84.3036372009
63,60.6055158854,56.1205110652,84.7263931475
64,60.6365945829,56.3703936444,85.0053060175
65,60.6693898286,56.4031888901,85.0381012632
66,60.7168264332,56.4506254947,85.0603396874
67,60.8338100858,56.456316011,85.17732334
68,61.7041405285,56.9506845176,85.6528866411
69,61.9570381637,57.2035821528,85.8981977641
70,62.2480488516,57.4945928406,86.189208452
71,62.3890386319,57.635582621,86.3301982324
72,62.7378035586,58.0962065354,86.8190885426
73,62.9309542888,58.2893572656,87.0122392727
74,63.0156896312,58.374092608,87.0969746151
75,63.0288510767,58.4667510941,87.176894411
76,63.0690573864,58.4667510941,87.176894411
77,63.6221682226,59.0658072099,87.8488351546
78,63.6726907094,59.0658072099,87.8993576414
79,63.7155669382,59.1086834387,87.9422338702
80,63.7427924053,59.1359089057,87.9694593373
81,63.9100590235,59.303175524,87.9694593373
82,64.2759135381,59.6989287821,88.3353138519
83,64.3296832909,59.7526985349,88.3353138519
84,64.6979171178,60.2815082025,88.364152488
85,64.8032209205,60.3391326599,88.4533517277
86,64.8327864877,60.3587359366,88.4729550044
87,64.9595105262,60.4854599751,88.5996790429
88,64.9964629,60.5224123489,88.6366314167
89,65.1766626292,60.8697996652,88.8059334601
90,65.1880556132,60.8929419398,88.8240332493
91,65.3565251286,61.1898958989,88.978514511
92,65.6505299123,61.4839006826,89.2725192946
93,65.7698186344,61.7815940057,89.6660533077
94,65.8161150686,61.8129371781,89.69739648
95,65.8161150686,61.8129371781,89.69739648
96,65.941300308,61.9381224175,89.8225817195
97,66.1273260949,62.0941258414,89.9785851434
98,66.2012338154,62.1628306021,90.0572270982
99,66.5918031344,62.5701884356,90.3543899206
100,66.622066429,62.6004517302,90.5480716759
101,66.6536320831,62.627213538,90.57963733
102,66.6609667781,62.9600660996,90.9124898917
103,66.6717645609,62.9708638824,90.9232876745
104,66.716770454,63.1977258767,90.9589272894
105,67.0129170901,63.4938725127,91.2550739254
106,67.0129170901,63.4938725127,91.2550739254
107,67.0793525914,63.560308014,91.2916106832
108,67.0793525914,63.560308014,91.2916106832
109,68.0278349617,64.564717675,92.0149718591
110,68.1845866947,64.564717675,92.1912134585
111,68.4572748548,64.8374058352,92.603338716
112,68.7837364132,65.1638673935,92.9089887901
113,68.8563203884,65.2387639268,92.9838853235
114,68.8898113905,65.2717804879,93.0173763255
115,68.8915275536,65.2734966511,93.0173763255
116,68.8954186341,65.2773877316,93.0692317036
117,68.9785744483,65.3435764222,93.1160952834
118,68.9859842009,65.3509861747,93.1269948444
119,69.0555137512,65.4205157251,93.2708225701
120,69.1970149008,65.5683615643,93.4911842023
121,69.2096013431,65.5809480066,93.5037706446
122,69.5239479716,65.6962284069,93.6190510449
123,69.6646879632,65.8369683984,93.7665765867
124,69.6719039188,65.844184354,93.7737925424
125,69.7946416878,65.8465212043,93.8965303113
126,70.1761723025,66.1362660056,93.941194942
127,70.1831214099,66.143215113,93.9481440494
128,70.3964892097,66.3317696264,94.1236432452
129,70.3964892097,66.3317696264,94.1236432452
130,70.4036799324,66.4819534267,94.1236432452
131,70.4213023316,66.5190730128,94.1412656444
132,70.6094165799,66.7153240957,94.3375167273
133,70.6583394243,66.76424694,94.3864395716
134,70.8587398496,66.8541861626,94.3864395716
135,71.0650181769,67.0767862643,94.592717899
136,71.0650181769,67.0767862643,94.6257419694
137,71.4059248981,67.2012640258,94.7306589597
138,71.6237489705,67.4297302464,94.972994145
139,72.2748844003,67.6897681804,95.5059800595
140,72.4935733925,67.8196454744,95.7246690517
141,72.5283171846,67.8543892666,95.7594128438
142,72.8473490842,68.5174374324,96.0784447434
143,72.8492899431,68.606457047,96.0784447434
144,72.8492899431,68.606457047,96.0784447434
145,72.8764061839,68.6335732878,96.1055609842
146,72.8977961229,68.6493296697,96.1269509232
147,72.9375478148,68.6890813616,96.1429323641
148,72.9375478148,68.8301171763,96.2904309445
149,73.1262134462,69.0187828076,96.4790965758
150,73.1262134462,69.0187828076,96.4790965758
151,73.5668743521,69.4525066057,96.5021280252
152,73.8974340035,69.7830662571,96.8246262649
153,73.8984698489,69.7849553241,96.8256621102
154,73.9440160815,69.8305015568,96.8745994324
155,74.1272162019,70.0186217492,96.9066805392
156,74.3594283859,70.2452326732,97.1388927233
157,74.3594283859,70.2452326732,97.1388927233
158,74.4001000758,70.2859043632,97.1795644132
159,74.5524262784,70.4382305657,97.3318906157
160,74.5524262784,70.4917944075,97.3854544576
161,74.5898240866,70.529163668,97.4228522658
162,74.5898240866,70.529163668,97.4228522658
163,74.901977049,70.9330542251,97.5242709088
164,74.9273474675,70.9584246436,97.5496413273
165,75.2979921587,71.3290693348,97.9202860186
166,75.30077766,71.3318548361,97.9230715199
167,75.3698627408,71.4133793016,98.0045959853
168,75.3842287466,71.4277453074,98.0189619911
169,75.5220299725,71.6824528345,98.274780271
170,75.7896769744,71.9500998364,98.5424272729
171,75.9610992418,72.1215221039,98.7138495404
172,76.2506921444,72.4084523019,99.0102964117
173,76.2731003985,72.4193642241,99.0327046659
174,76.3143891423,72.4606529679,99.0327046659
175,76.7211681068,72.8663899672,99.2928432819
176,76.8543363843,72.9995582446,99.4260115593
177,76.8949664102,73.0653335022,99.4666415852
178,76.9761098241,73.1464769161,99.6601892435
179,77.0181029131,73.1464769161,99.6601892435
180,77.1066184731,73.2364153219,99.7189158777
181,77.2940977883,73.4115329687,99.8940335245
182,77.2940977883,73.4115329687,99.8940335245
183,77.3472611315,73.4830597652,99.965560321
184,77.3522878311,73.4880864648,99.965560321
185,77.5157335468,73.497849587,99.9753234432
186,77.5491668778,73.531282918,100.008756774
187,77.5491668778,73.531282918,100.008756774
188,77.607593171,73.5897092111,100.067183067
189,77.6121573725,73.5942734127,100.071747269
190,77.6160075874,73.5981236275,100.075597484
191,77.8679074155,73.8600678514,100.202043309
192,77.8679074155,73.8600678514,100.202043309
193,77.8746419548,73.8668023908,100.208777849
194,77.8774019238,73.9126476475,100.254623105
195,77.9055598589,73.9383814783,100.350485233
196,77.9617536443,73.9945752637,100.39921263
197,77.9617536443,73.9945752637,100.39921263
198,77.9718396264,74.0046612458,100.409298613
199,78.0094365774,74.0422581968,100.446895564
