Time(Iteration),LinUCB_new,LinUCB
92,63.2016645263,68.55659984
93,63.2041453368,68.5997721943
94,63.2041453368,68.5997721943
95,63.2860711195,68.7109744886
96,63.53324926,68.9155960881
97,63.5503971839,68.9456341028
98,63.5752556742,68.9831995368
99,63.6141261078,69.0222024484
100,63.6141261078,69.0554953395
101,63.6879721873,69.1455117287
102,63.6984643225,69.1455117287
103,63.8518388414,69.3121348577
104,63.9395941362,69.524848785
105,63.9920843525,69.5773390013
106,64.0822769929,69.6675316417
107,64.2552942553,69.7760690215
108,64.2681336332,69.862504398
109,64.4061654966,69.9228147029
110,64.4061654966,70.0435524215
111,64.4229439552,70.2168943843
112,64.431889016,70.2446505097
113,64.4355356552,70.2503939394
114,64.4355356552,70.2503939394
115,64.4455911736,70.2604494578
116,64.4865771453,70.3014354295
117,64.4935028965,70.3083611807
118,64.5487495197,70.3543021237
119,64.5777727912,70.3794293586
120,64.5777727912,70.4019445621
121,64.591552333,70.4089026921
122,64.591552333,70.4089026921
123,64.6334058203,70.4089026921
124,64.6417642619,70.4332139287
125,64.6798789551,70.4767720048
126,64.7158911059,70.5329644854
127,64.7938551235,70.6109285031
128,64.7979804285,70.615053808
129,64.8121224074,70.6194177758
130,64.8297253337,70.6883072314
131,64.8328882969,70.7237412269
132,64.8328882969,70.7723360123
133,64.8440816502,70.7794028901
134,64.8440816502,70.7794028901
135,64.8691037255,70.7920035467
136,64.9229190201,70.8458188413
137,64.952074177,70.8621522835
138,64.9966111812,70.9066892876
139,65.0079270746,70.9165284198
140,65.0441503378,70.9237189258
141,65.062485647,70.9273060727
142,65.1076374777,70.9724579033
143,65.1413294832,70.9980351296
144,65.1623592429,71.0095165808
145,65.1644853503,71.0116426882
146,65.2327957241,71.049851007
147,65.2720895631,71.1856624718
148,65.2720895631,71.2879842672
149,65.2797976074,71.3749994406
150,65.3240867578,71.3926391954
151,65.3412505758,71.4098030133
152,65.3414843288,71.4100367664
153,65.3712134056,71.4293312726
154,65.3712134056,71.4293312726
155,65.404586325,71.4563510527
156,65.4154984326,71.4690552689
157,65.4154984326,71.4690552689
158,65.4257511676,71.477346786
159,65.6294651028,71.477346786
160,65.6405390398,71.4990587411
161,65.653684003,71.5014889799
162,65.6561030242,71.503908001
163,65.7241829092,71.5109727913
164,65.7328880916,71.5128425013
165,65.8655513414,71.6183629744
166,65.880624489,71.6197547441
167,65.9159635094,71.6307650463
168,65.9159635094,71.6307650463
169,65.9192496329,71.6517225158
170,65.9599170321,71.6784237922
171,65.9599170321,71.6784237922
172,65.9750945768,71.693601337
173,66.0940176475,71.7121640569
174,66.1098320672,71.7168223658
175,66.1307583065,71.7519936492
176,66.321679155,71.7576692413
177,66.3314443503,71.7674344367
178,66.3426454005,71.7786354868
179,66.3426454005,71.826728889
180,66.3426454005,71.826728889
181,66.3491248881,71.8287412599
182,66.3646719082,71.8409037597
183,66.3711878813,71.8656957562
184,66.3728240497,71.8694113865
185,66.3744084068,71.8709957436
186,66.3744084068,71.8709957436
187,66.5132258664,71.883552355
188,66.5193762541,71.9252727079
189,66.5257982072,71.931694661
190,66.5257982072,71.931694661
191,66.5314011249,71.9372975787
192,66.5627335123,71.968629966
193,66.566227638,71.9781911422
194,66.5791477597,71.9830275101
195,66.5795033603,71.9833831107
196,66.5795033603,72.0057465057
197,66.5974504843,72.0137088639
198,66.620804349,72.0313066718
199,66.6315429235,72.0420452463
