Time(Iteration),CAB_reject,CAB_original,LinUCB
0,7.33087904295,7.58038465949,7.27430812016
1,12.6078293069,12.9086972374,12.6082549774
2,15.7431253272,16.576942925,15.7719990872
3,19.6759863244,20.1998458294,18.3785939148
4,22.7643356873,21.9408849503,20.1808118404
5,25.4923168426,24.2396791852,23.4960560374
6,27.1499468165,26.7134527807,26.0770898218
7,29.3414084635,28.4172990189,27.7894618005
8,32.1426385676,30.1429461927,28.9078645323
9,34.342415564,31.1552657889,29.8754512611
10,36.2933701575,32.4252232153,30.7298288355
11,37.5989728351,33.4394884728,31.8313858762
12,40.2443206015,34.5292503947,33.0186552429
13,42.114717344,35.395506918,33.4865859649
14,43.6244603004,36.709987832,34.8798727705
15,45.1064669827,37.5938003731,35.56347518
16,47.0127345134,38.4755176148,36.0287597439
17,48.5534986416,38.9757481357,36.1565385638
18,50.831653249,39.6422536398,36.3979524101
19,52.4187320844,40.3698655808,37.5152361928
20,54.5814184661,40.9014549861,38.0200008145
21,55.3446289018,41.5284859561,38.4131469357
22,56.6209595654,41.839738166,38.8056274562
23,58.8598451296,42.1836576204,39.3048810673
24,60.1209617844,42.3440598111,39.4746674927
25,61.3646357661,42.9985183641,40.0450344138
26,63.0324542069,43.1956739836,40.5036307013
27,64.752581768,43.466055161,40.8991064572
28,65.9749288734,43.6444856379,41.1418301466
29,67.7714239835,43.9168227172,41.4144775753
30,69.8147482041,44.3665129789,41.9426538117
31,71.0400278489,44.7832802528,42.057160579
32,72.1716116312,45.0541284012,42.2411464216
33,74.084454083,45.3646695537,42.9798856925
34,75.7331216839,45.6117103433,43.184975324
35,77.0598692131,46.1340432501,43.6124041915
36,78.5561697158,46.2902832681,43.9724593749
37,79.0359124024,46.3529173616,44.1593270477
38,81.1021805267,46.6009338467,44.4766589096
39,82.7087391675,46.7566383223,45.1279833938
40,84.4224207687,47.0288647618,45.4932463998
41,85.5524888056,47.2109291579,45.8965480538
42,86.3731864108,47.4478995382,46.0867608656
43,87.844487883,47.6410572504,46.1895110157
44,88.7657360429,47.855310882,46.2828258797
45,89.6926043751,48.1242599696,46.4964597153
46,90.6590838195,48.2360825708,46.7046619245
47,91.4771828236,48.3521803123,47.0438580004
48,92.1769673965,48.7950123752,47.1642973876
49,93.3581220977,48.9291559745,47.5047785383
50,95.0485689215,49.1921217321,47.6694008742
51,96.8655282487,49.2932008593,47.7637210079
52,98.5524174569,49.3091686175,47.865150734
53,100.235435653,49.3419514733,47.9419986542
54,101.95436629,49.4499239846,48.2168264438
55,103.702763593,49.5440427273,48.2341940358
56,104.928972224,49.6699006517,48.4433208094
57,106.871619822,49.762355065,48.6631429125
58,108.253099849,49.7791389076,48.745066619
59,109.150467055,49.8289593873,48.8099089123
60,110.902195265,49.8962873349,48.9130660001
61,112.534734053,49.9256077326,48.9399954185
62,114.7858542,50.0328598623,49.0919625605
63,116.05015985,50.095182027,49.303153417
64,117.67038058,50.1196270381,49.4568007054
65,119.500784849,50.1557650436,49.5085051216
66,121.403189947,50.251002521,49.7161427382
67,122.467253602,50.3901674218,49.9204679546
68,124.363538644,50.5300833465,50.0349384051
69,126.55026009,50.6705778822,50.2504440019
70,128.749458062,50.7602880643,50.4122385412
71,129.833478947,50.7943520883,50.5237606158
72,131.319856276,50.9866146974,50.6591349111
73,133.186873064,51.1373438703,50.729045383
74,134.981555704,51.1638000708,50.983068782
75,137.280177716,51.2414211696,51.1220225607
76,139.661869368,51.2772067738,51.224326809
77,140.778843546,51.3851729242,51.5023521825
78,142.180291607,51.494445712,51.5950766884
79,144.15886956,51.5906642041,51.618047619
80,145.060701658,51.7415943158,51.7987527393
81,147.019470102,51.754393195,51.9098918942
82,148.28162915,51.754393195,52.0417605341
83,150.172119314,51.833095131,52.2488165918
84,151.225020507,51.9505376039,52.3665042556
85,152.351875661,51.9769160729,52.4009738826
86,153.875217978,51.9950228494,52.436778487
87,155.325451225,52.1270940721,52.5449741871
88,157.075333622,52.128093714,52.5803941708
89,158.114786508,52.2001718288,52.7205759523
90,159.581287936,52.2575273208,52.7788443406
91,160.716796721,52.2659594948,52.8143956692
92,162.087308259,52.3273356905,52.9202437685
93,163.466609686,52.4312033394,52.9733478644
94,164.824279377,52.4312033394,53.0171358584
95,166.954157154,52.4453085584,53.0171358584
96,168.625116973,52.4942108812,53.1368361119
97,170.425384473,52.531930202,53.1949033896
98,171.742762305,52.546380796,53.2384688375
99,173.248622198,52.5686462413,53.3580685478
100,174.550733198,52.5725573741,53.3869819676
101,176.313358917,52.5730198423,53.4967990641
102,177.817293157,52.5768249825,53.5570325142
103,178.99977943,52.5969651533,53.5678485437
104,180.002230495,52.6401304524,53.596707244
105,181.307803792,52.662687647,53.6403340006
106,182.258726883,52.6911788951,53.679471921
107,183.218077318,52.694437831,53.679471921
108,185.140605826,52.7519645382,53.7369986282
109,186.496079395,52.904762331,53.8391237362
110,188.454742353,52.9137617444,53.8712564909
111,190.56563731,52.9576592977,53.9404616781
112,191.505292444,52.9576592977,53.9474753827
113,192.445401477,52.959399233,53.980521332
114,194.5795252,52.962017312,54.0878713619
115,195.64823115,52.9750823301,54.10093638
116,196.519865619,52.9849385,54.10093638
117,198.002221723,52.9852343083,54.10093638
118,199.888413662,52.9878280622,54.103530134
119,201.148283468,53.0390240588,54.1119052513
120,202.961511619,53.0390240588,54.1119052513
121,204.490621898,53.1206101964,54.1353222773
122,205.925545971,53.1738409199,54.2292746446
123,207.413089843,53.2947131795,54.3073673953
124,209.756428831,53.3717559491,54.3844101649
125,211.30469866,53.4074636599,54.4690012758
126,213.120769208,53.4074636599,54.4796467691
127,213.963031858,53.4457227926,54.4865078045
128,215.995011441,53.4457227926,54.4865078045
129,216.859082002,53.4716340642,54.4936855785
130,218.295661644,53.4790133579,54.4947620019
131,219.328253299,53.4890866515,54.5126121082
132,220.49143547,53.4894777199,54.5888759004
133,221.815489266,53.514570997,54.6139691775
134,223.573203112,53.5528478245,54.6741669332
135,225.22295006,53.5667419932,54.7018397316
136,227.002993315,53.6435201645,54.7614399601
137,228.497116381,53.6435201645,54.7711608005
138,229.45654473,53.6435201645,54.7711608005
139,231.214450159,53.6788734603,54.7775567431
140,232.798979451,53.7251526669,54.8095686831
141,233.866467757,53.7758703989,54.9828373155
142,235.975232361,53.7849567844,54.9953165834
143,237.37652952,53.7849567844,54.9953165834
144,238.672981734,53.7849567844,55.0057805934
145,239.927761832,53.7943275496,55.0380757513
146,241.760082181,53.8042099655,55.0481622083
147,242.119654085,53.8042099655,55.0483351006
148,243.088984535,53.8042099655,55.0509430916
149,244.636592967,53.813965798,55.0772581146
150,246.385377852,53.8431511643,55.1064434809
151,247.504542273,53.8594202038,55.1322460494
