Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
35,60.5273123346,55.6310009087,28.7006042605,56.9418153956,42.0334498917,44.9552198272
36,60.7497374837,55.9202854217,28.9607912432,57.045243798,42.2333073034,45.1788910912
37,60.8985923678,56.1959947197,29.1571497535,57.1365280832,42.2623207546,45.3639097099
38,61.1680660142,56.2830693874,29.1703328489,57.643321766,42.3463694637,45.5045760861
39,61.3694386529,56.4806008887,29.2832578674,57.8019000634,42.403416634,45.5318383771
40,61.6221428809,56.5714989015,29.3604565194,58.0216540336,42.4684448795,45.7090780669
41,61.8148840058,56.7957694436,29.4200563243,58.2209488824,42.5307842018,45.7540872322
42,62.0618941441,57.2162647547,29.6734674142,58.4883288647,42.7845372834,46.0647775083
43,62.2071730687,57.3149701463,29.6933798018,58.5633857954,42.804449671,46.1084082506
44,62.3181074223,57.3972073902,29.9036311145,58.6686420703,42.9557560081,46.1738397469
45,62.4426028105,57.4544217038,30.0826394998,58.8054336896,42.9889449514,46.2029603322
46,62.4990419747,57.5352818227,30.2920540992,58.9642036728,43.0894306419,46.275287849
47,62.937151648,58.000223705,30.5870172928,59.6596373538,43.4273169561,46.5856308276
48,63.1040793868,58.1900653141,30.7684122304,59.7479501442,43.5307082693,46.7754724367
49,63.1785166318,58.2690117527,30.822590137,59.8796362765,43.6090854307,47.0079177917
50,63.236337821,58.4132244073,30.89235105,59.9150695604,43.6478730465,47.0525655896
51,63.3623746678,58.6415763591,30.9932168163,60.1325179789,43.8170813631,47.150170342
52,63.4290727798,58.815098614,31.076340002,60.2981899973,43.9571932472,47.2501457619
53,63.5820033577,58.9671415891,31.1624871524,60.5855753618,44.0952239262,47.4209230563
54,63.7175400942,59.0421894883,31.2211129089,60.6381457555,44.1444815907,47.4242374417
55,63.7336616036,59.2271138901,31.3637461624,60.8120423328,44.2839374333,47.5636932843
56,63.8567281851,59.4196652201,31.4632109732,60.8968011256,44.409538433,47.6924307799
57,63.9819292662,59.6030330349,31.7272341005,61.0801991725,44.5581569257,47.8336804395
58,64.0644205115,59.698229704,31.8113830874,61.1910045553,44.6842398109,47.9161716849
59,64.1200317106,59.7413535985,31.8848039007,61.2026447823,44.6958800379,47.9278119119
60,64.1903556785,59.8754156739,31.9499546429,61.2729687502,44.7610307802,47.9944376959
61,64.2898501986,59.951872205,32.0343723047,61.4238346767,44.8146903324,47.9944376959
62,64.3765772621,60.0136208558,32.163304632,61.537247048,44.8877448115,48.067492175
63,64.3765772621,60.18772775,32.2211726029,61.642666918,44.9930790821,48.067492175
64,64.4937094433,60.2332979867,32.2305132621,61.8722683887,45.0109881482,48.1031918029
65,64.5470011092,60.4547508566,32.2830828023,61.9248379289,45.0635576884,48.2053013736
66,64.574104862,60.5914329393,32.299711055,61.9274747011,45.0801859411,48.219292854
67,64.8510618588,60.6583387262,32.381805111,62.1575413273,45.1984767911,48.2743464754
68,64.9835779346,60.8512377468,32.4642504835,62.2208568718,45.4076154457,48.3623213377
69,65.0865491809,60.9470140644,32.7849418054,62.3197665203,45.5288596223,48.3889471223
70,65.3847204951,61.0687345174,32.8044095247,62.4279116842,45.6505800753,48.4837681872
71,65.4131374742,61.0869142765,32.8576471887,62.4403707643,45.6998713802,48.5058943055
72,65.4707735679,61.2539143196,32.9935320398,62.4706344204,45.8067290734,48.513677595
73,65.5809626745,61.2809991558,33.006762491,62.5965639963,45.8393622833,48.5269080462
74,65.6029913259,61.3141146893,33.006762491,62.6799173528,45.8762015687,48.5269080462
75,65.6312275915,61.4416330791,33.006762491,62.6856851262,45.9424970444,48.5326758196
76,65.7300384825,61.4623099116,33.0633941826,62.779291183,45.9631738769,48.5419140797
77,65.8127702683,61.5776728807,33.0813157277,62.7972127281,46.071965616,48.5927853612
78,65.9780004155,61.6438893659,33.1425356318,62.9549180568,46.1331855201,48.8189791461
79,66.0727554129,61.6946032068,33.1860754936,62.9759151055,46.1541825688,48.8625190078
80,66.1923833524,61.7720393361,33.2453616743,63.0417466651,46.2257312698,48.8795316467
81,66.2429524929,61.7783607954,33.2703411216,63.1223761181,46.2507107172,48.9106114756
82,66.4408327118,61.9851693554,33.2937619835,63.344924013,46.376336297,48.9477811358
83,66.5425009257,62.0347254201,33.3129044027,63.3616390678,46.4258923618,48.966923555
84,66.6182026406,62.0451716987,33.3129044027,63.4373407827,46.4258923618,48.966923555
85,66.6713575722,62.0679532014,33.3371181323,63.4764267683,46.4501060914,48.9897050577
86,66.8041397278,62.0927791393,33.4498752294,63.6284544666,46.5625979344,49.0023645568
87,66.8936310457,62.1003482977,33.5589305026,63.7375097397,46.6337836931,49.0117421057
88,66.9437281626,62.1003482977,33.5701311602,63.7487103973,46.6337836931,49.0117421057
89,66.9580801189,62.103589096,33.6420931302,63.7598215553,46.6370244913,49.0228532637
90,66.9626796898,62.13601572,33.6601879644,63.7870932206,46.6740506863,49.0388424758
91,66.9638767168,62.1372127471,33.7615978451,63.8080341789,46.6916421095,49.0400395028
92,67.0071895072,62.1520311404,33.790168245,63.8233320076,46.7030699081,49.0733662045
93,67.0417551886,62.1865968217,33.8040250831,63.8629678279,46.7376355895,49.0872230427
94,67.08517974,62.2300213732,33.8206417728,63.9063923793,46.7542522792,49.1038397324
95,67.2060865389,62.4026006923,33.8206417728,63.9063923793,46.9779043049,49.2764190516
96,67.2461063568,62.4697404919,33.9182915638,63.9268527878,47.000099032,49.3262820684
97,67.3248779937,62.546606469,33.9214222976,64.105735996,47.0788132756,49.3705301567
98,67.3623748635,62.6316469559,33.9989620088,64.2108414708,47.1163101453,49.4080270265
99,67.4489923857,62.7710644562,33.9993508936,64.2697174424,47.1855907114,49.4686632124
100,67.4745889952,62.7859792005,34.0013982576,64.2955789502,47.1876380754,49.4707105764
101,67.5352567417,62.83171864,34.0285742772,64.3387373097,47.2042897215,49.5109018676
102,67.5932478939,62.8621153851,34.1854385487,64.4408995969,47.2346864666,49.5149694977
103,67.6418294757,62.9343324034,34.1949463737,64.4487545662,47.3009216378,49.5575692324
104,67.6764434937,62.9689464214,34.2283905091,64.4499244488,47.3355356558,49.5629682433
105,67.688352536,62.9689464214,34.2283905091,64.4759618454,47.3615730524,49.5836182557
106,67.7174874681,62.983578807,34.2283905091,64.4759618454,47.376205438,49.5982506413
107,67.7289077398,62.9848387115,34.2296504136,64.5568864757,47.3774653426,49.5995105458
108,67.7339826452,62.9848387115,34.2296504136,64.5568864757,47.382540248,49.6045854512
109,67.8151654924,63.0912614356,34.3003509523,64.6423469773,47.4653305086,49.6830980575
110,67.8551902798,63.157306267,34.4214160572,64.6473879485,47.5141241965,49.6907773866
111,67.8800395175,63.1790363647,34.4214160572,64.7539695673,47.5275692746,49.7161071072
112,67.882702224,63.1967203571,34.4784771483,64.7586386792,47.570474554,49.7384602114
113,67.9410163451,63.2127094181,34.5554724309,64.8077049834,47.586463615,49.7798716781
114,67.9410163451,63.2127094181,34.5554724309,64.8162893955,47.586463615,49.7798716781
115,67.945841831,63.2584420326,34.5602979169,64.8211148814,47.591289101,49.7924239394
116,67.945841831,63.3603548893,34.5602979169,64.8211148814,47.591289101,49.7924239394
117,68.0661076588,63.539987772,34.5747496832,64.8731953571,47.6745234796,49.8577147053
118,68.0661076588,63.539987772,34.5747496832,64.8731953571,47.6745234796,49.8577147053
119,68.1928474029,63.6667275161,34.6066597171,64.9999351012,47.8563786336,49.9844544494
120,68.2061627583,63.7595107309,34.609822291,65.0132504566,47.9236701061,50.006840415
121,68.2870161082,63.8088852289,34.6719964931,65.1131994836,48.0213271486,50.0383192669
122,68.2957123762,63.8142719356,34.6773831999,65.1695211783,48.0373234988,50.0597023239
123,68.3053348859,63.8142719356,34.6773831999,65.1782173864,48.0873525384,50.064175847
124,68.3975275237,63.9282622226,34.7913734868,65.2979964459,48.0873525384,50.064175847
125,68.4076504873,63.9383851862,34.8014964505,65.325721145,48.1783521587,50.0742988106
126,68.4648013584,63.9696779011,34.884999239,65.3259922268,48.2355030298,50.0806005999
127,68.5525087882,64.0174417814,34.8853181471,65.3883161961,48.2835858182,50.080919508
128,68.5587537571,64.0174417814,34.8853181471,65.3883161961,48.2835858182,50.080919508
129,68.5595284577,64.1406401368,34.9740914141,65.4173241448,48.3723590852,50.0816942085
130,68.5811391124,64.1662092464,34.9902442574,65.4334769881,48.3921543313,50.0978470518
131,68.6295965286,64.1686941424,34.9905145625,65.4993427625,48.4145324815,50.1293164395
132,68.7096719385,64.2794665944,35.0039407293,65.5042479264,48.5028848461,50.1965221591
133,68.7096719385,64.2879014196,35.0039407293,65.5042479264,48.5395825422,50.2038403155
134,68.726653926,64.2895849649,35.0477218952,65.5497126376,48.5395825422,50.2253110245
135,68.7452976097,64.313565492,35.0802213349,65.5804615815,48.5943120133,50.2270615202
136,68.7495297226,64.3152295966,35.1792259136,65.5855145895,48.6550900059,50.2287256249
137,68.8795611469,64.3288701846,35.2335951572,65.6232831492,48.6651180486,50.2387536676
138,68.8795611469,64.3288701846,35.2418464686,65.6315344606,48.6651180486,50.2387536676
139,68.9541251885,64.4206973016,35.3035366448,65.64542648,48.6996660099,50.243164688
140,69.0191255327,64.5077415013,35.3905808444,65.7008762621,48.7092165719,50.2527152501
141,69.0191255327,64.5077415013,35.3905808444,65.704530492,48.7092165719,50.2527152501
142,69.02028049,64.5088964586,35.4539549957,65.7053744667,48.7103715293,50.2538702074
143,69.0699418507,64.5481156588,35.4539549957,65.7446414722,48.7304441534,50.2739428315
144,69.0747673366,64.584723417,35.4587804816,65.7668028921,48.7548380081,50.2787683175
145,69.1836997056,64.705946262,35.5534381253,65.8750719613,48.9655704059,50.3762055556
146,69.204106803,64.7289215067,35.5573983977,65.8995222844,48.9695306783,50.380165828
147,69.212067974,64.7368826777,35.5653595687,65.9131195676,48.9695306783,50.380165828
148,69.4498573321,64.7368826777,35.5653595687,66.0154024095,49.1050371945,50.4108522147
149,69.4707843454,64.7463858653,35.5741854367,66.0335374804,49.1165577261,50.4223727463
150,69.5193467446,64.7949483559,35.5842304592,66.0393076178,49.1414782131,50.4324177688
151,69.5401370295,64.7949483559,35.5842304592,66.0603632073,49.1414782131,50.4324177688
152,69.6053345678,64.8194434455,35.5858080009,66.1044421578,49.1581328145,50.4351778102
153,69.6060504231,64.8287013067,35.5950658621,66.2200390966,49.1673906757,50.4444356714
154,69.6060504231,64.8448085168,35.6456271526,66.2200390966,49.1834978858,50.4710451136
155,69.629376894,64.901786657,35.6485668197,66.2838758802,49.240476026,50.5280232538
156,69.6564185413,64.9462262561,35.6500941372,66.4608013893,49.2838292617,50.5516572872
157,69.6660873484,64.9539057238,35.6597629443,66.5439585013,49.2915087294,50.7983798885
158,69.6930047719,64.9843964372,35.6826576064,66.5744492147,49.3224603371,50.8212745506
159,69.7480215436,65.0674237478,35.713925759,66.6116509202,49.3640596921,50.8455701717
160,69.7503580777,65.0700364467,35.7165384579,66.6420809336,49.3780804874,50.8481828706
161,69.7962512506,65.0700364467,35.7165384579,66.6529554403,49.3780804874,50.8481828706
162,69.8564887935,65.0892716296,35.7725125654,66.6529554403,49.4340545949,50.9041569781
163,69.8650160475,65.1083802175,35.7725125654,66.6587179009,49.4421133172,50.9041569781
164,69.8650160475,65.1083802175,35.7773840449,66.6635893804,49.4469847967,50.9090284576
165,69.8650160475,65.1857686063,35.7773840449,66.6640857715,49.4469847967,50.9090284576
166,69.8650160475,65.1933896668,35.7850051054,66.6832891567,49.4546058572,50.9166495181
167,70.0032728243,65.3106249576,35.8817166081,66.7617088486,49.5353774343,51.0065882501
168,70.0181915422,65.3255436755,35.8955707258,66.7858353961,49.5650146834,51.0157344262
169,70.0181915422,65.3385236976,35.8955707258,66.7858353961,49.5749055802,51.025625323
170,70.0327580087,65.3550122854,35.9048539694,66.7858353961,49.5749055802,51.025625323
171,70.1363740125,65.433195622,35.9386021913,66.9170015788,49.7558852407,51.1002229619
172,70.1683887807,65.440953132,35.9603683996,66.9248334497,49.7636427507,51.1002229619
173,70.2464900547,65.440953132,35.9637984914,66.949927388,49.8038752746,51.1036530537
174,70.2606561829,65.4463069457,35.9820726081,66.9684898437,49.8089407492,51.1090068674
175,70.3127391052,65.4600573188,36.0204051573,67.0162990106,49.8505722611,51.1090068674
176,70.3410015081,65.4788696623,36.0204051573,67.0162990106,49.8505722611,51.1696312274
177,70.3520560922,65.4796811442,36.0224872762,67.0435042842,49.8505722611,51.1709018644
178,70.3824084677,65.4863058079,36.0528396517,67.0672319959,49.8982950062,51.1709018644
179,70.4096768062,65.4872860267,36.0645930072,67.074804892,49.8992752251,51.1709018644
180,70.4184451884,65.4963654678,36.0700518282,67.0835732742,49.9083546662,51.1763606854
181,70.4446263554,65.5225466348,36.0700518282,67.1097544412,49.9345358331,51.1763606854
182,70.4814078772,65.5349348017,36.0700518282,67.1755638806,49.9345358331,51.2010463281
183,70.5052904616,65.5383153901,36.0716725043,67.1773237929,49.9361565093,51.2026670042
184,70.5091469268,65.5613215337,36.0716725043,67.1773237929,49.9361565093,51.2026670042
185,70.5327297122,65.6219458937,36.0716725043,67.1773237929,49.9361565093,51.2026670042
186,70.5437756299,65.6329918114,36.082718422,67.1809123187,49.947202427,51.2137129219
187,70.5577809417,65.6475409178,36.0866583323,67.1809123187,49.9551456042,51.2185055689
188,70.6030923572,65.721757328,36.0946265865,67.1931277136,49.9631138584,51.2264738232
189,70.604428293,65.7230932638,36.0959625224,67.1999897932,49.9644497943,51.227809759
190,70.6054204797,65.7240854505,36.096954709,67.2009819799,50.0635008014,51.2288019457
191,70.6354256189,65.7350584806,36.096954709,67.2009819799,50.0744738315,51.2747291764
192,70.6549298019,65.7350584806,36.096954709,67.2009819799,50.0744738315,51.2747291764
193,70.6738017596,65.7464253291,36.0989804411,67.2202843455,50.08584068,51.2818298138
194,70.6915887392,65.7685401973,36.0989804411,67.2259075207,50.1079555481,51.3766272428
195,70.7090380245,65.8030752697,36.0989804411,67.2397480234,50.1424906206,51.3766272428
196,70.7685393674,65.8351998391,36.0989804411,67.267124797,50.1424906206,51.3766272428
197,70.7808404574,65.890344073,36.1042067692,67.3301557167,50.2004197097,51.4110395495
198,70.7959284117,65.890344073,36.1042067692,67.343304868,50.2277132651,51.4110395495
199,70.8407458006,65.9061795693,36.1286991022,67.3677972011,50.2495533809,51.4355318825
