Time(Iteration),CAB_originalCoTheta,CABCoTheta,LinUCBCoTheta,CAB_nodecideCoTheta,CAB_noupdateCoTheta,,,,,,
0,0.982763242113,0.943990120351,0.978376402444,1.0,0.980701020677,,,,,,
