Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,8.3964105381,8.3964105381,8.3964105381,8.355083038
1,15.9461261417,14.9038964438,11.8028533714,14.8130959974
2,21.153483908,18.6121304397,14.1022510049,18.9029697405
3,25.2181916149,23.5898548182,16.5042316846,21.9811487735
4,29.0480691581,27.8406677961,19.3832672143,25.8284702513
5,32.3753981562,30.9683117799,21.8355619654,29.3194045073
6,35.2034776236,34.2504500008,24.416558677,32.1273101825
7,37.9994321905,37.3120683048,26.3431171738,34.4034615739
8,40.2895230189,39.4987065174,27.8121610589,36.3731222799
9,42.2366361962,42.0499677093,29.5819334076,37.9048370225
10,44.0296456723,44.4032795911,30.7966273294,39.831591465
11,45.8599206052,47.4377627565,31.3762386852,41.4047349505
12,47.3806393388,49.7158279291,32.0278202607,42.6549112321
13,49.101342157,51.9395767151,32.5823798442,44.1015252774
14,50.7815486044,54.5562599637,32.9661009119,45.7605753024
15,52.6754269138,56.6061341172,33.3640351162,47.6509744965
16,53.7268539296,58.0230169148,33.5133046253,49.0439097209
17,55.1350335836,59.3449442183,34.0258113157,50.4451176464
18,56.4102815034,60.2663209073,34.4088837733,51.9044613941
19,57.5655139044,61.2182820568,35.0414735426,53.1170365862
20,58.5603872335,61.9747230586,35.4997167541,54.2475758153
21,59.5538900444,62.7543647831,35.8855268455,55.5377103038
22,60.6192973279,63.1950571881,36.2757357473,56.1757939431
23,61.5288147497,63.6230540345,36.5880251399,57.1388387367
24,62.1063970482,64.0494089284,36.7978116816,57.5586831881
25,62.7325734343,64.4431137788,36.9731982558,58.3390712795
26,63.3547907861,64.890383436,37.1499228619,58.8085954587
27,64.2522213737,65.394728331,37.427828548,59.6196502372
28,65.086449393,65.6595322653,37.5683500121,60.3940169723
29,65.8031286657,66.1688980324,37.8020811345,60.8509890215
30,66.2472355036,66.5366080537,37.9140367267,61.1612388514
31,67.1535900617,67.0269340039,37.9948693269,61.5129213203
32,67.3143822722,67.3204426195,38.0324438268,61.6909111795
33,68.1297692584,67.6794407564,38.1528219709,62.2221379122
34,68.5349735785,67.813183291,38.3166030073,62.4771810977
35,69.1567358924,68.2292287749,38.5477243569,63.3123567145
36,69.4258192466,68.3754395236,38.5753720935,63.5282041323
37,70.147106058,68.685434553,38.8573319566,63.9922158595
38,70.6419238491,68.9476404598,39.1448238868,64.5192204571
39,71.4369228273,69.3878003659,39.4902112102,65.1054569121
40,72.0233921554,69.6783656883,39.5571393732,65.4112678507
41,72.2451975542,69.8858445112,39.5802934316,65.7367768743
42,72.6070764282,69.9479761231,39.7660448384,65.7781985346
43,73.0305739976,70.2979866733,39.855236735,66.1004861
44,73.4116097134,70.5011534172,40.007163491,66.4323119435
45,73.8285221547,70.7816120864,40.169765811,66.7279737247
46,74.1660308348,70.9005853507,40.2132166018,67.0792163477
47,74.4026352543,71.0142913534,40.5340228052,67.3264913393
48,74.9760265078,71.2011413901,40.6208271724,67.5317294091
49,75.4715518215,71.4014273494,40.695625438,67.8711032482
50,75.7451146828,71.5676711342,40.7167759543,68.1833551161
51,76.302377893,71.79512857,40.7294141804,68.5094572839
52,76.594509332,71.8144750126,40.8929989403,69.0689550603
53,77.047277243,72.06104875,41.0331671567,69.4883900381
54,77.2306471316,72.1759575546,41.0586334976,69.659338311
55,77.5861950259,72.2424623797,41.0745812849,69.94235342
56,77.797008435,72.3871383503,41.0836841817,70.020664736
57,78.0600419919,72.651338294,41.1344245622,70.2231150068
58,78.2155029987,72.6890035247,41.1629510276,70.3182356385
59,78.5804100173,72.816545497,41.2495577578,70.7148430317
60,78.9782195634,72.8971339338,41.3260062315,71.0670776604
61,79.1102455965,72.9630743096,41.3260062315,71.1600500379
62,79.2819617936,72.969977611,41.4466282264,71.2881268076
63,79.4615160392,73.0385968471,41.6136047833,71.6663508958
64,79.8121980084,73.0570885797,41.6364518513,72.1392872428
65,79.9750861563,73.0822315348,41.6517085703,72.2521427097
66,80.1987021568,73.307050116,41.6779608876,72.4347506372
67,80.3741904511,73.509696559,41.8942521315,72.5893034493
68,80.5621106473,73.5226051063,41.9976285433,72.7831221388
69,80.6198239071,73.6436636759,41.9976285433,72.8025985132
70,80.7926399401,73.8847953615,42.0326279009,72.9068279326
71,80.8806009968,73.9040667886,42.0326279009,73.1275690351
72,81.1357480629,73.9719114399,42.0979406812,73.3844997666
73,81.2261344947,73.9763994224,42.1024286636,73.3947956734
74,81.5203515559,74.1447408879,42.1550065935,73.7138957674
75,81.6342786634,74.2434208744,42.2133385578,73.9795362084
76,81.6705475142,74.2640044434,42.2583804417,74.1656258525
77,81.7403834052,74.2711584218,42.2659980202,74.2533895372
78,81.9201294083,74.3312689787,42.2851238751,74.2725153921
79,82.0828967237,74.4177051513,42.319522396,74.4063381159
80,82.3371131731,74.5860734921,42.5032610985,74.7055830879
81,82.443679023,74.6199934796,42.5096971839,74.8044886921
82,82.5748289319,74.8414042078,42.5857568315,74.9389773452
83,82.7350959189,74.9768972068,42.6672626375,75.0811284849
84,82.9842723201,75.0720640834,42.6674959438,75.2190262203
85,83.1174461774,75.147751575,42.6927446517,75.3522000776
86,83.1667696954,75.1660281705,42.7822034074,75.4416588333
87,83.2651548559,75.2520448072,42.878052041,75.5598973966
88,83.4256969223,75.3059924565,43.0235668764,75.8584068583
89,83.5169070611,75.3434195151,43.0437882264,75.8842550287
90,83.675060792,75.3496243462,43.1872133367,76.0214753079
91,83.7143425848,75.3815502412,43.1872133367,76.0607571007
