Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.940099780077,0.940099780077,0.940099780077,0.940099780077,0.940099780077,0.940099780077,,,,,,
1,0.915646206157,0.910954873941,0.888378909712,0.919237379452,0.903411054582,0.906455070265,,,,,,
2,0.885471440322,0.866476741609,0.870581018926,0.893559798895,0.865860746288,0.869077251344,,,,,,
3,0.86058887517,0.844767785422,0.856279578574,0.868080847979,0.837134137197,0.843579824383,,,,,,
4,0.831817303686,0.827924765558,0.843212055737,0.842110469004,0.811097092037,0.825100408623,,,,,,
5,0.806361493165,0.809183034057,0.816244033779,0.81520864245,0.794609708864,0.798220288279,,,,,,
6,0.791600408216,0.795328458141,0.80250900416,0.791529868306,0.781410351242,0.783896560837,,,,,,
7,0.775386287153,0.768415921334,0.780657312938,0.772432010703,0.762119635448,0.762138140902,,,,,,
8,0.762402283595,0.750988078884,0.766632753235,0.758871492097,0.737517152903,0.74129712184,,,,,,
9,0.738046271533,0.718981302865,0.750266798964,0.732119237219,0.718229688766,0.729083475129,,,,,,
10,0.726070966191,0.698971105868,0.740805447861,0.714938272649,0.701857711432,0.717793521057,,,,,,
11,0.707377976907,0.671843273331,0.712656963065,0.694648454261,0.679519103988,0.693595886153,,,,,,
12,0.678512791108,0.642257514793,0.695471422431,0.67045479436,0.663900634341,0.67403159499,,,,,,
13,0.666770184698,0.624079754667,0.6813556803,0.660098314142,0.641901571692,0.658142386358,,,,,,
14,0.658024518328,0.610272108022,0.660308139496,0.653892448052,0.620280657088,0.638737946674,,,,,,
15,0.649528170412,0.59118792269,0.636266700768,0.642301815271,0.604663243583,0.611929837429,,,,,,
16,0.639351677268,0.580739539963,0.622678043587,0.635733007403,0.587388180698,0.597822309243,,,,,,
17,0.63147458812,0.573258912792,0.606448314437,0.623286601367,0.575336951558,0.590647805801,,,,,,
18,0.622685523384,0.563906267528,0.599134681174,0.613843495623,0.566809475066,0.580414542336,,,,,,
19,0.60797108023,0.550622926653,0.586085938143,0.603596911754,0.552798439868,0.563527334198,,,,,,
20,0.591548720797,0.538467644763,0.575782281386,0.58913170601,0.546928817438,0.554088779449,,,,,,
21,0.583387660473,0.524699949449,0.565068119478,0.580790687527,0.539922124146,0.548829307351,,,,,,
22,0.573254037713,0.518680653019,0.557260950066,0.576006732461,0.532402482636,0.544366597904,,,,,,
23,0.562411608555,0.51633251707,0.548098261569,0.569463354466,0.523668679662,0.537599911837,,,,,,
24,0.55646853895,0.507220170113,0.538246783843,0.56263614941,0.508708192424,0.522644967158,,,,,,
25,0.548163996144,0.50360010144,0.532493394986,0.554638524369,0.500674003342,0.516791599069,,,,,,
26,0.540909980147,0.491981383906,0.523875682284,0.547784539228,0.489887795318,0.506430578756,,,,,,
27,0.530086446925,0.485031809812,0.518909442852,0.541129253652,0.486352753926,0.502058888797,,,,,,
28,0.519863187418,0.47702311992,0.510345694259,0.533858242862,0.476378073163,0.494155788321,,,,,,
29,0.517559584203,0.471262410393,0.505503552864,0.530119917872,0.471438836542,0.489174181614,,,,,,
30,0.514074064494,0.467618374236,0.49955986525,0.525288619802,0.46392832676,0.484091854442,,,,,,
31,0.509613568265,0.462089671872,0.49170415548,0.516847544382,0.461459902406,0.476869793848,,,,,,
32,0.501626858472,0.458294732589,0.487844075344,0.510705079426,0.456594077492,0.471875142185,,,,,,
33,0.495642475555,0.451882675266,0.482514767508,0.508648705072,0.445375531395,0.463933881678,,,,,,
34,0.490383194686,0.440207413685,0.476437197057,0.506853223808,0.442797648222,0.456790161389,,,,,,
35,0.481679904757,0.436984841775,0.473395115236,0.501959677761,0.438125636686,0.454016507619,,,,,,
36,0.477671267437,0.43354430685,0.469979955311,0.498942135037,0.436679522937,0.448092102264,,,,,,
37,0.466341238135,0.429684812639,0.467090751018,0.494006549241,0.430407288175,0.442815770134,,,,,,
38,0.461874820704,0.426255033248,0.459235950353,0.488698418344,0.425057503555,0.438241145716,,,,,,
39,0.454027653959,0.420507538923,0.452131714284,0.477837261362,0.418770841286,0.433153122197,,,,,,
40,0.448887242116,0.415608400006,0.449340611782,0.467761581863,0.414700361156,0.429780607539,,,,,,
41,0.44849350384,0.413659998081,0.448689692303,0.462399622342,0.412583526994,0.42689371718,,,,,,
42,0.443267993569,0.409773316053,0.442628767836,0.458209604605,0.407555783027,0.422350909783,,,,,,
43,0.440311341807,0.406380439832,0.43997803787,0.450700901366,0.403406485197,0.418175280659,,,,,,
