Time(Iteration),CAB_User,CAB,CAB_original,LinUCB
140,49.234194381,85.8416871448,49.1052546073,61.1891770355
141,49.2970444263,86.0254190693,49.1681046526,61.2520270809
142,49.2970444263,86.2346447507,49.1681046526,61.2520270809
143,49.317355653,86.334204968,49.1884158793,61.2723383076
144,49.3951532383,86.7566963247,49.2662134646,61.2867136157
145,49.5473405498,86.9250790031,49.4326033949,61.3009162344
146,49.5656902732,87.0321022086,49.4509531182,61.3192659578
147,49.644442989,87.1677784607,49.5297058341,61.3196340224
148,49.7109253027,87.325080404,49.5961881478,61.3530350038
149,49.7109253027,87.4371863671,49.5961881478,61.3530350038
150,49.7245332499,87.5576405877,49.609796095,61.3541702912
151,49.7994539997,87.7554452517,49.6847168448,61.4392108079
152,50.0018801099,87.8262841444,49.9089070478,61.6110348975
153,50.0133590939,87.9643342606,49.9203860318,61.6263197939
154,50.0824915521,88.2318359576,49.98951849,61.7347491814
155,50.0995897591,88.3066004324,50.006616697,61.8037454457
156,50.1302819653,88.3714875233,50.0368618597,61.8221707753
157,50.1692963575,88.5804831496,50.075876252,61.8681504534
158,50.2229677193,88.7471349817,50.1295476137,61.8722064622
159,50.3041623846,89.0174863426,50.210742279,61.990149761
160,50.3041623846,89.1145640691,50.210742279,61.9954457248
161,50.4521121734,89.1935406556,50.3586920678,62.0949706723
162,50.4521121734,89.640569685,50.3586920678,62.1687142811
163,50.466420667,89.7604375683,50.3730005615,62.1940273678
164,50.4726868736,89.979133319,50.3730005615,62.2273283568
165,50.4726868736,90.0556699642,50.3730005615,62.2273283568
166,50.5881617742,90.198227455,50.4884754621,62.3428032573
167,50.6319366948,90.2457183871,50.5330633733,62.3902941894
168,50.6323967131,90.3247218844,50.5335233916,62.3907542077
169,50.6889813556,90.3551724042,50.5901080341,62.4113059185
170,50.8948275609,90.5187928616,50.7959542394,62.6470039193
171,51.0345306352,90.7603202556,50.8006808869,62.648475054
172,51.0926750338,90.993183845,50.8588252854,62.7190617672
173,51.228062485,91.2292095794,50.9939881372,62.8465249074
174,51.3005460635,91.4653938351,51.0664717156,62.9196933519
175,51.3005460635,91.594248966,51.0664717156,62.9240006321
176,51.3041822831,91.7342605553,51.0735390272,63.001503814
177,51.3779491046,91.8769838632,51.1473058486,63.0825343987
178,51.3812566766,92.0189664202,51.1506134207,63.0992005925
179,51.3839647656,92.0930001536,51.1533215096,63.1019086815
180,51.3925679285,92.0978301344,51.1614414449,63.1105118444
181,51.3983377326,92.1748059873,51.167211249,63.1608637438
182,51.4221963134,92.2912001007,51.1910698298,63.1847223246
183,51.4367472502,92.3398032823,51.2118424351,63.1992732614
184,51.4367472502,92.3672793007,51.2118424351,63.1992732614
185,51.5038225275,92.5708088389,51.2916761642,63.2824711585
186,51.5038225275,92.6692221844,51.2916761642,63.2824711585
187,51.5038225275,92.8061324358,51.2935096134,63.2876946266
188,51.5038225275,92.8822320028,51.2935096134,63.2876946266
189,51.5322525306,92.9461075797,51.3219396165,63.2876946266
190,51.5559717937,93.0441271245,51.3456588796,63.2916826169
191,51.5874179117,93.203584712,51.3771049976,63.2957720506
192,51.5926952625,93.3065086698,51.3823823484,63.3010494014
193,51.6293978479,93.4921536934,51.4190849339,63.3362932209
194,51.7384241649,93.6631870211,51.5281112508,63.4453195378
195,51.7390022865,93.6864140443,51.5301923732,63.4458976595
196,51.7390022865,93.7705506557,51.5301923732,63.4918498256
197,51.7608134023,93.8104170148,51.5301923732,63.5136609415
198,51.8997015494,94.1993476066,51.6690805203,63.6397155946
199,51.9996528284,94.3723263325,51.7690317992,63.7902988688
200,51.9996528284,94.4739651023,51.7690317992,63.7978574706
201,51.9996528284,94.4929081726,51.7690317992,63.7978574706
202,52.0010066691,94.5850792274,51.77038564,63.7992113113
203,52.0366815702,94.6899579097,51.806060541,63.8359315315
204,52.1174785995,94.730853038,51.8868575703,63.9052267567
205,52.1419127742,94.7740342197,51.9112917451,63.9296609314
206,52.1682792535,94.9473660711,51.9376582243,63.9346163711
207,52.1682792535,95.1861723667,51.9647394003,63.961697547
208,52.1693662081,95.2183588135,51.9658263549,63.9957026756
209,52.2298717842,95.2760321962,52.0411740316,64.0768933182
210,52.2376827002,95.3898021495,52.0411740316,64.0768933182
211,52.3782493133,95.4862739344,52.124146359,64.0768933182
212,52.3858733149,95.6689524997,52.1317703607,64.0845173199
213,52.3858733149,95.8872377248,52.1317703607,64.0845173199
214,52.3858733149,96.0042118289,52.1317703607,64.0845173199
215,52.3858733149,96.0993035566,52.1317703607,64.0850770333
216,52.3858733149,96.1270998722,52.1317703607,64.0850770333
217,52.3858733149,96.1706062792,52.1317703607,64.0850770333
218,52.4186094876,96.1832854475,52.1645065334,64.0885253612
219,52.4372912966,96.2367123717,52.1777917651,64.1173346531
220,52.4448201122,96.3465713171,52.1923249302,64.1342286504
221,52.4448201122,96.40875698,52.1923249302,64.1342286504
222,52.4448201122,96.5239958115,52.1923249302,64.1342286504
223,52.4562284529,96.5254485595,52.2037332709,64.1359949841
224,52.4564487242,96.732393553,52.2039535422,64.1362152553
225,52.4698971559,96.9809173982,52.2039535422,64.1362152553
226,52.4698971559,97.1645637629,52.2039535422,64.1362152553
227,52.4698971559,97.2280364705,52.2039535422,64.2063500884
228,52.472564737,97.2280364705,52.2066211233,64.2090176695
229,52.472564737,97.2938560923,52.2066211233,64.2090176695
230,52.472564737,97.3724793764,52.2066211233,64.2160282633
231,52.5024520896,97.4517408977,52.2365084758,64.2204712583
232,52.5024520896,97.5120933593,52.2365084758,64.2204712583
233,52.5027130162,97.7137287446,52.2367694025,64.220732185
234,52.5027130162,97.7570146572,52.2367694025,64.2221198535
235,52.5032827301,98.0374767212,52.2373391163,64.2396374976
236,52.5086846974,98.07950242,52.2427410836,64.241258434
237,52.5086846974,98.2123361346,52.2427410836,64.241258434
238,52.5086846974,98.2940458995,52.2427410836,64.241258434
239,52.5176444437,98.3479807114,52.2517008299,64.241258434
240,52.5176444437,98.3964800839,52.2517008299,64.241258434
241,52.5223996956,98.4090488129,52.2517008299,64.2460136859
242,52.5223996956,98.4618920155,52.2517008299,64.2460136859
243,52.5223996956,98.5347374668,52.2675877263,64.2460136859
244,52.5247400776,98.5597815574,52.2675877263,64.2460136859
245,52.5247400776,98.6505986884,52.2675877263,64.2460136859
246,52.5288036527,98.9885136238,52.2716513014,64.250077261
247,52.5288036527,99.1429020538,52.2824216107,64.250077261
248,52.5293691448,99.248060057,52.2829871029,64.250077261
249,52.5293691448,99.4239677983,52.2829871029,64.250077261
250,52.5330039819,99.4699420591,52.2866219399,64.2537120981
251,52.5330039819,99.5855170771,52.2866219399,64.2537120981
252,52.5330039819,99.5855170771,52.2866219399,64.2632725985
253,52.5415874592,99.8361603735,52.2952054172,64.2718560758
254,52.5890198564,100.094482709,52.3478673359,64.2718560758
255,52.5890198564,100.134798893,52.3478673359,64.2718560758
256,52.6095247481,100.301294025,52.3773319738,64.3001644892
257,52.6095247481,100.374457323,52.3773319738,64.3160680041
258,52.6437176621,100.52318535,52.4117459833,64.3504820136
259,52.6437176621,100.547675378,52.4117459833,64.3504820136
260,52.6461870669,100.659542949,52.4191274406,64.3578634708
261,52.6461870669,100.659542949,52.4191274406,64.3578634708
262,52.6461870669,100.689310208,52.4191274406,64.364422389
263,52.6728648651,100.794454091,52.4458052387,64.3911001871
264,52.67397245,101.040222856,52.4740250782,64.4193200266
265,52.67397245,101.334927857,52.4740250782,64.4193200266
266,52.6798383315,101.341418053,52.4798909597,64.4251859082
267,52.6798383315,101.37183287,52.5103057759,64.4556007244
268,52.6860696152,101.393159371,52.5165370596,64.461832008
269,52.7006217714,101.589041385,52.5310892158,64.4763841642
270,52.7071852706,101.631390976,52.537652715,64.4763841642
271,52.7071852706,101.710098574,52.5597534098,64.4984848591
272,52.7071852706,101.739029415,52.5597534098,64.4984848591
273,52.7092621209,101.884757267,52.5618302602,64.5070642815
274,52.7201026998,101.977521273,52.5726708391,64.5070642815
275,52.7201026998,102.11632099,52.5726708391,64.5070642815
276,52.7325495281,102.182480874,52.5851176673,64.5195111098
277,52.7325495281,102.225605677,52.5851176673,64.5195111098
278,52.7340293807,102.265816952,52.5858570886,64.5209909624
279,52.7340293807,102.279677263,52.5858570886,64.5209909624
280,52.7971451813,102.323213357,52.6489728892,64.5489159338
281,52.8016308739,102.410852054,52.6534585818,64.5563944996
282,52.8036559383,102.503819334,52.660266058,64.5593599763
283,52.8209718594,102.633804747,52.6801892092,64.5875837755
284,52.8209718594,103.036231004,52.6801892092,64.5875837755
285,52.8286863723,103.151401388,52.682302132,64.5952982885
286,52.8286863723,103.239424388,52.682302132,64.6042578073
287,52.8293473133,103.276841745,52.682963073,64.6065697841
288,52.8311264386,103.356884982,52.682963073,64.6065697841
289,52.8311264386,103.434912314,52.682963073,64.6065697841
290,52.8311264386,103.466021465,52.682963073,64.6065697841
291,52.8311264386,103.519128945,52.682963073,64.613415886
292,52.8311264386,103.596490669,52.683890742,64.6143435551
293,52.8364611836,103.661547018,52.689225487,64.6196783001
294,52.8364611836,103.710985644,52.689225487,64.6335976993
295,52.8364611836,103.729864483,52.689225487,64.6335976993
296,52.8390025119,103.849375439,52.6917668154,64.6361390277
297,52.8427588813,103.943214935,52.6917668154,64.6495323741
298,52.8432064877,103.981464949,52.6922144217,64.6499799805
299,52.8446223537,104.055565004,52.6922144217,64.6499799805
300,52.8446223537,104.334328842,52.6922144217,64.6499799805
301,52.8463649518,104.414233389,52.6935889552,64.651354514
302,52.8463649518,104.488410589,52.7013793089,64.6554139125
303,52.8517992324,104.516999795,52.7068135895,64.6645157492
304,52.8517992324,104.516999795,52.7068135895,64.6645157492
305,52.8574628404,104.528802382,52.7124771975,64.6785750623
306,52.8574628404,104.531806809,52.7124771975,64.6785750623
307,52.8582595402,104.556876842,52.7132738973,64.6793717621
308,52.8841645668,104.628652101,52.7391789239,64.7016263801
309,52.8841645668,104.778048064,52.7479413906,64.7103888469
310,52.8841645668,104.833844278,52.7479413906,64.7103888469
311,52.8841645668,104.889079441,52.7479413906,64.7103888469
312,52.8848069498,105.042948181,52.7479413906,64.7790906131
313,52.8848069498,105.221952751,52.7534615722,64.7790906131
314,52.8848069498,105.23821632,52.7534615722,64.7790906131
315,52.8848069498,105.23821632,52.7534615722,64.7790906131
316,52.8856420027,105.364340306,52.7558985898,64.7799256661
317,52.885961854,105.438693344,52.7558985898,64.7799256661
318,52.8877861914,105.481893562,52.7577229272,64.780721441
319,52.8877861914,105.541079582,52.7577229272,64.780721441
320,52.9335108064,105.608985155,52.8016400073,64.8246385211
321,52.9335108064,105.664483932,52.8029066601,64.8259051739
322,52.9364969533,105.779419645,52.8090412031,64.8316402019
323,52.9364969533,105.994701391,52.8090412031,64.8316402019
324,52.9364969533,106.099103874,52.8126153513,64.8316402019
325,52.9364969533,106.152958776,52.8126153513,64.8316402019
326,52.9364969533,106.224448403,52.8126153513,64.8316402019
327,52.986197662,106.277320816,52.86231606,64.8813409106
328,52.986197662,106.304529294,52.86231606,64.8813409106
329,52.9868456261,106.329359855,52.8629640241,64.8813409106
330,52.9930256924,106.358755139,52.8691440904,64.8875209769
331,52.9937217412,106.408198215,52.8698401392,64.8882170257
332,52.9937217412,106.434097778,52.8698401392,64.8889375344
333,52.9937944873,106.464141733,52.8713067611,64.8890102805
334,52.9937944873,106.477190879,52.8713067611,64.8925275521
335,53.0001397236,106.565159137,52.8773035082,64.8925275521
336,53.0001397236,106.614689386,52.8773035082,64.8925275521
337,53.0001397236,106.685568006,52.8773035082,64.8925275521
338,53.0029684314,106.72944422,52.8801322159,64.91245477
339,53.0029684314,106.751244916,52.8801322159,64.91245477
340,53.0102238122,106.803562471,52.8873875968,64.9197101509
341,53.1165954201,106.879004835,52.9937592047,65.0260817588
342,53.1165954201,106.953636093,52.9937592047,65.0260817588
343,53.1165954201,107.044793873,52.9937592047,65.0260817588
344,53.1223085727,107.152070927,52.9994723573,65.0317949113
345,53.1533226181,107.201211438,53.0340605509,65.0628089568
346,53.1533226181,107.273669895,53.0340605509,65.0628089568
347,53.1533226181,107.276015167,53.0340605509,65.0628089568
348,53.1533226181,107.611874287,53.0340605509,65.095648507
349,53.1554283899,107.612572396,53.0354682128,65.0963466169
350,53.1554283899,107.640562062,53.0354682128,65.0963466169
351,53.1576264633,107.768136244,53.0376662861,65.0985446902
352,53.1576264633,107.791577106,53.0376662861,65.1494958146
353,53.1576264633,107.88848038,53.0376662861,65.1569298987
354,53.1639714846,107.960372176,53.0440113075,65.1632749201
355,53.2005096966,108.123774158,53.0805495194,65.199813132
356,53.2005096966,108.169896397,53.0805495194,65.199813132
357,53.2005096966,108.366410101,53.0805495194,65.199813132
358,53.201351286,108.376200525,53.0813911089,65.2045826407
359,53.201351286,108.393456212,53.0813911089,65.2045826407
360,53.2122760197,108.420721204,53.0962253876,65.230742128
361,53.2122760197,108.487225155,53.0962253876,65.2370097629
362,53.2135783234,108.488527459,53.0975276913,65.2370097629
363,53.2135783234,108.621563648,53.0975276913,65.2378834809
364,53.2168164242,108.660184111,53.0975276913,65.2378834809
365,53.2168164242,108.679585802,53.0975276913,65.2378834809
366,53.2168164242,108.732533141,53.0975276913,65.2378834809
367,53.2181178611,108.818873794,53.0988291282,65.2391849178
368,53.218440923,108.85255909,53.0991521901,65.2391849178
369,53.218440923,108.89187077,53.0991521901,65.2391849178
370,53.218440923,108.964207411,53.0991521901,65.2400539412
371,53.218440923,109.027681105,53.0991521901,65.2400539412
372,53.218440923,109.043315862,53.0991521901,65.2400539412
373,53.218440923,109.16097064,53.0991521901,65.2400539412
374,53.2185604291,109.22412286,53.0991521901,65.2400539412
375,53.2185604291,109.252109263,53.0991521901,65.2400539412
376,53.2185604291,109.292239768,53.0991521901,65.2400539412
377,53.2625050815,109.468204534,53.1430968425,65.2839985936
378,53.2625050815,109.471997094,53.1430968425,65.2839985936
379,53.2625050815,109.52313108,53.1430968425,65.2839985936
380,53.2625050815,109.703318564,53.1430968425,65.2866010976
381,53.2746007511,109.765594726,53.1551925121,65.2986967672
382,53.2746007511,109.85159241,53.1551925121,65.2986967672
383,53.2746007511,109.931701116,53.1551925121,65.299966012
384,53.2793045423,110.025593453,53.1598963033,65.3046698031
385,53.2904467515,110.053961828,53.1710385125,65.3185010336
386,53.2904467515,110.123316458,53.1710385125,65.3185010336
387,53.2914226496,110.216151928,53.1720144106,65.3194769317
388,53.30993605,110.244629759,53.190527811,65.3379903321
389,53.30993605,110.31444903,53.190527811,65.3379903321
390,53.30993605,110.415729528,53.1919846354,65.3411887045
391,53.30993605,110.415729528,53.1919846354,65.3430042974
392,53.30993605,110.448127392,53.1919846354,65.3430042974
393,53.3163582317,110.53475086,53.198406817,65.3494264791
394,53.3374492915,110.702700242,53.2194978768,65.3768762719
395,53.3374492915,110.886059578,53.2194978768,65.3768762719
396,53.3374492915,110.925985344,53.2194978768,65.3768762719
397,53.3374492915,111.08031218,53.2194978768,65.3817506213
398,53.3438145396,111.124128318,53.2570238372,65.3881158695
399,53.3438145396,111.128065119,53.2570238372,65.3881158695
400,53.3438145396,111.193930205,53.2570238372,65.3881158695
401,53.3438145396,111.259725823,53.2570238372,65.3881158695
402,53.3438145396,111.371489851,53.263154776,65.4011979105
403,53.3438145396,111.471506883,53.263154776,65.4011979105
404,53.3561852015,111.520667145,53.2755254378,65.4176977023
405,53.3561852015,111.527343033,53.2755254378,65.4176977023
406,53.3589243765,111.638168766,53.2785338908,65.4207061553
407,53.3621089677,111.753653902,53.281718482,65.4238907465
408,53.3621089677,111.863232027,53.281718482,65.4238907465
409,53.3635177221,111.933760694,53.2831272364,65.4238907465
410,53.3635177221,111.933760694,53.2831272364,65.4238907465
411,53.3635177221,111.964500146,53.2831272364,65.4238907465
412,53.3635177221,111.98112993,53.2831272364,65.4238907465
413,53.3635177221,112.014895248,53.2831272364,65.4483902901
414,53.3635177221,112.068641519,53.2831272364,65.4483902901
415,53.369517252,112.152012844,53.2944594856,65.4597225393
416,53.3779017271,112.200242188,53.3028439607,65.4659901742
417,53.4014714362,112.297214103,53.3264136697,65.4895598832
418,53.4225017816,112.379033086,53.3474440151,65.5105902286
419,53.4225017816,112.379033086,53.3474440151,65.5105902286
420,53.4319498013,112.464269061,53.3568920348,65.5200382483
421,53.4344364633,112.495684323,53.3568920348,65.5225249103
422,53.4358262246,112.549624765,53.3568920348,65.5225249103
423,53.4358262246,112.575570608,53.3568920348,65.5225249103
424,53.4358262246,112.575570608,53.3568920348,65.5225249103
425,53.4358262246,112.633667213,53.3568920348,65.5287060918
426,53.4358262246,112.690883053,53.3568920348,65.5357609588
427,53.4358262246,112.690883053,53.3568920348,65.537759201
428,53.4358262246,112.769755792,53.3568920348,65.5400096488
429,53.4358262246,112.775380827,53.3625170704,65.5456346843
430,53.4358262246,112.807771371,53.3625170704,65.5456346843
431,53.4358262246,112.956988074,53.3625170704,65.5456346843
432,53.4358262246,113.053606514,53.3625170704,65.5456346843
433,53.4358262246,113.092074724,53.3625170704,65.5456346843
434,53.4372093386,113.166343563,53.3639001845,65.5470177984
435,53.4382956574,113.21502617,53.3649865033,65.556006603
436,53.4382956574,113.287725188,53.3649865033,65.556006603
437,53.4382956574,113.407982006,53.3649865033,65.556006603
438,53.4768228914,113.462801743,53.4035137372,65.5732680568
439,53.477454972,113.464430836,53.4035137372,65.5748971495
440,53.477454972,113.503437732,53.4035137372,65.5748971495
441,53.477454972,113.526577507,53.4035137372,65.5827201303
442,53.5233381182,113.805225353,53.4493968835,65.6286032765
443,53.5233381182,113.87183636,53.4493968835,65.6286032765
444,53.5278846227,114.014004046,53.453943388,65.633149781
445,53.5289374626,114.019002753,53.4549962279,65.6381484885
446,53.5311008073,114.072713162,53.4549962279,65.6403118332
447,53.5311008073,114.091667063,53.4549962279,65.6412974589
448,53.5311008073,114.235728662,53.4582998253,65.6454850671
449,53.5311008073,114.235728662,53.4582998253,65.6454850671
450,53.5322855241,114.247376726,53.4594845422,65.6466697839
451,53.5322855241,114.283355721,53.4594845422,65.658024674
452,53.5322855241,114.28569078,53.4594845422,65.658024674
453,53.5322855241,114.342625149,53.4594845422,65.658024674
454,53.5322855241,114.342625149,53.4594845422,65.658024674
455,53.5322855241,114.394320703,53.4594845422,65.658024674
456,53.5322855241,114.503581623,53.4594845422,65.658024674
457,53.537037814,114.585040733,53.4642368321,65.6627769639
458,53.537037814,114.683812883,53.4642368321,65.6871772044
459,53.537037814,114.683812883,53.4701225973,65.6871772044
460,53.537037814,114.693965141,53.4701225973,65.6871772044
461,53.537037814,114.765292148,53.4701225973,65.6946693159
462,53.5631790527,114.825836018,53.496263836,65.7289812831
463,53.5631790527,114.825836018,53.496263836,65.7289812831
464,53.5748602118,114.926808575,53.507944995,65.7406624421
465,53.5748602118,114.951259512,53.507944995,65.7406624421
466,53.5775209953,114.983984741,53.5106057786,65.7406624421
467,53.5775209953,114.983984741,53.5106057786,65.7406624421
468,53.5775209953,115.012283095,53.5106057786,65.7406624421
469,53.5775209953,115.053736236,53.5106057786,65.7406624421
470,53.5775209953,115.17091047,53.5106057786,65.7406727403
471,53.5775209953,115.198224376,53.5106057786,65.7406727403
472,53.5775209953,115.264591862,53.5106057786,65.7416271372
473,53.5786581733,115.273632529,53.5117429566,65.7518049827
474,53.5786581733,115.277307595,53.5117429566,65.7518049827
475,53.5836517933,115.318803093,53.5167365766,65.7567986027
476,53.5836517933,115.361708274,53.5167365766,65.7567986027
477,53.5940424611,115.388617748,53.5294187585,65.7694807846
