Time(Iteration),CAB_original
0,6.56055858721
1,13.3872841623
2,19.2317769411
3,23.4836866848
4,27.7627402803
5,30.5932448146
6,34.9893538267
7,37.1496965739
8,39.0555140309
9,41.6959585121
10,44.6550804108
11,46.6385157157
12,48.5049418246
13,50.017408001
14,51.5669154735
15,53.2823790575
16,54.7057602197
17,56.1603345027
18,57.7375527591
19,59.1963647189
20,59.9686872286
21,61.246368108
22,62.4421066037
23,63.4439063156
24,64.0942419498
25,64.9795025584
26,65.7154704887
27,66.3142642734
28,66.9083757694
29,67.658743248
30,68.1813663021
31,68.7836007295
32,69.4677779857
33,70.3603597183
34,70.839206714
35,70.9248813883
36,71.7568647373
37,72.1109565813
38,72.5373559711
39,72.8121843772
40,73.10877717
41,73.397751102
42,73.6576950767
43,74.1801518664
44,74.472635553
45,74.7184811677
46,74.9126870125
47,75.0721607778
48,75.2941148434
49,75.4037961016
50,75.6356104026
51,75.6356104026
52,75.9315583663
53,76.1315425306
54,76.2241600938
55,76.587618983
56,76.8313631371
57,77.0178983927
58,77.099112989
59,77.2474471969
60,77.6087664194
61,77.793403116
62,77.9310806543
63,78.1126739923
64,78.2719121854
65,78.3969966568
66,78.4697343021
67,78.5333213857
68,78.6547959741
69,78.7263855841
70,78.7995869251
71,79.1781516733
72,79.5119694382
73,79.709484667
74,79.7669007453
75,79.8563705036
76,80.1267776034
77,80.1999466801
78,80.4698799844
79,80.6118687289
80,80.6462883989
81,80.6577375671
82,80.9841135443
83,81.0559644726
84,81.1443543801
85,81.1838686831
86,81.3937736378
87,81.5738785661
88,81.7201794893
89,81.737472837
90,81.7810373617
91,81.8519808187
92,81.9133806586
93,82.1016999374
94,82.246295097
95,82.3361411716
96,82.4058758753
97,82.4058758753
98,82.4187007286
99,82.5225965518
100,82.6365086491
101,82.7974216923
102,82.9560840477
103,82.9860332458
104,83.0730169741
105,83.1268030445
106,83.2058265395
107,83.3154752151
108,83.4114382541
109,83.4459827205
110,83.4908152176
111,83.5344901787
112,83.5847290129
113,83.6238690664
114,83.6810486322
115,83.7570731812
116,83.8442491063
117,83.9455685487
118,83.9665105343
119,83.9682802963
120,83.9989197849
121,84.0512938514
122,84.1454142668
123,84.1939864294
124,84.2171583595
125,84.2752814946
126,84.3029329927
127,84.3680043711
128,84.4588153292
129,84.5585392436
130,84.6196659397
131,84.6222240682
132,84.6779827376
133,84.7163160287
134,84.7298512852
135,84.7972904787
136,84.8148822196
137,84.8514754401
138,84.8593676644
139,84.8848456171
140,84.9866534762
141,84.9866534762
142,85.0463732193
143,85.1911692105
144,85.2373771194
145,85.3756067233
146,85.4595052367
147,85.4933050368
148,85.5137035519
149,85.5143508069
150,85.6042149177
151,85.7358661712
152,85.8163081113
153,85.8686877391
154,85.8896847439
155,85.90805212
156,85.9605507015
157,86.0181897238
158,86.0567512332
159,86.1530324906
160,86.1666731363
161,86.1712115688
162,86.2506141176
163,86.2506141176
164,86.2532672805
165,86.3215073361
166,86.3678592133
167,86.3963884267
168,86.4544066531
169,86.500631264
170,86.5589655975
171,86.5940627588
172,86.6454032863
173,86.6989526379
174,86.7068553576
175,86.7713734648
176,86.7713734648
177,86.7975795602
178,86.8431973515
179,86.8550721017
180,86.9104736152
181,86.948699437
182,86.9565120957
183,86.9565120957
184,86.9705424362
185,86.9830782292
186,86.9993596924
187,87.0005387387
188,87.0005387387
189,87.1031901086
190,87.2136783045
191,87.2908323115
192,87.3262569304
193,87.3765514789
194,87.385264671
195,87.4339830945
196,87.4815095285
197,87.533088912
198,87.533088912
199,87.5919064071
200,87.6453992686
201,87.8121686168
202,87.82926584
203,87.8555157289
204,87.8661925983
205,87.8788267891
206,87.890391404
207,87.8928961308
208,87.9075829971
209,87.9223106662
210,87.9268941589
211,87.9535006121
212,87.9598406529
213,88.0329753706
214,88.0398352973
215,88.0550604051
216,88.0840288087
217,88.0840288087
218,88.1144979329
219,88.1305434896
220,88.1742710834
221,88.1782190959
222,88.2222052871
223,88.2244664098
224,88.2558554783
225,88.3175437737
226,88.3211982024
227,88.3782102042
228,88.3986374922
229,88.4482644802
230,88.4784124762
231,88.4972322859
232,88.4972322859
233,88.528479319
234,88.5306228745
235,88.5306228745
236,88.5644902687
237,88.5644902687
238,88.5675967951
239,88.6183005143
240,88.6183005143
241,88.6358926318
242,88.678826532
243,88.7612296997
244,88.8410831184
245,88.8672232437
246,88.9038933956
247,88.9038933956
248,88.9124916443
249,88.9401899601
250,88.9811074174
251,88.9811074174
252,88.9906438685
253,88.9906438685
254,89.0162582905
255,89.0276043379
256,89.0398901394
257,89.0468086457
258,89.073076566
259,89.073076566
260,89.0907673667
261,89.1021314029
262,89.1345944298
263,89.1591671711
264,89.1658715931
265,89.2065477156
266,89.2223440828
267,89.262928466
268,89.2630155791
269,89.2964257112
270,89.3089936062
271,89.3089936062
272,89.3384697048
273,89.3470089683
274,89.3760085202
275,89.3760085202
276,89.4267598776
277,89.4267598776
278,89.4885973286
279,89.5214030987
280,89.5329177504
281,89.5477223373
282,89.5497020873
283,89.5497020873
284,89.5522973075
285,89.5566057414
286,89.5594689481
287,89.6034832609
288,89.6346924743
289,89.6346924743
290,89.6482486842
291,89.6482486842
292,89.6691175888
293,89.7067365507
294,89.7163465806
295,89.7259729743
296,89.7259729743
297,89.7452695653
298,89.7507771115
299,89.7507771115
300,89.7579740963
301,89.7705386226
302,89.8015603164
303,89.8088030041
304,89.8131071865
305,89.8517976157
306,89.8893287116
307,89.8897761621
308,89.8897761621
309,89.9098969153
310,89.9098969153
311,89.9290921812
312,89.9290921812
313,89.9629427327
314,89.9825099876
315,89.9900836632
316,90.0016727592
317,90.0075275869
318,90.0122119514
319,90.0137951445
320,90.0291718319
321,90.0386805351
322,90.0897405369
323,90.1144526659
324,90.1344768489
325,90.1344768489
326,90.1692603541
327,90.1737470933
328,90.1737470933
329,90.1980527277
330,90.1980527277
331,90.2039846594
332,90.2272669039
333,90.2475340433
334,90.2491556062
335,90.2818286003
336,90.2837384253
337,90.3003320488
338,90.3003320488
339,90.3292264328
340,90.3715473795
341,90.3715473795
342,90.3752164422
343,90.3983898708
344,90.4304877706
345,90.4485624557
346,90.4920050316
347,90.5113347015
348,90.5382094386
349,90.545684274
350,90.5486533792
351,90.591388394
352,90.6035171685
353,90.6088488584
354,90.6209213124
355,90.6312745647
356,90.6806018843
357,90.7113191241
358,90.7552073055
359,90.762615763
360,90.7751254227
361,90.8051748724
362,90.8211013364
363,90.8269484494
364,90.8288389802
365,90.8288389802
366,90.870732641
367,90.925367042
368,90.925367042
369,90.925367042
370,90.9323359994
371,90.9472647286
372,90.9472647286
373,90.9585578287
374,90.9773783686
375,90.978776667
376,91.0017269167
377,91.0247026787
378,91.0340894982
379,91.045054876
380,91.0846463832
381,91.0859468695
382,91.0859468695
383,91.0875832391
384,91.0949513627
385,91.1103000048
386,91.158254624
387,91.1799837838
388,91.2274770177
389,91.2293117323
390,91.2293117323
391,91.2501638995
392,91.27117437
393,91.27117437
394,91.2904167622
395,91.2961090568
396,91.2961090568
397,91.2985849605
398,91.3263002302
399,91.3538982914
400,91.370438766
401,91.370438766
402,91.3719885048
403,91.380145271
404,91.3918166338
405,91.4130224741
406,91.4360588578
407,91.4360588578
408,91.4414852713
409,91.4507714317
410,91.4599044649
411,91.4633744924
412,91.4640363926
413,91.49835041
414,91.5310857325
415,91.5310857325
416,91.5310857325
417,91.5310857325
418,91.5370649288
419,91.5384367433
420,91.5384367433
421,91.5639373087
422,91.5639373087
423,91.5772614731
424,91.6158579315
425,91.6461161586
426,91.6635964719
427,91.7295157794
428,91.7295157794
429,91.7366707611
430,91.7378814511
431,91.7378814511
432,91.7799588794
433,91.7799588794
434,91.8029991111
435,91.8029991111
436,91.8108243261
437,91.8157862506
438,91.83101753
439,91.8509798101
440,91.8563969267
441,91.8635225698
442,91.8635225698
443,91.8635225698
444,91.8635225698
445,91.8775458153
446,91.8894404648
447,91.8959253862
448,91.8959253862
449,91.91322176
450,91.9287234749
451,91.9327973375
452,91.9464073544
453,91.9464073544
454,91.9936740166
455,91.9936740166
456,92.0270587301
457,92.0441849793
458,92.0441849793
459,92.0441849793
460,92.0441849793
461,92.0487377531
462,92.0487377531
463,92.0850932495
464,92.0900678055
465,92.0930463378
466,92.1036543469
467,92.109806964
468,92.109806964
469,92.122707505
470,92.122707505
471,92.122707505
472,92.1292528238
473,92.1292528238
474,92.1392945724
475,92.1561896264
476,92.1561896264
477,92.1561896264
478,92.1809532638
479,92.2424551983
480,92.2577290849
481,92.2831051207
482,92.2850291975
483,92.2920759872
484,92.2920759872
485,92.3203108352
486,92.3423808007
487,92.3550516643
488,92.3554546552
489,92.3554546552
490,92.3567602337
491,92.3567602337
492,92.3667502326
493,92.3764802174
494,92.3854126229
495,92.3923105115
496,92.398426412
497,92.4414730419
498,92.4560118453
499,92.4736062255
