Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.339803407109,0.344623954685,,,,,,
1,0.331151715631,0.33192651198,,,,,,
2,0.32520687871,0.325729507695,,,,,,
3,0.319640595312,0.319208662232,,,,,,
4,0.313535154497,0.313208607319,,,,,,
5,0.310502840825,0.307551664361,,,,,,
6,0.303461514476,0.298910804602,,,,,,
7,0.295734465096,0.292095450085,,,,,,
8,0.287870968661,0.285069631104,,,,,,
9,0.286091201319,0.278552067845,,,,,,
10,0.281747199692,0.274016171881,,,,,,
11,0.276011171644,0.270823789224,,,,,,
12,0.268869931181,0.265060402236,,,,,,
13,0.265393315808,0.261752197622,,,,,,
14,0.259998454931,0.257451823046,,,,,,
15,0.256769403594,0.253461023477,,,,,,
16,0.253025537962,0.247947161128,,,,,,
17,0.246926489005,0.241796857105,,,,,,
18,0.242108478658,0.239031701692,,,,,,
19,0.238920822952,0.236997304769,,,,,,
20,0.234683048059,0.230858255701,,,,,,
21,0.231779498015,0.227044183557,,,,,,
22,0.229888361999,0.223672623583,,,,,,
23,0.227086748633,0.219272165027,,,,,,
24,0.220498105603,0.216076666865,,,,,,
25,0.217252187948,0.212056468001,,,,,,
26,0.2137882766,0.208607592589,,,,,,
27,0.211687411569,0.207077946618,,,,,,
28,0.208889683142,0.204431056789,,,,,,
29,0.206721519928,0.197948489698,,,,,,
30,0.204287132633,0.197040304618,,,,,,
31,0.201257732916,0.195437856478,,,,,,
32,0.199359907661,0.193309937588,,,,,,
33,0.197767523749,0.190719509843,,,,,,
34,0.195367474895,0.189614682377,,,,,,
35,0.192833444162,0.187885663487,,,,,,
36,0.192382476468,0.187290915526,,,,,,
37,0.190386081019,0.185831648803,,,,,,
38,0.189032165993,0.184461838227,,,,,,
39,0.186732507624,0.183428195111,,,,,,
40,0.183363934617,0.182290790158,,,,,,
41,0.182536110218,0.179425121203,,,,,,
42,0.181344256251,0.177820440333,,,,,,
43,0.179199716711,0.175626563805,,,,,,
44,0.178732324632,0.174129494705,,,,,,
45,0.178296935656,0.172736077265,,,,,,
46,0.176063655986,0.172050028278,,,,,,
47,0.173361042848,0.170782995384,,,,,,
48,0.172216327294,0.169741323988,,,,,,
49,0.170179421526,0.168375109908,,,,,,
50,0.168202842494,0.1655206731,,,,,,
51,0.165401701364,0.162781651407,,,,,,
52,0.163819409152,0.161902536837,,,,,,
53,0.1630673572,0.161595509797,,,,,,
54,0.162708487251,0.160499077602,,,,,,
55,0.16237788403,0.159219661363,,,,,,
56,0.160150561603,0.158337970378,,,,,,
57,0.159604539094,0.157570326461,,,,,,
58,0.158982252529,0.153805015811,,,,,,
59,0.158000872824,0.152703639575,,,,,,
60,0.156166469491,0.150460632001,,,,,,
61,0.155024128848,0.148887251568,,,,,,
