Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,6.14965714608,7.57953404019,7.57953404019,7.64380655584,7.57953404019,7.57953404019
1,12.794598539,12.9785096805,10.6789327651,13.6529283987,12.6930278142,12.5600303466
2,17.4881203471,17.5142685448,13.3619208022,19.0316433202,16.492088779,16.7742248219
3,21.1466637623,20.7645653189,15.1770567029,23.5404928335,20.0203593231,19.7292368017
4,23.3439888936,23.5944756584,16.8320364507,26.6106566711,22.442688654,22.0792449506
5,25.1780658089,26.0536954958,17.9763629314,29.0517753083,24.4852042505,24.2128181342
6,27.6893394,27.432562106,19.4104419694,30.9007972673,25.8128644281,26.1569001312
7,28.946459527,28.9476369231,20.5012649731,32.4086240239,26.653277728,27.8498620545
8,30.7231635334,30.2332395674,21.7074649218,33.7853725705,27.5556101106,29.8047804513
9,32.6798804857,31.2259845098,22.7652965611,35.4372652437,28.6590484943,31.0151622596
10,34.5346476675,32.3072016793,23.9492004637,36.8202976238,29.4686795515,32.3371644748
11,36.2044719398,33.8034524612,24.3709004436,37.5794388865,30.6464351434,33.3222364276
12,36.8875909865,34.4306925621,25.115156357,38.3674659392,31.3544784103,33.9976336403
13,37.8159480316,35.290690126,25.6759273989,39.1913889624,31.8823590018,34.5589840852
14,39.0294407702,36.1822998371,26.3008804061,40.3888726453,32.3988560902,34.683070806
15,39.7384084227,37.3582484533,26.6646849788,41.2352809982,32.6548929726,35.0501830867
16,40.4094745877,38.0014577299,27.2242605661,41.6142746776,33.1274313579,35.6909888288
17,41.2145358732,38.8432249043,27.9131434158,42.0315001911,33.5683687549,36.1737161294
18,41.5682673519,39.2237492035,28.2353422127,42.3941935798,33.7892481786,36.3544167076
19,42.2341001143,40.119146917,28.9743429751,43.1850099479,34.4510772644,37.0798268791
20,42.5277282984,40.5936523084,29.0570178867,43.3432937954,34.7565567205,37.3310054802
21,42.6731167128,40.9364412929,29.27913685,43.7795514928,35.047024713,37.4810221708
22,42.960760049,41.1192921946,29.5660337336,44.2845559381,35.2113238457,37.6453213036
23,43.2480196971,41.5371474575,29.7184679949,44.6317673168,35.4235333991,37.9441719743
24,44.0507520039,42.4837953789,29.9823905413,44.9950187532,35.9580767946,38.4357681553
25,44.5309477447,42.9557397232,30.2306772239,45.5210969182,36.087810668,39.0494378428
26,45.1509885544,43.2008586825,30.3561348818,45.7242310222,36.5245441348,39.3081015067
27,45.4972112804,43.6017181174,30.4466027582,46.1276017206,36.9140889316,39.4879654521
28,45.6292644228,43.7657982236,30.6208059362,46.3033087655,36.9431163915,39.516992912
29,45.8039552099,43.9828897334,30.8501534419,46.5338144901,37.0999890742,39.7340844218
30,46.0763848391,44.5441921993,31.0707855535,46.7224200574,37.4070683201,40.2476456334
31,46.4193167161,44.6902322996,31.1120349685,47.0918210153,37.5531084205,40.3831657608
32,46.9183642304,45.1618149811,31.3717014618,47.5807117694,37.9213423694,40.755505637
33,47.2758879985,45.5781891617,31.5037850285,47.9356255941,38.0376774836,40.9962647737
34,47.7365447642,45.8769397633,31.7742208363,48.1435934008,38.2410196458,41.2725533781
35,48.0641424809,46.1016591108,31.9161190899,48.3363264898,38.3421809346,41.4737546095
36,48.2200965811,46.2650838521,31.9622409642,48.3750869441,38.4782244713,41.6095407597
37,48.5551931788,46.4263696938,32.3496976265,48.5940450379,38.6288192562,41.7601355446
