Time(Iteration),CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.979613365893,0.967917658486,,,,,,
1,0.946166383162,0.940287487737,,,,,,
2,0.914185252587,0.913549326007,,,,,,
3,0.889869293623,0.889355356568,,,,,,
4,0.866890440921,0.864389319503,,,,,,
5,0.842500049569,0.840285777698,,,,,,
6,0.814363333565,0.818014563911,,,,,,
7,0.800399522955,0.804871899621,,,,,,
8,0.774495492869,0.782078421574,,,,,,
9,0.750328700646,0.76569814989,,,,,,
10,0.733131114372,0.74299577656,,,,,,
11,0.724975022193,0.732354122909,,,,,,
12,0.717528864098,0.720204751714,,,,,,
13,0.699606149854,0.699588374924,,,,,,
14,0.680940187216,0.689598832836,,,,,,
15,0.666853932197,0.678305698569,,,,,,
16,0.651246390447,0.662606635691,,,,,,
17,0.639386129412,0.649690381931,,,,,,
18,0.630311111196,0.642007580268,,,,,,
19,0.609865474701,0.627848817388,,,,,,
20,0.602875676603,0.622421125288,,,,,,
21,0.587299890639,0.611156827254,,,,,,
22,0.581633079133,0.605306391067,,,,,,
23,0.569000509606,0.594290593828,,,,,,
24,0.556462637489,0.577236495288,,,,,,
25,0.549398921267,0.571960251767,,,,,,
26,0.54232486347,0.561336943974,,,,,,
27,0.535091846832,0.552071246024,,,,,,
28,0.527177217626,0.545402805427,,,,,,
29,0.521833660057,0.537466431592,,,,,,
30,0.516032938289,0.531488347037,,,,,,
31,0.50038555285,0.513493273101,,,,,,
32,0.484927423767,0.500559706979,,,,,,
33,0.475154830717,0.493550431628,,,,,,
34,0.47265702196,0.489940810951,,,,,,
35,0.46465616004,0.48571481641,,,,,,
36,0.451736084657,0.471513541734,,,,,,
37,0.447868678835,0.46618827445,,,,,,
38,0.443203339512,0.456862304953,,,,,,
39,0.438748974221,0.450885121932,,,,,,
40,0.43320531926,0.437266009781,,,,,,
41,0.42978570076,0.434390133963,,,,,,
42,0.422414503867,0.428325604898,,,,,,
43,0.418427041091,0.421922356286,,,,,,
44,0.415466789535,0.41467381087,,,,,,
45,0.412059114874,0.412525894414,,,,,,
46,0.409792181859,0.408151771504,,,,,,
47,0.401898020649,0.400573434394,,,,,,
48,0.396265687006,0.397219289541,,,,,,
49,0.394676883544,0.390260182559,,,,,,
50,0.388191175958,0.385298125964,,,,,,
51,0.384899766136,0.381046463664,,,,,,
52,0.382788493564,0.377013070866,,,,,,
53,0.37909909401,0.371467546721,,,,,,
54,0.375555871824,0.368505835349,,,,,,
55,0.37142783598,0.366023057332,,,,,,
56,0.365606932215,0.364930623996,,,,,,
57,0.362396592644,0.359810733766,,,,,,
58,0.360649778624,0.358051899768,,,,,,
59,0.355524834179,0.356197160743,,,,,,
60,0.349157146395,0.351498050549,,,,,,
61,0.34499180867,0.347598886412,,,,,,
62,0.342643801272,0.345404521567,,,,,,
63,0.340479324113,0.343875634121,,,,,,
64,0.337616240288,0.34082171936,,,,,,
65,0.335738577467,0.338928288882,,,,,,
66,0.330025955956,0.332814959201,,,,,,
67,0.325694552473,0.330161623451,,,,,,
68,0.323488111901,0.328947756053,,,,,,
69,0.320870153513,0.324967350272,,,,,,
70,0.318643862225,0.323473760293,,,,,,
71,0.315548073078,0.321581124965,,,,,,
72,0.312356333151,0.318330688905,,,,,,
73,0.309881427814,0.314630431837,,,,,,
74,0.308333608744,0.314046439808,,,,,,
75,0.304541836835,0.312078549498,,,,,,
76,0.301877019254,0.310946315752,,,,,,
77,0.294901833707,0.307843478615,,,,,,
78,0.293917910088,0.303914400488,,,,,,
79,0.292390279728,0.302313942862,,,,,,
80,0.289981741362,0.299663765884,,,,,,
81,0.288191098553,0.297375530257,,,,,,
82,0.287777770044,0.294690115747,,,,,,
83,0.286234202532,0.293523763918,,,,,,
84,0.285130151502,0.292374046955,,,,,,
85,0.283642514675,0.291297413185,,,,,,
86,0.281843682253,0.289740188794,,,,,,
87,0.280690883849,0.287578945547,,,,,,
88,0.276929852098,0.283561073818,,,,,,
89,0.275155285731,0.283095886955,,,,,,
90,0.273642817811,0.281809088444,,,,,,
91,0.272439837793,0.278508156475,,,,,,
92,0.271271168846,0.277205490098,,,,,,
93,0.269079800883,0.276118563666,,,,,,
94,0.266938421638,0.274841712154,,,,,,
95,0.265582172421,0.27348190197,,,,,,
96,0.262741032769,0.271609028071,,,,,,
97,0.259563585854,0.26796885771,,,,,,
98,0.258839091759,0.267038771252,,,,,,
99,0.257861552572,0.265487466486,,,,,,
100,0.257089266588,0.263888878585,,,,,,
101,0.255906670584,0.262438963118,,,,,,
102,0.255069603132,0.261860913479,,,,,,
103,0.253952398732,0.260893693886,,,,,,
104,0.252463268983,0.259951212913,,,,,,
105,0.250587769873,0.256828506399,,,,,,
106,0.249969946624,0.25636621192,,,,,,
107,0.249522656743,0.256037039504,,,,,,
108,0.248138312083,0.255236491411,,,,,,
109,0.247272752019,0.254580599315,,,,,,
110,0.246574472645,0.253819184044,,,,,,
111,0.245635176694,0.251085230382,,,,,,
112,0.244080969976,0.250289016051,,,,,,
113,0.243852056655,0.249586519114,,,,,,
114,0.242668858353,0.248123121162,,,,,,
115,0.241295995142,0.246805655483,,,,,,
116,0.241054595854,0.246132577997,,,,,,
117,0.239527148392,0.244825710553,,,,,,
118,0.232151876572,0.242784481058,,,,,,
119,0.231744152383,0.24227427192,,,,,,
120,0.231236771834,0.241809680196,,,,,,
121,0.229013363011,0.238521812434,,,,,,
122,0.22791429509,0.237556423667,,,,,,
123,0.227087695274,0.236214652719,,,,,,
124,0.226617791883,0.235681452136,,,,,,
125,0.22648314847,0.235389275332,,,,,,
126,0.225005462454,0.233509364108,,,,,,
127,0.224244765698,0.232588022696,,,,,,
128,0.221457576493,0.231311012451,,,,,,
129,0.221199904239,0.230755678949,,,,,,
130,0.220983147572,0.230581580463,,,,,,
131,0.220609139019,0.230249757375,,,,,,
132,0.220121943522,0.229416836921,,,,,,
133,0.219483871744,0.228748666798,,,,,,
134,0.218611779003,0.227905719322,,,,,,
135,0.216926671971,0.225510334353,,,,,,
136,0.216266581323,0.225137854067,,,,,,
137,0.215624705404,0.224448595443,,,,,,
138,0.214832343358,0.224202243397,,,,,,
139,0.214091312376,0.223354299083,,,,,,
140,0.210416226643,0.221240049964,,,,,,
141,0.209781621134,0.221049219859,,,,,,
142,0.209104257742,0.220278130271,,,,,,
143,0.208329655591,0.218638881791,,,,,,
144,0.207760312755,0.21810718229,,,,,,
145,0.206893037815,0.215841969287,,,,,,
146,0.206265780399,0.214930343026,,,,,,
147,0.205713195541,0.213808936923,,,,,,
148,0.204691429269,0.212731975597,,,,,,
149,0.20368276328,0.212142747693,,,,,,
150,0.202679052737,0.210929362071,,,,,,
151,0.202121822397,0.210447251937,,,,,,
152,0.201927031645,0.210084833994,,,,,,
153,0.20142353544,0.209795621639,,,,,,
154,0.200417840728,0.209318394813,,,,,,
155,0.200251546521,0.209013567319,,,,,,
156,0.199592460159,0.208151798336,,,,,,
157,0.198641125958,0.207083574634,,,,,,
158,0.197569583133,0.203949554926,,,,,,
159,0.197209549723,0.203687178763,,,,,,
160,0.195502887036,0.201682408761,,,,,,
161,0.194603153567,0.200506921904,,,,,,
162,0.194071200555,0.199158532183,,,,,,
163,0.192417835085,0.198217636683,,,,,,
164,0.191259392905,0.197738617362,,,,,,
165,0.191078484903,0.197227228893,,,,,,
166,0.190599088994,0.197089508793,,,,,,
167,0.189455926731,0.195351211205,,,,,,
168,0.18871735405,0.194611022903,,,,,,
169,0.188205413023,0.193455799676,,,,,,
170,0.187963627403,0.193306392407,,,,,,
171,0.187009248704,0.191920191799,,,,,,
172,0.186689270445,0.191233443726,,,,,,
173,0.186015987467,0.190618183605,,,,,,
174,0.185995919546,0.190292794723,,,,,,
175,0.185639690703,0.189901402881,,,,,,
176,0.184970779632,0.189236744089,,,,,,
177,0.184709614669,0.188916365299,,,,,,
178,0.184008960813,0.188209386896,,,,,,
179,0.183507365592,0.188070168202,,,,,,
180,0.18324701929,0.187879408243,,,,,,
181,0.182813032957,0.187306813678,,,,,,
182,0.181873873593,0.186544142552,,,,,,
183,0.18139365459,0.186288136711,,,,,,
184,0.181021747695,0.186043498119,,,,,,
185,0.180694621124,0.185924373303,,,,,,
186,0.180572806451,0.185742380543,,,,,,
187,0.179886327115,0.185101479041,,,,,,
188,0.179184890299,0.184779121868,,,,,,
189,0.178436610692,0.184211659279,,,,,,
190,0.177705296048,0.183518753922,,,,,,
191,0.177676618948,0.181580881811,,,,,,
192,0.177393892731,0.181335480945,,,,,,
193,0.176612865735,0.180803190291,,,,,,
194,0.176402220756,0.180071252341,,,,,,
195,0.176170831602,0.179922292017,,,,,,
196,0.175686110174,0.179364400528,,,,,,
197,0.174390110679,0.177848496273,,,,,,
198,0.173132591926,0.176865745968,,,,,,
199,0.172895878754,0.176620832141,,,,,,
200,0.172771496288,0.176502002107,,,,,,
201,0.172414439525,0.176243004978,,,,,,
202,0.172308107754,0.174514734565,,,,,,
203,0.172355015163,0.174241884776,,,,,,
204,0.171930022801,0.172887295452,,,,,,
205,0.171765846474,0.172667229632,,,,,,
206,0.171061026681,0.17215996218,,,,,,
207,0.170808188522,0.171591253168,,,,,,
208,0.170622671353,0.17162535846,,,,,,
209,0.170448862927,0.171503270253,,,,,,
210,0.17002170871,0.170862183889,,,,,,
211,0.169519175459,0.17041115812,,,,,,
212,0.169344495651,0.170221379779,,,,,,
213,0.168902709152,0.169619457488,,,,,,
214,0.168737349846,0.169306240416,,,,,,
215,0.168092695039,0.168609144736,,,,,,
216,0.167577162647,0.168125424642,,,,,,
217,0.167283156146,0.167834647002,,,,,,
218,0.165930077481,0.166922565968,,,,,,
219,0.165619097324,0.166552833009,,,,,,
220,0.165050961566,0.164375007046,,,,,,
221,0.164529996154,0.164035866291,,,,,,
222,0.164354107297,0.16390581281,,,,,,
223,0.164078888957,0.163250290734,,,,,,
224,0.163875511497,0.162835049494,,,,,,
225,0.163690938736,0.162570738215,,,,,,
226,0.163283737019,0.162178442102,,,,,,
227,0.163253363619,0.162121451819,,,,,,
228,0.162869574836,0.161617454512,,,,,,
229,0.161840494316,0.159917701336,,,,,,
230,0.16117215629,0.159583438154,,,,,,
231,0.161077359074,0.159505726001,,,,,,
232,0.160702094492,0.159183562473,,,,,,
233,0.159963735071,0.158280488341,,,,,,
234,0.159549807087,0.158037630107,,,,,,
235,0.159181350216,0.157616229411,,,,,,
236,0.158899303638,0.157440863506,,,,,,
237,0.158284668832,0.156884643298,,,,,,
238,0.157637110126,0.156825886855,,,,,,
239,0.156167817702,0.156063786096,,,,,,
240,0.155914927555,0.155639626719,,,,,,
241,0.155721661735,0.155478101863,,,,,,
242,0.155371792371,0.155134178276,,,,,,
243,0.154969754761,0.154637260224,,,,,,
244,0.154956435574,0.154667171494,,,,,,
245,0.154645162836,0.154426821954,,,,,,
246,0.153951440498,0.153653579131,,,,,,
247,0.153738426359,0.15337386544,,,,,,
248,0.153190300511,0.152892881707,,,,,,
