Time(Iteration),LinUCBCoTheta,,,,,,
0,0.297636410747,,,,,,
1,0.285278908215,,,,,,
2,0.278186133036,,,,,,
3,0.271580741415,,,,,,
4,0.268586377712,,,,,,
5,0.261279506749,,,,,,
6,0.252854662737,,,,,,
7,0.246847557592,,,,,,
8,0.239872171519,,,,,,
9,0.237481830405,,,,,,
10,0.232742859033,,,,,,
11,0.228239347797,,,,,,
12,0.222631126976,,,,,,
13,0.218910093345,,,,,,
14,0.213601634071,,,,,,
15,0.210124127494,,,,,,
16,0.207887592599,,,,,,
17,0.205331547314,,,,,,
18,0.20078348833,,,,,,
19,0.196998873035,,,,,,
20,0.195927575685,,,,,,
21,0.192161814813,,,,,,
22,0.188353950976,,,,,,
23,0.185210414376,,,,,,
24,0.184185276775,,,,,,
25,0.182416674985,,,,,,
26,0.17968178042,,,,,,
27,0.178585904839,,,,,,
28,0.17630653726,,,,,,
29,0.174763198773,,,,,,
30,0.17365008778,,,,,,
31,0.169767851301,,,,,,
32,0.167447831331,,,,,,
33,0.164713119162,,,,,,
34,0.161928923619,,,,,,
35,0.160477589094,,,,,,
36,0.159282750559,,,,,,
37,0.158471921245,,,,,,
38,0.157735256513,,,,,,
39,0.15746681158,,,,,,
40,0.156863060979,,,,,,
41,0.15568364577,,,,,,
42,0.154160250314,,,,,,
43,0.152153608861,,,,,,
44,0.151029724454,,,,,,
45,0.150037212853,,,,,,
46,0.149182887127,,,,,,
47,0.148686602117,,,,,,
48,0.147657559979,,,,,,
49,0.147028881958,,,,,,
50,0.146194664634,,,,,,
51,0.145730731834,,,,,,
52,0.144283124588,,,,,,
53,0.144468388428,,,,,,
54,0.143714683731,,,,,,
55,0.141713561218,,,,,,
56,0.141248175437,,,,,,
57,0.140780686682,,,,,,
58,0.140528078145,,,,,,
59,0.139157551781,,,,,,
60,0.138412898616,,,,,,
61,0.137290398016,,,,,,
62,0.137193574309,,,,,,
63,0.13590040652,,,,,,
64,0.135348078315,,,,,,
65,0.135306856572,,,,,,
66,0.135069234523,,,,,,
67,0.13471456744,,,,,,
68,0.134485224665,,,,,,
69,0.134167886453,,,,,,
70,0.133607649666,,,,,,
71,0.133579845782,,,,,,
72,0.130936688847,,,,,,
73,0.130247523986,,,,,,
74,0.128808611177,,,,,,
75,0.128951163838,,,,,,
76,0.128444235552,,,,,,
77,0.127323620734,,,,,,
78,0.126977418552,,,,,,
79,0.12659889692,,,,,,
80,0.125770399485,,,,,,
81,0.124736739691,,,,,,
82,0.123162728903,,,,,,
83,0.123178762433,,,,,,
84,0.122741457694,,,,,,
85,0.122480695344,,,,,,
86,0.119970468713,,,,,,
87,0.119837949768,,,,,,
88,0.119578752603,,,,,,
89,0.116985102015,,,,,,
