Time(Iteration),CAB,CAB_original
0,7.0183050271,7.74714755321
1,12.1017709333,12.5912411156
2,17.180665676,16.3395435141
3,21.865238685,19.8568174288
4,24.7923705017,22.0003025138
5,27.0678614811,23.1425039326
6,28.7962731008,25.4001885463
7,31.8862536277,28.0121597294
8,32.9985049006,29.2053975629
9,35.3563529394,31.0811840059
10,36.436138998,32.4687938014
11,37.0914990659,33.5162404547
12,38.6074764095,34.6437325039
13,39.4874286728,35.8899989947
14,40.5926131155,37.2324528617
15,41.3828468996,38.323779658
16,41.9446214149,39.2289810513
17,42.5942907986,39.6325371518
18,43.3384670426,40.3487217497
19,43.9013284956,41.0578048032
20,44.4181220873,41.8564360393
21,45.3182943043,42.8626255908
22,46.2273991132,43.7032225979
23,46.5862386324,44.1741967965
24,47.1789525673,44.7819652272
25,48.0197134087,46.1129364838
26,48.6786888695,47.315798185
27,49.1448597792,47.9728800465
28,49.4011653184,48.2380548843
29,49.558785831,48.572102046
30,49.8465231666,48.9319065419
31,50.0607141774,49.1617397759
32,50.352188611,49.4203194017
33,50.6143400151,50.0074660645
34,50.6316770844,50.5596704479
35,50.7008174247,50.7558897598
36,50.8474507104,50.9913412204
37,51.0461891267,51.252983367
38,51.3909526769,51.5997291717
39,51.4347030656,51.7862785666
40,51.7481053,52.3735242294
41,52.4120965328,52.8655653977
42,52.5642585036,52.9882308847
43,52.6466116383,53.3052737473
44,52.9566461574,53.7329395406
45,53.2443361237,54.1461888693
46,53.2749824991,54.1979039737
47,53.4831469054,54.3466317052
48,53.5243898215,54.4572541405
49,53.7481886325,54.6329617121
50,53.9078980578,55.0264425244
51,54.074447416,55.2728251203
52,54.1688554031,55.6859780629
53,54.2517235961,55.8632905029
54,54.3692710539,56.1185057559
55,54.5995471015,56.2674705374
56,54.77443909,56.5046335873
