Time(Iteration),CAB,CAB_original
0,1.77640068257,1.77640068257
1,3.74940534122,3.74940534122
2,5.4343866037,5.4343866037
3,6.98928861402,6.98928861402
4,8.46642670045,8.46642670045
5,9.79003622459,9.79003622459
6,11.0724010301,11.0724010301
7,12.4438043629,12.4438043629
8,13.8591896641,13.8591896641
9,15.0084712464,15.0084712464
10,16.0818808102,16.0818808102
11,16.8892653516,16.8892653516
12,17.7157877117,17.7157877117
13,18.5854624397,18.5854624397
14,19.379318604,19.379318604
15,20.2298217025,20.2370256293
16,21.0016378036,21.0318939043
17,21.8019490989,21.8456827537
18,22.6159120946,22.7221938606
19,23.1433797566,23.3716855172
20,23.6406988375,24.0053763768
21,24.2311653263,24.6470246236
22,24.8164824908,25.3233083227
23,25.27737925,25.8275177895
24,25.543465153,26.1923921082
25,26.103073028,26.8261290379
26,26.4105087429,27.3188944523
27,26.7382822608,27.7033699389
28,27.1342042259,28.1440033704
29,27.6003063695,28.5608589684
30,28.1514667193,29.0880932671
31,28.5900990651,29.450715741
32,28.9359542795,29.8643157307
33,29.2495514314,30.1808723032
34,29.5406827043,30.487692994
35,29.8019249908,30.7762512473
36,30.0720473912,31.098746672
37,30.4305599607,31.3775311776
38,30.8510900733,31.7731829429
39,31.056558563,31.9455134141
40,31.2247344853,32.0890761569
41,31.3911743358,32.2521917395
42,31.6091895704,32.4858403869
43,31.7596066543,32.6399553154
44,32.0337683143,32.8957736614
45,32.2818786002,33.0541830902
46,32.5907081134,33.3623452007
47,32.7121880897,33.5225534152
48,32.9309908046,33.7485882528
49,33.165697604,33.9355864804
50,33.2846958252,34.0693359719
51,33.5405384231,34.3522392999
52,33.7254129481,34.5654434551
53,33.8572596523,34.7004136559
54,34.0164586306,34.8695375374
55,34.1499550415,34.985537418
56,34.3608055354,35.1881011866
57,34.440653079,35.3605996082
58,34.5791880949,35.4861009395
59,34.7377744237,35.6365155063
60,34.9194992406,35.854205795
61,35.0597538412,35.996548593
62,35.1570923554,36.1637066961
63,35.2841913175,36.2576116016
64,35.4064487491,36.4310241705
65,35.489036504,36.5311684992
66,35.5938283823,36.7898145766
67,35.6475602704,36.9459637382
68,35.7457690693,37.1131558083
69,35.8048860466,37.2349688105
70,35.9796695179,37.4751002517
71,36.0747350895,37.6243603574
72,36.177314532,37.7658282442
73,36.3080663222,37.902768515
74,36.351195526,37.9797738831
75,36.4550199514,38.1438656265
76,36.5591810997,38.3200059374
77,36.6763974605,38.4340536234
78,36.7963290424,38.5812488761
79,36.8512800999,38.6751928932
80,36.9405539248,38.8212988281
81,37.0191740582,38.8999189614
82,37.1345796537,39.0984413175
83,37.2768140908,39.3153308825
84,37.4254513278,39.4902765149
85,37.4708833159,39.6290513573
86,37.562743106,39.7141832953
87,37.6317597591,39.8609987663
88,37.6541262956,39.9515095559
89,37.7288139436,40.0363764878
90,37.7953014544,40.2108216361
91,37.9024622925,40.3045782882
92,37.9387282157,40.3295148798
93,38.0520372769,40.4978145979
94,38.1106928156,40.6416678247
95,38.2062067298,40.7596433098
96,38.3072583035,40.8881957029
97,38.4424110901,41.0362527947
98,38.5761994165,41.211734194
99,38.6647290221,41.3463706388
100,38.8070302502,41.5845522215
101,38.8749829599,41.6621441574
102,38.9292396298,41.7927392741
103,38.9800006424,41.9165208319
104,39.0534478269,42.0032266026
105,39.1104574513,42.1514008649
106,39.1529253488,42.2644138548
107,39.2181398331,42.3379994757
108,39.289395959,42.4086721117
109,39.3724822645,42.5236616954
110,39.450332619,42.5982444569
111,39.4709319937,42.6704481647
112,39.5058849312,42.7539002246
113,39.5629104542,42.8402525375
114,39.6424931188,42.9296804221
115,39.7596477388,43.0901274959
116,39.7883729998,43.1715845595
117,39.8845640789,43.3363457214
118,39.976550595,43.45432729
119,40.0328799846,43.5277952541
120,40.1188353459,43.6273920548
121,40.2245598853,43.7087073094
122,40.2718853913,43.7943464943
123,40.4048850143,43.9210653109
124,40.4826896365,44.0069334939
125,40.5288438533,44.1063992113
126,40.572222499,44.1848747082
127,40.5914182327,44.2216325897
128,40.6719462483,44.3207386606
129,40.7909402516,44.4074781833
130,40.8158484437,44.4363899959
131,40.8458708756,44.4755457656
132,40.9152891423,44.5594784506
133,40.9383497468,44.6382484933
134,40.9607441979,44.709636138
135,41.0010574821,44.7415745777
136,41.0388051492,44.8372216096
137,41.128274,44.9183834565
