Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.967951483153,0.981426512085,,,,,,
1,0.947749928562,0.947810788364,,,,,,
2,0.931210076661,0.92389626593,,,,,,
3,0.915151660407,0.910187515943,,,,,,
4,0.906601123389,0.893114511914,,,,,,
5,0.887997606099,0.866909459339,,,,,,
6,0.871647408513,0.850508125148,,,,,,
7,0.850315984091,0.833832294201,,,,,,
8,0.831842469468,0.817044851087,,,,,,
9,0.814871527982,0.796875045827,,,,,,
10,0.80358063572,0.779638578275,,,,,,
11,0.784749065347,0.763501014713,,,,,,
12,0.761090045351,0.751387942276,,,,,,
13,0.746343294372,0.737470788178,,,,,,
14,0.725763407681,0.721826320706,,,,,,
15,0.717566098943,0.713209578823,,,,,,
16,0.707589206518,0.703194064037,,,,,,
17,0.698800575287,0.693445779046,,,,,,
18,0.682674954422,0.679725905078,,,,,,
19,0.671032193677,0.667986776606,,,,,,
20,0.657104674178,0.657019367658,,,,,,
21,0.648824347657,0.643801489591,,,,,,
22,0.641649311027,0.636427920165,,,,,,
23,0.635820829942,0.624449889914,,,,,,
24,0.62553114039,0.615545077899,,,,,,
25,0.609579953235,0.608018679265,,,,,,
26,0.594097036288,0.592562366773,,,,,,
27,0.586996843278,0.58443630711,,,,,,
28,0.57915053668,0.577588764418,,,,,,
29,0.574138071368,0.571649117485,,,,,,
30,0.563121937028,0.562579016991,,,,,,
31,0.554108670452,0.550287611063,,,,,,
32,0.548801829328,0.544767274773,,,,,,
33,0.541086857454,0.5342374717,,,,,,
34,0.531932378387,0.527031008677,,,,,,
35,0.526089686193,0.518886660549,,,,,,
36,0.521921069312,0.514388453394,,,,,,
37,0.515013683922,0.506802691467,,,,,,
38,0.509624338621,0.499029711242,,,,,,
39,0.504432103568,0.492020637523,,,,,,
40,0.498713198316,0.487462900279,,,,,,
41,0.495197647945,0.480984613082,,,,,,
42,0.49262688309,0.476665625157,,,,,,
43,0.489829075541,0.473564568947,,,,,,
44,0.486695286419,0.469498334398,,,,,,
45,0.483958838905,0.465824775792,,,,,,
46,0.480822376221,0.45754506755,,,,,,
47,0.47614402441,0.452332437091,,,,,,
48,0.47312028323,0.4480936448,,,,,,
49,0.471656529051,0.445379050754,,,,,,
50,0.469743495444,0.44264392891,,,,,,
51,0.468007383937,0.43954089742,,,,,,
52,0.46568043152,0.437547904852,,,,,,
53,0.462492782211,0.431243889438,,,,,,
54,0.459497157832,0.429781664457,,,,,,
55,0.45672862816,0.427065881528,,,,,,
56,0.454602512605,0.424134869792,,,,,,
57,0.448364766323,0.419948705539,,,,,,
58,0.447230239192,0.41630203808,,,,,,
59,0.443279020807,0.413602229567,,,,,,
60,0.441822668654,0.411893761837,,,,,,
61,0.437253506816,0.409433168715,,,,,,
62,0.432431271876,0.406954607036,,,,,,
63,0.428607782582,0.402641979841,,,,,,
64,0.420266968015,0.400750629404,,,,,,
65,0.418078109896,0.398431550876,,,,,,
66,0.414031575988,0.394759449011,,,,,,
67,0.411243798953,0.392977041159,,,,,,
68,0.40820598439,0.390686428371,,,,,,
69,0.407714197019,0.389696345344,,,,,,
70,0.40667864314,0.38846215213,,,,,,
71,0.405620699931,0.387173220862,,,,,,
72,0.404309015781,0.383284541937,,,,,,
73,0.4021091489,0.379986523328,,,,,,
74,0.400697147463,0.377666371027,,,,,,
75,0.399171315859,0.376519804294,,,,,,
76,0.396559255523,0.374401744225,,,,,,
77,0.395154031187,0.372911194391,,,,,,
78,0.393949579914,0.371339747261,,,,,,
79,0.391611851587,0.370322204584,,,,,,
80,0.390420026691,0.369626925498,,,,,,
81,0.38932640637,0.368065848125,,,,,,
82,0.388332741642,0.367198185117,,,,,,
83,0.387268771173,0.363553632428,,,,,,
84,0.385549310419,0.361508207608,,,,,,
85,0.383093829156,0.359937426614,,,,,,
86,0.382283020946,0.358744959091,,,,,,
87,0.380749917961,0.357035338021,,,,,,
88,0.379550236481,0.35305610694,,,,,,
89,0.378741450216,0.352293670213,,,,,,
90,0.3772684845,0.350478042416,,,,,,
91,0.375419892383,0.348252170354,,,,,,
92,0.374412783946,0.346468914154,,,,,,
