Time(Iteration),CAB,CAB_original
0,6.16463519563,7.13195373061
1,11.7772100001,11.8567661909
2,15.569980733,15.1473734395
3,20.1030228986,18.4523097916
4,23.8581740188,21.534262935
5,26.3940350532,23.9171869215
6,29.0964947424,26.1330087875
7,30.7390872743,28.4598360029
8,32.1861631653,29.9083239534
9,32.9441645562,31.2352507074
10,35.2112157444,32.4877822885
11,37.247979609,33.9074776252
12,38.5990226733,34.5496652623
13,39.9743197527,35.6389642728
14,40.7443255456,36.3310559193
15,41.3989028199,37.0321876293
16,41.8651173249,37.8004548054
17,42.6555272778,38.1669998353
18,43.7077947976,39.486719101
19,44.8378308935,39.7695663738
20,45.9694899169,40.0819774808
21,46.5165680139,40.3756824691
22,46.7028219046,40.4813637287
23,47.2334784855,40.9125507683
24,47.453026167,41.2924771301
25,48.0710290157,41.772898471
26,48.5861582043,42.1948712603
27,48.9562326831,42.503278035
28,49.0591239898,42.7247912735
29,49.2079715305,42.9247530205
30,49.3286846117,43.1985759585
31,49.928594949,43.413781952
32,49.9383221628,43.5388475615
33,50.4043086852,43.9156693803
34,50.4947277113,44.1766822598
35,50.6317554241,44.4229867212
36,50.856732904,44.7611106199
37,50.8985958105,44.8487086353
38,51.0782366963,45.0948398183
39,51.4026617122,45.2750917734
40,51.4873496764,45.4045115854
41,51.670958837,45.5974872072
42,51.9450935662,45.8278321906
43,52.3300044647,46.2100790493
44,52.4384831263,46.3430283656
45,52.5308717421,46.4674991368
46,52.783573858,46.7272932761
47,52.8263425966,46.849597134
48,52.8854052317,46.9001062385
49,52.9145740196,47.3329298843
50,53.0156014708,47.3976231115
51,53.1037962745,47.5018161183
52,53.2734364663,47.5475597624
53,53.4353624208,47.6696409489
54,53.5270559312,47.7829298634
55,53.6677523444,47.9323761282
56,53.7410818778,48.1142924756
57,53.7410818778,48.1142924756
58,53.9490314676,48.2767323213
59,54.113460285,48.4031376956
60,54.1618440846,48.4501105838
61,54.374188135,48.5357587793
62,54.4865246438,48.7445267209
63,54.58207046,48.8581097923
64,54.7216003395,49.0197087125
65,54.8109497421,49.0935870715
66,54.848818303,49.1744398653
67,54.9574604061,49.2950951992
68,55.2091954914,49.6351828379
69,55.2178555862,49.6967881623
70,55.2546795184,49.7451501961
71,55.2860774585,49.7551069476
72,55.5100879426,49.9184445088
73,55.5699335097,49.9691420638
74,55.6332668148,50.0401611805
75,55.7120648432,50.106073541
76,55.8337002614,50.1126471292
