Time(Iteration),CAB,LinUCB
0,1.85111292317,1.85111292317
1,3.58900789393,3.30994993842
2,5.85979723815,4.99247786502
3,7.85372372013,6.40009667801
4,9.96886398482,7.98551233736
5,11.8578456613,9.3181706129
6,13.4752068516,10.4219007568
7,15.4040752732,11.5126652873
8,17.0693616651,12.4550128082
9,18.8017432398,13.4501163109
10,20.655335146,14.3659730152
11,22.3608952075,15.0853066347
12,24.165863285,15.866803402
13,26.1015883579,16.4828168552
14,27.5078400219,17.0884435401
15,29.4981324041,17.7182058675
16,31.0041380098,18.3457925765
17,32.6208006723,18.9959030414
18,34.5310181599,19.4745360579
19,36.1174344756,19.9631210429
20,37.485025622,20.5170090053
21,39.1764647864,21.0908615942
22,40.752821164,21.600597171
23,42.2552534378,22.0479695814
24,44.0532716028,22.5284271807
25,45.8659124171,22.9339999002
26,47.1483045114,23.2470616117
27,49.1304761241,23.7562952357
28,50.7128330215,24.102640226
29,52.2597391634,24.4090511535
30,53.8615421658,24.7942174729
31,55.0332165648,24.9140757656
32,56.3275050892,25.1830614972
33,58.1186834858,25.5129088724
34,59.79293666,25.680757254
35,61.5494862059,26.0480848988
36,62.7038232914,26.1977753625
37,64.3686573468,26.4153080106
38,66.0908877978,26.6988875983
39,67.3742049647,26.9302695276
40,68.8738759681,27.2424620241
41,70.4725664289,27.3954777887
42,71.7368519521,27.6477727323
43,73.103928209,27.7060520888
44,74.0681960611,28.0126003449
45,75.2931941302,28.1316080223
46,76.6481077793,28.3073045411
47,77.9529215536,28.4131752353
48,79.1364076758,28.5702013272
49,80.6736644525,28.6747148665
50,82.1574249099,28.7731848701
51,83.3026940241,29.0383204859
52,84.8139926168,29.246648624
53,85.9668286925,29.5065403635
54,87.1546474916,29.7052235302
55,88.1944793932,29.8693723692
56,89.516269849,29.975454205
57,90.4796734909,30.0162577731
58,91.9105593065,30.1491807201
59,92.9429955748,30.2434883274
60,93.6326201476,30.3597871269
61,94.5701532383,30.419627945
62,95.6468046799,30.4872853683
63,96.5765032363,30.670672335
64,97.5129067691,30.741304759
65,98.605840623,30.9739109955
66,99.5369254666,31.1604911056
67,100.425218884,31.2639578043
68,101.396693029,31.3409623383
69,102.248058604,31.3954471544
70,102.958393927,31.5036406284
71,103.703733127,31.5572855414
72,104.766518342,31.6564845208
73,105.616126252,31.7270565637
74,106.325992071,31.8185543498
75,107.357340499,31.8534848579
76,108.14768757,32.0105269333
77,109.072509107,32.0741867218
78,109.867991461,32.1064976389
79,110.608677847,32.3119245001
80,111.411913771,32.4383406993
81,112.365831809,32.4975018592
82,113.152464603,32.5575175627
83,114.114507969,32.6322304275
84,114.847709918,32.7500060466
85,115.640268235,32.7889280287
86,116.259977902,32.8486771796
87,116.859766774,32.9222884821
88,117.622951602,33.0317302528
89,118.477901822,33.0780589805
90,118.959440242,33.1327179848
91,119.626930755,33.2620101415
92,120.238235434,33.382745881
93,121.170272439,33.4354578263
94,121.932498478,33.4946032651
95,122.82336568,33.5744739059
96,123.366474531,33.6641579199
97,124.260494859,33.7025292805
98,124.718062471,33.7637736787
99,125.427342051,33.8447739304
