Time(Iteration),CAB_UserCoTheta,CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.943898666092,0.945676868279,0.943898666092,0.969080177564,,,,,,
1,0.921091734298,0.944502816407,0.921091734298,0.936589473247,,,,,,
2,0.901277962929,0.926074176146,0.901277962929,0.915238483332,,,,,,
3,0.88560739836,0.909068349956,0.88560739836,0.899746881045,,,,,,
4,0.865832345868,0.890878815709,0.865832345868,0.88114516081,,,,,,
5,0.843667972879,0.879209857123,0.843667972879,0.860929337316,,,,,,
6,0.82828501203,0.856028102303,0.82828501203,0.844627160692,,,,,,
7,0.814333190111,0.842535826569,0.814333190111,0.830482255762,,,,,,
8,0.806366672721,0.827674738377,0.806366672721,0.816600154737,,,,,,
9,0.788740407126,0.817693851433,0.788740407126,0.799332262875,,,,,,
10,0.774136524905,0.811500096262,0.774136524905,0.783350735854,,,,,,
11,0.764839840226,0.801019922268,0.764839840226,0.776284694926,,,,,,
12,0.756793475103,0.797206263107,0.756793475103,0.759595251038,,,,,,
13,0.748698201892,0.77757068522,0.748698201892,0.752660399975,,,,,,
14,0.74016552986,0.770125118706,0.74016552986,0.741078004634,,,,,,
15,0.723597434351,0.758679163535,0.723597434351,0.720476516714,,,,,,
16,0.715434821444,0.762830950114,0.715434821444,0.711011862094,,,,,,
17,0.703973092016,0.758023232103,0.703973092016,0.69698565067,,,,,,
18,0.695533401017,0.751173831476,0.695548772298,0.692456238931,,,,,,
19,0.692462599722,0.745881625644,0.692468163082,0.686768530158,,,,,,
20,0.684878522025,0.741662295822,0.684892843346,0.679424079144,,,,,,
21,0.675475309617,0.726855551482,0.675495645149,0.670983045028,,,,,,
22,0.670549282004,0.723136841792,0.670569072549,0.663971130157,,,,,,
23,0.66804343993,0.71738241322,0.66806220857,0.659517177458,,,,,,
24,0.66380523833,0.706695969979,0.663813036947,0.654958936114,,,,,,
25,0.658734401264,0.701933637073,0.658706770908,0.646050396596,,,,,,
26,0.650430584288,0.707854514526,0.650397223335,0.634536690141,,,,,,
27,0.64357527371,0.699198423518,0.643540153289,0.627754504662,,,,,,
28,0.638239007444,0.689645555743,0.638208633627,0.61921140198,,,,,,
29,0.630807481633,0.682719846394,0.630858730147,0.614557221695,,,,,,
30,0.62230464169,0.679696108331,0.622398029939,0.606802140555,,,,,,
31,0.618202593617,0.67992351318,0.618298335282,0.602380886272,,,,,,
32,0.613318835268,0.672793996569,0.613211646573,0.600560665408,,,,,,
33,0.608616040589,0.671944593659,0.608595295919,0.595861235267,,,,,,
34,0.603553884805,0.666522538506,0.603250562241,0.585691452264,,,,,,
35,0.597732855683,0.655486606799,0.597885821884,0.571399879427,,,,,,
36,0.594284852076,0.649721984018,0.594583136829,0.566989955523,,,,,,
37,0.585929629733,0.641986009612,0.585957437408,0.560493435454,,,,,,
38,0.581134256034,0.636759654968,0.581099203068,0.556269871009,,,,,,
39,0.574580977306,0.628132913264,0.574502501714,0.549151042416,,,,,,
40,0.571854546488,0.621685634563,0.571925418688,0.545972767448,,,,,,
41,0.562632622184,0.61922290991,0.563844740345,0.540497773392,,,,,,
42,0.559059880744,0.612672094122,0.560737742682,0.538287714085,,,,,,
43,0.544368748823,0.603859951191,0.545995104195,0.526317650436,,,,,,
44,0.539938277054,0.599377324451,0.541583037503,0.523117588034,,,,,,
45,0.536302122849,0.598411534994,0.538062746942,0.51904340454,,,,,,
46,0.533241919227,0.591925063327,0.535746016972,0.517583968091,,,,,,
47,0.530417117636,0.584759970035,0.533075473329,0.516310591341,,,,,,
48,0.51838392161,0.576773970227,0.521019690765,0.503951838995,,,,,,
49,0.516910294073,0.57248350327,0.519585300087,0.502741343426,,,,,,
50,0.515726904771,0.574242425529,0.518543108532,0.500983743478,,,,,,
51,0.5117033333,0.571666332197,0.514079083574,0.499763577237,,,,,,
52,0.510832037819,0.565770270128,0.513178908132,0.496155304505,,,,,,
53,0.504495597045,0.565349375798,0.506543094331,0.488852099544,,,,,,
54,0.498894416461,0.560406986056,0.501225562576,0.487343365247,,,,,,
55,0.492565670258,0.557197847797,0.495150516736,0.480550611963,,,,,,
56,0.490668994966,0.553592121533,0.493241737337,0.477981711155,,,,,,
57,0.484846827098,0.550778713974,0.486293839546,0.471223921691,,,,,,
58,0.482790302322,0.544666013259,0.484158461926,0.466798561908,,,,,,
59,0.479353409127,0.544207323602,0.480860079602,0.464577282214,,,,,,
60,0.478161536391,0.540732768882,0.479701033666,0.463950999613,,,,,,
61,0.473113472397,0.538050351736,0.474642633609,0.462594317982,,,,,,
62,0.467333915761,0.53503913923,0.468985257341,0.460564483071,,,,,,
63,0.463841886988,0.532646610158,0.465549328843,0.459492181142,,,,,,
