Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,8.06342312522,11.6407040776,11.6407040776,11.1750422881,11.6407040776,11.6407040776
1,14.8525201505,16.4723929478,15.1323147188,16.5592438133,16.9900363938,17.3391407934
2,19.242261709,20.7811164986,17.0184752456,20.95049417,19.7916347649,20.6326115696
3,22.3292123416,23.4904408366,18.3803195357,23.4155803447,22.3737873883,22.8008983735
4,25.4733660386,27.4605893252,20.6146514242,26.6560326928,25.6386003994,26.140175567
5,28.1643986357,29.8102825188,22.0151384171,29.1005551431,27.1570857784,27.8312692424
6,30.0115627723,32.0275881834,23.0151305353,31.1537783763,28.441587629,29.3491397709
7,31.4711772904,33.5897309023,23.9750761774,32.2654696884,30.0380396539,31.0683304878
8,33.420322506,34.9354369834,24.774071063,34.2330218398,31.3858458386,32.3711059456
9,34.9650702624,37.1490231192,25.3418707268,35.9984207536,33.3486134911,33.8917600243
10,36.6458554197,38.5785294034,26.1542400334,37.6035607357,34.8151405278,35.5388745361
11,37.2694140583,39.2424891981,26.8563737679,38.2786771187,35.3707154932,36.1654093157
12,37.8759608314,40.2811634661,27.1325327636,39.132216679,36.0465010329,36.6045088781
13,38.4391525745,41.5712224804,27.446244908,40.7502977966,37.4840005645,37.7557043541
14,38.8799383084,42.4648533699,27.7280940651,41.6879302215,38.2417628405,38.3480440389
15,39.9930288314,43.4351711886,28.4614576426,42.5942072018,39.9903634889,39.9668017179
16,40.4358798939,44.1874935492,28.804975046,43.2592762701,40.7245599184,40.9298714163
17,41.0999388551,44.6892552964,29.3893257911,44.1634264522,41.4598037583,41.382902722
18,41.7559107394,45.3464644788,29.7411160559,44.9704203689,42.0311138826,42.4134396654
19,42.1775232046,45.8702497888,30.1642381345,45.6532156934,42.6308972811,43.0396153383
20,42.6205078005,46.3994068761,30.659305927,46.1584456592,43.2136070709,43.5301979337
21,43.3096236763,47.5359962864,31.5499921573,47.1344459555,44.5015839311,44.4118689777
22,43.8045051076,48.3665839096,31.7522488648,47.6019677136,45.1074449676,44.9884758793
23,44.3370944946,48.7180487291,32.0402652036,48.0258223027,45.5388547171,45.2034857915
24,44.6515209737,49.1113946885,32.3546969766,48.8570332013,46.246017314,45.4949153119
25,45.1294698372,49.930964395,33.1732297241,49.3790101718,47.0515497602,46.0230294791
26,45.4017942536,50.2893030081,33.4621648986,50.081624442,47.3492203233,46.2784371035
27,45.8511082329,50.7750961855,33.8133026599,50.7884212208,47.5088128239,46.6551910622
28,46.3311509283,51.171190807,34.1150716666,51.2731963345,47.8217820903,47.0502980086
29,46.7296619969,51.3460263031,34.3963690023,51.4621565854,47.9766132378,47.4567201985
30,47.2970504768,51.9359284985,34.8902746879,52.1313012014,48.317624003,47.6948057693
31,47.48858899,52.4998276985,35.2960629738,52.6756907298,48.6454902026,48.0833124191
32,47.9006584044,53.1498624527,35.5595000419,52.9661010445,49.0711701265,48.5272336462
33,48.4081298855,53.4065339046,35.9778371293,52.9981496161,49.1002972161,48.7124311617
34,48.5071371033,53.649155293,36.172534801,53.0941568439,49.4003188683,48.8722283561
35,48.6908139811,53.7082232605,36.4869522916,53.2509199655,49.6849011421,49.0022146131
36,48.8127829338,54.0290531639,36.5919689564,53.4421627709,50.0236697686,49.2930988695
37,49.0016875509,54.2732358682,36.7661453747,53.6738833573,50.3544296566,49.5199568756
38,49.2062442735,54.9324374447,37.0403804775,54.0455286553,50.9461434094,49.9307035168
39,49.377499287,55.2240898039,37.3775417567,54.5029575105,50.9500669549,50.0683390356
40,49.5349858943,55.3825883556,37.3943320884,54.6068020107,51.265834724,50.2006028258
41,49.6946718392,55.6711392864,37.4666200089,55.0486494042,51.5086948956,50.3248569607
42,49.9610936932,55.8043674957,37.8953432521,55.6203409249,51.9177488643,50.4893984683
43,50.1507544722,56.2660023586,38.2315688802,55.7502763253,52.0290538911,50.8745308138
44,50.3421980806,56.8551866191,38.5218975191,55.8966609406,52.3570389545,51.1697971408
45,50.6544247226,57.0184329266,38.6811080513,56.0903568912,52.7286983529,51.358418352
46,50.9308357367,57.6900879855,39.0680896826,56.3394762479,53.2268749018,51.9021422484
47,51.0305294763,57.7670630221,39.3507914167,56.424631106,53.3184427789,52.0677117888
48,51.6992537381,57.9364484423,39.9232835126,57.1477689785,53.9777319769,52.3515459224
49,51.7736456807,58.0321863692,40.158581345,57.4218953536,54.1492829277,52.5830703248
50,51.9298518617,58.16922805,40.3196197091,57.5793150487,54.2862419078,52.7863910169
51,52.6359509992,58.4893561555,40.7928258536,57.9031228199,54.6163056295,52.8458347965
52,52.800266301,58.716535986,40.9605532049,57.9866141365,54.7707169415,52.9816007478
53,52.8575546458,58.7267457735,41.1585751973,58.0611802736,54.9022153015,53.0074728669
54,53.0286162719,58.8467379027,41.2962472135,58.2052086516,55.1743594355,53.1799257811
55,53.1528748821,58.9852276563,41.3398657644,58.3613044956,55.1821337698,53.5381077382
56,53.2829420041,59.1036459795,41.4261826725,58.4541900784,55.2850644431,53.7106613104
57,53.4153423568,59.1344707683,41.5582448605,58.5742192525,55.4693554095,53.7793115596
58,53.5195115,59.2125258264,41.563884492,58.7692060761,55.5426245563,53.7793115596
59,53.6128158175,59.3276143519,41.8243106134,58.9031737863,55.7339557082,53.8989488963
60,53.7133897105,59.4344894401,41.8614306036,59.0071083171,55.8933843568,53.9310999115
61,53.8144030434,59.5823891792,42.1819409643,59.10812165,56.0614891387,54.0106844581
62,54.0329057126,59.7410685686,42.2517936945,59.1264642802,56.2089455915,54.1318100833
63,54.1516631788,59.810802731,42.4914974255,59.2353133842,56.3064282211,54.1671823898
64,54.2768863625,60.0808260193,42.7172206633,59.3828441169,56.3561244114,54.2786423802
65,54.3005699474,60.2366596183,42.7865070361,59.3975611474,56.3838278891,54.3594572675
66,54.4774486389,60.3861917796,43.069721051,59.6483492457,56.5452913096,54.5713446326
67,54.6121416681,60.5156438568,43.1294855482,59.7652322274,56.7282958909,54.7734454661
68,54.8184953993,60.5537522381,43.1971076079,59.9433194838,56.8193937581,54.8914866895
69,54.8184953993,60.691448167,43.4296513327,60.14622294,56.894659783,54.9569067293
70,54.8322540205,60.7055460468,43.4803220829,60.2768276819,57.1890828381,55.0915505942
71,54.84214403,61.0227161688,43.4803220829,60.301218538,57.4184592387,55.2138534464
72,54.9020042525,61.0231683745,43.4807742886,60.3762001542,57.4750280409,55.2143056521
73,54.9329978224,61.0541619444,43.4807742886,60.3924201103,57.4931472799,55.2143056521
74,54.9404328979,61.1888532491,43.50487105,60.6171908205,57.5507463028,55.3123817935
75,55.0610147406,61.2976751195,43.561258672,60.8503714282,57.6576339897,55.3708413074
76,55.0808552271,61.3655809658,43.572529445,61.0239898006,57.8231945935,55.4310989751
77,55.2389716515,61.480976703,43.6498282372,61.1603967968,57.9827851077,55.5202891916
78,55.2904571306,61.6716556729,43.657612748,61.1699569436,58.1115341668,55.5927613102
79,55.3195389198,61.7014999595,43.6850261725,61.1872460149,58.1350823427,55.6819524905
80,55.3934563158,61.8680568412,43.8231748933,61.3315050235,58.1940912865,55.7988913757
81,55.458802243,61.9107649039,43.8443852123,61.379345633,58.2616948584,55.8539593136
82,55.6002367149,62.0610493132,43.870708911,61.4832818919,58.4377126634,56.0335196146
