Time(Iteration),CAB_original,LinUCB
0,6.79146723757,6.79146723757
1,10.6960540146,10.6960540146
2,15.9093869898,15.9093869898
3,20.1818695981,20.1818695981
4,25.0187916177,25.0187916177
5,27.9817603232,27.9817603232
6,29.8860410548,29.8860410548
7,32.1734527742,32.1734527742
8,33.5267969938,33.5267969938
9,35.2421396613,35.2421396613
10,36.4987938864,36.4987938864
11,38.0396718396,38.0396718396
12,39.0675254786,39.0675254786
13,40.4701113091,40.4701113091
14,41.5002390548,41.5002390548
15,42.3462074983,42.3462074983
16,43.3465748068,43.3465748068
17,43.8830674783,43.8830674783
18,45.0136028197,45.0136028197
19,45.4963591175,45.4963591175
20,46.7881638019,46.7881638019
21,47.3130935891,47.3130935891
22,47.9137363945,47.9137363945
23,48.2292592118,48.2292592118
24,49.0037410458,49.0037410458
25,49.3035620317,49.3035620317
26,49.8333313691,49.8333313691
27,50.0952865519,50.0952865519
28,50.5148327402,50.5148327402
29,50.7187740604,50.7187740604
30,51.0675066358,51.0675066358
31,51.464247887,51.464247887
32,51.9727789285,51.9727789285
33,52.0939462497,52.0939462497
34,52.6041057558,52.6041057558
35,52.7923824829,52.7923824829
36,53.1144017925,53.1144017925
37,53.1420788926,53.1420788926
38,53.4352788544,53.4352788544
39,53.6532755347,53.6532755347
40,53.7259597633,53.7259597633
41,53.8558428358,53.8558428358
42,53.9875083962,53.9875083962
43,54.2200466256,54.2200466256
44,54.4631002536,54.4631002536
45,54.6817121744,54.6817121744
46,54.767731714,54.767731714
47,54.9952549903,54.9952549903
48,55.5627170153,55.5627170153
49,55.8027957882,55.8027957882
50,55.8891946657,55.8891946657
51,56.0467308708,56.0467308708
52,56.1622691649,56.1622691649
53,56.2812371813,56.2812371813
54,56.3718347005,56.3718347005
55,56.4758456999,56.4758456999
56,56.5952912871,56.5952912871
57,56.8289008934,56.8289008934
58,56.9257957146,56.9257957146
59,56.9466416748,56.9466416748
60,57.272373675,57.272373675
61,57.4093848109,57.4093848109
62,57.5597376718,57.5597376718
63,57.7083584775,57.7083584775
64,57.8396012456,57.8396012456
65,57.888713665,57.888713665
66,58.0325596496,58.0325596496
67,58.0753327223,58.0753327223
68,58.2174793022,58.2174793022
69,58.2556427818,58.2556427818
70,58.2932170943,58.2932170943
71,58.5132275821,58.5132275821
72,58.5636446862,58.5636446862
73,58.5636446862,58.5636446862
74,58.7781701611,58.7781701611
75,58.9092819831,58.9092819831
76,59.1094479058,59.1094479058
77,59.1685392155,59.1685392155
78,59.3318925062,59.3318925062
79,59.3680612129,59.3680612129
80,59.4745746658,59.4745746658
81,59.6924433106,59.6924433106
82,59.7290094465,59.7290094465
83,59.7290094465,59.7290094465
84,59.8148247289,59.8148247289
85,59.8312517938,59.8312517938
86,59.884088442,59.884088442
87,59.9169983297,59.9169983297
88,60.1257502791,60.1257502791
89,60.1940664566,60.1940664566
90,60.2574848612,60.2574848612
91,60.3513259293,60.3513259293
92,60.4651792554,60.4651792554
93,60.4956728553,60.4956728553
94,60.577816009,60.577816009
95,60.6775460108,60.6775460108
96,60.7182715388,60.7182715388
97,60.8007855136,60.8007855136
98,60.8662031442,60.8662031442
99,60.9232148921,60.9232148921
100,60.9656594023,60.9656594023
101,61.0322642449,61.0322642449
102,61.1139436059,61.1139436059
103,61.1139436059,61.1139436059
104,61.1139436059,61.1139436059
105,61.1228792052,61.1228792052
106,61.1529679821,61.1529679821
107,61.1937902984,61.1937902984
108,61.2527978324,61.2527978324
109,61.258126513,61.258126513
110,61.3383377264,61.3383377264
111,61.4341648092,61.4341648092
112,61.4794811673,61.4794811673
113,61.5771413297,61.5771413297
114,61.6013237901,61.6013237901
115,61.8595001051,61.8595001051
116,62.032700417,62.032700417
117,62.0415045299,62.0415045299
118,62.1263835933,62.1263835933
119,62.1328122186,62.1328122186
120,62.1539958453,62.1539958453
121,62.2357465862,62.2357465862
122,62.3105453715,62.3105453715
123,62.3105453715,62.3105453715
124,62.359493808,62.359493808
125,62.4049354666,62.4049354666
126,62.4390731326,62.4390731326
127,62.6150348606,62.6150348606
128,62.6635277166,62.6635277166
129,62.6943081498,62.6943081498
130,62.7588318369,62.7588318369
131,62.7910217839,62.7910217839
132,62.9708922187,62.9708922187
133,63.0711161904,63.0711161904
134,63.1500342782,63.1500342782
135,63.2128289097,63.2128289097
136,63.2622257683,63.2622257683
137,63.3101947762,63.3101947762
138,63.3366186856,63.3366186856
139,63.4400628482,63.4400628482
140,63.5154036075,63.5154036075
141,63.6524741365,63.6524741365
142,63.7227517204,63.7227517204
143,63.7260074007,63.7260074007
144,63.7260074007,63.7260074007
145,63.7495620103,63.7495620103
146,63.7688298071,63.7688298071
147,63.7688298071,63.7688298071
148,63.8349848932,63.8349848932
149,63.8911943836,63.8911943836
150,63.9069326811,63.9069326811
151,63.9489121571,63.9489121571
152,63.9674377132,63.9674377132
153,64.0601034289,64.0601034289
154,64.2517892734,64.2517892734
155,64.3011110389,64.3011110389
156,64.3633157259,64.3633157259
157,64.4637198013,64.4637198013
158,64.5407017896,64.5407017896
159,64.6221725354,64.6221725354
160,64.6434268861,64.6434268861
161,64.6602191366,64.6602191366
162,64.6850854481,64.6850854481
163,64.699306148,64.699306148
164,64.699306148,64.699306148
165,64.7165265294,64.7165265294
166,64.7704603014,64.7704603014
167,64.8143016955,64.8143016955
168,64.8470912374,64.8470912374
169,64.959586184,64.959586184
170,64.9734328864,64.9734328864
171,65.0250143535,65.0250143535
172,65.0345765126,65.0345765126
173,65.0572783676,65.0572783676
174,65.0735132994,65.0735132994
175,65.0749173396,65.0749173396
176,65.1216242871,65.1216242871
177,65.172455271,65.172455271
178,65.2172655803,65.2172655803
179,65.2352283805,65.2352283805
180,65.3028766123,65.3028766123
181,65.3028766123,65.3028766123
182,65.3832606035,65.3832606035
183,65.3862612137,65.3862612137
184,65.4422283793,65.4422283793
185,65.5049370561,65.5049370561
186,65.5572560375,65.5572560375
187,65.6055282242,65.6055282242
