Time(Iteration),LinUCB_new,LinUCB
0,6.45475291919,6.42153839316
1,13.013155062,12.639724405
2,17.3015592983,17.3838100663
3,20.556808921,20.9460289513
4,23.369673686,24.1238602595
5,27.4960776793,28.0341010813
6,30.0660112499,29.9854968235
7,33.2090636638,32.5772356784
8,34.7917843341,34.2977982998
9,36.1343428086,35.3802138961
10,37.828528004,37.1832265956
11,39.26985095,38.6234537199
12,40.7653980324,39.6229412978
13,41.4556176281,40.7934579854
14,42.6329653486,41.6681528837
15,43.2171104074,42.2450362022
16,43.6056337003,43.1079313052
17,44.73625076,43.9059431143
18,45.125547929,44.5602572197
19,45.6845844262,45.5909636391
20,46.0645806447,46.2010085521
21,46.4233325039,47.0051589896
22,46.9093061228,47.39421216
23,47.0310172029,47.9994721073
24,47.3231403721,48.295870539
25,47.776236717,48.6348832534
26,47.9636701974,48.9687474372
27,48.4464690421,49.1781445837
28,48.631892979,49.5812736366
29,48.9085196444,49.9355242544
30,49.3956140948,50.5624143247
31,49.5088712972,50.6752598623
32,49.7416246839,50.9758404821
33,49.8778219805,51.0830373893
34,50.1570444469,51.3580113539
35,50.3322672124,51.7119956521
36,50.7905208877,52.0490385189
37,51.2602936174,52.1533769805
38,51.3767555668,52.4969669815
39,51.8244142162,52.9920079851
40,52.2199464032,53.3081758431
41,52.2751737767,53.3634032165
42,52.3291791766,53.5409425513
43,52.7964598682,53.9956324055
44,52.8151213502,54.0070366639
45,52.9866232449,54.1785385586
46,53.0788072335,54.2901751488
47,53.3115120663,54.475562196
48,53.4182420762,54.6048766378
49,53.427875981,54.6443683218
50,53.6105658986,54.8773056947
51,53.7417065622,55.0095862135
52,54.0873662748,55.3699170981
53,54.1957536889,55.5616681975
54,54.2578008642,55.6288587717
55,54.3089416514,55.6645021823
56,54.3559986658,55.7615699437
57,54.3559986658,55.7803273965
58,54.5217998548,55.9061383233
59,54.5781486653,55.9613150634
60,54.6620865564,56.0103178084
61,54.7757436688,56.0852061188
62,54.8376014068,56.1380633527
63,54.8846853393,56.1553900249
64,55.1499249754,56.3166247778
65,55.2708225008,56.4609117635
66,55.3372496624,56.5273389251
67,55.423068532,56.7248311781
68,55.4368706566,56.7790224729
69,55.5024501174,56.8639348253
70,55.5303421161,56.9229912124
71,55.6195921465,57.0076085647
72,55.8041141276,57.1921305458
73,55.8421796226,57.226339314
74,55.8519746311,57.2352127093
75,55.9350170696,57.2912477764
76,56.0426963452,57.5064757285
77,56.1709745055,57.6565998556
78,56.1949286559,57.6862301794
79,56.2948593488,57.6960218208
80,56.297644204,57.6960218208
81,56.3633985921,57.7479552887
82,56.3967442326,57.750401521
83,56.5839765157,57.8433144031
84,56.6504018994,57.9092993897
85,56.6911847621,57.9500822524
86,56.6911847621,57.9683220695
87,56.7309862565,58.0307107468
88,56.7616500854,58.0307107468
89,56.9183200461,58.1818095067
90,56.965274306,58.2412245937
91,56.974034143,58.243918917
92,57.020316414,58.27039053
93,57.020316414,58.27039053
94,57.0573752248,58.2827193601
95,57.2093163159,58.2827193601
96,57.3833564328,58.4249621785
97,57.4197682491,58.4613739949
98,57.4374327321,58.4665841795
99,57.4465928979,58.4757443453
100,57.5826093076,58.5241427699
101,57.8125664025,58.5324852511
102,57.8302218567,58.5501407052
103,57.8636734587,58.6530697782
104,57.8675841949,58.6827846856
105,57.901591967,58.7202457361
106,58.0352110294,58.789075501
107,58.0583757971,58.7913511451
108,58.0934528861,58.7959830909
109,58.0934528861,58.8079777681
110,58.0949564586,58.8094813406
111,58.1066625693,58.855885678
112,58.1113506038,58.8638545722
113,58.1251561681,58.8673331637
114,58.1824271495,58.9017604167
115,58.1892930194,58.9017604167
116,58.226676574,58.9153756663
117,58.2301590063,58.9188580985
118,58.4393972156,58.9466925658
119,58.4393972156,58.9466925658
120,58.4417429899,58.9490383401
121,58.4654579866,58.9649445989
122,58.490362097,59.0009022407
123,58.5331530099,59.0724514298
124,58.5527504494,59.0887384437
125,58.5603817135,59.1242385047
126,58.8258440908,59.1707553686
127,58.8417214936,59.1730689035
128,58.9122640088,59.2436114187
129,58.9138220219,59.2542255884
130,58.9504290018,59.2908325684
131,59.0184080514,59.3691372262
132,59.1589274982,59.5021357773
133,59.1820356879,59.5338476976
134,59.2401890641,59.6050636596
135,59.2749378028,59.6603203759
136,59.3361405064,59.704967971
137,59.3427138842,59.7432879226
138,59.3476508991,59.75301145
139,59.3566704185,59.75301145
140,59.3566704185,59.75301145
141,59.3662992511,59.7672508122
142,59.4019702545,59.8029218156
143,59.4019702545,59.8029218156
144,59.5890467529,59.8655247069
145,59.6203832822,59.892680144
146,59.6203832822,59.9021636661
147,59.6203832822,59.9021636661
148,59.6424396902,59.988187355
149,59.6424396902,60.0185045313
