Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,,,,,,
0,0.983953314272,0.96514794958,,,,,,
1,0.95237860253,0.933531879257,,,,,,
2,0.93531710306,0.912074602495,,,,,,
3,0.907828183383,0.885786733848,,,,,,
4,0.87753126462,0.85757196607,,,,,,
5,0.851741636454,0.826818815515,,,,,,
6,0.824594978475,0.803758516487,,,,,,
7,0.805188818998,0.780017090284,,,,,,
8,0.790655471316,0.759854353961,,,,,,
9,0.775342979742,0.74281083562,,,,,,
10,0.752639228004,0.728744828749,,,,,,
11,0.740896885557,0.709119542084,,,,,,
12,0.729673390748,0.693967941433,,,,,,
13,0.709445395983,0.680769986272,,,,,,
14,0.691097321753,0.662064143488,,,,,,
15,0.680106719593,0.649672037686,,,,,,
16,0.67048140619,0.641459623335,,,,,,
17,0.657704149226,0.628766048538,,,,,,
18,0.651585904114,0.615771126024,,,,,,
19,0.640731748207,0.599129181616,,,,,,
20,0.631902467975,0.592155618477,,,,,,
21,0.625759122648,0.580525538394,,,,,,
22,0.619915233266,0.575781172842,,,,,,
23,0.60370324671,0.570078398378,,,,,,
24,0.591295461168,0.560059714388,,,,,,
25,0.587453981879,0.546663370671,,,,,,
26,0.577172292493,0.535678508276,,,,,,
27,0.569067369991,0.527658898665,,,,,,
28,0.563543110487,0.51831419207,,,,,,
29,0.559160150054,0.515515374051,,,,,,
30,0.556469285432,0.510478045017,,,,,,
31,0.545157658523,0.50692878189,,,,,,
32,0.538939511384,0.500506507046,,,,,,
33,0.535305951544,0.495125366821,,,,,,
34,0.529600092216,0.488092362018,,,,,,
35,0.524248433632,0.480820983355,,,,,,
36,0.516332355673,0.476148862994,,,,,,
37,0.508382139923,0.473119169176,,,,,,
38,0.505012934289,0.469110041576,,,,,,
39,0.500899882909,0.464795723662,,,,,,
40,0.498269561775,0.461141044756,,,,,,
41,0.493280157644,0.455708123497,,,,,,
42,0.492160028868,0.450786061757,,,,,,
43,0.485599348829,0.447191241658,,,,,,
44,0.48057646289,0.443414322559,,,,,,
45,0.476987397679,0.441630750941,,,,,,
46,0.476935846216,0.440859994028,,,,,,
47,0.475287238254,0.439643825511,,,,,,
48,0.472443601194,0.435235229718,,,,,,
49,0.470891304519,0.433269680145,,,,,,
50,0.470219531389,0.432643431854,,,,,,
51,0.468610384416,0.426357074148,,,,,,
52,0.461419898611,0.422298546663,,,,,,
53,0.460317288554,0.419942267964,,,,,,
54,0.45603617267,0.415444761043,,,,,,
55,0.454706958308,0.415252582982,,,,,,
56,0.45335640384,0.413261474523,,,,,,
57,0.452839850513,0.411379898285,,,,,,
58,0.450998173555,0.409939657229,,,,,,
59,0.450335478591,0.408164026582,,,,,,
60,0.442800681285,0.401569074536,,,,,,
61,0.441947449168,0.400402620064,,,,,,
62,0.440596724574,0.398882758087,,,,,,
63,0.439284576291,0.396713013764,,,,,,
64,0.43819194637,0.395044011966,,,,,,
65,0.4326432695,0.390352080352,,,,,,
66,0.419113040855,0.384932973588,,,,,,
67,0.418510522666,0.383298476974,,,,,,
68,0.414015611858,0.376667343249,,,,,,
69,0.412766159192,0.374910886506,,,,,,
70,0.411284050181,0.373549836107,,,,,,
71,0.409542141956,0.373153688413,,,,,,
72,0.403546038972,0.371336613792,,,,,,
73,0.401826169466,0.369641991221,,,,,,
74,0.400999273983,0.367949429265,,,,,,
75,0.398275722505,0.365557196549,,,,,,
76,0.398244371573,0.363191375179,,,,,,
77,0.396864550581,0.362691353064,,,,,,
78,0.395075687892,0.362210827001,,,,,,
79,0.390531868728,0.359291964211,,,,,,
80,0.388977954887,0.358529247606,,,,,,
81,0.38435162597,0.357348408792,,,,,,
82,0.383695995328,0.356554470638,,,,,,
83,0.38264604153,0.354748851124,,,,,,
84,0.381794799796,0.353704074052,,,,,,
85,0.381197218886,0.352545778164,,,,,,
