Time(Iteration),LinUCB
0,1.52795442607
1,3.26580787964
2,4.61789356998
3,6.24559743567
4,7.60287108197
5,8.63771689536
6,9.69141125786
7,10.5506905175
8,11.4740713575
9,12.5427361614
10,13.2901805607
11,14.0769533433
12,14.9514351233
13,15.6451385467
14,16.2690781449
15,16.9577701301
16,17.7530065818
17,18.1875952616
18,18.6041536795
19,18.9776773015
20,19.3368431794
21,19.8319820098
22,20.2632299899
23,20.6995702328
24,20.9962252269
25,21.4782633493
26,21.880570856
27,22.2459003374
28,22.5672679881
29,22.7936005033
30,23.0403567438
31,23.2792407105
32,23.6406197731
33,23.8759703897
34,24.1211681177
35,24.3315216459
36,24.5506593431
37,24.9105338186
38,25.1420056679
39,25.4364583739
40,25.7362831405
41,25.9900446304
42,26.28620785
43,26.488190882
44,26.7404805623
45,27.0876278131
46,27.3546296788
47,27.6261368149
48,27.813790635
49,28.0385458276
50,28.1838054201
51,28.4375212424
52,28.8092914847
53,28.9736855011
54,29.2741631016
55,29.4964967632
56,29.7632749654
57,29.977805153
58,30.0599250507
59,30.2253246332
60,30.3814213245
61,30.6651638016
62,30.8970671514
63,31.182678935
64,31.3554887282
65,31.5917768607
66,31.8177331741
67,32.1023421737
68,32.3127211395
69,32.5026640039
70,32.7869596202
71,32.9992175988
72,33.1545333672
73,33.3320960295
74,33.5173617326
75,33.6556604544
76,33.863304925
77,33.9850259252
78,34.2929170159
79,34.4812900331
80,34.7146362605
81,34.8420283039
82,35.0280939505
83,35.1803020891
84,35.2691632661
85,35.4509594247
86,35.5704214075
87,35.710710878
88,35.9810257666
89,36.1916392549
90,36.2800408269
91,36.4601968829
92,36.5694238169
93,36.7218862994
94,36.8854731107
95,37.0449882082
96,37.247924098
97,37.4451151547
98,37.6307961962
99,37.814775869
100,37.9401635886
101,38.0432939246
102,38.2105628641
103,38.3373158208
104,38.4453050655
105,38.6319358955
106,38.7488434455
107,38.9181300792
108,39.1292965483
109,39.1890656946
110,39.2743256797
111,39.3887859735
112,39.5496913158
113,39.6097368857
114,39.7593456073
115,39.9382293508
116,40.121973783
117,40.3054965442
118,40.4697705423
119,40.5984845603
120,40.7696592098
121,40.9980854178
122,41.091525619
123,41.1994532802
124,41.3310259692
125,41.4447125237
126,41.5908695864
127,41.7197285999
128,41.8211342902
129,42.162547969
130,42.2986546898
131,42.4246850108
132,42.6294879834
133,42.7316522937
134,42.8615158968
135,42.9291193996
136,43.0672133028
137,43.2792227114
138,43.5072301092
139,43.7559219375
140,43.8407396812
141,44.0150674204
142,44.0802996377
143,44.1829363757
144,44.2380885941
145,44.493098809
146,44.6252094618
147,44.7327915954
148,44.8875589244
149,45.0069778235
150,45.1116549754
151,45.2435246488
152,45.3765804676
153,45.5049272025
154,45.6819436102
155,45.9138461989
156,45.9890446026
157,46.1244616737
158,46.2585919402
159,46.3283378528
160,46.4820944757
161,46.5844863595
162,46.7239727941
163,46.8411208597
164,46.9702970256
165,47.1323720374
166,47.1704023312
167,47.2817637176
168,47.4108863639
169,47.5138754525
170,47.6050268186
171,47.7771485911
172,47.8940895322
173,48.0755452036
174,48.1752381283
175,48.364134799
176,48.5205050262
177,48.6441367341
178,48.7185732311
179,48.9091625481
180,49.0650650854
181,49.1432859602
182,49.2110820149
183,49.3245286224
184,49.3829540904
185,49.4558753229
186,49.5356505256
187,49.7770030513
188,49.8710547974
189,50.0375485589
190,50.2005822591
191,50.3591716116
192,50.5057517649
193,50.6360928962
194,50.7893856883
195,51.0038828498
196,51.1157532547
197,51.2949626848
198,51.4572588042
199,51.5197763795
200,51.586356691
201,51.7793654699
202,51.8509372783
203,51.9326084085
204,52.0870120541
205,52.1329730593
206,52.22809519
207,52.4668211169
208,52.6202049571
209,52.8054212545
210,52.8408340237
211,52.8973508883
212,52.9573473359
213,53.0675175837
214,53.2250858627
215,53.3418843187
216,53.380185019
217,53.5115443908
218,53.6331733471
219,53.698787793
220,53.7886567899
221,53.872341437
222,54.0005162227
223,54.1695162066
224,54.3646550063
225,54.4908034692
226,54.6303319642
227,54.7985034389
228,54.8770888561
229,54.9541854475
230,55.0841856376
231,55.1604169646
232,55.289827359
233,55.3491780448
234,55.4994256168
235,55.6878989081
236,55.8669804844
237,55.9968989959
238,56.051909979
239,56.2194726405
240,56.3131499363
241,56.5021411206
242,56.6027512314
243,56.7553824903
244,56.8659843238
245,57.0360836296
246,57.1246203985
247,57.2745191674
248,57.377224503
249,57.4506824074
250,57.5107427271
251,57.6680497874
252,57.8059388491
253,57.9202898062
254,58.047936909
255,58.136163054
256,58.1868165107
257,58.2797035333
258,58.3663064103
259,58.4396502068
260,58.5655660062
261,58.7734137345
262,58.8381051588
263,58.9475333815
264,58.9779586474
265,59.0627177158
266,59.1695885512
267,59.3245184947
268,59.3438304602
269,59.4718371978
270,59.6594610161
271,59.7286591325
272,59.804027436
273,59.9318666042
274,60.0224510341
275,60.0998559798
276,60.195504227
277,60.3075385738
278,60.3821662146
279,60.4957029464
280,60.6230473551
281,60.6962628774
282,60.791161289
283,60.8824563587
284,61.0285166635
285,61.1134976189
286,61.2412996251
287,61.4382861625
288,61.6235004129
289,61.7260814448
290,61.8728851929
291,61.9618671826
292,62.1142613543
293,62.2668277123
294,62.3057729525
295,62.3827406459
296,62.3985081084
297,62.4291269355
298,62.5523099594
299,62.5919002408
300,62.6531649374
301,62.6696628839
302,62.6966665612
303,62.7011932148
304,62.7864332409
305,62.8528207695
306,62.9417791606
307,63.0056258642
308,63.13418638
309,63.2011501869
310,63.2413518185
311,63.3148140977
312,63.3952229074
313,63.4461703701
314,63.5513609163
315,63.6119588114
316,63.61411098
317,63.7151241494
318,63.7655463319
319,63.8839981594
