Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,6.78452372573,7.14978291572,7.14978291572,7.22152869519
1,11.0228468746,11.502901792,9.08659092334,12.2081122169
2,15.0889515986,16.6258943366,11.8663342143,16.497544337
3,19.5567499568,20.0192414157,14.1901337542,20.9538298995
4,21.7946663585,22.3363395532,15.6946314157,24.5597262451
5,24.6487191633,24.6927260593,16.8502999376,28.7840685326
6,26.4833231894,26.6917338916,18.3751002325,30.4959633891
7,27.5242911001,27.8260609686,19.1537740769,31.9391364168
8,28.6060652674,28.7888835573,20.1106364423,33.7007757564
9,29.5184599216,30.0264263877,20.9953461417,34.4608442967
10,31.4417149843,31.4604970416,21.9797184424,35.6359734849
11,31.9631363711,33.2670920874,22.7004448382,36.5256181287
12,33.5098819594,34.9159383636,23.3382749606,37.8614658208
13,34.2965394663,35.7241152261,24.0433224044,38.74296208
14,35.2499318365,36.7521976205,24.6331616709,39.1764344416
15,36.1768794099,37.5951144475,24.9977147806,40.3200061318
16,36.9222154531,38.5523666645,25.7110269183,40.8718345557
17,38.298326873,39.5943203962,26.5600268061,42.1985636072
18,39.073051881,40.8570606744,27.2216807598,43.2422559324
19,39.5683583181,41.3305773844,27.5338841202,43.8337326167
20,40.1162083847,42.1548452463,28.2358384324,44.3987617154
21,40.7864105671,43.4638069913,29.0181665493,45.2576841005
22,41.4190775135,44.1614840987,29.6977873158,46.1697220202
23,42.5442930015,45.0199541801,29.9399027084,46.9948158377
24,43.1250626014,45.5475825288,30.5778129207,47.7514854681
25,43.3753220315,46.0533743329,30.6078065154,48.2611835616
26,44.0911699541,46.6045126989,31.0513278004,48.9787862066
27,44.4393147453,47.3605583025,31.2365687914,49.2139419809
28,44.9999277138,47.9163400824,31.7536930679,49.8064041972
29,45.9265717658,49.2111167453,32.1027930019,50.56800235
30,46.7018725553,50.2725682733,32.300759646,51.2351346587
31,46.9273764491,50.5948621441,32.3480766393,51.6515231151
32,47.0981342431,50.7683733401,32.5890640409,52.0204974681
33,47.8554119551,51.574057812,33.2513450394,52.5510767192
34,48.3970742332,52.3836998954,33.4135538471,52.9571370182
35,48.8771517202,52.9360308754,33.8740836361,53.322845627
36,49.1184842654,53.1075254362,34.2513123845,53.7358659769
37,49.4443826045,53.3932227485,34.4115919201,54.0157553838
38,50.0047797545,54.15365548,34.6929195859,54.7587758731
39,50.534608226,54.7900589706,34.8739828214,55.3017031331
40,50.6561858885,55.0624199681,34.9292879556,55.4723143056
41,50.7685045099,55.245228303,35.151261886,55.7435546621
42,51.4651388953,55.6467072903,35.4872264721,56.3382604466
43,51.7651373616,55.9997467706,35.5881645185,56.5119751126
44,51.877326895,56.2072262672,35.7519976609,56.898136389
