Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.973963090228,0.978198510002,0.978198510002,0.978073482571,0.978198510002,0.978198510002,,,,,,
1,0.952094515957,0.951925546487,0.954951082844,0.953834265503,0.954341775742,0.950626673222,,,,,,
2,0.922181166638,0.927954669779,0.933813859937,0.929557358706,0.930006297282,0.930406226605,,,,,,
3,0.896755811968,0.898805019728,0.905338668107,0.905628242816,0.912352315396,0.895845444006,,,,,,
4,0.881598156363,0.869442264329,0.887555815524,0.882871875248,0.88898745375,0.880952126345,,,,,,
5,0.85049307661,0.844368860548,0.859096214245,0.86378087529,0.858323682793,0.852737151725,,,,,,
6,0.821158841922,0.814008928916,0.842943827602,0.835403908699,0.822680896833,0.825791667516,,,,,,
7,0.79851851983,0.788983686025,0.818740797464,0.812741139806,0.792529726692,0.798787475857,,,,,,
8,0.777034976267,0.768032696035,0.8029678932,0.795171082167,0.770682920312,0.783837721489,,,,,,
9,0.754418987123,0.753154150562,0.787651132862,0.7761431777,0.755577700235,0.760874384652,,,,,,
10,0.735047636821,0.734615909434,0.766298346434,0.75049009184,0.735797875972,0.731793691572,,,,,,
11,0.713888644309,0.719279288201,0.754353996894,0.730730028105,0.725873164631,0.718293473693,,,,,,
12,0.702133686411,0.706544125366,0.733782109233,0.716560711157,0.711152179323,0.702604445122,,,,,,
13,0.684759384912,0.69007373076,0.714767927491,0.69817352617,0.698940680712,0.685228508231,,,,,,
14,0.669776935985,0.679907699382,0.696714313148,0.684033124848,0.679610506227,0.663993803596,,,,,,
15,0.644920154467,0.656477715659,0.687908350561,0.663882222875,0.66706890091,0.652123134655,,,,,,
16,0.637506243089,0.64607656786,0.676807281167,0.652266924339,0.653726919796,0.643895191549,,,,,,
17,0.626160018636,0.635634039786,0.663078560073,0.644889867605,0.644569018577,0.629679611974,,,,,,
18,0.608393353338,0.62369908659,0.651011108267,0.631110889578,0.630912491636,0.619261261783,,,,,,
19,0.597549858904,0.611885799669,0.636956962695,0.621430558242,0.618236068616,0.6102492689,,,,,,
20,0.585890952306,0.606326945207,0.623978068487,0.613602882507,0.61014968385,0.601876310712,,,,,,
21,0.575743003368,0.595863277747,0.612911545726,0.60333352097,0.600015618701,0.592218409191,,,,,,
22,0.566738801169,0.587235159254,0.60448237095,0.59628024982,0.587898519552,0.57915526713,,,,,,
23,0.55786351056,0.582183395469,0.59259422173,0.590196232404,0.580214767534,0.570873230014,,,,,,
24,0.544465280035,0.572261480961,0.582706441912,0.584214344043,0.572662735554,0.563080209438,,,,,,
25,0.537659247978,0.565161576092,0.575405928868,0.575881596988,0.565231476177,0.555917664789,,,,,,
26,0.526352579467,0.556149007455,0.562376140124,0.565865427397,0.55535793305,0.544982860722,,,,,,
27,0.515364897294,0.545585324036,0.552854923843,0.555359543661,0.539171535888,0.528896932055,,,,,,
28,0.511052381035,0.538205910415,0.549457659136,0.550083163993,0.534271611385,0.525703675503,,,,,,
29,0.507177466853,0.534078512014,0.544856812713,0.542041921623,0.528976929921,0.523272394593,,,,,,
30,0.498627761647,0.52317361803,0.53767130997,0.532678555179,0.522585472519,0.516374744194,,,,,,
31,0.493907445042,0.520023704058,0.532646104373,0.527650211297,0.518354513609,0.511585414359,,,,,,
32,0.487301636586,0.50987762436,0.527654219926,0.512475016832,0.512077941967,0.507589571221,,,,,,
33,0.480347541368,0.504380468865,0.524145290668,0.502189353846,0.509220171359,0.503525186588,,,,,,
34,0.471833046542,0.496616194027,0.52002760391,0.492008480097,0.500341667191,0.495575986827,,,,,,
35,0.466721759543,0.487006978185,0.515779114803,0.48660849405,0.497615824028,0.492177894118,,,,,,
36,0.464116867866,0.484223969871,0.507899354924,0.481661577736,0.49380226352,0.488985994721,,,,,,
37,0.457942768575,0.478382811214,0.502022003926,0.477908704077,0.488292117608,0.483399181028,,,,,,
38,0.45342229578,0.476283935456,0.497362032144,0.472047857044,0.483702936425,0.47899071911,,,,,,
39,0.450220487808,0.473769544061,0.493982133254,0.469922247088,0.479613258905,0.475934419022,,,,,,
40,0.445111158649,0.466463034789,0.488252148113,0.464594047197,0.474911275333,0.471940632069,,,,,,
41,0.435919289327,0.461553141196,0.482987934793,0.45761719771,0.465962814409,0.466854124183,,,,,,
42,0.431610127994,0.455357404377,0.478301434881,0.450547375706,0.459191604881,0.460785383272,,,,,,
43,0.427806772922,0.452621409106,0.473611250062,0.447801042654,0.45657184873,0.458021980728,,,,,,
44,0.426833717194,0.451350449119,0.472508454271,0.445524974017,0.454823541394,0.455316279264,,,,,,
45,0.423458646956,0.45045666085,0.472068537458,0.443616135405,0.452418584837,0.454175756826,,,,,,
46,0.422410632749,0.449382705771,0.471397680324,0.442025081299,0.449984131401,0.45290403423,,,,,,
47,0.415670558329,0.445579532863,0.467351519417,0.438937437759,0.447279165227,0.44953863386,,,,,,
48,0.412788314342,0.441851487335,0.463420903008,0.433461411901,0.445441472203,0.447458253095,,,,,,
49,0.405022472229,0.432152115752,0.454096964504,0.430656429836,0.440098930799,0.439936585356,,,,,,
50,0.397464378685,0.427979527139,0.449633507273,0.428586181595,0.437352468873,0.431488345209,,,,,,
51,0.39364903316,0.42508656388,0.445325485953,0.426223072754,0.435728212119,0.429009625316,,,,,,
52,0.391677398015,0.422443511304,0.44447480706,0.424885249739,0.434070113065,0.427034612158,,,,,,
53,0.390136763702,0.421309268306,0.443236703979,0.423802716897,0.433246103913,0.426478642191,,,,,,
54,0.387582942758,0.417056477845,0.439650111276,0.420753975122,0.428621383331,0.421842218227,,,,,,
55,0.383940732869,0.414644804264,0.436017695858,0.41900459426,0.42736658569,0.419765691043,,,,,,
56,0.380732843679,0.409912325471,0.432817187842,0.414479876971,0.423046761254,0.414773044364,,,,,,
57,0.378283240283,0.404112760953,0.429079958611,0.409396570911,0.41945462115,0.410102642976,,,,,,
58,0.377193216783,0.402735151272,0.426970584205,0.40722257898,0.418156075331,0.409118784709,,,,,,
59,0.376117004939,0.398818137816,0.424274787596,0.404743257662,0.415334489933,0.406656565609,,,,,,
60,0.374621914568,0.39754465308,0.422336197261,0.40347990531,0.413911724476,0.404521972112,,,,,,
61,0.368354019726,0.392294859339,0.415032214217,0.397905226715,0.41046684105,0.398772928589,,,,,,
62,0.367013378191,0.386948826809,0.414225943381,0.396847885164,0.407125673923,0.397966740178,,,,,,
63,0.363759521151,0.384360691765,0.409006008684,0.396041044094,0.401677958384,0.395918471886,,,,,,
64,0.362873692675,0.382594610632,0.407426739366,0.394156771453,0.399852356171,0.394456242721,,,,,,
65,0.362539370188,0.381367023431,0.406077785291,0.392022746809,0.398977328899,0.393296228109,,,,,,
