Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
0,7.20915885269,6.2752008779,7.20915885269,7.11423686577
1,13.467322962,11.5720834117,10.6804369733,13.1406143975
2,19.6762810416,16.7109289205,15.0269260477,19.2912057782
3,23.6253700177,20.7340475371,17.5973514083,23.574435583
4,26.3743772566,24.0318857521,20.0163363646,26.048691146
5,29.1458664203,26.4555285739,21.5513938715,28.4441659755
6,31.8066273212,28.5863712968,22.8782697526,30.8285736887
7,34.6683974526,32.0324824674,24.1685580167,33.0436165121
8,37.7907326339,34.4507828692,25.092249235,35.6651230971
9,41.2758746132,38.3434522674,26.2872740606,38.7167626018
10,44.0656081537,40.0292442373,27.2484535818,41.3605974886
11,46.7675536639,42.0775729141,27.9495598215,44.0516300583
12,49.0222364332,44.4008940209,28.9248305799,46.262909098
13,50.6670190554,46.8957659481,29.5100108314,47.479257818
14,53.2522056626,49.253421836,29.9546698147,49.7138063106
15,54.9364409506,50.3255361179,30.2719004885,51.4618101915
16,57.2725492173,52.3509987327,31.0133033533,53.6647869789
17,58.5022687867,53.5290036892,32.0113924567,54.7740216999
18,60.0928139043,54.9793033461,32.4018346305,56.2257339495
19,61.8751615172,56.2823805246,32.6163470491,57.7484188992
20,63.5971285195,58.0250632548,32.7294310132,59.2050425406
21,64.5858214891,59.1392878417,33.1355252578,60.321399242
22,65.6446171897,59.845119395,33.3317078866,61.6398818784
23,67.5828690309,61.6143634827,33.5986457442,63.0564480093
24,68.8826000275,63.1590914219,33.9034395822,64.092611453
25,70.1365388186,64.6281769135,33.9374161163,65.4464314753
26,71.6330352753,65.480304485,34.3313589256,66.7495763693
27,72.9087489507,66.3230435284,34.7776476041,67.7049965859
28,73.5496834007,67.0219621766,34.8970637819,68.4825500529
29,74.6078581416,68.9863381946,35.1308028551,69.3859266046
30,75.1169191825,69.9435452546,35.2865480815,69.5774359353
31,75.7799868115,70.9631385335,35.8194946324,70.8818989459
32,76.6942625828,71.4465237052,36.3424926463,71.9056542347
33,77.2061304764,71.8584955277,36.4870876289,72.3687851392
34,77.9220918205,73.200311712,36.6868168618,73.1415825261
35,79.0078024319,73.59219146,36.7887367571,73.905542507
36,79.5189186367,74.5114774718,36.9154940219,74.4623822199
37,80.3141363957,75.2346418672,37.1832992821,75.3313561946
38,80.8987114877,75.8719057237,37.2858677679,75.9582076368
39,81.6894886903,77.0754209966,37.4528636526,76.6138536543
40,82.0720820633,77.6138727836,37.6032282979,77.0618924466
41,82.7749981177,78.0164990348,37.7762914756,77.5222887947
42,83.670054765,78.6862348673,37.8537831508,78.1648257998
43,84.205044132,79.3801544138,37.9747258754,78.841336669
44,84.8498905595,80.0609369707,38.0247159498,79.6019596297
45,85.3499139142,80.3329364395,38.294078527,80.524501013
46,85.7283317033,81.2322797755,38.5222945815,81.1868446627
47,86.4393548958,81.9205383803,38.62443169,81.9577878186
48,86.9679036955,82.8625128137,38.7400989529,82.5119402846
49,88.2524990223,83.9746017829,38.7572329435,83.1408046806
50,88.369557644,84.45778639,38.7953539003,83.8327446814
51,88.516887121,84.9607609375,38.8171487087,84.4298320368
52,88.6826018664,85.6719923081,39.0679927822,85.0951040165
53,88.8403281057,85.9735303689,39.1343447136,85.4854890814
54,88.9848166941,86.4999923092,39.2885107136,85.8287156538
55,89.1562859645,86.6282965523,39.3794381439,86.3649816322
56,89.2665190524,87.0244845964,39.4624841327,86.9035497989
57,89.4129455864,87.1386754309,39.5266381696,87.3147925923
58,89.5082658738,87.6638734028,39.5449214111,87.6345617442
59,89.5461483237,87.8886537501,39.6486315013,87.8103051539
60,89.9946536695,88.7966838806,39.6836656536,88.0960563273
61,90.0717002209,88.93657898,39.7367179576,88.6083761572
62,90.1233045799,89.165209819,39.8602768468,88.7668382356
63,90.2886189448,89.9948330061,39.9901239739,89.449509134
64,90.3919262389,90.2042947157,40.0462785727,89.8665475424
65,90.5743679268,90.6263863951,40.2590276423,90.4480616393
66,90.7153685401,91.0996554792,40.289121086,91.0257685236
67,90.7903026384,91.4926323257,40.3313134204,91.3016092401
68,91.0405957466,91.7152395502,40.3773752265,91.7124435476
69,91.1190730285,92.0354800951,40.4243012917,91.955744856
70,91.2539211786,92.0638848521,40.4606598606,92.0961793372
71,91.4247157014,92.6773024972,40.5215108118,92.7418808667
72,91.5715070408,92.9070319474,40.5998745302,93.2733863867
73,91.6951508668,93.2051054417,40.7060137075,93.8097885474
74,91.8046904451,93.8493987424,40.762854906,94.058536305
75,92.0609276271,94.3722788821,40.8896848343,94.4124212018
76,92.0776173651,94.8205980905,40.9215671568,95.0886588885
77,92.1588842669,95.3475032321,40.9441461728,95.4880348756
78,92.2669376597,95.4889028903,40.9585147049,95.5433416697
79,92.3928708016,95.8029776696,41.0535653407,95.9001942148
80,92.4030675607,96.172968603,41.1089197318,96.2095638255
81,92.4226721294,96.5775313983,41.1392278972,96.4511028268
82,92.4238534081,96.6902419234,41.1395352653,96.574391846
83,92.5121666631,96.7538636973,41.1395352653,96.733437907
84,92.5687075835,97.3639923638,41.2983933874,97.0478133011
85,92.5967311868,97.4157412387,41.3933360087,97.2905088888
86,92.6606890288,97.6840799069,41.4020236649,97.5081718276
87,92.7505832142,98.2926633169,41.5999745694,97.7731930471
88,92.8760893874,98.6451101658,41.6394925634,97.9774428336
89,92.9942415934,98.795463185,41.6667640194,98.0985852405
90,93.0479335411,99.1884286829,41.869417598,98.5652220565
91,93.1472934847,99.2193193516,41.9792356526,99.0429011454
92,93.3393089062,99.4939756932,42.1648787856,99.3002088662
93,93.3501697175,99.677041559,42.1957833229,99.5644158242
94,93.5633947798,99.8324995827,42.2172912218,99.7826191497
95,93.6652993375,99.9788201571,42.2416862753,99.8703537214
96,93.7812793537,100.19440707,42.3083321769,100.202432428
97,93.7989472623,100.412981096,42.4032001559,100.472465315
98,93.9893992173,100.978586864,42.5269784551,100.883448411
99,94.0538731657,101.322213044,42.6125975733,101.226949788
100,94.1603275861,101.555274056,42.6284471334,101.396569765
101,94.1956785646,101.677590382,42.6894218692,101.645228615
102,94.4870026023,102.040569624,42.8095137425,102.360903161
103,94.7274609085,102.47042782,42.853036719,102.629918358
104,94.8826649347,102.763381976,43.0309542071,102.79830983
105,94.908183331,103.278703977,43.1283382439,103.028432651
106,95.0617845421,103.657765758,43.2625398195,103.282136983
107,95.190842129,103.90824822,43.4173243115,103.665897196
