Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
108,95.2696258146,104.063201128,43.4786270583,103.821817466
109,95.3727193868,104.29947904,43.5292032483,103.864776497
110,95.3959232032,104.455946121,43.5934010151,104.06823896
111,95.4188679573,104.726125001,43.5934010151,104.100200913
112,95.5187366782,104.767970999,43.7103342974,104.299889355
113,95.5649927344,105.341692516,43.7605332676,104.620871547
114,95.6304279803,105.392761732,43.8270812476,104.702431392
115,95.707761762,105.549067062,43.8938464319,104.855925389
116,95.7970412212,105.723041814,44.0130747177,104.979865539
117,95.8058091308,105.854392253,44.1238813401,105.277329567
118,95.8587560078,105.99890331,44.1238813401,105.616115026
119,95.8795257625,106.244755792,44.179207947,106.022533729
120,96.017367033,106.521640826,44.3055806408,106.288242274
121,96.0822499803,106.644375496,44.4812930628,106.752901524
122,96.121682561,106.679160208,44.5195855039,106.900415807
123,96.1729707304,106.748636458,44.533367315,107.128266622
124,96.2299997885,107.016054574,44.6162241651,107.343621087
125,96.2549839935,107.192264185,44.8855794343,107.541293282
126,96.4080531056,107.343296055,45.0299691015,107.901487697
127,96.6832916767,107.599755727,45.1161633889,108.353848331
128,96.7731227823,107.70575426,45.1339915193,108.496049676
129,96.8444829019,108.026832724,45.3060075195,108.990030882
130,96.9766522782,108.180941373,45.3146029797,109.108399417
131,96.9946991094,108.577962484,45.3514556254,109.3427727
132,97.1906927074,108.884597014,45.4234178199,109.802227091
133,97.2592757861,109.090046297,45.4722525311,110.028134047
134,97.3530572038,109.24072139,45.5466233321,110.21026646
135,97.437821606,109.34517816,45.5466233321,110.430533535
136,97.582201983,109.368754922,45.6051522317,110.509014722
137,97.6582880872,109.517691897,45.6463755298,110.735298588
138,97.6703276303,109.772843707,45.691647507,110.959495068
139,97.7196641247,109.890248555,45.7141017918,111.151817024
140,97.7736600828,110.149105014,45.8137454349,111.362208312
141,97.8610274484,110.355908735,45.8378059164,111.473892682
142,97.949871888,110.517805324,45.8710786577,111.474065123
143,98.054400841,110.904334905,45.914004059,111.848635938
144,98.0687662994,110.991986139,45.9588412385,111.982354404
145,98.089358164,111.035960475,45.9934236462,112.071601607
146,98.2397550351,111.233546584,46.0717231388,112.262855048
147,98.3313275053,111.520089197,46.1486589767,112.581497864
148,98.3588632985,111.597501685,46.1517772106,112.602796812
149,98.4550745331,111.893408353,46.198866824,112.765391618
150,98.636145224,112.114060749,46.2880202343,112.829287171
151,98.7516009993,112.256680571,46.3132424952,112.8862661
152,98.8642566923,112.54951963,46.3264009829,113.06476036
153,98.8818270842,112.701556526,46.3710281421,113.109387519
154,98.8944827304,112.821850201,46.380673,113.199116753
155,98.9726866653,112.892232352,46.3950249061,113.319725707
156,99.2044889003,113.098352498,46.4651653548,113.42041861
157,99.2280618663,113.303726767,46.4887383208,113.460472707
158,99.3408171656,113.448399577,46.5499368213,113.587862733
159,99.4224458804,113.822298661,46.6119501511,113.794890894
160,99.5566622454,113.992062467,46.776720777,113.862626277
161,99.6590640671,114.078431912,46.8041791931,114.02938411
162,99.7084897147,114.202426733,46.8041791931,114.077234827
163,99.7390692765,114.268835227,46.8304987587,114.150975956
164,99.874537163,114.748290791,46.9105694379,114.280940254
165,100.158951493,115.17431317,47.0955988329,114.627087293
166,100.207351804,115.425102857,47.2391352347,114.809953932
167,100.298628822,115.820175045,47.3182019918,115.180817137
168,100.37317825,116.084572995,47.4321767037,115.361133426
169,100.385985055,116.232327217,47.4639850966,115.453293813
170,100.53878826,116.364943949,47.5407619873,115.727654138
171,100.624662947,116.408620391,47.6261337814,115.847833544
172,100.6339778,116.523701867,47.6354486336,115.905334533
173,100.669371872,116.705098115,47.6708503891,115.99313172
174,100.711406977,116.799180874,47.6708503891,116.094268922
175,100.838759538,116.984031499,47.7547490408,116.296030269
176,100.855936095,117.182396555,47.8455914866,116.428819045
177,100.917110786,117.407255767,47.883302693,116.734704692
178,100.974274651,117.698012893,47.9574050938,116.916572537
179,101.140049873,117.785456475,48.0119148763,116.98846373
180,101.233417881,117.878154446,48.1098962092,117.125919254
181,101.248035563,118.049345439,48.1098962092,117.258257937
182,101.358747504,118.289502827,48.2155219529,117.539317863
183,101.379601628,118.384030039,48.2279336095,117.616873941
184,101.513615951,118.723695055,48.3347038807,117.931438383
185,101.58922164,118.783974247,48.3827351186,118.087204326
186,101.619770944,118.97531591,48.4203235633,118.152153639
187,101.744958846,119.126986305,48.492710106,118.352058254
188,101.796790532,119.293109177,48.492710106,118.623619371
189,101.85224906,119.597835142,48.6050053489,118.720351238
190,101.898325049,119.746599998,48.6605179661,118.753853374
191,101.973136375,119.951444056,48.6938415538,119.010563785
192,101.984578337,120.196616993,48.7006602127,119.242066977
193,102.03436452,120.221713016,48.7072230735,119.44896155
194,102.052839266,120.510869945,48.7132866953,119.516792514
195,102.26025188,120.662674493,48.7242586714,119.703162859
196,102.305406417,120.672520187,48.7652615882,119.783756698
197,102.471298058,120.911161525,48.7652615882,119.94105168
198,102.482047609,120.984166128,48.7893325212,120.014056284
199,102.623022078,121.26545665,48.8680127158,120.139911898
