Time(Iteration),CAB_UserCoTheta,CABCoTheta,LinUCBCoTheta,,,,,,
0,0.987256077113,0.987256077113,0.97268147485,,,,,,
1,0.966798357124,0.966798357124,0.950431920273,,,,,,
2,0.937017324176,0.937017324176,0.922837169217,,,,,,
3,0.911126566715,0.911126566715,0.904491020597,,,,,,
4,0.884569541966,0.884569541966,0.885004778051,,,,,,
5,0.865194399133,0.865194399133,0.870067176888,,,,,,
6,0.845323049004,0.845323049004,0.849756394512,,,,,,
7,0.830226671345,0.830226671345,0.832354055872,,,,,,
8,0.813180897999,0.813180897999,0.817904010882,,,,,,
9,0.789044230603,0.789044230603,0.802923668166,,,,,,
10,0.769404818293,0.769404818293,0.785190118202,,,,,,
11,0.74903586027,0.74903586027,0.768738887408,,,,,,
12,0.727841924083,0.727841924083,0.744778844524,,,,,,
13,0.715937709235,0.715937709235,0.726375267233,,,,,,
14,0.703715419349,0.703715419349,0.716546793306,,,,,,
15,0.68563714112,0.68563714112,0.700129731992,,,,,,
16,0.675858891923,0.675858891923,0.684415397068,,,,,,
17,0.669155338571,0.669155338571,0.670799669875,,,,,,
18,0.650167512893,0.650167512893,0.655668703573,,,,,,
19,0.636947656104,0.636947656104,0.642394738046,,,,,,
20,0.626889456595,0.626889456595,0.635018612302,,,,,,
21,0.621532101226,0.621532101226,0.628339323886,,,,,,
22,0.613346089446,0.613346089446,0.617805922674,,,,,,
23,0.60455304192,0.60455304192,0.610509605117,,,,,,
24,0.600393767906,0.600393767906,0.606437009245,,,,,,
25,0.596266961086,0.596266961086,0.594067316516,,,,,,
26,0.589689269826,0.589689269826,0.584680162091,,,,,,
27,0.575712970085,0.575712970085,0.575746807634,,,,,,
28,0.566178698399,0.566178698399,0.5649483699,,,,,,
29,0.554795264002,0.554861713341,0.559951922076,,,,,,
30,0.548068902754,0.548132708846,0.552916455481,,,,,,
31,0.540710981206,0.540780424204,0.547083520994,,,,,,
32,0.538970634444,0.539038292399,0.542641963086,,,,,,
33,0.52944166796,0.52940611539,0.535258097149,,,,,,
34,0.525062154448,0.525034465324,0.532512825652,,,,,,
35,0.523043707763,0.522975527766,0.525979234932,,,,,,
36,0.513718452343,0.513703017795,0.51831758916,,,,,,
37,0.508512400737,0.50840655398,0.512321141732,,,,,,
38,0.504506184428,0.504405497828,0.507919122692,,,,,,
