Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.970982781347,0.971160952801,0.971160952801,0.97488255162,,,,,,
1,0.938306469271,0.947115925464,0.938962080849,0.950348131492,,,,,,
2,0.916918459448,0.923576691322,0.9106149429,0.925894103157,,,,,,
3,0.901912842767,0.906947217304,0.886323525551,0.900520641811,,,,,,
4,0.881933867083,0.879321340135,0.870197596809,0.877260639264,,,,,,
5,0.860021837028,0.857916064642,0.851314562105,0.853347025259,,,,,,
6,0.846033074548,0.843963478785,0.830910817638,0.840310750452,,,,,,
7,0.829230095454,0.825300185093,0.811047335953,0.8131574457,,,,,,
8,0.815697527322,0.799703943933,0.79566762866,0.800506821237,,,,,,
9,0.80360865752,0.780388397057,0.77722848563,0.781940732716,,,,,,
10,0.785617498032,0.756455609748,0.755316666074,0.764025686303,,,,,,
11,0.771789918971,0.744927436597,0.744813926833,0.750781019678,,,,,,
12,0.759239694467,0.729568774574,0.737045089082,0.739423847281,,,,,,
13,0.744735749307,0.716539314961,0.723849666531,0.721929517224,,,,,,
14,0.738649275313,0.710107737562,0.71925736154,0.710182104495,,,,,,
15,0.720344220566,0.69966118716,0.707719565748,0.695982640342,,,,,,
16,0.704174587417,0.683767690912,0.690657274923,0.68329661599,,,,,,
17,0.697522571581,0.671549589147,0.680361375122,0.674819554585,,,,,,
18,0.689363788917,0.657147317957,0.671369936682,0.660850683322,,,,,,
19,0.681512693117,0.641124900584,0.661964376604,0.650652634493,,,,,,
20,0.669655900307,0.628833955336,0.653084176457,0.636236581327,,,,,,
21,0.652356082645,0.616807878661,0.635865174454,0.618041475854,,,,,,
22,0.645145482939,0.610894635437,0.627249783896,0.607157254805,,,,,,
23,0.637282979184,0.599058871838,0.622191731599,0.596760042383,,,,,,
24,0.629468071,0.59069294092,0.618899588887,0.592186443031,,,,,,
25,0.620683168739,0.577867588449,0.610546302854,0.585375519744,,,,,,
26,0.616853541179,0.569056083992,0.607975330835,0.583051199482,,,,,,
27,0.610387154085,0.555643737656,0.601543341868,0.574323685739,,,,,,
28,0.607605331113,0.548255515792,0.597948036292,0.569937670451,,,,,,
29,0.60070007314,0.541394722478,0.585540840557,0.56287649907,,,,,,
30,0.59435580213,0.523720690037,0.579673500324,0.556204641761,,,,,,
31,0.589717944009,0.517307219627,0.575984663308,0.547764077111,,,,,,
32,0.583054457179,0.510446001011,0.573142855711,0.543175244235,,,,,,
33,0.574083403741,0.502156296023,0.553140510505,0.536995782551,,,,,,
34,0.566136933868,0.486957323021,0.544447997087,0.523456812463,,,,,,
35,0.55342610318,0.482575549537,0.53376642235,0.514674659567,,,,,,
36,0.543634261547,0.476602783462,0.522691819988,0.5054808283,,,,,,
37,0.537726472301,0.471199298674,0.516870563636,0.502054313826,,,,,,
38,0.534478832057,0.466774674657,0.510649262028,0.496931431732,,,,,,
39,0.530266080295,0.462617995114,0.499226085204,0.488561420712,,,,,,
40,0.525520212349,0.459520752632,0.487775216219,0.479805809773,,,,,,
41,0.520499392984,0.457180557399,0.482930503666,0.472259051648,,,,,,
42,0.512139293094,0.442377409777,0.472772957723,0.464681285563,,,,,,
43,0.509670284274,0.441761717032,0.468740175177,0.458274139007,,,,,,
44,0.504819374535,0.433237267237,0.465568202032,0.454540666777,,,,,,
45,0.498592889182,0.4264692301,0.459675708777,0.448828640987,,,,,,
46,0.488908421686,0.423236187762,0.44693170692,0.441503369322,,,,,,
47,0.487166735405,0.422031347549,0.444262109225,0.439603064014,,,,,,
48,0.48106324462,0.41696401784,0.439201719827,0.429349051725,,,,,,
49,0.478508405333,0.413764188706,0.436962053613,0.425115122779,,,,,,
50,0.473932936255,0.411097617459,0.434783512392,0.421144683217,,,,,,
51,0.464195307035,0.406187177404,0.427318839796,0.414216935329,,,,,,
52,0.459990371769,0.40325299614,0.423544336217,0.408602375057,,,,,,
53,0.454226206843,0.400183534528,0.418725336716,0.407310158724,,,,,,
54,0.450236341198,0.393215679095,0.411124778846,0.404461576414,,,,,,
55,0.444142214155,0.389995505747,0.408054515503,0.403403125863,,,,,,
56,0.442475084521,0.387667213018,0.406683080907,0.40080168615,,,,,,
57,0.438414765116,0.383509666759,0.402419438118,0.394942210085,,,,,,
58,0.436352407775,0.382247468101,0.401648275906,0.39168742126,,,,,,
59,0.431186762876,0.378305775446,0.398862251772,0.389831898495,,,,,,
60,0.429053622986,0.374098354505,0.397011008598,0.389157438753,,,,,,
61,0.427320961702,0.368962089254,0.395457816449,0.385327019388,,,,,,
62,0.424494816987,0.365662221536,0.391707070401,0.383686411728,,,,,,
63,0.419327691424,0.36360003369,0.385650136538,0.381324851128,,,,,,
64,0.416306896735,0.36105879657,0.380813617532,0.377736177359,,,,,,
65,0.411838347375,0.355368686551,0.377300259051,0.375223701654,,,,,,
66,0.410183263003,0.351987951391,0.373840363916,0.373518744972,,,,,,
67,0.408071518468,0.348885670253,0.371956305609,0.370716645585,,,,,,
68,0.399192017532,0.345228309425,0.37011187688,0.36862692196,,,,,,
69,0.396529268896,0.343528735981,0.36874191417,0.368299490734,,,,,,
70,0.394636138457,0.341766106545,0.366427926227,0.365396541876,,,,,,
71,0.38837047159,0.338737083833,0.364710035229,0.363029384008,,,,,,
72,0.381222796963,0.33650720934,0.361069540359,0.361325135893,,,,,,
73,0.378813778175,0.33457581845,0.359762641277,0.360197465045,,,,,,
74,0.37728610442,0.332911363188,0.357509271703,0.357841366522,,,,,,
75,0.376535652758,0.331052222712,0.356626007854,0.357602337725,,,,,,
76,0.374701431885,0.33037076785,0.354880050232,0.355793117153,,,,,,
77,0.372934077792,0.329107522365,0.352719293566,0.352736145465,,,,,,
78,0.367853957912,0.325130349241,0.351452762478,0.350743871005,,,,,,
79,0.366811716884,0.322064401488,0.35029806404,0.3496553885,,,,,,
80,0.364434062974,0.3197861513,0.348373961728,0.346759736737,,,,,,
81,0.355266191325,0.318527151239,0.346607402634,0.345101878233,,,,,,
82,0.350232862899,0.316023973249,0.343756469508,0.342290842632,,,,,,
83,0.344144673583,0.314153341578,0.339579220636,0.338024532638,,,,,,
84,0.343576976554,0.311971742016,0.339141368481,0.336510399212,,,,,,
85,0.340543344576,0.310057163749,0.336495187274,0.334663715554,,,,,,
86,0.339266117637,0.308540482975,0.335787365336,0.333386879395,,,,,,
87,0.335796632388,0.307162957467,0.33390821707,0.331759995338,,,,,,
88,0.334616182331,0.306254886685,0.332699801616,0.329680668646,,,,,,
89,0.33202605833,0.304166047454,0.329729685247,0.32720799883,,,,,,
90,0.329939115421,0.302001419684,0.327563576613,0.324775577209,,,,,,
91,0.327479330573,0.300170127898,0.326634571605,0.324436510461,,,,,,
92,0.325989583029,0.296517583094,0.324862902322,0.323553511153,,,,,,
93,0.323899275012,0.294406253789,0.323135967324,0.323235857322,,,,,,
94,0.320695094731,0.292359051327,0.319412071217,0.321541860506,,,,,,
