Time(Iteration),CAB,LinUCB
0,3.58941093475,4.7810437877
1,7.78433839635,8.84340473184
2,9.92203592012,13.4105433546
3,11.0247004327,17.0295385704
4,13.2959154833,19.9815282669
5,14.7257200639,21.5249364108
6,16.751425817,22.9376009553
7,17.7194674681,23.7862497655
8,19.7588549582,25.565223743
9,20.8545535676,26.8532823722
10,22.0330758669,27.6840515585
11,23.401637458,29.4341939867
12,24.5606295216,30.5541897588
13,25.6627004665,31.197877948
14,27.121089584,31.603234873
15,28.109701064,32.6903995266
16,29.4436270311,33.4332181556
17,30.2411131575,34.1963228612
18,30.8585230732,34.6934437062
19,32.4717043921,34.8962816986
20,33.4046329485,34.9639215325
21,33.9578103088,35.1368055481
22,34.8849927649,35.673581677
23,35.7119791357,36.1325544162
24,36.7112823595,36.5596126951
25,37.6980700914,36.6940403497
26,38.4637678173,36.9804975581
27,39.139868926,37.549509046
28,40.0329766909,37.8274921091
29,40.8139127701,38.0442977365
30,42.7031049728,38.3279326238
31,43.2060053889,38.4100183594
32,43.8464240128,38.492104509
33,44.2453403414,38.6010631941
34,44.8113926078,38.6927356065
35,45.4788541301,38.885993648
36,45.8539429319,39.0539349906
37,46.727824797,39.2379328095
38,48.0516221451,39.4268088178
39,48.6042864271,39.6113296087
40,49.5274927298,39.6979477837
41,50.0407996842,40.0194389477
42,50.8506619386,40.0330489532
43,51.73641663,40.154173523
44,52.9680836343,40.1980949493
45,53.3282611228,40.2489836033
46,54.3013105799,40.4911672097
47,54.7732441005,40.5043723258
48,55.154023136,40.5043723258
49,55.6516111752,40.5340231062
50,56.2495595837,40.653260857
51,56.7724827883,40.7788264137
52,57.303118172,40.8882382744
53,58.1204746664,41.1502565977
54,58.4976983019,41.2349097826
55,59.1251304575,41.4105428745
56,59.7828389399,41.5536248251
57,60.5316344771,41.6469275732
58,61.1896118493,41.8140477858
59,62.0995436235,41.8140477858
60,63.0035092398,42.0419494766
61,63.3715438027,42.2224944041
62,63.9285614567,42.5337487606
63,64.9676775917,42.6128805406
64,65.3289618748,42.7248318338
65,65.6506695462,42.7434923267
66,66.2750782706,42.8333805414
67,66.5549328147,42.8967543616
68,67.1596219002,42.9405360816
69,67.584379902,43.0096169678
70,67.9436861354,43.1364895179
71,68.4486654085,43.158947103
72,69.0894913287,43.2347088315
73,69.3959765098,43.2654980366
74,70.5817754006,43.3148720821
75,71.0926277201,43.3534092855
76,71.5771594703,43.5173652047
