Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.977928642934,0.979814854424,0.979814854424,0.979835329803,0.979814854424,0.979814854424,,,,,,
1,0.967217102203,0.952919022592,0.952504538718,0.959778265652,0.966355269528,0.96157806795,,,,,,
2,0.937840611878,0.921791534593,0.916293714511,0.935895148809,0.945338707686,0.941479862844,,,,,,
3,0.915865868039,0.892569177095,0.89054492122,0.918318307452,0.920020482738,0.914301000472,,,,,,
4,0.898064947992,0.873105008325,0.869965382625,0.891625089928,0.903740324609,0.898964857462,,,,,,
5,0.885939143194,0.856596714902,0.856480163348,0.877003211893,0.883845537488,0.888248102116,,,,,,
6,0.866380212362,0.832001875662,0.824993118585,0.85098808223,0.863173506342,0.863086535397,,,,,,
7,0.85018476094,0.805435353132,0.802558267011,0.82455200988,0.830924292348,0.833602963154,,,,,,
8,0.830528582678,0.779591536373,0.779905305165,0.795956119299,0.809002760082,0.813355121559,,,,,,
9,0.817738261746,0.755620814064,0.759285023473,0.783568654155,0.796907372543,0.799095942363,,,,,,
10,0.799442454744,0.738631945144,0.748142049076,0.761030727316,0.772829005479,0.777940301582,,,,,,
11,0.786236922213,0.716221868028,0.726108066826,0.746845262324,0.740763953943,0.746536801221,,,,,,
12,0.777314888043,0.701785592882,0.716318873773,0.735225842423,0.730833820446,0.722782963305,,,,,,
13,0.765075490973,0.670893102471,0.692094526,0.716794560066,0.693759709875,0.696792518781,,,,,,
14,0.758022814597,0.652108241104,0.680460874329,0.706949983372,0.681004946629,0.679833187394,,,,,,
15,0.735497965049,0.639344128919,0.663220923577,0.683643787927,0.671369846577,0.667579964721,,,,,,
16,0.723600558992,0.629257308745,0.650956014132,0.670056338659,0.655294200722,0.651610631447,,,,,,
17,0.709943483335,0.616370433964,0.637935035416,0.64442430118,0.631158130101,0.63816346593,,,,,,
18,0.682013015208,0.59916898733,0.612584469175,0.62140170232,0.605776553539,0.615139720502,,,,,,
19,0.659426563359,0.585053847838,0.601859318009,0.603055504705,0.594095632139,0.604412162556,,,,,,
20,0.647110193676,0.573865876893,0.589948463803,0.587969587501,0.585863656105,0.595396686893,,,,,,
21,0.638014088982,0.567749249887,0.586514601544,0.582587355999,0.579027697414,0.58535130146,,,,,,
22,0.621498554317,0.558139322736,0.572813000016,0.567952603578,0.568674619625,0.571886064168,,,,,,
23,0.616393019168,0.548563141613,0.565402067059,0.562605377066,0.561395822518,0.560914634088,,,,,,
24,0.607422219875,0.542207483014,0.557647807183,0.557929043068,0.556274870527,0.555912765067,,,,,,
25,0.600346065258,0.537422935558,0.550342725156,0.554571035203,0.551935333165,0.552246241561,,,,,,
26,0.598694539812,0.529409355304,0.543918825984,0.549378233896,0.546216597757,0.545365316213,,,,,,
27,0.586721100807,0.519922485469,0.53342912465,0.546355610083,0.536191876266,0.536470093637,,,,,,
28,0.581640006805,0.514461132609,0.528541288339,0.541910288599,0.530229517582,0.530773950539,,,,,,
29,0.577063594659,0.506414245133,0.521767945035,0.535908731623,0.522807990253,0.522941128334,,,,,,
30,0.570315875679,0.500153277655,0.515403754382,0.528535565549,0.517767398551,0.517840827227,,,,,,
31,0.5694673904,0.498070653197,0.512652557108,0.524670795041,0.512700807478,0.513744883747,,,,,,
32,0.566075464298,0.491864309385,0.508847488337,0.520340073688,0.507586445938,0.510747659813,,,,,,
33,0.561153052385,0.486321394436,0.50252175541,0.513910888971,0.501788856662,0.506200137976,,,,,,
34,0.554343952348,0.474749578902,0.49233651979,0.508066545007,0.49470985168,0.499098967002,,,,,,
35,0.542672355062,0.468030426406,0.486231833729,0.503423920611,0.485686594498,0.482942112723,,,,,,
36,0.532315246266,0.463388771969,0.481077293976,0.49446188098,0.483560866374,0.480270545407,,,,,,
37,0.528064618471,0.458936511249,0.475096611816,0.491780840522,0.479539001332,0.477010731598,,,,,,
38,0.525257175613,0.445940979819,0.47133064082,0.490353087232,0.47573832662,0.46277874327,,,,,,
39,0.519263962487,0.438080616758,0.464655339744,0.484873343243,0.469571049735,0.453559247026,,,,,,
40,0.513093420698,0.435080244104,0.457256136014,0.479491533561,0.467795215461,0.448827538172,,,,,,
41,0.499265521917,0.431813709157,0.454192019658,0.4767180931,0.464013923104,0.444398734087,,,,,,
42,0.490579536627,0.429200168869,0.450379859279,0.472075931305,0.46019434654,0.439754416724,,,,,,
43,0.48520503618,0.423992947392,0.443851582227,0.46721951456,0.455430821494,0.435696274814,,,,,,
44,0.478367089662,0.414697679188,0.436484691997,0.461551909228,0.440640035649,0.428554636388,,,,,,
45,0.474886728269,0.413296811553,0.436021833616,0.460149485809,0.439674093699,0.418939126761,,,,,,
46,0.466632203239,0.410928157366,0.432129040828,0.454306754594,0.435669754041,0.414987882837,,,,,,
47,0.463246685849,0.407590325288,0.429400270189,0.451556748849,0.432250992722,0.412550007866,,,,,,
48,0.459789244015,0.402616261743,0.42546253586,0.449890883995,0.428592279809,0.405664133713,,,,,,
49,0.450598714136,0.391651147684,0.41914880975,0.441451501807,0.419162012695,0.391545147872,,,,,,
50,0.44608713161,0.379834325393,0.411117087446,0.435829449377,0.414999861617,0.378491275649,,,,,,
51,0.442691883175,0.376647339537,0.408302416026,0.432348072746,0.412220889687,0.374240248843,,,,,,
52,0.434041612631,0.375347618726,0.407379889317,0.427015971699,0.409409462889,0.371662799107,,,,,,
53,0.42730168446,0.370827384823,0.404094821323,0.422181289708,0.403740337017,0.368005933292,,,,,,
54,0.425138419162,0.368664574708,0.399322317513,0.420541086348,0.399667584301,0.364530414216,,,,,,
55,0.422259586629,0.36546750252,0.397069001671,0.416677686721,0.398329477677,0.362744158828,,,,,,
56,0.418902332251,0.362288563701,0.394059921582,0.413522419237,0.396246386588,0.361143903103,,,,,,
57,0.413881930266,0.359978287625,0.390746369267,0.410655143744,0.39321108117,0.358941600915,,,,,,
58,0.411416293888,0.358025278426,0.388441919452,0.409377311261,0.391038558444,0.356778475648,,,,,,
59,0.404488664846,0.355881704416,0.385460190856,0.407962766935,0.38747427428,0.352744380662,,,,,,
60,0.398218533288,0.35217260846,0.382042338651,0.401004161472,0.382548455942,0.34786552604,,,,,,
