Time(Iteration),CAB_original,LinUCB
0,0.834227614963,1.5700713318
1,2.43822209544,2.72225938141
2,2.96859533981,3.8601589307
3,3.447098858,4.3867864082
4,4.1350767139,4.79822336605
5,4.5323619061,4.96392773999
6,4.89819676735,5.4052947235
7,5.46980151249,6.06053890189
8,5.61242720399,6.43061068306
9,6.00278877478,6.86115143366
10,6.11768356849,7.15868799037
11,6.35971669054,7.27676076302
12,6.66212647185,7.45330922762
13,7.0076294539,7.75865508964
14,7.17247398729,8.4037207323
15,7.31144465115,8.7791707211
16,7.31144465115,8.95618248989
17,7.42306890393,9.01471570735
18,7.60769527826,9.21205645456
19,7.65227538062,9.28638217498
20,7.69232169861,9.32642849297
21,7.7268137766,9.4266703761
22,7.83558469831,9.48677628875
23,7.85163775759,9.59325940743
24,7.9687121649,9.74792738996
25,7.9687121649,9.74792738996
26,8.11910482167,10.1478002896
27,8.13579700872,10.3815429926
28,8.14744042377,10.4454772869
29,8.20846491726,10.6492049457
30,8.22522311464,10.7182842926
31,8.3028016922,10.7958628702
32,8.47667211849,11.0762369068
33,8.53657755035,11.1361423387
34,8.5368980349,11.1364628232
35,8.88473631454,11.4843011028
36,8.88477253338,11.5574146923
37,9.01798592926,11.6084635923
38,9.11495640932,11.7925249484
39,9.13620012933,11.8137686684
40,9.16407452726,11.9357194947
41,9.2639363667,12.0355813342
42,9.33359675203,12.0355813342
43,9.33882645199,12.0408110341
44,9.33882645199,12.1628450536
45,9.33882645199,12.1628450536
46,9.33882645199,12.1700457942
47,9.33882645199,12.1700457942
48,9.3635643619,12.1700457942
49,9.3635643619,12.1700457942
50,9.39816568789,12.2046471202
51,9.39816568789,12.2046471202
52,9.39816568789,12.2046471202
53,9.39816568789,12.2203979919
54,9.39816568789,12.2203979919
55,9.49362727128,12.3158595753
56,9.5867883109,12.5445240383
57,9.69259589151,12.6503316189
58,9.69259589151,12.6794881029
59,9.69259589151,12.6794881029
60,9.78470999748,12.8890822237
61,9.90001496774,12.9602850115
62,9.90001496774,12.9602850115
63,9.911242352,12.9715123958
64,9.911242352,12.9715123958
65,9.93787537374,12.9971369043
66,9.93787537374,12.9971369043
67,9.93787537374,13.0463246583
68,9.93787537374,13.0463246583
69,9.93787537374,13.0463246583
70,9.93787537374,13.0463246583
71,9.93787537374,13.0463246583
72,9.9877807848,13.0962300693
73,10.0118533721,13.0972734285
74,10.0118533721,13.1025059327
75,10.0233696941,13.1190310962
76,10.0233696941,13.1190310962
77,10.0258039458,13.1211584197
78,10.0562921675,13.1442864821
79,10.0562921675,13.1548487499
80,10.0770209009,13.1755774832
81,10.0770209009,13.1755774832
82,10.0770209009,13.1755774832
83,10.0770209009,13.1755774832
84,10.1786962109,13.2772527933
85,10.1838131007,13.2823696831
86,10.2355875491,13.3341441315
87,10.2664611304,13.3341441315
88,10.2679635412,13.3356465424
89,10.2831168714,13.3356465424
90,10.3814750818,13.3356465424
91,10.3814750818,13.3356465424
92,10.3982619645,13.3535284788
93,10.3982619645,13.4080984349
94,10.4376067425,13.4474432129
