Time(Iteration),CAB,CAB_original,LinUCB
0,5.96355966678,5.96355966678,6.10302934914
1,11.6911900368,11.6911900368,11.8164652331
2,16.5907353598,16.5907353598,16.8455195139
3,21.5251185119,21.5251185119,22.025809808
4,25.8356850945,25.8356850945,26.2398465256
5,30.565367522,30.565367522,31.1464020686
6,34.6327964202,34.6327964202,35.0006360456
7,39.2718782336,39.2718782336,39.4869856044
8,43.0490983179,43.0490983179,43.1099732286
9,46.6264430819,46.7232634701,46.6802387842
10,49.7699069729,49.8667273612,49.8372546447
11,53.5444348405,53.6529971299,53.7142952041
12,56.1285127206,56.6181866648,56.947155271
13,58.8157448555,59.3333059584,59.943641116
14,61.6536771078,62.1066087703,62.8686877392
15,64.031408368,64.6155276719,65.4939981056
16,65.7826580481,66.4202316877,67.3152414475
17,68.3277181879,68.8708665586,70.0080616979
18,70.2396610801,70.8495461306,72.0486731129
19,71.8494665421,72.6474349509,74.1107634944
20,73.7834637604,74.5460073124,76.1530502463
21,75.3435054513,76.4822521425,78.3526024983
22,76.3966267508,78.3004861342,80.2652222043
23,77.6557750887,79.8615261887,82.028324555
24,78.5887684843,81.4085281921,83.9226813829
25,79.8762329163,83.1499844583,86.0837385428
26,80.8194095195,84.5953678747,87.7855143816
27,81.6214724151,86.0129043897,89.2976949774
28,82.4980968852,87.1966198494,90.5227380679
29,83.1317372993,88.4059466266,91.7299103141
30,84.0373198095,89.6357377386,92.9046364096
31,84.9148610994,90.6902285301,94.0144084571
32,85.7721102595,91.5742730607,94.9052254467
33,86.563711318,92.5380929639,96.2203078113
34,87.2756805737,93.2028469518,96.8204025325
35,87.842060293,93.9458956743,97.5510242023
36,88.8438596902,94.733695425,98.4057433446
37,89.7457266392,95.8220260375,99.5596066915
38,90.1144125421,96.2908281134,100.173235725
39,90.6615149641,96.5848293152,100.537702091
40,90.8635245806,96.857523084,100.795461206
41,91.7272300604,97.892412834,101.800411027
42,92.2356762907,98.399216363,102.32381744
43,93.0056757455,99.0218948129,103.103194602
44,93.5481171594,99.7122848233,103.793584613
45,93.7648553457,100.12375838,104.243538866
46,94.4746871678,101.07780204,105.178547918
47,94.9641764042,101.473649684,105.591994401
48,95.1370114336,101.763279878,105.89429752
49,95.4539580996,102.142129191,106.280255604
50,96.0735525098,102.727160732,106.993965381
51,96.4678452225,103.119236321,107.394696307
52,96.975429268,103.416346063,107.844440662
53,97.4216077395,103.958498706,108.478088546
54,97.8148355963,104.473251076,109.033688842
55,98.3135976554,105.089434026,109.70911071
56,98.9203089117,105.781523388,110.413057892
57,99.3484821576,106.246491628,110.843872228
58,99.8416421449,106.704748202,111.270100784
59,100.679363332,107.135033154,111.681766507
60,101.151055874,107.767559074,112.321227417
61,101.448596808,107.928604263,112.592546911
62,102.249578201,108.360293592,113.022224028
63,102.67001736,108.763190874,113.425121311
64,103.11414215,109.36213055,114.044699532
65,103.552074023,109.988738695,114.602621594
66,104.208295237,110.590089145,115.173894526
67,104.410178983,110.83770164,115.452254372
68,104.697687864,111.252000311,115.769988317
69,104.890160304,111.480988575,116.12342483
70,105.173630553,111.780478329,116.475092007
71,105.612943281,112.190633259,116.885246937
72,106.02917977,112.670616204,117.345922478
73,106.496004102,112.994642105,117.829606755
74,107.036256696,113.55888786,118.419884026
75,107.520630768,113.980403433,118.856538883
76,107.760036049,114.418091963,119.307493632
77,107.865686277,114.559099802,119.436490693
78,108.02617469,114.701191874,119.628206394
79,108.302254565,115.021951814,120.008203029
80,108.677294132,115.227546314,120.229779361
81,109.542719326,115.61813556,120.617484245
82,110.300238299,116.077404741,121.058409039
83,110.93290385,116.462987118,121.438391001
84,111.402402849,116.854101431,121.829505314
85,111.774941401,117.182818356,122.157620689
86,112.087359447,117.700285597,122.755044604
87,112.775532234,118.061584184,123.116343192
88,113.247351529,118.338231914,123.394732975
89,113.558715208,118.76009168,123.808265467
90,113.832422473,119.290333216,124.359217
91,114.286241112,119.750509701,124.844597704
92,114.636864398,120.046087805,125.121377604
93,115.035652795,120.571229962,125.612156865
94,115.403947721,120.821507251,125.842916097
95,115.787266295,121.421967521,126.483520402
96,115.976607509,121.591016378,126.641489895
97,116.696261176,121.944864512,126.917495412
98,117.085052223,122.303464104,127.2927914
99,118.04520057,122.897732184,127.892951376
100,118.418856495,123.122401622,128.110843805
101,118.605397698,123.323776905,128.312219088
102,119.003569245,123.574713213,128.570513832
103,119.122538039,123.68336016,128.671449291
104,119.701469182,124.13432302,129.122412151
105,120.056478341,124.192144641,129.220682643
106,120.58809701,124.452287402,129.48449572
107,121.037909882,124.613819819,129.86986236
108,121.414832299,124.987548769,130.291836475
109,121.686936218,125.079781084,130.382890424
110,121.953956577,125.499691709,130.780694717
111,122.458773106,125.928160664,131.274680922
112,122.858900493,126.272678494,131.608979815
113,123.090271948,126.712302395,132.032836706
114,123.332485994,126.725010969,132.039541831
115,123.936923476,127.052425759,132.343077079
116,124.394122664,127.30295948,132.591948013
117,124.702709707,127.544757126,132.832087403
118,125.308988465,128.023865101,133.290783845
119,125.543355131,128.347483673,133.586519423
120,125.770368188,128.827272795,134.052765216
121,126.08196027,129.222151878,134.462524315
122,126.252726643,129.485997597,134.793803746
123,126.290011528,129.64767886,134.959985352
124,126.542739425,129.803533343,135.111458119
125,127.054211591,129.98658878,135.294513556
126,127.593822138,130.388131066,135.732412627
127,127.820086016,130.746907917,136.076083548
128,127.973838388,130.939407634,136.259512922
129,128.031647926,131.174077288,136.477441146
130,128.384473875,131.808848064,137.065957627
131,128.533482381,132.100769916,137.352128555
