Time(Iteration),CAB,CAB_original
0,5.93155364306,5.11681312439
1,11.0018094366,10.5861393625
2,15.209181316,15.0672060635
3,18.3375655697,19.1418740879
4,20.5902141974,22.2103691711
5,24.0901993836,25.9047285611
6,26.3565669259,28.1694605001
7,29.1205970016,30.1408135911
8,30.531400299,31.4417879674
9,31.7463033582,32.9542323186
10,34.1950013494,35.0242393735
11,35.2628796832,36.4461448091
12,36.1786572237,38.0288341097
13,37.9297387098,39.6916006129
14,38.5861348947,41.1175630655
15,39.680447176,42.4593562201
16,40.4169880674,43.9631129748
17,41.3159837667,45.5551766472
18,41.6577342112,46.5528525894
19,42.8280581862,48.0751121536
20,43.8021606803,48.8593277578
21,44.5971103226,49.8939010932
22,45.0121801673,50.3459523227
23,45.3199679795,51.2869525661
24,45.737628521,51.7621662397
25,46.3992257155,52.6210165859
26,46.7501231626,53.6282450042
27,47.2669887866,54.4130570763
28,47.8116743267,55.1309144315
29,47.971429738,55.3520846699
30,48.4293162505,55.9713250027
31,48.4920338097,56.0928910318
32,48.9441034617,56.7086926318
33,49.2663808151,56.9041454596
34,49.4773538241,57.0667256451
35,49.5712732232,57.2670565304
36,49.9678631532,57.4606021135
37,50.2472235761,57.8630823491
38,50.405062263,58.1758255911
39,50.9531408181,58.3259540928
40,50.9920291407,58.6194942479
41,51.2703546751,59.0579767928
42,51.6389120326,59.2680248047
43,51.9950621449,59.5412886814
44,52.0669477576,59.6723053266
45,52.3755145289,59.8136517114
46,52.5889177246,60.0907473113
47,52.7168103538,60.2157200682
48,52.7323542142,60.3074640555
49,52.9149982057,60.3996488281
50,53.1445356087,60.4599175972
51,53.1918139278,60.4660889439
52,53.2573615631,60.5318735031
53,53.2937723497,60.5839615305
54,53.3204036306,60.7907880054
55,53.400914664,60.9090482651
56,53.523842453,61.0352616437
57,53.615481474,61.2191777191
58,53.7991786126,61.2854921088
59,53.9681049972,61.3651834611
60,54.2504202247,61.4697025126
61,54.2800656525,61.5016529084
62,54.2912679617,61.5697931103
63,54.2993125176,61.6056071716
64,54.3265413779,61.7178141871
65,54.3642141006,61.8438486755
66,54.4423897038,61.8492047809
67,54.547501535,62.037063983
68,54.6214980868,62.1933521258
69,54.6785790276,62.3181186719
70,54.7044906078,62.3440302521
71,54.758899025,62.4310922046
72,54.9036182663,62.5701282459
73,54.973312383,62.6253003158
74,55.0417073132,62.7059187627
75,55.3661246632,62.9421221292
76,55.4211540261,63.0928968519
77,55.4367894994,63.1085323253
78,55.4930231193,63.2039006774
79,55.5945373989,63.2881306357
80,55.7843704788,63.2881306357
81,55.8309289415,63.361569597
82,55.8309289415,63.361569597
83,55.8478720324,63.4296525927
84,56.0053796771,63.4574586282
85,56.1253398769,63.5683847843
86,56.1791025332,63.610052805
87,56.2156386097,63.6603365749
88,56.2904957954,63.7480777122
89,56.3161991439,63.9462209119
90,56.3269944526,63.951786539
91,56.3313834464,63.9740453581
92,56.3599191427,64.0305276415
93,56.4211009807,64.1509632969
94,56.4706376163,64.2004999325
95,56.5988513076,64.3766941158
96,56.6054662316,64.3839544159
97,56.6369437765,64.4039963949
98,56.7297104987,64.4039963949
99,56.7509628898,64.4044963843
100,56.7518573549,64.4044963843
101,56.77142649,64.4134660505
102,56.795110701,64.4501110979
103,56.9554399674,64.4749773886
104,57.0408441249,64.5846936793
105,57.1122880947,64.5948252985
106,57.2481104373,64.681680492
107,57.268535874,64.8677800881
108,57.2902645017,64.8890870704
109,57.3118266559,64.8890870704
110,57.4086378247,64.9082544445
111,57.4567266443,64.9082544445
112,57.4836328042,64.9351606044
113,57.4836328042,64.9351606044
114,57.4836328042,64.9351606044
115,57.4847862863,64.9363140865
116,57.5222864092,64.9738142094
117,57.5223617432,64.9738142094
118,57.5356399697,64.9874281334
119,57.5891604485,64.9948981812
120,57.6438913586,65.014441287
121,57.8236124387,65.2524012808
122,57.8908607581,65.3275394948
123,57.9049702733,65.3488926729
124,57.9468394426,65.4756776252
125,57.9544462241,65.5321955907
126,58.0817525037,65.57067094
127,58.2425603443,65.6494655961
128,58.4205218733,65.8322212845
129,58.422164293,65.8322212845
130,58.4254946574,65.8654735833
131,58.4840409517,65.9240198777
132,58.4898317251,65.929810651
133,58.5858620771,65.9404565646
134,58.5882884163,65.9404565646
135,58.5976166664,65.9894196505
136,58.624366499,66.0161694831
137,58.6884983851,66.1599980849
138,58.7161658204,66.1700810212
139,58.7161658204,66.1749738521
140,58.7837603767,66.2607131517
141,58.8331644751,66.2739845381
142,58.8372822746,66.2739845381
143,59.0277276193,66.32325697
144,59.0419828697,66.328463303
145,59.0916979679,66.3485717501
146,59.1403978452,66.4612516125
147,59.1837739894,66.5046277566
148,59.1837739894,66.5046277566
149,59.2169269457,66.5097395807
150,59.2586424789,66.5097395807
151,59.2618312384,66.5097395807
152,59.2618312384,66.5097395807
153,59.2638898717,66.5148596538
154,59.3265940981,66.5186571747
155,59.3617921273,66.5781136751
156,59.3617921273,66.5836259586
157,59.3703562606,66.5921900918
158,59.403965527,66.6257993583
159,59.4072562061,66.6290900373
160,59.4302719457,66.6492777969
161,59.4414574337,66.6604632849
162,59.4418195494,66.6608254006
163,59.4435722774,66.6625781286
164,59.5130466353,66.7320524865
165,59.6553273204,66.7364359557
166,59.6687355516,66.7760918113
167,59.6687355516,66.7883555672
168,59.7252661979,66.8448862135
169,59.7339776911,66.8500975372
170,59.7350977251,66.8512175712
171,59.7390027162,66.8765514046
172,59.8590395273,66.882468415
173,59.8615288881,66.9262266226
174,59.8615288881,66.9386180247
175,59.9029840173,67.0010351934
176,59.9075144199,67.0015811176
177,59.9329375222,67.0095124272
178,59.9329375222,67.0095124272
179,59.9423015567,67.0254419139
180,59.9873034425,67.0704437997
181,59.9916625654,67.0817055281
182,60.0068220432,67.0821153373
183,60.0376475992,67.1129408933
184,60.0480721693,67.1933515865
185,60.0480721693,67.2149571972
186,60.0480721693,67.3335153572
187,60.0480721693,67.3335153572
188,60.0614483089,67.3468914969
189,60.0693934845,67.3993449983
190,60.0840935941,67.4153460718
191,60.0840935941,67.4153460718
192,60.0840935941,67.4274209892
193,60.1525646742,67.4590169779
194,60.1525646742,67.4590169779
195,60.1996290165,67.538037776
196,60.2028673805,67.538037776
197,60.2064093846,67.5415797801
198,60.2683646829,67.5780480006
199,60.3501978968,67.5798302099
