Time(Iteration),CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.975400411782,0.981800757387,0.989673778786,,,,,,
1,0.955968338051,0.956009468706,0.968896820997,,,,,,
2,0.924754066187,0.923281702196,0.946598094992,,,,,,
3,0.904807274487,0.902177414497,0.917358485766,,,,,,
4,0.885207018644,0.886538339652,0.893729862741,,,,,,
5,0.850821894717,0.856832168314,0.864621447768,,,,,,
6,0.819557044875,0.829089384477,0.845070092188,,,,,,
7,0.795709427239,0.805783847669,0.820307346234,,,,,,
8,0.780206543457,0.798295220925,0.808563086271,,,,,,
9,0.765484880429,0.779459285706,0.786469189341,,,,,,
10,0.741776150978,0.757176133609,0.763115020359,,,,,,
11,0.730856685141,0.733204476267,0.745881955164,,,,,,
12,0.709369855472,0.713539994063,0.730840274632,,,,,,
13,0.693817493926,0.69644431426,0.71693147304,,,,,,
14,0.680120418476,0.683188593309,0.703507196161,,,,,,
15,0.669292278292,0.66926146582,0.688651282307,,,,,,
16,0.64618409421,0.650912884256,0.661030282141,,,,,,
17,0.638439248338,0.641619473736,0.651109431647,,,,,,
18,0.626873205261,0.636768991175,0.640692501431,,,,,,
19,0.608672288781,0.623245176151,0.625614977952,,,,,,
20,0.598277547776,0.60919107941,0.61512367255,,,,,,
21,0.585438060825,0.601847937647,0.609485134341,,,,,,
22,0.57913175499,0.593068908977,0.602107566109,,,,,,
23,0.56435017131,0.581186426789,0.588503074318,,,,,,
24,0.554959861688,0.570362194508,0.581791015699,,,,,,
25,0.543214138261,0.56159886876,0.569513466451,,,,,,
26,0.53952027334,0.556211214295,0.558568053563,,,,,,
27,0.533657429141,0.549870310164,0.551284781616,,,,,,
28,0.527287590636,0.541385079812,0.543181837856,,,,,,
29,0.518012497658,0.536206385021,0.534439468827,,,,,,
30,0.514109406986,0.532282537843,0.532346274703,,,,,,
31,0.508301565466,0.527388355679,0.523812359083,,,,,,
32,0.498517840053,0.521116603957,0.515746470349,,,,,,
33,0.489761277263,0.517800962376,0.507932469291,,,,,,
34,0.484749372737,0.515927781316,0.503384122812,,,,,,
35,0.480019480804,0.511693421121,0.495153374011,,,,,,
36,0.475285971263,0.502190894156,0.490049107418,,,,,,
37,0.470286904471,0.496098747986,0.484532181711,,,,,,
38,0.463177564266,0.487981726091,0.480253178874,,,,,,
39,0.459591105982,0.483833364978,0.478511215037,,,,,,
40,0.455048248168,0.481978533162,0.475845140348,,,,,,
41,0.452634706012,0.478690905607,0.470953427553,,,,,,
42,0.444822111736,0.475854697823,0.465935692255,,,,,,
43,0.440842659527,0.472419001288,0.462680335213,,,,,,
44,0.436342906477,0.468921730728,0.457193734007,,,,,,
45,0.427405677011,0.463970901747,0.452736330852,,,,,,
46,0.427129235,0.462496059749,0.450544745601,,,,,,
47,0.424341679767,0.458758703334,0.445558445463,,,,,,
48,0.415775823437,0.454399379102,0.443359618667,,,,,,
49,0.413654353369,0.45281128986,0.440208821731,,,,,,
50,0.407465355841,0.446704139935,0.434080183418,,,,,,
51,0.406299537274,0.444967008127,0.431383153249,,,,,,
52,0.401644529339,0.443295544991,0.428016782799,,,,,,
53,0.399400503541,0.438313711214,0.422267359499,,,,,,
54,0.395977295933,0.432535631097,0.421863189579,,,,,,
55,0.391998067242,0.428188060847,0.417226237129,,,,,,
56,0.389244739724,0.425258724413,0.414136200222,,,,,,
57,0.38756602539,0.424162469735,0.414006429363,,,,,,
58,0.384606852045,0.420931893288,0.412871855356,,,,,,
59,0.381216098962,0.416039371952,0.407066185697,,,,,,
60,0.377720167772,0.414684430015,0.405438353687,,,,,,
61,0.375032679839,0.413372425462,0.404208905048,,,,,,
62,0.372056388037,0.404798026568,0.398720851181,,,,,,
63,0.368648884974,0.400429778102,0.395169591487,,,,,,
64,0.363686021242,0.395312331082,0.389971089779,,,,,,
65,0.36270651617,0.393854783809,0.388917599664,,,,,,
66,0.351614371539,0.389920425728,0.388068459402,,,,,,
67,0.337824063247,0.381716207791,0.381690549533,,,,,,
68,0.337330869054,0.378509838485,0.378811782021,,,,,,
69,0.330030965781,0.371685837381,0.376022593391,,,,,,
70,0.328584029467,0.369701773273,0.373021614935,,,,,,
71,0.32447183419,0.366727342422,0.366724315285,,,,,,
72,0.32384946731,0.365356410623,0.365392094408,,,,,,
73,0.322105992547,0.361183936619,0.363015577793,,,,,,
74,0.320275842699,0.358742170537,0.362216740514,,,,,,
75,0.315333937561,0.353697037404,0.356733934698,,,,,,
76,0.314468216866,0.352894595265,0.356644056946,,,,,,
77,0.312200133554,0.349289613619,0.355742942858,,,,,,
78,0.311558505602,0.348537199566,0.354938587203,,,,,,
79,0.311170153632,0.347827710562,0.352711194517,,,,,,
80,0.309924349268,0.345700140071,0.350184235095,,,,,,
81,0.309166965476,0.344201293909,0.348653532925,,,,,,
82,0.308937034018,0.340942485045,0.339256834276,,,,,,
83,0.30880018097,0.339686796558,0.338202975864,,,,,,
84,0.308196885587,0.337625309599,0.337251098313,,,,,,
85,0.306904993377,0.337163955753,0.336229643749,,,,,,
86,0.305275475916,0.334934598523,0.333604040666,,,,,,
87,0.301005212974,0.330705552521,0.330856398335,,,,,,
88,0.299838936678,0.328433240636,0.329250147071,,,,,,
89,0.297724158961,0.326798614654,0.327039524718,,,,,,
90,0.296943652123,0.325978565471,0.326560362762,,,,,,
