Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.898225977664,0.898225977664,,,,,,
1,0.863600122734,0.863600122734,,,,,,
2,0.8425550039,0.8425550039,,,,,,
3,0.828538672043,0.828538672043,,,,,,
4,0.812929328566,0.812929328566,,,,,,
5,0.803058492513,0.803058492513,,,,,,
6,0.791407437033,0.791407437033,,,,,,
7,0.77229693373,0.77229693373,,,,,,
8,0.762145683949,0.762145683949,,,,,,
9,0.737061288391,0.737061288391,,,,,,
10,0.729017069394,0.729017069394,,,,,,
11,0.711549771917,0.711549771917,,,,,,
12,0.704690203998,0.7067791738,,,,,,
13,0.700181907378,0.702374333814,,,,,,
14,0.693940551439,0.69605066781,,,,,,
15,0.677201292777,0.679290158346,,,,,,
16,0.671399279249,0.673180765345,,,,,,
17,0.660950210408,0.663213799536,,,,,,
18,0.645561578644,0.648129710099,,,,,,
19,0.635434480455,0.63702553744,,,,,,
20,0.628109357819,0.629698054956,,,,,,
21,0.621452095167,0.623251918766,,,,,,
22,0.613162251173,0.617167376557,,,,,,
23,0.603041446585,0.612099285922,,,,,,
24,0.600398476826,0.608717207668,,,,,,
25,0.588390934319,0.598789109055,,,,,,
26,0.587814648381,0.595901562298,,,,,,
27,0.577540449091,0.577284309339,,,,,,
28,0.573994403822,0.573116896458,,,,,,
29,0.569736714419,0.569213153742,,,,,,
30,0.562066920673,0.55824840539,,,,,,
31,0.557736792595,0.554956779457,,,,,,
32,0.548611137955,0.544430133027,,,,,,
33,0.5474176635,0.539376266666,,,,,,
34,0.542143997984,0.537080984162,,,,,,
35,0.540249888059,0.534867654398,,,,,,
36,0.53840383191,0.533906898404,,,,,,
37,0.536262257813,0.531146504638,,,,,,
38,0.533711812939,0.527263157511,,,,,,
39,0.525693948738,0.519634653946,,,,,,
40,0.523364724762,0.517467389902,,,,,,
41,0.522388313452,0.515112521235,,,,,,
42,0.520963359516,0.513729256393,,,,,,
43,0.518595649415,0.512130518976,,,,,,
44,0.514006283749,0.511172600353,,,,,,
45,0.511226117784,0.505817894561,,,,,,
46,0.505388055139,0.503729560968,,,,,,
47,0.503021099679,0.499529465255,,,,,,
48,0.502303587385,0.49927832411,,,,,,
49,0.499413419236,0.496053951566,,,,,,
50,0.491073665279,0.488625700176,,,,,,
51,0.486236806788,0.484086986266,,,,,,
52,0.48123602994,0.478868981991,,,,,,
53,0.479752545816,0.476759356246,,,,,,
54,0.478956298218,0.47596716904,,,,,,
55,0.473232091532,0.474607581016,,,,,,
56,0.470087812244,0.471945658737,,,,,,
57,0.464424575521,0.471690903876,,,,,,
58,0.462851158458,0.470956079366,,,,,,
59,0.462161435116,0.470696521206,,,,,,
60,0.461308771583,0.469230797465,,,,,,
61,0.459331237725,0.464006138918,,,,,,
62,0.453045169198,0.459465307016,,,,,,
63,0.449985157029,0.458672858401,,,,,,
64,0.446833926041,0.455950849276,,,,,,
65,0.445609556412,0.454774483703,,,,,,
66,0.444170205294,0.453517361622,,,,,,
67,0.443219193148,0.452615963425,,,,,,
68,0.442102937029,0.451580541796,,,,,,
69,0.44121490829,0.450774261803,,,,,,
70,0.440208091914,0.450540969916,,,,,,
71,0.439922736117,0.450349011241,,,,,,
72,0.431855582547,0.439498088769,,,,,,
73,0.430891605275,0.43855037622,,,,,,
74,0.425554762668,0.43325292836,,,,,,
75,0.424023531319,0.431759932055,,,,,,
76,0.424054664567,0.430713743503,,,,,,
77,0.422949882136,0.429631252838,,,,,,
78,0.421228792219,0.428982065497,,,,,,
79,0.41882258351,0.427637362201,,,,,,
80,0.418282922269,0.426830965113,,,,,,
81,0.4174467301,0.426297780676,,,,,,
82,0.415460977319,0.424522489518,,,,,,
83,0.413610808088,0.424062083034,,,,,,
84,0.411990042676,0.423662856129,,,,,,
85,0.410370239983,0.422149166848,,,,,,
86,0.408962696774,0.421125034709,,,,,,
87,0.407357359204,0.419751750556,,,,,,
88,0.406478485955,0.418874168174,,,,,,
89,0.40583277368,0.418416817402,,,,,,
90,0.405243131432,0.417358108192,,,,,,
91,0.402592835983,0.415014695347,,,,,,
92,0.397625167255,0.412225945159,,,,,,
93,0.396705599344,0.410358951287,,,,,,
94,0.396574092395,0.410246953142,,,,,,
95,0.3947521892,0.408001813972,,,,,,
96,0.393434965745,0.407206544915,,,,,,
97,0.392620163138,0.406698694539,,,,,,
98,0.392674671591,0.405310814535,,,,,,
99,0.390417790356,0.402267469421,,,,,,
100,0.391819749791,0.400333289487,,,,,,
101,0.391083177388,0.398325542552,,,,,,
102,0.390792504749,0.397575730519,,,,,,
103,0.390493684794,0.396604308942,,,,,,
