Time(Iteration),CAB,CAB_original,LinUCB
0,10.1112825652,10.1112825652,10.1112825652
1,17.7164572502,17.7164572502,17.7164572502
2,26.4282684637,26.2092253364,26.5236409119
3,34.7252664247,33.5861240127,34.5931967853
4,40.4594385879,39.985563802,42.1398157464
5,45.1501528515,46.2509537808,46.5606828314
6,50.0185735322,49.0331053665,50.6184810644
7,56.0186915241,54.0983565533,54.7919697603
8,60.1609661483,56.6377418618,59.3904306342
9,62.972448416,59.3420233612,63.1855438497
10,67.1647888273,61.9032023561,67.0562556887
11,70.0584152463,64.4503478616,70.3628451676
12,72.3898534391,65.8070524434,72.9371949597
13,74.0988941968,67.6935708706,75.198682336
14,75.2110631333,68.7792917325,77.1261679695
15,76.759616682,69.6384900166,78.8152624528
16,78.2139812941,70.99798762,80.3707755017
17,79.7596426223,71.8349899399,81.632082501
18,80.5784492811,72.449169468,82.6267821486
19,82.3727468827,73.4178052616,84.08198301
20,83.9558833667,74.5881304726,85.449248986
21,85.1075702631,75.3776070585,86.9379824836
22,86.0763856361,76.5737126842,88.0832756515
23,86.9180837109,77.2210259743,89.5783158888
24,87.9094834531,77.9039176284,90.9034926539
25,89.0597398116,78.6154307076,92.5467100715
26,90.2579601369,79.6606937052,93.9703204839
27,90.7144952966,80.1172288648,94.6236386527
28,91.7460767939,80.9800708522,95.7807737494
29,92.5126791737,81.9627562421,96.5562296319
30,93.4027255487,82.4500026018,97.2558783666
31,94.0160028921,83.1995072997,98.3052530086
32,95.2914546734,83.8226743552,100.074658751
33,95.8628266508,84.2493287543,100.343766266
34,96.8452904808,84.7930972906,100.839800151
35,97.0848770257,85.2320045549,101.372267785
36,97.3112136708,85.5109558561,101.473096229
37,97.8905228023,85.9762806146,102.026745847
38,98.7080377768,86.6209444188,102.543896909
39,99.0629888427,87.2763487017,102.801766382
40,99.5957241387,87.6685163394,103.297224236
41,100.053628885,88.1653939835,103.993750685
42,100.348203011,88.3370366697,104.456159604
43,100.800948195,88.828381965,105.001658294
44,101.099787638,89.0935435169,105.142449573
45,101.839813962,89.2083718515,105.786279136
46,101.990088064,89.3140926238,105.889587938
47,102.157018776,89.4810233354,106.346609339
48,102.426805333,89.6473217311,106.450404744
49,102.872363184,89.8348261093,106.760705655
50,102.989459588,90.0070885641,107.072739849
51,103.331337532,90.2782277534,107.407393429
52,103.612378317,90.334947478,107.691355539
53,104.008622983,90.5888003643,107.975781252
54,104.246984906,90.7403179568,108.304959331
55,104.416590036,90.8583891615,108.414724569
56,104.945235804,90.8895528339,108.907164903
57,105.377247118,90.918899182,109.037560907
58,105.569394254,90.9373348489,109.251283225
59,106.202362388,91.3100959683,109.518090439
60,106.56557447,91.4998386788,110.123121512
61,106.641535089,91.5282680605,110.415587359
62,107.072893359,91.6593618253,110.597502878
63,107.346425909,91.6766191035,110.760634526
64,107.515562161,91.7915899411,110.850666084
65,107.58220567,91.9566114096,110.923754651
66,107.953490795,92.0074322771,111.00007869
67,108.067918807,92.1683653697,111.055105847
68,108.367923089,92.369837108,111.37395845
69,108.407559099,92.4024951325,111.37395845
70,108.622791069,92.5841569435,111.682019859
71,108.909304353,93.0223629159,111.994160962
72,109.224247127,93.1598686052,112.089656306
73,109.340357505,93.1952583609,112.19582402
74,109.603539598,93.2925293336,112.282430175
75,109.704718019,93.4443389736,112.432591107
76,110.136975936,93.6692481857,112.792386406
77,110.284134086,93.7749120715,112.886035003
78,110.506724927,93.8661774777,113.037828342
79,110.708157598,93.884683898,113.070572798
80,110.868748072,94.092224381,113.345311125
81,111.018447764,94.1410515575,113.508913947
82,111.217081303,94.2784578138,113.536802997
83,111.305845946,94.3159910131,113.657745209
84,111.807173979,94.4432295565,113.737098803
85,111.921768686,94.5326355195,113.941717011
86,112.074849055,94.5370488883,113.990088568
87,112.271780421,94.5515262732,113.995110641
88,112.447724138,94.6257304246,114.010994781
89,112.499064433,94.7049534984,114.116346547
90,112.534828444,94.7476634273,114.161342574
91,112.76006457,94.7651087048,114.206796316
92,112.814546879,94.8422809508,114.336011605
93,113.114304478,95.054676062,114.445629454
94,113.240253888,95.1409675222,114.492294731
95,113.250566645,95.1547376128,114.631428563
96,113.323243661,95.2513419401,114.669124387
97,113.400509149,95.3584687475,114.739181603
98,113.425578635,95.3613892491,114.74185608
99,113.668717049,95.3613892491,114.768189237
100,113.736437398,95.4494145317,114.848451273
101,113.921235774,95.4726030993,114.863763366
102,113.964649431,95.4958707464,114.982833476
103,113.991162965,95.5261802279,115.14073819
104,114.108567803,95.5913259427,115.24708371
105,114.168993218,95.6114103261,115.268670553
106,114.22994088,95.6114103261,115.268670553
107,114.551704125,95.7747480922,115.420761244
108,114.680453607,95.8259435636,115.447628695
109,114.850367726,95.9506296783,115.572314809
110,114.940955224,95.9506296783,115.592870839
111,115.026820143,96.0133107573,115.597075113
112,115.261849716,96.1435890344,115.771177951
113,115.450919703,96.2499064098,115.926730266
114,115.594984845,96.3488762887,116.070795408
115,115.770584816,96.4283842422,116.175635428
116,115.926171647,96.4485505208,116.195801707
117,115.96817643,96.4613671186,116.330873083
118,116.075617224,96.5483889285,116.393868136
119,116.113151579,96.6251421367,116.422688837
120,116.142200653,96.6541912113,116.42383916
121,116.21150934,96.6839082151,116.439216706
122,116.275814157,96.819179292,116.596120671
123,116.286101505,96.8294666397,116.695616521
124,116.388755799,96.8774537397,116.753396346
125,116.442527104,96.8774537397,116.807167651
126,116.525486148,96.9263256595,116.847222076
127,116.595459954,96.9405897772,116.950629999
128,116.608888213,96.9541022635,116.964058258
129,116.722771833,97.0627710923,117.001424581
130,116.783454552,97.0817908296,117.041842455
131,116.920856802,97.2402417894,117.200293415
132,116.991506606,97.306758993,117.211234028
133,117.019618792,97.3348711797,117.211234028
134,117.142120261,97.3782012119,117.438816152
135,117.168911307,97.416977822,117.458982576
136,117.23134097,97.4615679932,117.521412239
137,117.23134097,97.464228996,117.5323339
138,117.23134097,97.5187681976,117.593009311
139,117.257101775,97.6321436231,117.593009311
140,117.257101775,97.6489331661,117.710806448
141,117.345929614,97.7115109729,117.801115056
142,117.375771699,97.7413530579,117.891153675
143,117.435262235,97.8246371114,117.952379106
144,117.458332284,97.8628797497,118.143952329
145,117.531601519,97.9210737179,118.260667803
146,117.651940085,98.0169341342,118.410137739
147,117.66348374,98.0284777885,118.426292333
148,117.802798417,98.1677924657,118.57359462
