Time(Iteration),LinUCB
0,1.73882026543
1,4.29946656801
2,6.25338387102
3,8.57984550044
4,10.5360366266
5,12.1445291943
6,13.6746460165
7,14.7598057206
8,15.8336615348
9,16.8687680157
10,18.2885809883
11,19.0765877152
12,21.0579625106
13,22.0889336259
14,23.171947585
15,24.3873409473
16,25.4613034644
17,26.1294876019
18,27.1168205427
19,27.8619711682
20,28.5301189792
21,29.5561630191
22,30.2290060089
23,31.0724569629
24,31.8253198216
25,32.4224878406
26,33.1310905757
27,33.8516903386
28,34.2461264072
29,34.5812233933
30,35.0774128476
31,35.5790819334
32,36.0989721446
33,36.8151249465
34,37.0872213836
35,37.2935299901
36,37.6354820094
37,38.0217280163
38,38.4345405494
39,38.9292142822
40,39.0897108655
41,39.4578026572
42,39.828637916
43,40.1872288896
44,40.6407731699
45,41.0202593666
46,41.5282071101
47,41.6554592224
48,41.7816303881
49,42.0345815064
50,42.4053741267
51,42.4994632458
52,42.6638089179
53,43.1178114659
54,43.3903746556
55,43.7549820547
56,43.8901347454
57,44.0590780102
58,44.2885005508
59,44.5390893995
60,44.6366459377
61,44.8984311159
62,45.0768569063
63,45.6329575231
64,46.2681903406
65,46.3797887318
66,46.7288644067
67,46.9662475902
68,47.3160401949
69,47.5057945417
70,47.688068869
71,47.9072265905
72,48.1366037438
73,48.2746585062
74,48.5432848749
75,48.6667923415
76,48.853687891
77,49.1210668249
78,49.1699283583
79,49.4058458024
80,49.5166742429
81,49.7136710065
82,49.8539658356
83,50.0050765562
84,50.120399831
85,50.2657941324
86,50.5441317819
87,50.6561181862
88,50.7722063118
89,50.8388158102
90,50.9917807072
91,51.1581073156
92,51.2829436376
93,51.3364368124
94,51.6452949039
95,51.7783452304
96,51.854523926
97,52.0504495551
98,52.2725718509
99,52.3395784963
100,52.5171606126
101,52.7282674699
102,52.978615297
103,53.1289841264
104,53.2421017741
105,53.4566257895
106,53.566621836
107,53.6754120594
108,53.7767948371
109,53.8928972695
110,53.9434336799
111,54.1511694977
112,54.228234845
113,54.277178384
114,54.3455538218
115,54.3943844364
116,54.4774257638
117,54.5190509438
118,54.5747926698
119,54.6143467225
120,54.7271610298
121,54.8285473472
122,54.9535597364
123,55.0563707918
124,55.2639787845
125,55.4058285698
126,55.4617500124
127,55.5623339178
128,55.6745458981
129,55.7812403819
130,55.8215313844
131,55.9848631567
132,56.0183634206
133,56.0987133429
134,56.141456738
135,56.4348478509
136,56.4394037256
137,56.6115494945
138,56.6725524743
139,56.7383733851
140,56.8915492486
141,57.0478799983
142,57.1466352885
143,57.2275827516
144,57.3336451653
145,57.4045465033
146,57.5358938817
147,57.5735137737
148,57.6512420502
149,57.8015891582
150,57.8356839594
151,57.9148728453
152,57.9375746969
153,57.989042954
154,58.0148618074
155,58.0342975814
156,58.0641303825
157,58.1627914618
158,58.2462152836
159,58.2851700088
160,58.2920004878
161,58.4076035104
162,58.4623105754
163,58.4821063001
164,58.5924381676
165,58.6669401023
166,58.7687139559
167,58.8094161383
168,58.9397507197
169,58.9740423533
170,59.0049277621
171,59.143743961
172,59.2527255406
173,59.3016645353
174,59.3387300147
175,59.4210658645
176,59.4995576853
177,59.5543116643
178,59.5811391873
179,59.6668700174
180,59.70935031
181,59.8649927679
182,59.9078675078
183,59.9734541799
184,60.0198730666
185,60.1348671502
186,60.1349262056
187,60.2000403402
188,60.2333094935
189,60.3241132862
190,60.4096007168
191,60.4662821003
192,60.5479287091
193,60.5777321379
194,60.6410040741
195,60.7012175935
196,60.7770078168
197,60.7915026607
198,60.8676745392
199,60.8852212224
200,60.9357630216
201,61.0066110162
202,61.0825560848
203,61.2428527193
204,61.2915723618
205,61.4103415139
206,61.5118450871
207,61.5907012461
208,61.5973160478
209,61.7193990885
210,61.7589595849
211,61.8423103785
212,61.8546562341
213,62.0109344538
214,62.0271459524
215,62.081553696
216,62.2269073018
217,62.4430507364
218,62.5049089561
219,62.5085005172
220,62.5922416983
221,62.6192996342
222,62.6653003348
223,62.7256067611
224,62.752448853
225,62.8224867259
226,62.8596128492
227,62.9024747859
228,62.9259786993
229,63.0008380044
230,63.0352752013
231,63.0496480491
232,63.1344450657
233,63.2304055125
234,63.2904424933
235,63.2996664233
236,63.3628414338
237,63.4104181218
238,63.530725378
239,63.5837231298
240,63.6895288072
241,63.7049582681
242,63.794497274
243,63.9104253601
244,64.0632256129
245,64.1270256782
246,64.2128603675
247,64.238606009
248,64.2862250396
249,64.3644030685
250,64.4571003574
251,64.5557204864
252,64.6085748365
253,64.6868568895
254,64.7107336767
255,64.7675183834
256,64.7794361916
257,64.8354952343
258,64.8776015533
259,64.9253265083
260,64.9330784807
261,65.0134173913
262,65.0339423733
263,65.1020241038
264,65.1262517496
265,65.1467583454
266,65.1869269426
267,65.2316596451
268,65.3250927509
269,65.3765283905
270,65.3845963802
271,65.3989808016
272,65.4743357107
273,65.5225376784
274,65.6380280017
275,65.6902799303
276,65.7846718529
277,65.8220854057
278,65.881986994
279,65.9689745502
280,66.0652942229
281,66.120170842
282,66.1561658721
283,66.2392616946
284,66.2462685826
285,66.3211490032
286,66.3999139779
287,66.446469264
288,66.5037610166
289,66.5248415767
290,66.5459912938
291,66.5658287153
292,66.6227001898
293,66.6528896652
294,66.6643689282
295,66.6894061015
296,66.7459131688
297,66.7550044559
298,66.7671075052
299,66.8191891586
300,66.8463611687
301,66.9398534343
302,66.9710057013
303,67.02014032
304,67.0295395171
305,67.0599788325
306,67.0943094612
307,67.1467667352
308,67.1941895643
309,67.2770966119
310,67.2842564584
311,67.307038162
312,67.3632966147
313,67.4805981432
314,67.5212724592
315,67.6139336764
316,67.6396367007
317,67.6499084724
318,67.685878915
319,67.7062029139
320,67.7591405801
321,67.8193566344
322,67.8436375455
323,67.8641645556
324,67.928638088
325,67.9733955517
326,68.0178227113
327,68.0623484636
328,68.1511446716
329,68.1906297335
330,68.2299730445
331,68.2820489083
332,68.3002992561
333,68.3378975146
334,68.4323629392
335,68.4669144468
336,68.4750961558
337,68.4976904993
338,68.505599752
339,68.5650571152
340,68.6126630831
341,68.699700729
342,68.754682632
343,68.8184466073
344,68.8716260388
345,68.918516028
346,68.988378251
347,69.0210317431
348,69.0521973829
349,69.0929881498
350,69.1295504638
351,69.1641760587
352,69.2413450566
353,69.2750610697
354,69.2944868121
355,69.3412589978
356,69.4152679322
357,69.5272441426
358,69.5989343073
359,69.6133552247
360,69.65676482
361,69.6805228035
362,69.7583986655
363,69.7938280144
364,69.83513051
365,69.9055415429
366,69.926340115
367,69.9339424364
368,70.0025156652
369,70.0177152635
370,70.0466412012
371,70.0820704893
372,70.120169687
373,70.1935956772
374,70.2087381805
375,70.2195267352
376,70.252243413
377,70.2958872796
378,70.3527080614
379,70.3762044563
380,70.41206165
381,70.4685383503
382,70.5094358585
383,70.5144137687
384,70.5439660269
385,70.5536843333
386,70.5834918956
387,70.6207033619
388,70.694519988
389,70.7019540675
390,70.7314142551
391,70.7413711473
392,70.787895947
393,70.8095750252
394,70.8825345302
395,70.9334703238
396,71.0010289038
397,71.0456749078
398,71.0957851817
399,71.1559549322
400,71.167164047
401,71.2078147828
