Time(Iteration),CAB_reject,CAB_original,LinUCB
117,224.806099208,51.0166735195,58.6740447807
118,227.361446098,51.0377925258,58.6856875639
119,228.784639515,51.187288138,58.7560709701
120,230.711665885,51.272640903,58.7603831681
121,232.759817858,51.2776121281,58.7603831681
122,234.349481914,51.2776121281,58.7627756487
123,236.113053663,51.3067918323,58.8266934197
124,237.108877275,51.312751402,58.9501368805
125,238.399247926,51.4389281629,59.0036086877
126,239.180694158,51.4727746835,59.1318462487
127,240.650072913,51.5222401531,59.1824624864
128,243.102425156,51.5604098058,59.2206321391
129,245.026824255,51.5604098058,59.2206321391
130,246.706801513,51.5657554457,59.2437371099
131,248.110701569,51.5790548168,59.2570364811
132,249.395589162,51.6063940011,59.3193350279
133,251.476092883,51.6063940011,59.33372886
134,252.571353728,51.684450918,59.4251557725
135,254.807711167,51.684450918,59.4397239377
136,256.036206422,51.6935657419,59.4462392613
137,257.45871282,51.6935657419,59.4664783388
138,259.431303588,51.7108883879,59.5170295026
139,260.822231587,51.7108883879,59.5527981819
140,261.672610695,51.7224074166,59.5959081315
141,263.382514229,51.7321181602,59.644887776
142,264.363802989,51.7340935943,59.6468632101
143,265.908916338,51.7504891273,59.6784559068
144,267.425655206,51.7912629781,59.6784559068
145,269.34284398,51.8386125801,59.6889878918
146,271.070959755,51.866259816,59.7381692569
147,273.52948829,51.9332097697,59.836613873
148,274.82415295,51.9471180597,60.0240225837
149,276.278634474,52.0758116063,60.1323561636
150,278.141080258,52.0964728258,60.164959131
151,279.458176688,52.1236632665,60.1897383887
152,280.823612076,52.1336416737,60.2151301578
153,281.652296406,52.155176453,60.2297908868
154,283.830718014,52.1941449265,60.2599033547
155,285.652808703,52.2361345796,60.3018930078
156,287.121379441,52.2823911983,60.3525812942
157,288.980851059,52.3035292574,60.3566241985
158,291.106712792,52.3443920657,60.413857295
159,292.010711712,52.3668246607,60.4311334369
160,293.491619851,52.4557836534,60.4425634439
161,295.742996604,52.4712388857,60.4580186761
162,297.516214348,52.4712388857,60.459335622
163,298.724306018,52.5060934974,60.5225055108
164,300.755929561,52.5062476471,60.5225055108
165,302.813750258,52.5252957392,60.5225055108
166,304.526623704,52.5644437532,60.5616535248
167,305.492923727,52.5777330329,60.5728296949
168,306.688144626,52.5952638425,60.5850384545
169,308.45142788,52.5952638425,60.5850384545
170,310.098178139,52.6056445389,60.5872977713
171,312.111432122,52.6277176225,60.60147884
172,313.423277603,52.6277176225,60.6140275274
173,315.121953042,52.6277176225,60.6140275274
174,317.21542461,52.633456463,60.6199643199
175,318.414770817,52.6589808591,60.6364765796
176,320.795801333,52.6720253651,60.6364765796
177,321.917566586,52.6832477326,60.6421233179
178,324.367453602,52.6832477326,60.654266838
179,326.363123056,52.6983236757,60.654266838
180,327.894441048,52.6983236757,60.6590883107
181,329.186644122,52.7433281444,60.6590883107
182,331.056761449,52.7674684552,60.6648800669
183,332.979619465,52.7674684552,60.6648800669
184,333.960647521,52.7674684552,60.6715545358
185,336.858578055,52.7833681928,60.7046622341
186,338.294592563,52.7863608185,60.7132005845
187,341.46992855,52.8323436401,60.759183406
188,343.131870422,52.8323436401,60.759183406
189,344.440114978,52.8323436401,60.7759190642
190,346.645814312,52.8393514908,60.782926915
191,348.611007222,52.8492028011,60.782926915
192,350.0611509,52.8492028011,60.782926915
193,351.997533431,52.8617989171,60.7844575381
194,354.428796302,52.889664798,60.7906439061
195,356.641879215,52.8925930114,60.7906972672
196,357.622796456,52.9128517178,61.0216915275
197,359.242913651,52.9201475693,61.0262302478
198,360.846647174,52.9206663661,61.0343174542
199,362.219474246,52.9228505464,61.0695670898
