Time(Iteration),CAB_original,LinUCB
0,4.95439396362,4.95439396362
1,10.4444258297,10.4444258297
2,15.8708756794,15.8708756794
3,18.4866364458,18.4866364458
4,21.45617591,21.45617591
5,23.4942578216,23.4942578216
6,25.700520752,25.700520752
7,27.633330323,27.633330323
8,29.1863661007,29.1863661007
9,30.5334817046,30.5334817046
10,32.4432461238,32.4432461238
11,33.6781616675,33.6781616675
12,34.9333746091,34.9333746091
13,35.6250113496,35.6250113496
14,37.0700612237,37.0700612237
15,37.5401650796,37.5401650796
16,38.2894069535,38.2894069535
17,38.4028489502,38.4028489502
18,38.7266041083,38.7266041083
19,39.2489551677,39.2489551677
20,39.4749782736,39.4749782736
21,40.0954372335,40.0954372335
22,40.4285982013,40.4285982013
23,40.8371689579,40.8371689579
24,41.298691789,41.298691789
25,41.8868552231,41.8868552231
26,42.3141695562,42.3141695562
27,42.7206729393,42.7206729393
28,43.0046259411,43.0046259411
29,43.2630104295,43.2630104295
30,43.5934819583,43.5934819583
31,43.9880164732,43.9880164732
32,44.4848939909,44.4848939909
33,44.6123234467,44.6123234467
34,44.9299574475,44.9299574475
35,45.249864427,45.249864427
36,45.4509631765,45.4509631765
37,45.6870209111,45.6870209111
38,45.780775531,45.780775531
39,46.0020982024,46.0020982024
40,46.1548424161,46.1548424161
41,46.3008994131,46.3008994131
42,46.3311008269,46.3311008269
43,46.4289365053,46.4289365053
44,46.4979915491,46.4979915491
45,46.5971231565,46.5971231565
46,46.6676632504,46.6676632504
47,46.7992501423,46.7992501423
48,46.9826476555,46.9826476555
49,47.1353776445,47.1353776445
50,47.2532788595,47.2532788595
51,47.3843361764,47.3843361764
52,47.4585593643,47.4585593643
53,47.6125524782,47.6125524782
54,47.7366220348,47.7366220348
55,47.7956106261,47.7956106261
56,47.8152990026,47.8152990026
57,47.9180518849,47.9180518849
58,47.9583306855,47.9583306855
59,48.2302955085,48.2302955085
60,48.3390623823,48.3390623823
61,48.417715794,48.417715794
62,48.4527931546,48.4527931546
63,48.4527969385,48.4527969385
64,48.6881019842,48.6881019842
65,48.9750107874,48.9750107874
66,48.9886206915,48.9886206915
67,49.0589401125,49.0589401125
68,49.180599757,49.180599757
69,49.2693435807,49.2693435807
70,49.3272160759,49.3272160759
71,49.3545094504,49.3545094504
72,49.4319201325,49.4319201325
73,49.4460352377,49.4460352377
74,49.454442495,49.454442495
75,49.5940035491,49.5940035491
76,49.6861997145,49.6861997145
77,49.7772670641,49.7772670641
78,49.8509610922,49.8509610922
79,49.8679268944,49.8679268944
80,49.9896546848,49.9896546848
81,50.1181207163,50.1181207163
82,50.4135052763,50.4135052763
83,50.4379930946,50.4379930946
84,50.6698526966,50.6698526966
85,50.7243810408,50.7243810408
86,51.0392684614,51.0392684614
87,51.0503352095,51.0503352095
88,51.0975559858,51.0975559858
89,51.2939547335,51.2939547335
90,51.4460284289,51.4460284289
91,51.4609636978,51.4609636978
92,51.4636285668,51.4636285668
93,51.5326301427,51.5326301427
94,51.6673963951,51.6673963951
95,51.7854158277,51.7854158277
96,51.9258194912,51.9258194912
97,51.9262936836,51.9262936836
98,51.9264522165,51.9264522165
99,51.978240311,51.978240311
100,52.0429648019,52.0429648019
101,52.117583503,52.117583503
102,52.2520906033,52.2520906033
103,52.3015287006,52.3015287006
104,52.3071260468,52.3071260468
105,52.4303673107,52.4303673107
106,52.500134264,52.500134264
107,52.5033950679,52.5033950679
108,52.5079949709,52.5079949709
109,52.5079949709,52.5079949709
110,52.5079949709,52.5079949709
111,52.5523516345,52.5523516345
112,52.5755719274,52.5755719274
113,52.5858121707,52.5858121707
114,52.602740613,52.602740613
115,52.6490058945,52.6490058945
