Time(Iteration),CABCoTheta,,,,,,
0,0.85872316647,,,,,,
1,0.833993459664,,,,,,
2,0.818023649662,,,,,,
3,0.80122887831,,,,,,
4,0.791784041425,,,,,,
5,0.764666884756,,,,,,
6,0.74184905279,,,,,,
7,0.729830394581,,,,,,
8,0.719354486662,,,,,,
9,0.704221089996,,,,,,
10,0.671373989367,,,,,,
11,0.663114931115,,,,,,
12,0.643728716594,,,,,,
13,0.636788625844,,,,,,
14,0.630597603249,,,,,,
15,0.615728984042,,,,,,
16,0.61121150977,,,,,,
17,0.606992485684,,,,,,
18,0.599841120979,,,,,,
19,0.593005204526,,,,,,
20,0.585485761393,,,,,,
21,0.579163676923,,,,,,
22,0.572288722855,,,,,,
23,0.563947187628,,,,,,
24,0.559118187077,,,,,,
25,0.552859194516,,,,,,
26,0.549453784741,,,,,,
27,0.546359406585,,,,,,
28,0.545389405758,,,,,,
29,0.54200151225,,,,,,
30,0.539281873099,,,,,,
31,0.537662936916,,,,,,
32,0.533806222295,,,,,,
33,0.532239097676,,,,,,
34,0.530694961958,,,,,,
35,0.529679368995,,,,,,
36,0.52730029878,,,,,,
37,0.526321812127,,,,,,
38,0.525494197077,,,,,,
39,0.52310660475,,,,,,
40,0.521740216586,,,,,,
41,0.520403711301,,,,,,
42,0.51815895527,,,,,,
43,0.516484417718,,,,,,
44,0.515578894254,,,,,,
45,0.514059882608,,,,,,
46,0.513137422204,,,,,,
47,0.512169307763,,,,,,
48,0.51127435619,,,,,,
49,0.510374004508,,,,,,
50,0.510101847061,,,,,,
51,0.508933477265,,,,,,
52,0.508013472883,,,,,,
53,0.507213299592,,,,,,
54,0.506270016054,,,,,,
55,0.504844306383,,,,,,
56,0.502626242883,,,,,,
57,0.495504204151,,,,,,
58,0.494049223577,,,,,,
59,0.490371688099,,,,,,
60,0.48917014233,,,,,,
61,0.488699190967,,,,,,
62,0.48518990776,,,,,,
63,0.482053631372,,,,,,
64,0.480295003146,,,,,,
65,0.4790046006,,,,,,
66,0.478803055253,,,,,,
67,0.477675885092,,,,,,
68,0.475703817684,,,,,,
69,0.465378714098,,,,,,
70,0.463711805348,,,,,,
71,0.46232575568,,,,,,
72,0.462164938283,,,,,,
73,0.460642414609,,,,,,
74,0.460068030678,,,,,,
75,0.458843460647,,,,,,
76,0.457187623457,,,,,,
77,0.455777725429,,,,,,
78,0.455010282124,,,,,,
79,0.453855894482,,,,,,
80,0.453416255308,,,,,,
81,0.449865093334,,,,,,
82,0.448803983723,,,,,,
83,0.444003529021,,,,,,
84,0.443537939308,,,,,,
85,0.443352632597,,,,,,
86,0.442909695631,,,,,,
87,0.442738789932,,,,,,
88,0.429791927336,,,,,,
89,0.427842079818,,,,,,
90,0.426720516705,,,,,,
91,0.42629580233,,,,,,
92,0.425147063628,,,,,,
93,0.424785471877,,,,,,
94,0.424304022839,,,,,,
95,0.422596364473,,,,,,
96,0.422502758988,,,,,,
97,0.420066694951,,,,,,
98,0.419876106428,,,,,,
99,0.419772529224,,,,,,
100,0.419417031544,,,,,,
101,0.419236052344,,,,,,
102,0.416252723789,,,,,,
103,0.415609708675,,,,,,
104,0.415290129946,,,,,,
105,0.415198199342,,,,,,
106,0.414998021236,,,,,,
107,0.414872568258,,,,,,
108,0.409399272209,,,,,,
109,0.408806446383,,,,,,
110,0.408226130802,,,,,,
111,0.407834143068,,,,,,
112,0.404268503687,,,,,,
113,0.402310182647,,,,,,
114,0.402167104567,,,,,,
115,0.402054807289,,,,,,
116,0.400985655684,,,,,,
117,0.400623797008,,,,,,
118,0.400157156298,,,,,,
119,0.399560209485,,,,,,
120,0.397941338479,,,,,,
121,0.397079000982,,,,,,
122,0.396237887998,,,,,,
123,0.395729194033,,,,,,
124,0.395429412359,,,,,,
125,0.394970464512,,,,,,
126,0.394660418911,,,,,,
127,0.392127946001,,,,,,
128,0.391929652735,,,,,,
129,0.391855474912,,,,,,
130,0.391787872511,,,,,,
131,0.391226780981,,,,,,
132,0.390973441312,,,,,,
133,0.390709059412,,,,,,
134,0.390584333169,,,,,,
135,0.390331284073,,,,,,
136,0.390201893968,,,,,,
137,0.388522029084,,,,,,
138,0.388391723745,,,,,,
139,0.388055461772,,,,,,
140,0.388063762739,,,,,,
141,0.387621260729,,,,,,
142,0.387499643902,,,,,,
143,0.387288707423,,,,,,
144,0.387232234868,,,,,,
145,0.384201874104,,,,,,
146,0.384097028166,,,,,,
147,0.383905621566,,,,,,
148,0.38371096232,,,,,,
149,0.38373773984,,,,,,
150,0.383680051786,,,,,,
151,0.383729006848,,,,,,
152,0.383482552505,,,,,,
153,0.378732472484,,,,,,
154,0.378839990756,,,,,,
155,0.378839904947,,,,,,
156,0.377858938576,,,,,,
