Time(Iteration),CAB_original,LinUCB
0,1.87377548789,2.19329724041
1,2.85119766177,3.96242734153
2,3.57332645026,5.54983180522
3,4.52672823396,7.04212820814
4,4.89766363978,7.99877814013
5,5.47883962429,9.60241493494
6,6.12786532264,10.6796187166
7,7.01341648529,11.6349975374
8,7.55865862302,12.5806628112
9,7.99012987134,13.3466197166
10,8.1579672477,13.5725060576
11,8.35270106837,13.6971524155
12,8.903012485,13.8871894542
13,9.19898106541,14.217051285
14,9.31072439266,14.5631418031
15,9.37856942245,15.0836389202
16,9.48128148962,15.6250871108
17,9.59376561521,16.1748219589
18,9.69521860315,16.2558787204
19,9.89611012228,16.5543571838
20,10.0199277265,17.0733580668
21,10.1869294408,17.1646078766
22,10.1869294408,17.3825426987
23,10.2863721362,17.6848487146
24,10.3900188367,17.9631125365
25,10.6276838255,18.2059691764
26,10.7063329999,18.2846183508
27,10.7268570098,18.3183629448
28,10.7292714698,18.3207774048
29,10.8614966885,18.3710832849
30,10.9205319912,18.4301185876
31,11.0143746111,18.5011936637
32,11.2166456604,18.5011936637
33,11.2601456426,18.541097405
34,11.5860801929,18.7624518188
35,11.5951121468,18.8359067431
36,11.8764365625,19.1172311587
37,12.0714971449,19.2021462076
38,12.2042034993,19.3348525619
39,12.2784170341,19.4090660968
40,12.2784170341,19.4090660968
41,12.279412708,19.4100617706
42,12.2948154775,19.4254645401
43,12.3663006164,19.4961765633
44,12.5023358197,19.5308473047
45,12.5023358197,19.5308473047
46,12.5883202923,19.6262208813
47,12.6601548672,19.6358351679
48,12.7055516977,19.6812319983
49,12.7055516977,19.8046249542
50,12.7055516977,19.8046249542
51,12.7272392549,19.8046249542
52,12.7753204564,19.9004148206
53,12.9514039917,20.0764983559
54,12.9590170031,20.094280215
55,13.0368174967,20.2396789518
56,13.0382957594,20.2411572146
57,13.1162814182,20.3191428733
58,13.2499391326,20.4528005877
59,13.2653805713,20.5346438085
60,13.3567604377,20.5382328986
61,13.466991219,20.6484636799
62,13.4965983099,20.6484636799
63,13.5078583915,20.6597237614
64,13.5535731013,20.6892714452
65,13.6264469739,20.7621453177
66,13.6264469739,20.7646037101
67,13.6264469739,20.7646037101
68,13.6264469739,20.7646037101
69,13.6268522093,20.7650089455
70,13.7277310425,20.7650089455
71,13.7469554038,20.7795498266
72,13.7469554038,20.7795498266
