Time(Iteration),CAB,CAB_original
0,5.78058798793,4.00613896019
1,9.44631081804,7.04836479697
2,13.2494713024,10.9289757523
3,17.7736372918,13.7640202429
4,21.348174778,16.3761508366
5,23.6712191772,19.090419494
6,25.2337635825,21.2903653708
7,27.3565381587,22.0038860906
8,29.358915342,24.2193659851
9,31.1148130409,25.7582439051
10,32.5913278301,27.6451556532
11,33.3905939335,29.2182390514
12,34.454889589,30.2436968101
13,36.0388321949,31.6068683442
14,36.7908102441,32.6880498411
15,37.9419424823,33.8315310851
16,38.7668246302,34.8551833688
17,39.3950449648,35.5971184035
18,39.8724791691,36.1971336882
19,40.577160795,37.1320958705
20,41.5352656784,38.5892745973
21,41.913673796,39.2277508871
22,42.3587437994,39.8718673503
23,43.0404151744,40.6557147753
24,43.4663133897,41.247212626
25,43.9103893628,41.9528196776
26,44.3508513652,42.4711021515
27,44.9493596899,42.9740427994
28,45.3361217737,43.8774087033
29,45.5129001941,44.4627838143
30,45.7934371008,45.0487855352
31,46.5313013317,46.2431920969
32,46.8640332219,47.0761472999
33,47.1230531453,47.4277700753
34,47.4432178964,47.9946981691
35,47.8302114013,48.7299549215
36,48.1879282466,49.1595138892
37,48.4049728502,49.7853278292
38,48.4688644751,50.0574511062
39,48.9994240575,50.5194164841
40,49.0835874941,50.8607334379
41,49.7638066409,51.5779847639
42,50.045233937,51.9859602577
43,50.1519875483,52.1623109586
44,50.2560575802,52.3749126527
45,50.6896583418,52.7276895598
46,50.7041943601,53.1402422736
47,50.8030770801,53.3565283212
48,50.8962367508,53.4876311117
49,51.3467733381,53.9758464274
50,51.4210086174,54.1918449273
51,51.4955959963,54.3679427663
52,51.6386178893,54.4152016675
53,51.772138591,54.5584104499
54,52.1951984871,55.0137008617
55,52.3578169873,55.234652229
56,52.5564278965,55.4499338897
57,52.7680160612,55.6361600578
58,52.8216991398,55.6729402876
59,53.2970157097,56.2114890426
60,53.3284157962,56.2807240537
61,53.4649421206,56.581071495
62,53.7291556658,56.8383284861
63,53.9294968139,56.9753614631
64,54.1953188266,57.1562367621
65,54.5155187765,57.4438286406
66,54.6521497436,57.588481165
67,54.9245427322,57.8021718031
68,54.9895011534,57.8928971494
69,55.0790168676,57.9824128636
70,55.1363742371,58.0543936465
71,55.2151197899,58.0991936167
72,55.3975239331,58.1060322074
73,55.4601944797,58.1574506343
74,55.6052061871,58.3024623416
75,55.7216931652,58.4239337079
76,55.7583190775,58.5309613591
77,55.9076290446,58.6906895901
78,55.9729014501,58.8207419328
79,56.036701544,58.9626530669
80,56.1438695818,59.0903814944
81,56.2053662153,59.1433438045
82,56.3306330038,59.2824223877
83,56.4070447951,59.4226738817
84,56.6925956456,59.6648566008
85,56.8657567705,59.8380177257
86,56.8855456806,59.8380177257
87,57.078944337,60.0534172431
88,57.2000098242,60.1744827302
89,57.2554354536,60.2390004627
90,57.4030570566,60.6460430761
91,57.5612332018,60.8333688976
92,57.7433893176,61.0260275688
93,57.7647541979,61.0473924491
94,58.0587119393,61.0961328327
95,58.0751047689,61.0985039613
96,58.083434346,61.0985039613
97,58.083434346,61.2204192786
98,58.1194730619,61.2359140041
99,58.4063017082,61.3425641103
