Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,6.40395227812,8.11687675287,8.11687675287,8.25903228088
1,12.2670202172,15.9888416954,12.4673001486,13.6026292384
2,16.1720547218,20.7145772044,14.0652150894,17.8206930356
3,18.9728193179,23.8015230229,15.9837853657,20.8987885811
4,21.7086214691,26.8919033301,17.7139791861,24.0003538196
5,24.2309621686,28.8573916622,19.0875773783,25.9177533699
6,26.8524758073,30.7228793037,20.2632069679,27.7231358905
7,29.249230264,32.2453922489,21.8335525798,29.281091723
8,30.8230696106,33.399014748,22.8048473889,30.8507895325
9,31.9546337382,34.1810333497,23.3140047969,31.468422371
10,32.7624676368,35.7487371572,23.879933872,32.0338438296
11,33.735465319,36.8432354302,24.6670174166,32.872634301
12,35.2438067684,38.1267672972,25.2169538276,33.248711434
13,36.5427810826,39.0783290675,25.4154260605,34.1207757038
14,37.8771664836,39.8510234929,25.8691061658,35.0709160477
15,39.1571996608,41.1009240621,26.5917713456,36.0906128271
16,39.8277274807,41.6469694019,26.7330503611,36.7031074142
17,40.0326927059,42.0656663766,26.9512656813,36.9814728212
18,40.8887486033,42.6760563429,27.149937205,37.9082809861
19,41.5821061068,42.8835732336,27.4629886018,38.3795744458
20,42.1334228126,43.7419178284,27.7014121647,38.868618395
21,42.6783689066,44.2779578709,27.8725218518,39.3759882899
22,42.8811833718,44.6129648332,27.9889032142,39.5334449729
23,43.299655214,45.1619819148,28.3601075623,39.7145813925
24,43.58007416,45.8024488819,28.6644827211,40.2214064401
25,43.6561958133,46.36862362,28.8806458947,40.6059673243
26,44.2824106643,46.9667290302,29.0729985657,40.8964443412
27,44.5809366517,47.3304646075,29.1217178803,41.0466694003
28,45.0131351296,47.6370267916,29.4520236576,41.3624488316
29,45.2749803075,47.8154348183,29.471293767,41.6675411542
30,45.7772939133,48.1531177753,29.8366878359,41.9486960424
31,46.0353457657,48.2915712035,30.0450126326,42.23302383
32,46.2183559536,48.4543967495,30.1170625683,42.4192387442
33,46.3468620038,48.660791629,30.2410513168,42.5581915155
34,46.759644198,48.9907577557,30.5614177838,42.8798965152
35,47.215180553,49.3462467609,30.6911578662,43.1310879375
36,47.5676884495,49.7255766656,30.7392349694,43.3355043035
37,48.0589557328,50.285997913,30.8877393827,43.546662695
38,48.2468018242,50.694500949,30.9019640958,43.8272528588
39,48.3398425641,50.7990202073,30.9800370051,43.8457011921
40,48.481604088,50.9098731261,31.092086242,43.9268764258
41,48.9223254201,50.952115711,31.5369694915,43.9734352197
42,49.2177479794,50.9851459013,31.6635325888,44.1181112829
43,49.3500849492,51.2007471555,31.7849961986,44.2986140516
44,49.4810070637,51.3187487718,31.8965545565,44.4569177527
45,49.5292875338,51.3559615477,31.9408296186,44.5051982229
46,49.6467621869,51.4418263945,32.0349721162,44.6299000941
47,49.6642496297,51.4593138372,32.0577805847,44.8072613691
48,49.8936410179,51.6014438454,32.1497894458,44.8161227166
49,50.0757835792,51.8331366902,32.2921264706,45.0244994661
50,50.0757835792,51.9319495797,32.2921264706,45.1057928073
51,50.1137511784,52.0220468159,32.3779903908,45.1196761091
52,50.1292449527,52.0832473908,32.4501677205,45.2526327598
53,50.2759681935,52.3456568832,32.4543472637,45.3710912244
54,50.3385861736,52.4385657041,32.4781592957,45.4518844936
55,50.408922846,52.594432632,32.5484959682,45.5615973374
56,50.408922846,52.6422882983,32.5763442606,45.5857011691
57,50.54597639,52.7614664508,32.6378339582,45.7337951144
58,50.6199667642,52.9457794502,32.8291126785,45.9250738347
59,50.7571572172,53.1137459416,32.9080783656,46.1381936889
60,50.8402892878,53.1471524503,33.0147176196,46.2932804984
61,50.8539093169,53.2802531459,33.0363007594,46.3148636383
62,50.8665451715,53.4355827373,33.0363007594,46.3274994929
63,50.8694298274,53.6551284908,33.0623887287,46.4893747434
64,50.9318454776,53.7406385681,33.1315357901,46.6552060156
65,51.0128322022,53.8291657412,33.1767821873,46.7232785476
66,51.0746456371,53.9099867623,33.3182669521,46.8339138473
67,51.1118539347,53.9471950598,33.350308797,46.8674175717
68,51.2122197692,54.1654541059,33.4481824823,47.0097603376
69,51.3134173868,54.1743546665,33.5052068553,47.0181309215
70,51.3959345936,54.1800238522,33.5742544465,47.0871785128
71,51.4490238159,54.3282879445,33.5914440142,47.2364556358
72,51.4863874644,54.359473794,33.5914440142,47.3134905658
73,51.5390112413,54.3705795442,33.6440677911,47.3245963159
74,51.6201504731,54.526336014,33.6558760216,47.4378967967
75,51.6865545182,54.6440496188,33.6899252643,47.4957037654
76,51.8383881775,54.7455217508,33.701589835,47.6068837142
77,51.9384610323,54.8455946056,33.8113398797,47.7184286194
78,52.1236166235,55.0484402258,33.9246314744,47.8174586491
79,52.1290469057,55.0718982871,33.9246314744,47.8228889313
80,52.1382372435,55.0966849239,33.9246314744,47.8258597751
81,52.1944104246,55.18329942,33.9861194507,47.9571099189
82,52.3150764075,55.2124207474,33.9874632425,47.9571099189
83,52.3150764075,55.2232129043,33.9982553994,47.9762611556
84,52.3645511624,55.3657034954,34.0385310019,48.035225501
85,52.3645511624,55.4053492665,34.0385310019,48.086122677
86,52.4788688291,55.4323054651,34.1528486686,48.2654537693
87,52.5004738392,55.4539104752,34.1744536787,48.297469916
88,52.5459849433,55.5085429784,34.2147691254,48.3209332771
89,52.5476222093,55.5608656112,34.2973303058,48.4034944575
90,52.6053374885,55.7172414743,34.3265940088,48.5181927172
91,52.6382841632,55.7491609951,34.3448484635,48.5501122381
92,52.6476696592,55.7713313893,34.3521341568,48.5785417053
93,52.7101627669,55.850021712,34.3521341568,48.5785417053
94,52.7306817188,55.875930896,34.3682295571,48.5946371056
95,52.8222512109,55.8892504347,34.3771647635,48.7784251067
96,52.824232069,55.9731290849,34.5010100304,48.9369374869
97,52.8649479612,55.9731290849,34.5010100304,49.002267011
98,52.8649479612,55.9731290849,34.5010100304,49.002267011
99,52.8649479612,55.9890093889,34.5010100304,49.0261655682
100,52.9511454787,56.0886028396,34.5365163818,49.0444740969
101,52.9597634719,56.143106778,34.545134375,49.0634947362
102,52.9597634719,56.2417236457,34.545134375,49.0694573359
103,52.9664807338,56.2580745976,34.551851637,49.0951316915
104,52.9664807338,56.2688319846,34.551851637,49.0951316915
105,52.9908299013,56.325635934,34.5821043108,49.0951316915
106,53.0257592845,56.3578300278,34.617033694,49.1273257853
107,53.066362354,56.4452225772,34.64334673,49.1969770848
108,53.1041702865,56.4830305098,34.6832519902,49.2695342765
109,53.1894296553,56.5779538261,34.7048637656,49.333189162
110,53.1932414264,56.5782350377,34.7065399842,49.3434022735
111,53.2787294586,56.6363954794,34.7261065584,49.4411017717
112,53.5347955589,56.9010728191,34.7281021233,49.5581757314
113,53.536021238,56.9543191816,34.7293278024,49.5594014105
114,53.5468062304,57.0191636195,34.7293278024,49.5594014105
115,53.5519476307,57.0407719992,34.7293278024,49.5765893226
116,53.6046218099,57.099580319,34.7673882822,49.6764443678
117,53.6265984292,57.1866851908,34.8029615247,49.6908561839
118,53.6265984292,57.1866851908,34.8029615247,49.6908561839
119,53.6444887127,57.2187586987,34.8366738697,49.7087464673
120,53.6492886249,57.3216892039,34.8414737819,49.7507362466
