Time(Iteration),CAB_UserCoTheta,CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.973366544564,0.972454841124,0.973366544564,0.971708460847,,,,,,
1,0.954159424083,0.958990372834,0.954159424083,0.949204807015,,,,,,
2,0.928293160903,0.950807498712,0.928293160903,0.928172299727,,,,,,
3,0.916552977,0.943159787325,0.916552977,0.907343906232,,,,,,
4,0.899674450036,0.921459032706,0.899674450036,0.890288884645,,,,,,
5,0.879046109949,0.916154152915,0.879046109949,0.866270034729,,,,,,
6,0.86701693071,0.91526338001,0.86701693071,0.85052091163,,,,,,
7,0.851766512977,0.899367011249,0.851766512977,0.834755791098,,,,,,
8,0.837716250609,0.893289497544,0.837716250609,0.8221689853,,,,,,
9,0.819255760817,0.875336917631,0.819255760817,0.802883931804,,,,,,
10,0.803551423691,0.857041700281,0.803551423691,0.788572920535,,,,,,
11,0.790632981879,0.838296702458,0.790632981879,0.778330977136,,,,,,
12,0.776340772659,0.823629185708,0.776340772659,0.76622779184,,,,,,
13,0.769187916919,0.811889870704,0.769187916919,0.75891390923,,,,,,
14,0.758581260403,0.799369025889,0.758581260403,0.745361411681,,,,,,
15,0.735056226313,0.784571697151,0.735056226313,0.72547296607,,,,,,
16,0.720320614894,0.777439801251,0.720320614894,0.711662866701,,,,,,
17,0.709445070586,0.761300257563,0.709445070586,0.70203386544,,,,,,
18,0.691517945085,0.74317848282,0.691517945085,0.696234592211,,,,,,
19,0.680528578716,0.736719854089,0.680528578716,0.685211418169,,,,,,
20,0.673968978767,0.730365685254,0.673968978767,0.676403460753,,,,,,
21,0.667354702084,0.722473236072,0.667354702084,0.667494188073,,,,,,
22,0.662831329648,0.714199651374,0.662831329648,0.662329473924,,,,,,
23,0.642037353988,0.701421281348,0.642037353988,0.651462102259,,,,,,
24,0.633920718963,0.687627861933,0.633920718963,0.645763002405,,,,,,
25,0.625377563067,0.680317259163,0.625377563067,0.635409740661,,,,,,
26,0.620285234535,0.672364915695,0.620285234535,0.625241407484,,,,,,
27,0.609636208683,0.663754640678,0.609636208683,0.609910928574,,,,,,
28,0.60055581749,0.658612927166,0.60055581749,0.601714394082,,,,,,
29,0.596235157066,0.651153359824,0.596235157066,0.596396770169,,,,,,
30,0.586223625772,0.646877932483,0.586223625772,0.588376314592,,,,,,
31,0.578288826447,0.638603255329,0.578288826447,0.580881442094,,,,,,
32,0.573144274172,0.627472839014,0.573144274172,0.572386517457,,,,,,
33,0.565486229531,0.618238296991,0.565486229531,0.562338736543,,,,,,
34,0.558078164829,0.610972314228,0.558078164829,0.557736301585,,,,,,
35,0.549498873421,0.605581448972,0.549498873421,0.546773143557,,,,,,
36,0.541447233368,0.599676444971,0.541442884957,0.533918760044,,,,,,
37,0.540310938412,0.596804313208,0.540320578024,0.531068319767,,,,,,
38,0.534791134151,0.590435831762,0.534790681805,0.524747696806,,,,,,
39,0.529950122958,0.587238092059,0.529946869579,0.519271442769,,,,,,
40,0.525559216878,0.583316344837,0.52554866687,0.514654065066,,,,,,
41,0.512303887009,0.574864422195,0.512299538014,0.510354100378,,,,,,
42,0.505677887786,0.569961758571,0.505671651888,0.508299083536,,,,,,
43,0.500603776775,0.564994917667,0.500597672098,0.501415521915,,,,,,
44,0.496782128234,0.562083985981,0.496776880006,0.496182068657,,,,,,
45,0.493737698871,0.555392244392,0.493734256448,0.491136795092,,,,,,
46,0.490591245308,0.543889515952,0.490587672168,0.483724356692,,,,,,
47,0.488061624032,0.539115873394,0.488051729428,0.481575387198,,,,,,
48,0.483046928951,0.536367975335,0.483047600283,0.479241563554,,,,,,
49,0.480922328441,0.535177495978,0.480931617299,0.476361197511,,,,,,
50,0.47790760641,0.533293900288,0.47792810309,0.473462359508,,,,,,
51,0.473686435175,0.529269358103,0.473689419368,0.471251116686,,,,,,
52,0.472611669652,0.525042708345,0.472617164406,0.467951382887,,,,,,
53,0.471157209817,0.519433033296,0.471163463177,0.463093711257,,,,,,
54,0.468881417915,0.517355769979,0.468888579269,0.459391141891,,,,,,
55,0.460557816527,0.512104009096,0.460560606743,0.449318551751,,,,,,
56,0.457395586534,0.509352535891,0.457396000111,0.446794618497,,,,,,
57,0.455284506063,0.505612546182,0.455281149326,0.440717731451,,,,,,
58,0.453157971397,0.502870596905,0.453159166597,0.439455880181,,,,,,
59,0.450478281609,0.500252690418,0.450496077488,0.437334662211,,,,,,
60,0.449458433568,0.498857262246,0.449470252909,0.43373291073,,,,,,
61,0.448328699529,0.497488108974,0.448334040179,0.432066518644,,,,,,
62,0.440816436933,0.491848440411,0.440824712231,0.423314003567,,,,,,
63,0.439362941123,0.488740091974,0.439366355208,0.419090096205,,,,,,
64,0.43739886273,0.488101317231,0.43740550659,0.416441788547,,,,,,
65,0.434874214268,0.48159986627,0.434878408236,0.412205462825,,,,,,
66,0.434306363373,0.479548663987,0.434310282696,0.408451085338,,,,,,
67,0.432232644959,0.473134107903,0.432231648687,0.406058178832,,,,,,
68,0.430376609709,0.47066759111,0.430378595671,0.404700338611,,,,,,
69,0.426786191092,0.469176698683,0.42678861017,0.394643663703,,,,,,
70,0.42447267482,0.46741386844,0.424479094812,0.392830266404,,,,,,
71,0.421127593216,0.465758782719,0.42113134985,0.386096401409,,,,,,
72,0.41584778139,0.461562481275,0.415909108049,0.380244350238,,,,,,
73,0.41463504436,0.455962900879,0.414713184035,0.377608448346,,,,,,
74,0.409640336613,0.45569118971,0.409706210298,0.377059135797,,,,,,
75,0.409013866828,0.455172972287,0.409076691138,0.375351109105,,,,,,
76,0.408308693985,0.448747058561,0.408366979272,0.374205914847,,,,,,
77,0.405238493192,0.444626784703,0.405315242353,0.370765553232,,,,,,
78,0.404368199825,0.442669838437,0.404472895472,0.368410115716,,,,,,
79,0.402575396761,0.439501587254,0.402688787175,0.366362302042,,,,,,
80,0.396901963041,0.435216755714,0.397029490187,0.363597116242,,,,,,
81,0.396050669725,0.433258785365,0.396173232764,0.362385174168,,,,,,
82,0.393012124422,0.430496481711,0.393084937143,0.358906058137,,,,,,
83,0.389952650313,0.429082939503,0.390044513008,0.357040161852,,,,,,
84,0.387897152203,0.425429121755,0.387974047865,0.351706203908,,,,,,
85,0.387067765001,0.424370057396,0.387133967471,0.350346521887,,,,,,
86,0.386768853533,0.424332836445,0.386837063471,0.350016090305,,,,,,
87,0.382520474708,0.421443094912,0.38258694553,0.347811609047,,,,,,
88,0.381686956695,0.423311277467,0.381758220862,0.346743530953,,,,,,
89,0.377845777157,0.423001040068,0.377942143281,0.342060833608,,,,,,
90,0.377320733382,0.419008278694,0.377491472145,0.341416052841,,,,,,
91,0.376660556089,0.4178519342,0.376864204893,0.337770532417,,,,,,
92,0.376398241494,0.416582907315,0.376607708519,0.330903908175,,,,,,
93,0.375743306267,0.416025872767,0.376159502633,0.329588566957,,,,,,
94,0.374871056979,0.417036442451,0.375533932739,0.3290496013,,,,,,
95,0.374027993406,0.416359209198,0.374607174265,0.327643236626,,,,,,
96,0.373258574526,0.415463622057,0.373819245831,0.324010771594,,,,,,
97,0.373274681282,0.415678872139,0.373838022747,0.323312571248,,,,,,
98,0.370715029603,0.41660316557,0.371399497941,0.320683014182,,,,,,
99,0.368963447253,0.413922861654,0.369653209705,0.311229934877,,,,,,
100,0.367770502973,0.409490586318,0.368458331777,0.308534694939,,,,,,
101,0.365952780964,0.401457228253,0.366584161397,0.305388406636,,,,,,
102,0.365119084191,0.399688733989,0.365675988192,0.300407749361,,,,,,
103,0.364154039939,0.399160656634,0.364801030247,0.299965940011,,,,,,
104,0.362814218524,0.398984170073,0.363514310621,0.295996555235,,,,,,
105,0.354492083122,0.39698915543,0.356943948985,0.292875899664,,,,,,
106,0.352622406403,0.395643437079,0.355210939707,0.291107318574,,,,,,
107,0.351926016627,0.394895718568,0.354764310277,0.290066949498,,,,,,
108,0.351951385388,0.393766023972,0.35478055723,0.290079374689,,,,,,
109,0.351567334586,0.393323975174,0.354367080213,0.289691924074,,,,,,
110,0.350506427687,0.391528424232,0.353278826596,0.286763534924,,,,,,
111,0.350137107426,0.390807539328,0.352912099647,0.284573500601,,,,,,
112,0.349897074786,0.39043240373,0.352582507708,0.283947699466,,,,,,
113,0.344134002221,0.387756909724,0.346783220301,0.283485720737,,,,,,
