Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,,,,,,
0,0.96884768391,0.983925371603,,,,,,
1,0.948310964021,0.952724871889,,,,,,
2,0.921266968029,0.928763846592,,,,,,
3,0.896112997617,0.896814316938,,,,,,
4,0.875455828462,0.876237734935,,,,,,
5,0.848311928496,0.841124329008,,,,,,
6,0.827781472581,0.815136718353,,,,,,
7,0.811314787799,0.802190015405,,,,,,
8,0.803485309829,0.788782559105,,,,,,
9,0.786261992194,0.775211734889,,,,,,
10,0.774908117713,0.761340822823,,,,,,
11,0.767064315074,0.738924352074,,,,,,
12,0.748578245473,0.731265123374,,,,,,
13,0.73069076663,0.714312794352,,,,,,
14,0.716419625033,0.691679272741,,,,,,
15,0.699579570982,0.679944884842,,,,,,
16,0.6862043896,0.669569939492,,,,,,
17,0.681376713194,0.659100850371,,,,,,
18,0.673989577231,0.65014423968,,,,,,
19,0.659714334297,0.633470602087,,,,,,
20,0.645871720807,0.622109624989,,,,,,
21,0.633951294927,0.616009433659,,,,,,
22,0.627845874969,0.603979440106,,,,,,
23,0.623618073221,0.591691736658,,,,,,
24,0.619378196082,0.587013004404,,,,,,
25,0.604181802522,0.57778135444,,,,,,
26,0.601339977288,0.57051334894,,,,,,
27,0.593943645514,0.56375653299,,,,,,
28,0.58458765746,0.56201908334,,,,,,
29,0.576683277714,0.552615322937,,,,,,
30,0.571545897752,0.54927791224,,,,,,
31,0.556731601171,0.542235691103,,,,,,
32,0.550389651634,0.540137529875,,,,,,
33,0.545042094231,0.536443016726,,,,,,
34,0.542701394633,0.533292622089,,,,,,
35,0.537453550333,0.527416285695,,,,,,
36,0.534581141491,0.522454270026,,,,,,
37,0.526480398877,0.515841077282,,,,,,
38,0.520806451832,0.513454524959,,,,,,
39,0.514668286307,0.509008058909,,,,,,
40,0.511451099304,0.50325616708,,,,,,
41,0.501850271916,0.496741002226,,,,,,
42,0.497467976094,0.491355217606,,,,,,
43,0.495986460156,0.48748933416,,,,,,
44,0.492097056851,0.480123153461,,,,,,
45,0.485733054175,0.47126878077,,,,,,
46,0.483911846046,0.466353651082,,,,,,
47,0.481521560466,0.464088131718,,,,,,
48,0.474328633537,0.461767259912,,,,,,
49,0.472341614346,0.458805781611,,,,,,
50,0.464425316419,0.456144904814,,,,,,
51,0.457664470411,0.45063506285,,,,,,
52,0.455956432606,0.448546905463,,,,,,
53,0.452783010196,0.445409361873,,,,,,
54,0.45136344629,0.44462080419,,,,,,
55,0.449097437666,0.44205937214,,,,,,
56,0.446990442643,0.437172278014,,,,,,
57,0.444102778104,0.435512815715,,,,,,
58,0.442274734978,0.434735946717,,,,,,
59,0.437763309124,0.430320468551,,,,,,
60,0.435434323001,0.427243588181,,,,,,
61,0.430188840383,0.425873877765,,,,,,
62,0.428117370586,0.422883542005,,,,,,
63,0.420830448118,0.41837469809,,,,,,
64,0.413640633653,0.411819180378,,,,,,
65,0.412204709614,0.408290923109,,,,,,
66,0.409305742566,0.398303712166,,,,,,
67,0.408275346967,0.395646333087,,,,,,
68,0.407886851735,0.393954666818,,,,,,
69,0.406156042643,0.392111245504,,,,,,
70,0.404572448629,0.390391004633,,,,,,
71,0.402699732709,0.38823467246,,,,,,
72,0.401594924096,0.385601768324,,,,,,
73,0.401162601404,0.380746474544,,,,,,
74,0.397991637682,0.377030056992,,,,,,
75,0.396119621554,0.374284561849,,,,,,
76,0.39420002212,0.372541650034,,,,,,
77,0.388718069195,0.36781182164,,,,,,
78,0.38484213629,0.365943607157,,,,,,
79,0.383571270082,0.361503452386,,,,,,
80,0.379131295271,0.358923191122,,,,,,
81,0.37586524902,0.356022000054,,,,,,
82,0.370992181089,0.354404605981,,,,,,
83,0.370308648552,0.353656007911,,,,,,
84,0.369009323097,0.352603535765,,,,,,
85,0.363892060116,0.350779380648,,,,,,
86,0.360030585675,0.349317734064,,,,,,
87,0.358588136813,0.34814415662,,,,,,
88,0.355741680557,0.343915719582,,,,,,
89,0.352777197892,0.340347442482,,,,,,
90,0.348024072671,0.337700256467,,,,,,
91,0.346725324825,0.337205266047,,,,,,
92,0.346635028202,0.333226389011,,,,,,
93,0.34486954087,0.331731693977,,,,,,
94,0.344249424092,0.331344211068,,,,,,
95,0.340793262818,0.323698153393,,,,,,
96,0.335633991777,0.321556398362,,,,,,
97,0.334938785903,0.318900177357,,,,,,
98,0.333051028871,0.317730060118,,,,,,
99,0.332511509222,0.317031055498,,,,,,
100,0.331570608731,0.315624543179,,,,,,
101,0.331020332608,0.314210152037,,,,,,
102,0.328372706377,0.313191110734,,,,,,
103,0.32633599086,0.31205761254,,,,,,
104,0.325399680289,0.309887796118,,,,,,
105,0.324883218341,0.308573821082,,,,,,
106,0.323429960844,0.307556382784,,,,,,
107,0.322614433934,0.306960846805,,,,,,
108,0.321918342339,0.306167328624,,,,,,
109,0.32198780057,0.30608223316,,,,,,
110,0.320604344867,0.305159841175,,,,,,
111,0.319966126189,0.30031766823,,,,,,
112,0.318402631113,0.299383216086,,,,,,
113,0.318277807112,0.299703417052,,,,,,
114,0.317566771095,0.29911368319,,,,,,
115,0.315626771943,0.297300788909,,,,,,
116,0.315389199872,0.297046297246,,,,,,
117,0.313596973149,0.295982102345,,,,,,
118,0.312472162932,0.294164280775,,,,,,
119,0.311846634372,0.293080138673,,,,,,
120,0.311674665373,0.292912579507,,,,,,
121,0.311423385391,0.2926627392,,,,,,
122,0.3105045258,0.291304908269,,,,,,
123,0.310410149875,0.29030213341,,,,,,
124,0.309827559364,0.289761878036,,,,,,
125,0.309121507924,0.288967016766,,,,,,
126,0.304707080097,0.287962502567,,,,,,
127,0.303339379569,0.286561236299,,,,,,
128,0.302320039014,0.28605393879,,,,,,
129,0.301685149665,0.285716999453,,,,,,
130,0.297995020391,0.282703448321,,,,,,
131,0.297755653573,0.281795415931,,,,,,
132,0.295434023461,0.281099226575,,,,,,
133,0.293927058283,0.279867466961,,,,,,
134,0.293075929852,0.279490331102,,,,,,
135,0.29290718491,0.279333903122,,,,,,
136,0.291803515822,0.278536011912,,,,,,
137,0.291384361725,0.278140891357,,,,,,
138,0.290984107164,0.278231037794,,,,,,
